WP_020985020.1	lcl|NZ_JAMQPL010000004.1_cds_WP_265352101.1_2688	62.162	74	106
WP_010578412.1	lcl|NZ_JAMQPL010000004.1_cds_WP_265352100.1_2689	82.903	310	314
WP_010578412.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350398.1_738	27.244	312	314
WP_010578412.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350373.1_711	22.699	326	314
WP_010578412.1	lcl|NZ_JAMQPL010000004.1_cds_WP_265352082.1_2710	21.121	232	314
WP_010578412.1	lcl|NZ_JAMQPL010000003.1_cds_WP_265351842.1_2423	21.505	186	314
WP_010578412.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350875.1_1281	24.204	314	314
WP_010578411.1	lcl|NZ_JAMQPL010000002.1_cds_WP_265351247.1_1856	36.207	116	185
WP_010578410.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350373.1_711	30.573	314	329
WP_010578410.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350875.1_1281	30.744	309	329
WP_010578410.1	lcl|NZ_JAMQPL010000003.1_cds_WP_265351842.1_2423	27.353	340	329
WP_010578410.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350726.1_1114	27.410	332	329
WP_010578410.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350398.1_738	29.221	308	329
WP_010578410.1	lcl|NZ_JAMQPL010000004.1_cds_WP_265352082.1_2710	26.199	271	329
WP_010578410.1	lcl|NZ_JAMQPL010000004.1_cds_WP_265352100.1_2689	25.079	315	329
WP_010578410.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350671.1_1049	28.235	255	329
WP_010578410.1	lcl|NZ_JAMQPL010000004.1_cds_WP_265352071.1_2722	25.210	238	329
WP_010578410.1	lcl|NZ_JAMQPL010000003.1_cds_WP_265351852.1_2434	27.350	234	329
WP_010578410.1	lcl|NZ_JAMQPL010000012.1_cds_WP_265353373.1_282	25.698	179	329
WP_010578410.1	lcl|NZ_JAMQPL010000004.1_cds_WP_265352040.1_2753	25.283	265	329
WP_010578410.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350327.1_657	29.675	246	329
WP_010578410.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350679.1_1057	22.222	270	329
WP_010578410.1	lcl|NZ_JAMQPL010000004.1_cds_WP_265352209.1_2717	32.432	111	329
WP_020984930.1	lcl|NZ_JAMQPL010000004.1_cds_WP_265352008.1_2814	24.528	265	267
WP_020984930.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350644.1_1021	38.261	115	267
WP_020984930.1	lcl|NZ_JAMQPL010000004.1_cds_WP_265352074.1_2719	24.038	208	267
WP_020984930.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350781.1_1175	25.592	211	267
WP_020984935.1	lcl|NZ_JAMQPL010000002.1_cds_WP_265351228.1_1878	24.484	339	509
WP_020984935.1	lcl|NZ_JAMQPL010000002.1_cds_WP_265351227.1_1879	26.316	114	509
WP_020984935.1	lcl|NZ_JAMQPL010000002.1_cds_WP_265351228.1_1878	24.484	339	509
WP_020984935.1	lcl|NZ_JAMQPL010000002.1_cds_WP_265351227.1_1879	26.316	114	509
WP_010578407.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350671.1_1049	29.167	264	330
WP_010578407.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350875.1_1281	24.820	278	330
WP_010578407.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350373.1_711	28.520	277	330
WP_010578407.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350398.1_738	26.220	328	330
WP_010578407.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350679.1_1057	25.660	265	330
WP_010578407.1	lcl|NZ_JAMQPL010000004.1_cds_WP_265352082.1_2710	25.541	231	330
WP_010578407.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350736.1_1126	33.333	111	330
WP_010578407.1	lcl|NZ_JAMQPL010000012.1_cds_WP_265353373.1_282	26.984	126	330
WP_010578407.1	lcl|NZ_JAMQPL010000003.1_cds_WP_265351842.1_2423	22.549	306	330
WP_010578407.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350327.1_657	25.121	207	330
WP_010578407.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350726.1_1114	28.000	150	330
WP_010578406.1	lcl|NZ_JAMQPL010000004.1_cds_WP_265352096.1_2693	32.514	366	366
WP_010578406.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350976.1_986	29.255	376	366
WP_010578406.1	lcl|NZ_JAMQPL010000007.1_cds_WP_265352689.1_3554	28.895	353	366
WP_010578406.1	lcl|NZ_JAMQPL010000010.1_cds_WP_265353155.1_87	22.647	340	366
WP_010578405.1	lcl|NZ_JAMQPL010000004.1_cds_WP_265352096.1_2693	32.520	369	367
WP_010578405.1	lcl|NZ_JAMQPL010000007.1_cds_WP_265352689.1_3554	29.412	374	367
WP_010578405.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350976.1_986	29.894	378	367
WP_010578405.1	lcl|NZ_JAMQPL010000010.1_cds_WP_265353155.1_87	26.966	356	367
WP_010578402.1	lcl|NZ_JAMQPL010000010.1_cds_WP_265353203.1_36	42.798	243	265
WP_020984841.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350158.1_473	35.806	310	310
WP_020984841.1	lcl|NZ_JAMQPL010000005.1_cds_WP_265352377.1_2946	30.492	305	310
WP_020984841.1	lcl|NZ_JAMQPL010000002.1_cds_WP_265351305.1_1790	22.137	262	310
WP_020984841.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350158.1_473	35.806	310	310
WP_020984841.1	lcl|NZ_JAMQPL010000005.1_cds_WP_265352377.1_2946	30.492	305	310
WP_020984841.1	lcl|NZ_JAMQPL010000002.1_cds_WP_265351305.1_1790	22.137	262	310
WP_010578399.1	lcl|NZ_JAMQPL010000005.1_cds_WP_265352395.1_2920	50.000	36	145
WP_020984860.1	lcl|NZ_JAMQPL010000002.1_cds_WP_265351322.1_1769	34.021	97	221
WP_039942433.1	lcl|NZ_JAMQPL010000004.1_cds_WP_265352092.1_2697	29.386	228	408
WP_039942433.1	lcl|NZ_JAMQPL010000002.1_cds_WP_265351578.1_1457	24.638	207	408
WP_039942433.1	lcl|NZ_JAMQPL010000004.1_cds_WP_265352188.1_2596	22.703	185	408
WP_020985012.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350567.1_925	34.058	138	175
WP_010578396.1	lcl|NZ_JAMQPL010000002.1_cds_WP_265351578.1_1457	24.413	213	406
WP_010578396.1	lcl|NZ_JAMQPL010000004.1_cds_WP_265352092.1_2697	22.907	227	406
WP_010578395.1	lcl|NZ_JAMQPL010000002.1_cds_WP_265351319.1_1773	23.673	245	240
WP_010578395.1	lcl|NZ_JAMQPL010000005.1_cds_WP_265352334.1_2991	24.603	252	240
WP_010578395.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350600.1_965	23.849	239	240
WP_010578395.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350626.1_996	27.891	147	240
WP_010578395.1	lcl|NZ_JAMQPL010000003.1_cds_WP_265351678.1_2240	31.579	95	240
WP_010578395.1	lcl|NZ_JAMQPL010000005.1_cds_WP_135740697.1_2926	29.670	91	240
WP_010578390.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350631.1_1005	30.206	533	603
WP_010578390.1	lcl|NZ_JAMQPL010000009.1_cds_WP_265353080.1_3859	33.014	418	603
WP_010578390.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350582.1_942	31.959	485	603
WP_010578390.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350882.1_1288	36.278	317	603
WP_010578390.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350880.1_1286	30.588	425	603
WP_010578390.1	lcl|NZ_JAMQPL010000004.1_cds_WP_265352098.1_2691	38.078	281	603
WP_010578390.1	lcl|NZ_JAMQPL010000006.1_cds_WP_265352657.1_3368	35.019	257	603
WP_010578390.1	lcl|NZ_JAMQPL010000011.1_cds_WP_265353331.1_233	30.000	230	603
WP_010578390.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350898.1_1306	27.350	234	603
WP_010578390.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350859.1_1263	31.873	251	603
WP_010578390.1	lcl|NZ_JAMQPL010000008.1_cds_WP_265352893.1_3643	29.741	232	603
WP_010578390.1	lcl|NZ_JAMQPL010000009.1_cds_WP_265353008.1_3773	30.645	248	603
WP_010578390.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350858.1_1262	27.941	272	603
WP_010578390.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350804.1_1199	28.037	214	603
WP_010578390.1	lcl|NZ_JAMQPL010000002.1_cds_WP_265351364.1_1718	28.054	221	603
