WP_020985020.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000340715.1_879	91.463	82	106
WP_010578412.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000410273.1_880	91.083	314	314
WP_010578412.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000093099.1_900	55.556	63	314
WP_010578412.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000646250.1_883	28.175	252	314
WP_010578412.1	lcl|NZ_JAGGCH010000006.1_cds_WP_000744700.1_1051	22.256	328	314
WP_010578412.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000600889.1_909	24.194	186	314
WP_010578412.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000723090.1_962	23.183	289	314
WP_010578412.1	lcl|NZ_JAGGCH010000005.1_cds_WP_001067557.1_886	25.526	333	314
WP_020984893.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000604524.1_881	84.932	365	365
WP_010578411.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000884059.1_882	95.135	185	185
WP_010578411.1	lcl|NZ_JAGGCH010000003.1_cds_WP_000351733.1_634	38.571	140	185
WP_010578410.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000646250.1_883	93.921	329	329
WP_010578410.1	lcl|NZ_JAGGCH010000006.1_cds_WP_000744700.1_1051	31.429	315	329
WP_010578410.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000600889.1_909	33.333	255	329
WP_010578410.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000723090.1_962	29.851	335	329
WP_010578410.1	lcl|NZ_JAGGCH010000029.1_cds_WP_001984071.1_2913	32.026	306	329
WP_010578410.1	lcl|NZ_JAGGCH010000008.1_cds_WP_000649925.1_1335	30.091	329	329
WP_010578410.1	lcl|NZ_JAGGCH010000059.1_cds_WP_000709511.1_3689	28.182	330	329
WP_010578410.1	lcl|NZ_JAGGCH010000005.1_cds_WP_001067557.1_886	28.852	305	329
WP_010578410.1	lcl|NZ_JAGGCH010000029.1_cds_WP_000688695.1_2933	28.832	274	329
WP_010578410.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000601375.1_936	24.549	277	329
WP_010578410.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000410273.1_880	27.826	230	329
WP_010578410.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000475904.1_945	27.007	274	329
WP_010578410.1	lcl|NZ_JAGGCH010000018.1_cds_WP_001074785.1_2265	28.302	265	329
WP_010578410.1	lcl|NZ_JAGGCH010000020.1_cds_WP_001003555.1_2428	27.200	250	329
WP_010578410.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000487322.1_934	26.205	332	329
WP_020984930.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000774262.1_884	88.189	254	267
WP_020984930.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000859505.1_933	27.315	216	267
WP_020984930.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000800438.1_914	25.789	190	267
WP_020984930.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000842260.1_963	24.569	232	267
WP_020984930.1	lcl|NZ_JAGGCH010000026.1_cds_WP_000667727.1_2803	33.636	110	267
WP_020984930.1	lcl|NZ_JAGGCH010000023.1_cds_WP_000805357.1_2625	36.047	86	267
WP_020984935.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000612797.1_885	87.402	508	509
WP_020984935.1	lcl|NZ_JAGGCH010000021.1_cds_WP_000291591.1_2491	27.329	322	509
WP_020984935.1	lcl|NZ_JAGGCH010000021.1_cds_WP_000364507.1_2490	28.723	94	509
WP_020984935.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000612797.1_885	87.402	508	509
WP_020984935.1	lcl|NZ_JAGGCH010000021.1_cds_WP_000291591.1_2491	27.329	322	509
WP_020984935.1	lcl|NZ_JAGGCH010000021.1_cds_WP_000364507.1_2490	28.723	94	509
WP_010578407.1	lcl|NZ_JAGGCH010000005.1_cds_WP_001067557.1_886	96.364	330	330
WP_010578407.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000646250.1_883	28.990	307	330
WP_010578407.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000600889.1_909	27.068	266	330
WP_010578407.1	lcl|NZ_JAGGCH010000029.1_cds_WP_001984071.1_2913	25.735	272	330
WP_010578407.1	lcl|NZ_JAGGCH010000020.1_cds_WP_001003555.1_2428	30.041	243	330
WP_010578407.1	lcl|NZ_JAGGCH010000006.1_cds_WP_000744700.1_1051	26.266	316	330
WP_010578407.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000723090.1_962	24.024	333	330
WP_010578407.1	lcl|NZ_JAGGCH010000008.1_cds_WP_000649925.1_1335	29.644	253	330
WP_010578407.1	lcl|NZ_JAGGCH010000029.1_cds_WP_000688695.1_2933	25.339	221	330
WP_010578407.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000601375.1_936	26.119	268	330
WP_010578406.1	lcl|NZ_JAGGCH010000005.1_cds_WP_001198107.1_887	98.087	366	366
WP_010578406.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000608295.1_888	40.000	365	366
