WP_020985020.1	lcl|NZ_JASUZT010000014.1_cds_WP_002614501.1_841	97.561	82	106
WP_010578412.1	lcl|NZ_JASUZT010000014.1_cds_WP_004494857.1_842	97.097	310	314
WP_010578412.1	lcl|NZ_JASUZT010000016.1_cds_WP_004508120.1_1034	25.269	186	314
WP_010578412.1	lcl|NZ_JASUZT010000012.1_cds_WP_002615921.1_597	22.769	325	314
WP_010578412.1	lcl|NZ_JASUZT010000014.1_cds_WP_004507614.1_845	20.949	253	314
WP_010578412.1	lcl|NZ_JASUZT010000016.1_cds_WP_286048380.1_968	23.297	279	314
WP_010578412.1	lcl|NZ_JASUZT010000008.1_cds_WP_016760974.1_3393	31.061	132	314
WP_010578412.1	lcl|NZ_JASUZT010000019.1_cds_WP_004495474.1_1243	25.402	311	314
WP_010578412.1	lcl|NZ_JASUZT010000016.1_cds_WP_004503537.1_993	22.088	249	314
WP_010578411.1	lcl|NZ_JASUZT010000003.1_cds_WP_002630958.1_2127	33.562	146	185
WP_010578410.1	lcl|NZ_JASUZT010000014.1_cds_WP_004507614.1_845	32.249	338	329
WP_010578410.1	lcl|NZ_JASUZT010000016.1_cds_WP_004508120.1_1034	32.107	299	329
WP_010578410.1	lcl|NZ_JASUZT010000019.1_cds_WP_004495474.1_1243	31.833	311	329
WP_010578410.1	lcl|NZ_JASUZT010000012.1_cds_WP_002615921.1_597	29.841	315	329
WP_010578410.1	lcl|NZ_JASUZT010000016.1_cds_WP_286048380.1_968	29.341	334	329
WP_010578410.1	lcl|NZ_JASUZT010000018.1_cds_WP_004498401.1_1167	28.616	318	329
WP_010578410.1	lcl|NZ_JASUZT010000011.1_cds_WP_004495537.1_455	26.866	335	329
WP_010578410.1	lcl|NZ_JASUZT010000019.1_cds_WP_004495465.1_1246	28.261	322	329
WP_010578410.1	lcl|NZ_JASUZT010000016.1_cds_WP_004503537.1_993	23.881	268	329
WP_010578410.1	lcl|NZ_JASUZT010000009.1_cds_WP_002619620.1_3504	25.959	339	329
WP_010578410.1	lcl|NZ_JASUZT010000014.1_cds_WP_004494857.1_842	28.099	242	329
WP_010578410.1	lcl|NZ_JASUZT010000005.1_cds_WP_004496193.1_2890	26.996	263	329
WP_010578410.1	lcl|NZ_JASUZT010000016.1_cds_WP_286048386.1_985	26.277	274	329
WP_010578410.1	lcl|NZ_JASUZT010000008.1_cds_WP_016760974.1_3393	24.771	327	329
WP_010578410.1	lcl|NZ_JASUZT010000017.1_cds_WP_004495316.1_1107	28.163	245	329
WP_010578410.1	lcl|NZ_JASUZT010000016.1_cds_WP_004503611.1_995	29.032	186	329
WP_020984930.1	lcl|NZ_JASUZT010000016.1_cds_WP_036094063.1_1029	25.000	188	267
WP_020984930.1	lcl|NZ_JASUZT010000001.1_cds_WP_004499478.1_19	39.326	89	267
WP_020984930.1	lcl|NZ_JASUZT010000016.1_cds_WP_004503495.1_996	25.728	206	267
WP_020984930.1	lcl|NZ_JASUZT010000016.1_cds_WP_002620407.1_967	25.106	235	267
WP_020984930.1	lcl|NZ_JASUZT010000001.1_cds_WP_286047777.1_212	36.471	85	267
WP_020984930.1	lcl|NZ_JASUZT010000011.1_cds_WP_286048254.1_456	25.000	196	267
WP_020984935.1	lcl|NZ_JASUZT010000005.1_cds_WP_004503246.1_2820	25.915	328	509
WP_020984935.1	lcl|NZ_JASUZT010000005.1_cds_WP_286047945.1_2821	30.435	115	509
WP_020984935.1	lcl|NZ_JASUZT010000005.1_cds_WP_004503246.1_2820	25.915	328	509
WP_020984935.1	lcl|NZ_JASUZT010000005.1_cds_WP_286047945.1_2821	30.435	115	509
WP_010578407.1	lcl|NZ_JASUZT010000019.1_cds_WP_004495474.1_1243	27.106	273	330
WP_010578407.1	lcl|NZ_JASUZT010000016.1_cds_WP_004508120.1_1034	27.437	277	330
WP_010578407.1	lcl|NZ_JASUZT010000012.1_cds_WP_002615921.1_597	29.242	277	330
WP_010578407.1	lcl|NZ_JASUZT010000016.1_cds_WP_286048380.1_968	25.526	333	330
WP_010578407.1	lcl|NZ_JASUZT010000008.1_cds_WP_016760974.1_3393	24.904	261	330
WP_010578407.1	lcl|NZ_JASUZT010000014.1_cds_WP_004507614.1_845	27.155	232	330
WP_010578407.1	lcl|NZ_JASUZT010000009.1_cds_WP_002619620.1_3504	26.522	230	330
WP_010578407.1	lcl|NZ_JASUZT010000018.1_cds_WP_004498401.1_1167	31.200	250	330
WP_010578407.1	lcl|NZ_JASUZT010000016.1_cds_WP_004503537.1_993	25.094	267	330
WP_010578407.1	lcl|NZ_JASUZT010000011.1_cds_WP_004495537.1_455	24.460	139	330
WP_010578407.1	lcl|NZ_JASUZT010000005.1_cds_WP_004496193.1_2890	26.829	246	330
WP_010578407.1	lcl|NZ_JASUZT010000014.1_cds_WP_004494857.1_842	24.085	328	330
WP_010578406.1	lcl|NZ_JASUZT010000016.1_cds_WP_286048381.1_974	33.623	345	366
WP_010578406.1	lcl|NZ_JASUZT010000001.1_cds_WP_002621621.1_24	27.704	379	366
WP_010578406.1	lcl|NZ_JASUZT010000016.1_cds_WP_286048410.1_1020	31.356	354	366
WP_010578406.1	lcl|NZ_JASUZT010000001.1_cds_WP_002615575.1_153	30.748	361	366
WP_010578406.1	lcl|NZ_JASUZT010000016.1_cds_WP_286048416.1_1033	27.541	305	366
WP_010578406.1	lcl|NZ_JASUZT010000009.1_cds_WP_002619618.1_3505	30.811	185	366
WP_010578405.1	lcl|NZ_JASUZT010000016.1_cds_WP_286048381.1_974	38.919	370	367
WP_010578405.1	lcl|NZ_JASUZT010000016.1_cds_WP_286048410.1_1020	32.533	375	367
WP_010578405.1	lcl|NZ_JASUZT010000001.1_cds_WP_002615575.1_153	33.245	376	367
WP_010578405.1	lcl|NZ_JASUZT010000001.1_cds_WP_002621621.1_24	30.890	382	367
WP_010578405.1	lcl|NZ_JASUZT010000016.1_cds_WP_286048416.1_1033	28.374	289	367
WP_010578405.1	lcl|NZ_JASUZT010000009.1_cds_WP_002619618.1_3505	26.257	358	367
WP_010578405.1	lcl|NZ_JASUZT010000003.1_cds_WP_249739661.1_2093	34.831	89	367
WP_010578402.1	lcl|NZ_JASUZT010000001.1_cds_WP_004496886.1_157	44.939	247	265
WP_020984841.1	lcl|NZ_JASUZT010000002.1_cds_WP_004499599.1_1347	38.487	304	310
WP_020984841.1	lcl|NZ_JASUZT010000006.1_cds_WP_002619450.1_3038	27.018	285	310
WP_020984841.1	lcl|NZ_JASUZT010000002.1_cds_WP_286047828.1_1491	25.339	221	310
WP_020984841.1	lcl|NZ_JASUZT010000002.1_cds_WP_004499599.1_1347	38.487	304	310
WP_020984841.1	lcl|NZ_JASUZT010000006.1_cds_WP_002619450.1_3038	27.018	285	310
WP_020984841.1	lcl|NZ_JASUZT010000002.1_cds_WP_286047828.1_1491	25.339	221	310
WP_010578399.1	lcl|NZ_JASUZT010000006.1_cds_WP_004462309.1_3048	59.259	27	145
WP_020984860.1	lcl|NZ_JASUZT010000024.1_cds_WP_004498543.1_1776	28.713	101	221
WP_020984860.1	lcl|NZ_JASUZT010000012.1_cds_WP_026054676.1_570	25.641	78	221
WP_039942433.1	lcl|NZ_JASUZT010000016.1_cds_WP_286048405.1_1011	28.061	196	408
WP_039942433.1	lcl|NZ_JASUZT010000012.1_cds_WP_026054676.1_570	23.832	214	408
WP_039942433.1	lcl|NZ_JASUZT010000022.1_cds_WP_239248040.1_1678	22.523	222	408
WP_039942433.1	lcl|NZ_JASUZT010000024.1_cds_WP_002619726.1_1777	27.083	144	408
