WP_020985020.1	lcl|NZ_JADHZX010000064.1_cds_WP_002725873.1_2956	97.561	82	106
WP_010578412.1	lcl|NZ_JADHZX010000064.1_cds_WP_002725867.1_2955	96.774	310	314
WP_010578412.1	lcl|NZ_JADHZX010000068.1_cds_WP_193816902.1_3041	22.277	202	314
WP_010578412.1	lcl|NZ_JADHZX010000094.1_cds_WP_061208146.1_3624	23.077	325	314
WP_010578412.1	lcl|NZ_JADHZX010000068.1_cds_WP_011669957.1_3043	25.275	182	314
WP_010578412.1	lcl|NZ_JADHZX010000079.1_cds_WP_011671706.1_3309	22.420	281	314
WP_010578412.1	lcl|NZ_JADHZX010000008.1_cds_WP_061221080.1_3547	25.726	241	314
WP_010578412.1	lcl|NZ_JADHZX010000044.1_cds_WP_061221553.1_2436	30.303	132	314
WP_010578412.1	lcl|NZ_JADHZX010000015.1_cds_WP_002729504.1_793	21.429	168	314
WP_010578411.1	lcl|NZ_JADHZX010000001.1_cds_WP_002750963.1_1207	32.911	158	185
WP_010578411.1	lcl|NZ_JADHZX010000027.1_cds_WP_011669938.1_1691	35.593	177	185
WP_010578410.1	lcl|NZ_JADHZX010000068.1_cds_WP_193816902.1_3041	31.034	319	329
WP_010578410.1	lcl|NZ_JADHZX010000008.1_cds_WP_061221080.1_3547	31.833	311	329
WP_010578410.1	lcl|NZ_JADHZX010000094.1_cds_WP_061208146.1_3624	29.841	315	329
WP_010578410.1	lcl|NZ_JADHZX010000079.1_cds_WP_011671706.1_3309	30.746	335	329
WP_010578410.1	lcl|NZ_JADHZX010000068.1_cds_WP_011669957.1_3043	28.197	305	329
WP_010578410.1	lcl|NZ_JADHZX010000008.1_cds_WP_002754065.1_3550	28.182	330	329
WP_010578410.1	lcl|NZ_JADHZX010000006.1_cds_WP_061221126.1_3103	28.527	319	329
WP_010578410.1	lcl|NZ_JADHZX010000015.1_cds_WP_002729504.1_793	26.979	341	329
WP_010578410.1	lcl|NZ_JADHZX010000003.1_cds_WP_011671074.1_2317	24.189	339	329
WP_010578410.1	lcl|NZ_JADHZX010000064.1_cds_WP_002725867.1_2955	27.826	230	329
WP_010578410.1	lcl|NZ_JADHZX010000038.1_cds_WP_002751102.1_2222	26.792	265	329
WP_010578410.1	lcl|NZ_JADHZX010000068.1_cds_WP_011669959.1_3045	26.941	219	329
WP_010578410.1	lcl|NZ_JADHZX010000169.1_cds_WP_194492166.1_856	28.455	246	329
WP_010578410.1	lcl|NZ_JADHZX010000044.1_cds_WP_061221553.1_2436	23.867	331	329
WP_020984930.1	lcl|NZ_JADHZX010000068.1_cds_WP_193816901.1_3042	27.919	197	267
WP_020984930.1	lcl|NZ_JADHZX010000079.1_cds_WP_011669974.1_3310	25.431	232	267
WP_020984930.1	lcl|NZ_JADHZX010000024.1_cds_WP_061208961.1_1569	35.955	89	267
WP_020984930.1	lcl|NZ_JADHZX010000047.1_cds_WP_002766579.1_2503	37.647	85	267
WP_020984930.1	lcl|NZ_JADHZX010000015.1_cds_WP_061221462.1_792	24.490	196	267
WP_020984935.1	lcl|NZ_JADHZX010000002.1_cds_WP_061220661.1_1855	28.041	296	509
WP_020984935.1	lcl|NZ_JADHZX010000002.1_cds_WP_002751286.1_1856	30.435	115	509
WP_020984935.1	lcl|NZ_JADHZX010000002.1_cds_WP_061220661.1_1855	28.041	296	509
WP_020984935.1	lcl|NZ_JADHZX010000002.1_cds_WP_002751286.1_1856	30.435	115	509
WP_010578407.1	lcl|NZ_JADHZX010000008.1_cds_WP_061221080.1_3547	27.106	273	330
WP_010578407.1	lcl|NZ_JADHZX010000068.1_cds_WP_193816902.1_3041	24.088	274	330
