WP_020985020.1	lcl|NZ_LSSR01000011.1_cds_WP_004462903.1_1115	95.122	82	106
WP_010578412.1	lcl|NZ_LSSR01000011.1_cds_WP_004464977.1_1116	89.677	310	314
WP_010578412.1	lcl|NZ_LSSR01000011.1_cds_WP_004464967.1_1167	24.138	203	314
WP_010578412.1	lcl|NZ_LSSR01000033.1_cds_WP_004476620.1_2418	22.769	325	314
WP_010578412.1	lcl|NZ_LSSR01000011.1_cds_WP_004465002.1_1169	25.137	183	314
WP_010578412.1	lcl|NZ_LSSR01000011.1_cds_WP_061526069.1_1190	22.634	243	314
WP_010578412.1	lcl|NZ_LSSR01000066.1_cds_WP_004461234.1_3301	24.885	217	314
WP_010578412.1	lcl|NZ_LSSR01000009.1_cds_WP_004486477.1_721	21.302	169	314
WP_010578411.1	lcl|NZ_LSSR01000022.1_cds_WP_004460143.1_2031	34.247	146	185
WP_010578411.1	lcl|NZ_LSSR01000011.1_cds_WP_004475196.1_1150	36.723	177	185
WP_010578410.1	lcl|NZ_LSSR01000011.1_cds_WP_004464967.1_1167	31.153	321	329
WP_010578410.1	lcl|NZ_LSSR01000066.1_cds_WP_004461234.1_3301	32.797	311	329
WP_010578410.1	lcl|NZ_LSSR01000011.1_cds_WP_061526069.1_1190	30.746	335	329
WP_010578410.1	lcl|NZ_LSSR01000033.1_cds_WP_004476620.1_2418	29.206	315	329
WP_010578410.1	lcl|NZ_LSSR01000011.1_cds_WP_004465002.1_1169	29.508	305	329
WP_010578410.1	lcl|NZ_LSSR01000033.1_cds_WP_004484594.1_2301	29.503	322	329
WP_010578410.1	lcl|NZ_LSSR01000009.1_cds_WP_004486477.1_721	27.083	336	329
WP_010578410.1	lcl|NZ_LSSR01000066.1_cds_WP_004469301.1_3304	28.485	330	329
WP_010578410.1	lcl|NZ_LSSR01000077.1_cds_WP_032916356.1_3415	25.369	339	329
WP_010578410.1	lcl|NZ_LSSR01000011.1_cds_WP_004464977.1_1116	26.522	230	329
WP_010578410.1	lcl|NZ_LSSR01000022.1_cds_WP_004483289.1_1838	26.336	262	329
WP_010578410.1	lcl|NZ_LSSR01000077.1_cds_WP_004485000.1_3469	28.571	245	329
WP_010578410.1	lcl|NZ_LSSR01000011.1_cds_WP_004465101.1_1171	24.910	277	329
WP_010578410.1	lcl|NZ_LSSR01000033.1_cds_WP_004476349.1_2513	24.471	331	329
WP_020984930.1	lcl|NZ_LSSR01000011.1_cds_WP_004475169.1_1168	28.962	183	267
WP_020984930.1	lcl|NZ_LSSR01000009.1_cds_WP_004484915.1_756	29.798	198	267
WP_020984930.1	lcl|NZ_LSSR01000011.1_cds_WP_004483056.1_1191	24.380	242	267
WP_020984930.1	lcl|NZ_LSSR01000066.1_cds_WP_016754360.1_3272	37.647	85	267
WP_020984930.1	lcl|NZ_LSSR01000009.1_cds_WP_004477855.1_720	26.020	196	267
WP_020984935.1	lcl|NZ_LSSR01000002.1_cds_WP_004463881.1_154	27.019	322	509
WP_020984935.1	lcl|NZ_LSSR01000002.1_cds_WP_004460640.1_155	30.851	94	509
WP_020984935.1	lcl|NZ_LSSR01000023.1_cds_WP_061526294.1_2092	33.898	59	509
WP_020984935.1	lcl|NZ_LSSR01000002.1_cds_WP_004463881.1_154	27.019	322	509
WP_020984935.1	lcl|NZ_LSSR01000002.1_cds_WP_004460640.1_155	30.851	94	509
WP_020984935.1	lcl|NZ_LSSR01000023.1_cds_WP_061526294.1_2092	33.898	59	509
WP_010578407.1	lcl|NZ_LSSR01000066.1_cds_WP_004461234.1_3301	26.007	273	330
WP_010578407.1	lcl|NZ_LSSR01000011.1_cds_WP_004464967.1_1167	23.723	274	330
WP_010578407.1	lcl|NZ_LSSR01000033.1_cds_WP_004476620.1_2418	29.603	277	330
WP_010578407.1	lcl|NZ_LSSR01000011.1_cds_WP_061526069.1_1190	26.205	332	330
WP_010578407.1	lcl|NZ_LSSR01000033.1_cds_WP_004476349.1_2513	26.337	243	330
WP_010578407.1	lcl|NZ_LSSR01000077.1_cds_WP_032916356.1_3415	26.126	222	330
WP_010578407.1	lcl|NZ_LSSR01000033.1_cds_WP_004484594.1_2301	30.924	249	330
WP_010578407.1	lcl|NZ_LSSR01000009.1_cds_WP_004486477.1_721	24.324	148	330
WP_010578407.1	lcl|NZ_LSSR01000022.1_cds_WP_004483289.1_1838	29.231	130	330
