WP_020985020.1	lcl|NZ_RQGL01000026.1_cds_WP_135573185.1_1308	95.122	82	106
WP_010578412.1	lcl|NZ_RQGL01000024.1_cds_WP_118954467.1_278	22.769	325	314
WP_010578412.1	lcl|NZ_RQGL01000015.1_cds_WP_135571467.1_2771	23.843	281	314
WP_010578412.1	lcl|NZ_RQGL01000021.1_cds_WP_118957901.1_1723	23.214	168	314
WP_010578412.1	lcl|NZ_RQGL01000014.1_cds_WP_135571314.1_2079	23.963	217	314
WP_010578412.1	lcl|NZ_RQGL01000017.1_cds_WP_135571634.1_3434	22.184	293	314
WP_010578411.1	lcl|NZ_RQGL01000010.1_cds_WP_135570167.1_3255	36.986	146	185
WP_010578410.1	lcl|NZ_RQGL01000015.1_cds_WP_135571467.1_2771	31.250	336	329
WP_010578410.1	lcl|NZ_RQGL01000024.1_cds_WP_118954467.1_278	30.476	315	329
WP_010578410.1	lcl|NZ_RQGL01000024.1_cds_WP_135572641.1_142	31.193	327	329
WP_010578410.1	lcl|NZ_RQGL01000021.1_cds_WP_118957901.1_1723	27.381	336	329
WP_010578410.1	lcl|NZ_RQGL01000014.1_cds_WP_118954096.1_1964	28.485	330	329
WP_010578410.1	lcl|NZ_RQGL01000014.1_cds_WP_135571314.1_2079	28.270	237	329
WP_010578410.1	lcl|NZ_RQGL01000031.1_cds_WP_135574219.1_1045	25.959	339	329
WP_010578410.1	lcl|NZ_RQGL01000017.1_cds_WP_135571634.1_3434	27.572	243	329
WP_010578410.1	lcl|NZ_RQGL01000024.1_cds_WP_135572425.1_1	38.235	102	329
WP_010578410.1	lcl|NZ_RQGL01000028.1_cds_WP_135573672.1_3515	26.336	262	329
WP_010578410.1	lcl|NZ_RQGL01000011.1_cds_WP_135570412.1_529	25.969	258	329
WP_010578410.1	lcl|NZ_RQGL01000024.1_cds_WP_135572989.1_371	25.836	329	329
WP_010578410.1	lcl|NZ_RQGL01000014.1_cds_WP_135571063.1_1910	27.907	129	329
WP_020984930.1	lcl|NZ_RQGL01000015.1_cds_WP_135571464.1_2770	24.034	233	267
WP_020984930.1	lcl|NZ_RQGL01000031.1_cds_WP_135573916.1_858	37.500	88	267
WP_020984930.1	lcl|NZ_RQGL01000031.1_cds_WP_135574095.1_961	34.884	86	267
WP_020984930.1	lcl|NZ_RQGL01000021.1_cds_WP_135571791.1_1722	26.108	203	267
WP_020984935.1	lcl|NZ_RQGL01000009.1_cds_WP_135570038.1_1642	26.364	330	509
WP_020984935.1	lcl|NZ_RQGL01000009.1_cds_WP_135570038.1_1642	26.364	330	509
WP_010578407.1	lcl|NZ_RQGL01000024.1_cds_WP_118954467.1_278	30.325	277	330
WP_010578407.1	lcl|NZ_RQGL01000015.1_cds_WP_135571467.1_2771	27.523	327	330
WP_010578407.1	lcl|NZ_RQGL01000024.1_cds_WP_135572989.1_371	28.980	245	330
WP_010578407.1	lcl|NZ_RQGL01000017.1_cds_WP_135571634.1_3434	26.695	236	330
WP_010578407.1	lcl|NZ_RQGL01000031.1_cds_WP_135574219.1_1045	27.948	229	330
WP_010578407.1	lcl|NZ_RQGL01000014.1_cds_WP_135571314.1_2079	25.275	182	330
WP_010578407.1	lcl|NZ_RQGL01000026.1_cds_WP_135573493.1_1306	28.346	127	330
WP_010578407.1	lcl|NZ_RQGL01000024.1_cds_WP_135572641.1_142	27.500	280	330
WP_010578407.1	lcl|NZ_RQGL01000024.1_cds_WP_135572425.1_1	33.019	106	330
WP_010578407.1	lcl|NZ_RQGL01000021.1_cds_WP_118957901.1_1723	24.460	139	330
WP_010578406.1	lcl|NZ_RQGL01000031.1_cds_WP_135573907.1_853	28.232	379	366
WP_010578406.1	lcl|NZ_RQGL01000026.1_cds_WP_135573181.1_1305	31.564	358	366
WP_010578406.1	lcl|NZ_RQGL01000026.1_cds_WP_208724871.1_1293	35.743	249	366
WP_010578406.1	lcl|NZ_RQGL01000003.1_cds_WP_135568715.1_3082	30.919	359	366
WP_010578406.1	lcl|NZ_RQGL01000031.1_cds_WP_167450712.1_975	30.270	185	366
WP_010578405.1	lcl|NZ_RQGL01000003.1_cds_WP_135568715.1_3082	33.777	376	367
WP_010578405.1	lcl|NZ_RQGL01000026.1_cds_WP_135573181.1_1305	31.818	396	367
WP_010578405.1	lcl|NZ_RQGL01000031.1_cds_WP_135573907.1_853	30.469	384	367
WP_010578405.1	lcl|NZ_RQGL01000026.1_cds_WP_208724871.1_1293	30.058	346	367
WP_010578405.1	lcl|NZ_RQGL01000031.1_cds_WP_167450712.1_975	26.257	358	367
WP_010578405.1	lcl|NZ_RQGL01000009.1_cds_WP_135569847.1_1522	33.962	106	367
WP_010578402.1	lcl|NZ_RQGL01000021.1_cds_WP_135571935.1_1818	44.856	243	265
WP_020984841.1	lcl|NZ_RQGL01000037.1_cds_WP_135574902.1_2572	37.288	295	310
WP_020984841.1	lcl|NZ_RQGL01000026.1_cds_WP_135573406.1_1452	25.249	301	310
WP_020984841.1	lcl|NZ_RQGL01000010.1_cds_WP_135570244.1_3306	25.339	221	310
WP_020984841.1	lcl|NZ_RQGL01000037.1_cds_WP_135574902.1_2572	37.288	295	310
WP_020984841.1	lcl|NZ_RQGL01000026.1_cds_WP_135573406.1_1452	25.249	301	310
WP_020984841.1	lcl|NZ_RQGL01000010.1_cds_WP_135570244.1_3306	25.339	221	310
WP_010578399.1	lcl|NZ_RQGL01000019.1_cds_WP_118955411.1_3716	57.143	28	145
WP_020984860.1	lcl|NZ_RQGL01000024.1_cds_WP_135572809.1_250	27.941	68	221
WP_039942433.1	lcl|NZ_RQGL01000007.1_cds_WP_135569353.1_1163	23.182	220	408
WP_039942433.1	lcl|NZ_RQGL01000037.1_cds_WP_135574878.1_2556	23.364	214	408
WP_020985012.1	lcl|NZ_RQGL01000024.1_cds_WP_174714565.1_244	28.966	145	175
WP_010578396.1	lcl|NZ_RQGL01000007.1_cds_WP_135569353.1_1163	26.126	222	406
WP_010578396.1	lcl|NZ_RQGL01000037.1_cds_WP_135574878.1_2556	21.739	207	406
WP_010578395.1	lcl|NZ_RQGL01000015.1_cds_WP_135571337.1_2675	25.105	239	240
WP_010578395.1	lcl|NZ_RQGL01000031.1_cds_WP_135573853.1_813	26.357	258	240
WP_010578395.1	lcl|NZ_RQGL01000019.1_cds_WP_118955413.1_3719	32.673	101	240
