WP_020985020.1	lcl|NZ_RQEV01000012.1_cds_WP_135813931.1_774	64.198	81	106
WP_010578412.1	lcl|NZ_RQEV01000012.1_cds_WP_135813932.1_775	64.839	310	314
WP_010578412.1	lcl|NZ_RQEV01000011.1_cds_WP_135813765.1_1427	24.625	333	314
WP_010578412.1	lcl|NZ_RQEV01000003.1_cds_WP_135812446.1_548	23.006	326	314
WP_010578412.1	lcl|NZ_RQEV01000012.1_cds_WP_135813935.1_778	25.078	319	314
WP_010578412.1	lcl|NZ_RQEV01000011.1_cds_WP_135813669.1_1317	22.857	315	314
WP_020984893.1	lcl|NZ_RQEV01000012.1_cds_WP_167884869.1_776	30.137	365	365
WP_010578411.1	lcl|NZ_RQEV01000012.1_cds_WP_135813934.1_777	70.166	181	185
WP_010578411.1	lcl|NZ_RQEV01000018.1_cds_WP_135814686.1_3207	33.939	165	185
WP_010578410.1	lcl|NZ_RQEV01000012.1_cds_WP_135813935.1_778	85.231	325	329
WP_010578410.1	lcl|NZ_RQEV01000003.1_cds_WP_135812446.1_548	32.381	315	329
WP_010578410.1	lcl|NZ_RQEV01000011.1_cds_WP_135813669.1_1317	31.475	305	329
WP_010578410.1	lcl|NZ_RQEV01000011.1_cds_WP_135813765.1_1427	30.530	321	329
WP_010578410.1	lcl|NZ_RQEV01000012.1_cds_WP_135813954.1_800	27.245	323	329
WP_010578410.1	lcl|NZ_RQEV01000011.1_cds_WP_135813609.1_1249	27.190	331	329
WP_010578410.1	lcl|NZ_RQEV01000012.1_cds_WP_135813937.1_781	27.541	305	329
WP_010578410.1	lcl|NZ_RQEV01000011.1_cds_WP_135813568.1_1196	29.461	241	329
WP_010578410.1	lcl|NZ_RQEV01000008.1_cds_WP_135812999.1_1886	28.685	251	329
WP_010578410.1	lcl|NZ_RQEV01000012.1_cds_WP_135813932.1_775	26.367	311	329
WP_010578410.1	lcl|NZ_RQEV01000012.1_cds_WP_135813966.1_814	28.448	232	329
WP_010578410.1	lcl|NZ_RQEV01000012.1_cds_WP_135814151.1_1045	27.843	255	329
WP_010578410.1	lcl|NZ_RQEV01000012.1_cds_WP_135814223.1_824	27.984	243	329
WP_020984930.1	lcl|NZ_RQEV01000012.1_cds_WP_246032119.1_779	67.755	245	267
WP_020984930.1	lcl|NZ_RQEV01000012.1_cds_WP_135813965.1_813	23.923	209	267
WP_020984930.1	lcl|NZ_RQEV01000001.1_cds_WP_135811768.1_2461	34.831	89	267
WP_020984930.1	lcl|NZ_RQEV01000011.1_cds_WP_135813565.1_1193	28.931	159	267
WP_020984935.1	lcl|NZ_RQEV01000012.1_cds_WP_135813936.1_780	76.817	509	509
WP_020984935.1	lcl|NZ_RQEV01000009.1_cds_WP_135813202.1_2935	27.077	325	509
WP_020984935.1	lcl|NZ_RQEV01000009.1_cds_WP_246032053.1_2934	26.596	94	509
WP_020984935.1	lcl|NZ_RQEV01000012.1_cds_WP_135813936.1_780	76.817	509	509
WP_020984935.1	lcl|NZ_RQEV01000009.1_cds_WP_135813202.1_2935	27.077	325	509
WP_020984935.1	lcl|NZ_RQEV01000009.1_cds_WP_246032053.1_2934	26.596	94	509
WP_010578407.1	lcl|NZ_RQEV01000012.1_cds_WP_135813937.1_781	84.545	330	330
WP_010578407.1	lcl|NZ_RQEV01000012.1_cds_WP_135813966.1_814	32.517	286	330
WP_010578407.1	lcl|NZ_RQEV01000012.1_cds_WP_135813935.1_778	29.836	305	330
WP_010578407.1	lcl|NZ_RQEV01000011.1_cds_WP_135813669.1_1317	26.950	282	330
WP_010578407.1	lcl|NZ_RQEV01000003.1_cds_WP_135812446.1_548	28.000	275	330
WP_010578407.1	lcl|NZ_RQEV01000012.1_cds_WP_135813989.1_839	24.739	287	330
WP_010578407.1	lcl|NZ_RQEV01000011.1_cds_WP_135813765.1_1427	28.173	323	330
WP_010578407.1	lcl|NZ_RQEV01000011.1_cds_WP_135813568.1_1196	26.400	250	330
WP_010578407.1	lcl|NZ_RQEV01000008.1_cds_WP_135812999.1_1886	19.725	218	330
WP_010578407.1	lcl|NZ_RQEV01000012.1_cds_WP_135813954.1_800	26.016	123	330
WP_010578407.1	lcl|NZ_RQEV01000012.1_cds_WP_135814151.1_1045	30.719	153	330
WP_010578406.1	lcl|NZ_RQEV01000012.1_cds_WP_135813938.1_782	84.384	365	366
WP_010578406.1	lcl|NZ_RQEV01000012.1_cds_WP_135813939.1_783	40.701	371	366
WP_010578406.1	lcl|NZ_RQEV01000003.1_cds_WP_135812046.1_89	27.586	377	366
WP_010578406.1	lcl|NZ_RQEV01000012.1_cds_WP_135813943.1_787	31.856	361	366
WP_010578406.1	lcl|NZ_RQEV01000012.1_cds_WP_246032123.1_816	29.480	346	366
WP_010578406.1	lcl|NZ_RQEV01000001.1_cds_WP_135811811.1_2309	29.330	358	366
WP_010578406.1	lcl|NZ_RQEV01000011.1_cds_WP_135813573.1_1202	27.869	183	366
WP_010578405.1	lcl|NZ_RQEV01000012.1_cds_WP_135813939.1_783	71.901	363	367
WP_010578405.1	lcl|NZ_RQEV01000012.1_cds_WP_135813938.1_782	41.240	371	367
WP_010578405.1	lcl|NZ_RQEV01000012.1_cds_WP_135813943.1_787	30.601	366	367
WP_010578405.1	lcl|NZ_RQEV01000001.1_cds_WP_135811811.1_2309	31.926	379	367
WP_010578405.1	lcl|NZ_RQEV01000012.1_cds_WP_246032123.1_816	31.880	367	367
WP_010578405.1	lcl|NZ_RQEV01000003.1_cds_WP_135812046.1_89	30.563	373	367
WP_010578405.1	lcl|NZ_RQEV01000011.1_cds_WP_135813573.1_1202	26.136	352	367
WP_010578402.1	lcl|NZ_RQEV01000003.1_cds_WP_135812009.1_50	45.679	243	265
WP_020984841.1	lcl|NZ_RQEV01000012.1_cds_WP_135814032.1_891	35.644	303	310
WP_020984841.1	lcl|NZ_RQEV01000012.1_cds_WP_135813853.1_683	26.688	311	310
WP_020984841.1	lcl|NZ_RQEV01000012.1_cds_WP_135813941.1_785	28.667	150	310
WP_020984841.1	lcl|NZ_RQEV01000008.1_cds_WP_135812899.1_1772	23.221	267	310
WP_020984841.1	lcl|NZ_RQEV01000012.1_cds_WP_135814032.1_891	35.644	303	310
WP_020984841.1	lcl|NZ_RQEV01000012.1_cds_WP_135813853.1_683	26.688	311	310
WP_020984841.1	lcl|NZ_RQEV01000012.1_cds_WP_135813941.1_785	28.667	150	310
WP_020984841.1	lcl|NZ_RQEV01000008.1_cds_WP_135812899.1_1772	23.221	267	310
