WP_020985020.1	lcl|NZ_AHOH02000001.1_cds_WP_004462903.1_3520	95.122	82	106
WP_010578412.1	lcl|NZ_AHOH02000001.1_cds_WP_004472299.1_3521	89.677	310	314
WP_010578412.1	lcl|NZ_AHOH02000001.1_cds_WP_004479538.1_3524	27.381	252	314
WP_010578412.1	lcl|NZ_AHOH02000014.1_cds_WP_004461583.1_1602	22.462	325	314
WP_010578412.1	lcl|NZ_AHOH02000001.1_cds_WP_004479686.1_3555	25.000	188	314
WP_010578412.1	lcl|NZ_AHOH02000001.1_cds_WP_004476514.1_3632	23.297	279	314
WP_010578412.1	lcl|NZ_AHOH02000012.1_cds_WP_004461234.1_2154	24.885	217	314
WP_010578412.1	lcl|NZ_AHOH02000019.1_cds_WP_004468319.1_1238	21.302	169	314
WP_010578412.1	lcl|NZ_AHOH02000001.1_cds_WP_004479660.1_3527	23.636	330	314
WP_010578412.1	lcl|NZ_AHOH02000001.1_cds_WP_004479739.1_3549	24.194	186	314
WP_020984893.1	lcl|NZ_AHOH02000001.1_cds_WP_004479563.1_3522	90.959	365	365
WP_010578411.1	lcl|NZ_AHOH02000001.1_cds_WP_004472170.1_3523	96.216	185	185
WP_010578411.1	lcl|NZ_AHOH02000045.1_cds_WP_004460143.1_239	34.247	146	185
WP_010578410.1	lcl|NZ_AHOH02000001.1_cds_WP_004479538.1_3524	92.988	328	329
WP_010578410.1	lcl|NZ_AHOH02000001.1_cds_WP_004479686.1_3555	32.602	319	329
WP_010578410.1	lcl|NZ_AHOH02000012.1_cds_WP_004461234.1_2154	32.797	311	329
WP_010578410.1	lcl|NZ_AHOH02000014.1_cds_WP_004461583.1_1602	29.206	315	329
WP_010578410.1	lcl|NZ_AHOH02000001.1_cds_WP_004476514.1_3632	30.448	335	329
WP_010578410.1	lcl|NZ_AHOH02000014.1_cds_WP_004480590.1_1493	29.503	322	329
WP_010578410.1	lcl|NZ_AHOH02000019.1_cds_WP_004468319.1_1238	27.083	336	329
WP_010578410.1	lcl|NZ_AHOH02000012.1_cds_WP_004461242.1_2151	28.485	330	329
WP_010578410.1	lcl|NZ_AHOH02000001.1_cds_WP_004479660.1_3527	29.470	302	329
WP_010578410.1	lcl|NZ_AHOH02000001.1_cds_WP_004479656.1_3551	30.651	261	329
WP_010578410.1	lcl|NZ_AHOH02000001.1_cds_WP_004479739.1_3549	25.566	309	329
WP_010578410.1	lcl|NZ_AHOH02000001.1_cds_WP_004479634.1_3595	24.573	293	329
WP_010578410.1	lcl|NZ_AHOH02000014.1_cds_WP_032919036.1_1839	25.664	339	329
WP_010578410.1	lcl|NZ_AHOH02000001.1_cds_WP_004472299.1_3521	26.522	230	329
WP_010578410.1	lcl|NZ_AHOH02000045.1_cds_WP_004470510.1_40	26.718	262	329
WP_010578410.1	lcl|NZ_AHOH02000001.1_cds_WP_004479697.1_3613	25.630	238	329
WP_010578410.1	lcl|NZ_AHOH02000014.1_cds_WP_004472818.1_1787	28.571	245	329
WP_010578410.1	lcl|NZ_AHOH02000014.1_cds_WP_004476349.1_1694	24.471	331	329
WP_010578410.1	lcl|NZ_AHOH02000001.1_cds_WP_004479573.1_3593	28.804	184	329
WP_020984930.1	lcl|NZ_AHOH02000001.1_cds_WP_004472235.1_3525	88.976	254	267
WP_020984930.1	lcl|NZ_AHOH02000019.1_cds_WP_004477560.1_1277	29.798	198	267
WP_020984930.1	lcl|NZ_AHOH02000001.1_cds_WP_004479622.1_3560	25.789	190	267
WP_020984930.1	lcl|NZ_AHOH02000001.1_cds_WP_004477718.1_3592	25.481	208	267
WP_020984930.1	lcl|NZ_AHOH02000001.1_cds_WP_004476528.1_3633	24.380	242	267
WP_020984930.1	lcl|NZ_AHOH02000012.1_cds_WP_016754360.1_2183	37.647	85	267
WP_020984930.1	lcl|NZ_AHOH02000019.1_cds_WP_004477855.1_1237	26.020	196	267
WP_020984935.1	lcl|NZ_AHOH02000001.1_cds_WP_004472307.1_3526	89.391	509	509
WP_020984935.1	lcl|NZ_AHOH02000002.1_cds_WP_004463881.1_3202	27.019	322	509
WP_020984935.1	lcl|NZ_AHOH02000002.1_cds_WP_004460640.1_3203	30.851	94	509
WP_020984935.1	lcl|NZ_AHOH02000001.1_cds_WP_004479070.1_3261	33.898	59	509
WP_020984935.1	lcl|NZ_AHOH02000001.1_cds_WP_004472307.1_3526	89.391	509	509
WP_020984935.1	lcl|NZ_AHOH02000002.1_cds_WP_004463881.1_3202	27.019	322	509
WP_020984935.1	lcl|NZ_AHOH02000002.1_cds_WP_004460640.1_3203	30.851	94	509
WP_020984935.1	lcl|NZ_AHOH02000001.1_cds_WP_004479070.1_3261	33.898	59	509
WP_010578407.1	lcl|NZ_AHOH02000001.1_cds_WP_004479660.1_3527	93.939	330	330
WP_010578407.1	lcl|NZ_AHOH02000001.1_cds_WP_004479538.1_3524	29.967	307	330
