WP_020985020.1	lcl|NZ_JADDWP010000038.1_cds_WP_000340715.1_2332	91.463	82	106
WP_010578412.1	lcl|NZ_JADDWP010000038.1_cds_WP_000410266.1_2331	91.083	314	314
WP_010578412.1	lcl|NZ_JADDWP010000038.1_cds_WP_000646254.1_2328	27.778	252	314
WP_010578412.1	lcl|NZ_JADDWP010000013.1_cds_WP_000744698.1_357	22.256	328	314
WP_010578412.1	lcl|NZ_JADDWP010000016.1_cds_WP_000723091.1_636	23.529	289	314
WP_010578412.1	lcl|NZ_JADDWP010000038.1_cds_WP_001067557.1_2325	25.526	333	314
WP_010578412.1	lcl|NZ_JADDWP010000313.1_cds_WP_193825806.1_1956	28.431	102	314
WP_010578412.1	lcl|NZ_JADDWP010000004.1_cds_WP_002072074.1_2957	23.592	284	314
WP_020984893.1	lcl|NZ_JADDWP010000038.1_cds_WP_000604525.1_2330	84.384	365	365
WP_010578411.1	lcl|NZ_JADDWP010000038.1_cds_WP_000884059.1_2329	95.135	185	185
WP_010578411.1	lcl|NZ_JADDWP010000007.1_cds_WP_000351733.1_3683	38.571	140	185
WP_010578410.1	lcl|NZ_JADDWP010000038.1_cds_WP_000646254.1_2328	94.529	329	329
WP_010578410.1	lcl|NZ_JADDWP010000013.1_cds_WP_000744698.1_357	31.429	315	329
WP_010578410.1	lcl|NZ_JADDWP010000016.1_cds_WP_000723091.1_636	30.149	335	329
WP_010578410.1	lcl|NZ_JADDWP010000004.1_cds_WP_002072074.1_2957	31.148	305	329
WP_010578410.1	lcl|NZ_JADDWP010000011.1_cds_WP_000649924.1_177	30.091	329	329
WP_010578410.1	lcl|NZ_JADDWP010000004.1_cds_WP_000709508.1_2947	27.879	330	329
WP_010578410.1	lcl|NZ_JADDWP010000038.1_cds_WP_001067557.1_2325	28.852	305	329
WP_010578410.1	lcl|NZ_JADDWP010000004.1_cds_WP_000688696.1_2978	28.832	274	329
WP_010578410.1	lcl|NZ_JADDWP010000038.1_cds_WP_000410266.1_2331	27.826	230	329
WP_010578410.1	lcl|NZ_JADDWP010000313.1_cds_WP_193825806.1_1956	32.075	106	329
WP_010578410.1	lcl|NZ_JADDWP010000028.1_cds_WP_000475901.1_1630	27.007	274	329
