WP_020985020.1	lcl|NZ_AKXD02000024.1_cds_WP_004753574.1_1513	91.463	82	106
WP_010578412.1	lcl|NZ_AKXD02000024.1_cds_WP_004782132.1_1512	90.764	314	314
WP_010578412.1	lcl|NZ_AKXD02000024.1_cds_WP_004782145.1_1508	23.102	303	314
WP_010578412.1	lcl|NZ_AKXD02000014.1_cds_WP_004753565.1_2696	22.256	328	314
WP_010578412.1	lcl|NZ_AKXD02000024.1_cds_WP_004782086.1_1499	21.739	276	314
WP_010578412.1	lcl|NZ_AKXD02000021.1_cds_WP_004781747.1_1802	22.581	279	314
WP_010578412.1	lcl|NZ_AKXD02000047.1_cds_WP_004751543.1_180	24.272	309	314
WP_010578411.1	lcl|NZ_AKXD02000046.1_cds_WP_004752075.1_223	39.286	140	185
WP_010578410.1	lcl|NZ_AKXD02000024.1_cds_WP_004782145.1_1508	29.855	345	329
WP_010578410.1	lcl|NZ_AKXD02000024.1_cds_WP_004782086.1_1499	31.438	299	329
WP_010578410.1	lcl|NZ_AKXD02000014.1_cds_WP_004753565.1_2696	30.794	315	329
WP_010578410.1	lcl|NZ_AKXD02000047.1_cds_WP_004751543.1_180	31.494	308	329
WP_010578410.1	lcl|NZ_AKXD02000021.1_cds_WP_004781747.1_1802	29.851	335	329
WP_010578410.1	lcl|NZ_AKXD02000014.1_cds_WP_004755135.1_2544	30.723	332	329
WP_010578410.1	lcl|NZ_AKXD02000047.1_cds_WP_004751412.1_168	28.788	330	329
WP_010578410.1	lcl|NZ_AKXD02000014.1_cds_WP_004781102.1_2394	29.091	275	329
WP_010578410.1	lcl|NZ_AKXD02000024.1_cds_WP_004782132.1_1512	24.684	316	329
WP_010578410.1	lcl|NZ_AKXD02000024.1_cds_WP_004782127.1_1468	25.419	358	329
WP_010578410.1	lcl|NZ_AKXD02000003.1_cds_WP_004750263.1_3219	26.718	262	329
WP_010578410.1	lcl|NZ_AKXD02000001.1_cds_WP_004751780.1_3533	27.925	265	329
WP_010578410.1	lcl|NZ_AKXD02000014.1_cds_WP_004768084.1_2823	26.639	244	329
WP_010578410.1	lcl|NZ_AKXD02000024.1_cds_WP_000048849.1_1489	24.590	244	329
WP_010578410.1	lcl|NZ_AKXD02000018.1_cds_WP_004781356.1_2155	27.869	244	329
WP_020984930.1	lcl|NZ_AKXD02000024.1_cds_WP_000432841.1_1494	29.185	233	267
WP_020984930.1	lcl|NZ_AKXD02000021.1_cds_WP_004781743.1_1801	25.000	232	267
WP_020984930.1	lcl|NZ_AKXD02000014.1_cds_WP_004781013.1_2373	27.083	192	267
WP_020984930.1	lcl|NZ_AKXD02000024.1_cds_WP_000869621.1_1469	23.214	224	267
WP_020984930.1	lcl|NZ_AKXD02000019.1_cds_WP_004758210.1_2037	36.471	85	267
WP_020984935.1	lcl|NZ_AKXD02000001.1_cds_WP_004780398.1_3461	26.398	322	509
