WP_020985020.1	lcl|NZ_JQRX01000029.1_cds_WP_002733653.1_1180	96.341	82	106
WP_010578412.1	lcl|NZ_JQRX01000029.1_cds_WP_002733579.1_1181	96.497	314	314
WP_010578412.1	lcl|NZ_JQRX01000029.1_cds_WP_002733534.1_1184	27.381	252	314
WP_010578412.1	lcl|NZ_JQRX01000025.1_cds_WP_002722638.1_963	22.462	325	314
WP_010578412.1	lcl|NZ_JQRX01000075.1_cds_WP_002727919.1_2619	22.420	281	314
WP_010578412.1	lcl|NZ_JQRX01000001.1_cds_WP_002728309.1_3	25.726	241	314
WP_010578412.1	lcl|NZ_JQRX01000034.1_cds_WP_002732574.1_1478	30.303	132	314
WP_010578412.1	lcl|NZ_JQRX01000123.1_cds_WP_002729504.1_3246	21.429	168	314
WP_010578412.1	lcl|NZ_JQRX01000029.1_cds_WP_016749081.1_1208	23.841	151	314
WP_010578412.1	lcl|NZ_JQRX01000029.1_cds_WP_016749079.1_1187	23.926	326	314
WP_020984893.1	lcl|NZ_JQRX01000029.1_cds_WP_026054882.1_1182	93.973	365	365
WP_010578411.1	lcl|NZ_JQRX01000029.1_cds_WP_002733646.1_1183	96.216	185	185
WP_010578411.1	lcl|NZ_JQRX01000059.1_cds_WP_002721790.1_2262	34.932	146	185
WP_010578410.1	lcl|NZ_JQRX01000029.1_cds_WP_002733534.1_1184	94.833	329	329
WP_010578410.1	lcl|NZ_JQRX01000001.1_cds_WP_002728309.1_3	31.511	311	329
WP_010578410.1	lcl|NZ_JQRX01000025.1_cds_WP_002722638.1_963	29.206	315	329
WP_010578410.1	lcl|NZ_JQRX01000075.1_cds_WP_002727919.1_2619	29.851	335	329
WP_010578410.1	lcl|NZ_JQRX01000029.1_cds_WP_002733638.1_1216	28.011	357	329
WP_010578410.1	lcl|NZ_JQRX01000078.1_cds_WP_002735602.1_2693	28.182	330	329
WP_010578410.1	lcl|NZ_JQRX01000123.1_cds_WP_002729504.1_3246	26.979	341	329
WP_010578410.1	lcl|NZ_JQRX01000054.1_cds_WP_002732362.1_2105	28.302	318	329
WP_010578410.1	lcl|NZ_JQRX01000029.1_cds_WP_016749079.1_1187	28.852	305	329
WP_010578410.1	lcl|NZ_JQRX01000029.1_cds_WP_002733546.1_1251	24.254	268	329
WP_010578410.1	lcl|NZ_JQRX01000033.1_cds_WP_002732331.1_1375	24.779	339	329
WP_010578410.1	lcl|NZ_JQRX01000029.1_cds_WP_002744551.1_1210	29.630	270	329
WP_010578410.1	lcl|NZ_JQRX01000029.1_cds_WP_016749081.1_1208	23.344	317	329
WP_010578410.1	lcl|NZ_JQRX01000029.1_cds_WP_002733579.1_1181	27.826	230	329
WP_010578410.1	lcl|NZ_JQRX01000019.1_cds_WP_002728462.1_669	26.792	265	329
WP_010578410.1	lcl|NZ_JQRX01000029.1_cds_WP_002733698.1_1259	26.277	274	329
WP_010578410.1	lcl|NZ_JQRX01000010.1_cds_WP_002728696.1_339	28.455	246	329
WP_010578410.1	lcl|NZ_JQRX01000029.1_cds_WP_002733757.1_1249	29.032	186	329
WP_010578410.1	lcl|NZ_JQRX01000034.1_cds_WP_002732574.1_1478	24.324	333	329
WP_020984930.1	lcl|NZ_JQRX01000029.1_cds_WP_002733627.1_1185	90.551	254	267
WP_020984930.1	lcl|NZ_JQRX01000075.1_cds_WP_002727921.1_2620	25.431	232	267
WP_020984930.1	lcl|NZ_JQRX01000029.1_cds_WP_002733554.1_1248	23.077	234	267
WP_020984930.1	lcl|NZ_JQRX01000076.1_cds_WP_002729040.1_2648	35.955	89	267
WP_020984930.1	lcl|NZ_JQRX01000029.1_cds_WP_002733775.1_1221	24.737	190	267
WP_020984930.1	lcl|NZ_JQRX01000056.1_cds_WP_002766579.1_2183	37.647	85	267
WP_020984930.1	lcl|NZ_JQRX01000123.1_cds_WP_002729513.1_3247	24.490	196	267
WP_020984935.1	lcl|NZ_JQRX01000029.1_cds_WP_002738292.1_1186	88.189	508	509
WP_020984935.1	lcl|NZ_JQRX01000042.1_cds_WP_002728536.1_1746	28.041	296	509
WP_020984935.1	lcl|NZ_JQRX01000042.1_cds_WP_002728534.1_1745	30.435	115	509
WP_020984935.1	lcl|NZ_JQRX01000029.1_cds_WP_002738292.1_1186	88.189	508	509
WP_020984935.1	lcl|NZ_JQRX01000042.1_cds_WP_002728536.1_1746	28.041	296	509
WP_020984935.1	lcl|NZ_JQRX01000042.1_cds_WP_002728534.1_1745	30.435	115	509
WP_010578407.1	lcl|NZ_JQRX01000029.1_cds_WP_016749079.1_1187	95.427	328	330
WP_010578407.1	lcl|NZ_JQRX01000001.1_cds_WP_002728309.1_3	26.740	273	330
WP_010578407.1	lcl|NZ_JQRX01000029.1_cds_WP_002744551.1_1210	27.835	291	330
WP_010578407.1	lcl|NZ_JQRX01000029.1_cds_WP_002733534.1_1184	29.316	307	330
WP_010578407.1	lcl|NZ_JQRX01000029.1_cds_WP_016749081.1_1208	30.317	221	330
WP_010578407.1	lcl|NZ_JQRX01000075.1_cds_WP_002727919.1_2619	27.129	317	330
WP_010578407.1	lcl|NZ_JQRX01000025.1_cds_WP_002722638.1_963	28.520	277	330
WP_010578407.1	lcl|NZ_JQRX01000034.1_cds_WP_002732574.1_1478	25.306	245	330
WP_010578407.1	lcl|NZ_JQRX01000033.1_cds_WP_002732331.1_1375	26.724	232	330
WP_010578407.1	lcl|NZ_JQRX01000054.1_cds_WP_002732362.1_2105	29.154	319	330
WP_010578407.1	lcl|NZ_JQRX01000029.1_cds_WP_002733546.1_1251	25.468	267	330
WP_010578407.1	lcl|NZ_JQRX01000123.1_cds_WP_002729504.1_3246	24.460	139	330
