WP_020985020.1	lcl|NZ_JADHZV010000059.1_cds_WP_002725873.1_2675	97.561	82	106
WP_010578412.1	lcl|NZ_JADHZV010000059.1_cds_WP_002725867.1_2676	96.774	310	314
WP_010578412.1	lcl|NZ_JADHZV010000010.1_cds_WP_193816902.1_142	22.277	202	314
WP_010578412.1	lcl|NZ_JADHZV010000076.1_cds_WP_061208146.1_3174	23.077	325	314
WP_010578412.1	lcl|NZ_JADHZV010000010.1_cds_WP_011669957.1_140	25.275	182	314
WP_010578412.1	lcl|NZ_JADHZV010000010.1_cds_WP_011671706.1_120	22.420	281	314
WP_010578412.1	lcl|NZ_JADHZV010000012.1_cds_WP_061208650.1_439	25.726	241	314
WP_010578412.1	lcl|NZ_JADHZV010000106.1_cds_WP_011669202.1_73	30.303	132	314
WP_010578412.1	lcl|NZ_JADHZV010000111.1_cds_WP_002729504.1_199	21.429	168	314
WP_010578411.1	lcl|NZ_JADHZV010000001.1_cds_WP_002750963.1_1140	32.911	158	185
WP_010578411.1	lcl|NZ_JADHZV010000010.1_cds_WP_011669938.1_159	35.593	177	185
WP_010578410.1	lcl|NZ_JADHZV010000010.1_cds_WP_193816902.1_142	31.034	319	329
WP_010578410.1	lcl|NZ_JADHZV010000012.1_cds_WP_061208650.1_439	31.833	311	329
WP_010578410.1	lcl|NZ_JADHZV010000076.1_cds_WP_061208146.1_3174	29.841	315	329
WP_010578410.1	lcl|NZ_JADHZV010000010.1_cds_WP_011671706.1_120	30.746	335	329
WP_010578410.1	lcl|NZ_JADHZV010000010.1_cds_WP_011669957.1_140	28.197	305	329
WP_010578410.1	lcl|NZ_JADHZV010000012.1_cds_WP_002754065.1_436	28.182	330	329
WP_010578410.1	lcl|NZ_JADHZV010000009.1_cds_WP_193817147.1_3665	28.527	319	329
WP_010578410.1	lcl|NZ_JADHZV010000111.1_cds_WP_002729504.1_199	26.979	341	329
WP_010578410.1	lcl|NZ_JADHZV010000003.1_cds_ISU82_RS01310_2151	25.606	289	329
WP_010578410.1	lcl|NZ_JADHZV010000059.1_cds_WP_002725867.1_2676	27.826	230	329
WP_010578410.1	lcl|NZ_JADHZV010000089.1_cds_WP_002751102.1_3433	26.792	265	329
WP_010578410.1	lcl|NZ_JADHZV010000010.1_cds_WP_011669959.1_138	26.941	219	329
WP_010578410.1	lcl|NZ_JADHZV010000147.1_cds_WP_193817227.1_637	28.049	246	329
WP_010578410.1	lcl|NZ_JADHZV010000106.1_cds_WP_011669202.1_73	23.867	331	329
WP_020984930.1	lcl|NZ_JADHZV010000010.1_cds_WP_193816901.1_141	27.919	197	267
WP_020984930.1	lcl|NZ_JADHZV010000010.1_cds_WP_011669974.1_119	25.431	232	267
WP_020984930.1	lcl|NZ_JADHZV010000151.1_cds_ISU82_RS17180_700	36.264	91	267
WP_020984930.1	lcl|NZ_JADHZV010000077.1_cds_WP_002766579.1_3189	37.647	85	267
WP_020984930.1	lcl|NZ_JADHZV010000111.1_cds_WP_193816742.1_200	24.490	196	267
WP_020984935.1	lcl|NZ_JADHZV010000005.1_cds_WP_193817070.1_2745	28.041	296	509
WP_020984935.1	lcl|NZ_JADHZV010000005.1_cds_WP_002751286.1_2746	30.435	115	509
WP_020984935.1	lcl|NZ_JADHZV010000005.1_cds_WP_193817070.1_2745	28.041	296	509
