WP_020985020.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594790.1_2966	62.162	74	106
WP_010578412.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594788.1_2965	82.803	314	314
WP_010578412.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594691.1_2914	22.939	279	314
WP_010578412.1	lcl|NZ_RQGZ01000001.1_cds_WP_100725791.1_2824	22.393	326	314
WP_010578412.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594687.1_2912	21.242	306	314
WP_010578412.1	lcl|NZ_RQGZ01000003.1_cds_WP_135592297.1_973	26.667	180	314
WP_010578412.1	lcl|NZ_RQGZ01000010.1_cds_WP_100715920.1_2241	22.619	168	314
WP_010578412.1	lcl|NZ_RQGZ01000016.1_cds_WP_135594311.1_1523	22.611	314	314
WP_010578411.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594725.1_2934	33.161	193	185
WP_010578411.1	lcl|NZ_RQGZ01000003.1_cds_WP_135591902.1_596	34.109	129	185
WP_010578410.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594691.1_2914	31.229	301	329
WP_010578410.1	lcl|NZ_RQGZ01000001.1_cds_WP_100725791.1_2824	29.936	314	329
WP_010578410.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594687.1_2912	29.836	305	329
WP_010578410.1	lcl|NZ_RQGZ01000016.1_cds_WP_135594311.1_1523	32.026	306	329
WP_010578410.1	lcl|NZ_RQGZ01000003.1_cds_WP_135592297.1_973	26.667	345	329
WP_010578410.1	lcl|NZ_RQGZ01000010.1_cds_WP_100715920.1_2241	27.666	347	329
WP_010578410.1	lcl|NZ_RQGZ01000001.1_cds_WP_135591056.1_2797	29.167	312	329
WP_010578410.1	lcl|NZ_RQGZ01000013.1_cds_WP_100725525.1_2693	27.711	332	329
WP_010578410.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594788.1_2965	28.616	318	329
WP_010578410.1	lcl|NZ_RQGZ01000013.1_cds_WP_135593349.1_2639	27.200	250	329
WP_010578410.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594703.1_2921	21.723	267	329
WP_010578410.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594706.1_2924	34.839	155	329
WP_010578410.1	lcl|NZ_RQGZ01000013.1_cds_WP_135593365.1_2647	24.535	269	329
WP_010578410.1	lcl|NZ_RQGZ01000010.1_cds_WP_207762726.1_2230	25.484	310	329
WP_010578410.1	lcl|NZ_RQGZ01000001.1_cds_WP_135591134.1_2877	29.600	250	329
WP_010578410.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594683.1_2910	25.954	262	329
WP_010578410.1	lcl|NZ_RQGZ01000003.1_cds_WP_135592263.1_956	25.092	271	329
WP_010578410.1	lcl|NZ_RQGZ01000021.1_cds_WP_135595027.1_3115	26.257	179	329
WP_020984930.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594689.1_2913	25.820	244	267
WP_020984930.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594704.1_2922	27.536	207	267
WP_020984930.1	lcl|NZ_RQGZ01000003.1_cds_WP_100727872.1_895	24.906	265	267
WP_020984930.1	lcl|NZ_RQGZ01000003.1_cds_WP_135592295.1_972	23.954	263	267
WP_020984930.1	lcl|NZ_RQGZ01000016.1_cds_WP_135594434.1_1633	25.862	174	267
WP_020984930.1	lcl|NZ_RQGZ01000010.1_cds_WP_100715921.1_2242	26.904	197	267
WP_020984935.1	lcl|NZ_RQGZ01000003.1_cds_WP_135592364.1_618	26.113	337	509
WP_020984935.1	lcl|NZ_RQGZ01000003.1_cds_WP_135591928.1_619	28.947	114	509
WP_020984935.1	lcl|NZ_RQGZ01000003.1_cds_WP_135592364.1_618	26.113	337	509
WP_020984935.1	lcl|NZ_RQGZ01000003.1_cds_WP_135591928.1_619	28.947	114	509
WP_010578407.1	lcl|NZ_RQGZ01000013.1_cds_WP_135593349.1_2639	27.547	265	330
WP_010578407.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594691.1_2914	24.176	273	330
WP_010578407.1	lcl|NZ_RQGZ01000016.1_cds_WP_135594311.1_1523	24.101	278	330
WP_010578407.1	lcl|NZ_RQGZ01000001.1_cds_WP_100725791.1_2824	29.603	277	330
