WP_020985020.1	lcl|NZ_ANMX01000099.1_cds_WP_000340715.1_1904	91.463	82	106
WP_010578412.1	lcl|NZ_ANMX01000099.1_cds_WP_000410273.1_1903	91.083	314	314
WP_010578412.1	lcl|NZ_ANMX01000099.1_cds_WP_000646250.1_1900	28.175	252	314
WP_010578412.1	lcl|NZ_ANMX01000194.1_cds_WP_000744700.1_3707	22.256	328	314
WP_010578412.1	lcl|NZ_ANMX01000159.1_cds_WP_001033107.1_3082	22.556	266	314
WP_010578412.1	lcl|NZ_ANMX01000145.1_cds_WP_000723092.1_2655	23.183	289	314
WP_010578412.1	lcl|NZ_ANMX01000099.1_cds_WP_001067556.1_1897	25.526	333	314
WP_020984893.1	lcl|NZ_ANMX01000099.1_cds_WP_001967810.1_1902	84.658	365	365
WP_010578411.1	lcl|NZ_ANMX01000099.1_cds_WP_000884059.1_1901	95.135	185	185
WP_010578411.1	lcl|NZ_ANMX01000058.1_cds_WP_000351733.1_978	38.571	140	185
WP_010578410.1	lcl|NZ_ANMX01000099.1_cds_WP_000646250.1_1900	93.921	329	329
WP_010578410.1	lcl|NZ_ANMX01000194.1_cds_WP_000744700.1_3707	31.429	315	329
WP_010578410.1	lcl|NZ_ANMX01000145.1_cds_WP_000723092.1_2655	29.851	335	329
WP_010578410.1	lcl|NZ_ANMX01000039.1_cds_WP_001984071.1_625	32.026	306	329
WP_010578410.1	lcl|NZ_ANMX01000099.1_cds_WP_000699346.1_1886	29.464	336	329
WP_010578410.1	lcl|NZ_ANMX01000098.1_cds_WP_000649923.1_1816	30.091	329	329
WP_010578410.1	lcl|NZ_ANMX01000081.1_cds_WP_000709513.1_1472	28.182	330	329
WP_010578410.1	lcl|NZ_ANMX01000099.1_cds_WP_001067556.1_1897	28.852	305	329
WP_010578410.1	lcl|NZ_ANMX01000164.1_cds_WP_000688696.1_3211	28.832	274	329
WP_010578410.1	lcl|NZ_ANMX01000099.1_cds_WP_000410273.1_1903	27.826	230	329
WP_010578410.1	lcl|NZ_ANMX01000159.1_cds_WP_001033107.1_3082	27.036	307	329
WP_010578410.1	lcl|NZ_ANMX01000145.1_cds_WP_000475904.1_2672	27.007	274	329
WP_010578410.1	lcl|NZ_ANMX01000019.1_cds_WP_001074785.1_347	28.302	265	329
WP_010578410.1	lcl|NZ_ANMX01000091.1_cds_WP_001003557.1_1679	27.200	250	329
WP_020984930.1	lcl|NZ_ANMX01000099.1_cds_WP_000774256.1_1899	88.976	254	267
WP_020984930.1	lcl|NZ_ANMX01000145.1_cds_WP_000842260.1_2654	24.569	232	267
WP_020984930.1	lcl|NZ_ANMX01000060.1_cds_WP_000667727.1_1090	33.636	110	267
WP_020984930.1	lcl|NZ_ANMX01000027.1_cds_WP_000805359.1_484	37.647	85	267
WP_020984935.1	lcl|NZ_ANMX01000099.1_cds_WP_000612794.1_1898	87.598	508	509
WP_020984935.1	lcl|NZ_ANMX01000201.1_cds_WP_000291586.1_3870	27.329	322	509
WP_020984935.1	lcl|NZ_ANMX01000201.1_cds_WP_000364507.1_3869	28.723	94	509
WP_020984935.1	lcl|NZ_ANMX01000099.1_cds_WP_000612794.1_1898	87.598	508	509
WP_020984935.1	lcl|NZ_ANMX01000201.1_cds_WP_000291586.1_3870	27.329	322	509
WP_020984935.1	lcl|NZ_ANMX01000201.1_cds_WP_000364507.1_3869	28.723	94	509
WP_010578407.1	lcl|NZ_ANMX01000099.1_cds_WP_001067556.1_1897	96.061	330	330
WP_010578407.1	lcl|NZ_ANMX01000099.1_cds_WP_000646250.1_1900	28.990	307	330
WP_010578407.1	lcl|NZ_ANMX01000039.1_cds_WP_001984071.1_625	25.735	272	330
WP_010578407.1	lcl|NZ_ANMX01000091.1_cds_WP_001003557.1_1679	30.041	243	330
