WP_020985020.1	lcl|NZ_AHND02000066.1_cds_WP_000340713.1_445	92.683	82	106
WP_010578412.1	lcl|NZ_AHND02000066.1_cds_WP_000412665.1_446	90.446	314	314
WP_010578412.1	lcl|NZ_AHND02000066.1_cds_WP_000699347.1_450	23.102	303	314
WP_010578412.1	lcl|NZ_AHND02000035.1_cds_WP_002101987.1_2273	22.256	328	314
WP_010578412.1	lcl|NZ_AHND02000066.1_cds_WP_000723077.1_459	21.739	276	314
WP_010578412.1	lcl|NZ_AHND02000081.1_cds_WP_001168408.1_6	23.292	322	314
WP_010578412.1	lcl|NZ_AHND02000012.1_cds_WP_000723090.1_3304	23.183	289	314
WP_010578411.1	lcl|NZ_AHND02000046.1_cds_WP_000351733.1_1443	38.571	140	185
WP_010578410.1	lcl|NZ_AHND02000081.1_cds_WP_001168408.1_6	33.628	339	329
WP_010578410.1	lcl|NZ_AHND02000066.1_cds_WP_000699347.1_450	30.145	345	329
WP_010578410.1	lcl|NZ_AHND02000035.1_cds_WP_002101987.1_2273	31.429	315	329
WP_010578410.1	lcl|NZ_AHND02000066.1_cds_WP_000723077.1_459	31.438	299	329
WP_010578410.1	lcl|NZ_AHND02000012.1_cds_WP_000723090.1_3304	29.851	335	329
WP_010578410.1	lcl|NZ_AHND02000015.1_cds_WP_001984071.1_3195	32.026	306	329
WP_010578410.1	lcl|NZ_AHND02000007.1_cds_WP_000649924.1_3602	30.091	329	329
WP_010578410.1	lcl|NZ_AHND02000015.1_cds_WP_000709511.1_3206	28.182	330	329
WP_010578410.1	lcl|NZ_AHND02000015.1_cds_WP_002101617.1_3175	28.467	274	329
WP_010578410.1	lcl|NZ_AHND02000066.1_cds_WP_000412665.1_446	26.766	269	329
WP_010578410.1	lcl|NZ_AHND02000081.1_cds_WP_000377752.1_27	25.490	357	329
WP_010578410.1	lcl|NZ_AHND02000005.1_cds_WP_001074785.1_3790	28.302	265	329
WP_010578410.1	lcl|NZ_AHND02000066.1_cds_WP_000048849.1_469	24.590	244	329
WP_010578410.1	lcl|NZ_AHND02000053.1_cds_WP_002102317.1_1219	26.800	250	329
WP_020984930.1	lcl|NZ_AHND02000066.1_cds_WP_000432841.1_464	29.185	233	267
WP_020984930.1	lcl|NZ_AHND02000012.1_cds_WP_000842260.1_3305	24.569	232	267
WP_020984930.1	lcl|NZ_AHND02000015.1_cds_WP_000667727.1_3151	33.636	110	267
WP_020984930.1	lcl|NZ_AHND02000081.1_cds_WP_000869621.1_26	23.214	224	267
WP_020984930.1	lcl|NZ_AHND02000025.1_cds_WP_000805357.1_2698	36.047	86	267
WP_020984935.1	lcl|NZ_AHND02000005.1_cds_WP_002101336.1_3867	27.329	322	509
WP_020984935.1	lcl|NZ_AHND02000005.1_cds_WP_000364507.1_3866	28.723	94	509
WP_020984935.1	lcl|NZ_AHND02000005.1_cds_WP_002101336.1_3867	27.329	322	509
WP_020984935.1	lcl|NZ_AHND02000005.1_cds_WP_000364507.1_3866	28.723	94	509
WP_010578407.1	lcl|NZ_AHND02000081.1_cds_WP_001168408.1_6	27.668	253	330
WP_010578407.1	lcl|NZ_AHND02000066.1_cds_WP_000723077.1_459	24.164	269	330
WP_010578407.1	lcl|NZ_AHND02000015.1_cds_WP_001984071.1_3195	25.735	272	330
WP_010578407.1	lcl|NZ_AHND02000053.1_cds_WP_002102317.1_1219	29.218	243	330
WP_010578407.1	lcl|NZ_AHND02000035.1_cds_WP_002101987.1_2273	26.899	316	330
WP_010578407.1	lcl|NZ_AHND02000012.1_cds_WP_000723090.1_3304	24.024	333	330
WP_010578407.1	lcl|NZ_AHND02000066.1_cds_WP_000699347.1_450	25.000	256	330
WP_010578407.1	lcl|NZ_AHND02000007.1_cds_WP_000649924.1_3602	29.644	253	330
WP_010578407.1	lcl|NZ_AHND02000066.1_cds_WP_000048849.1_469	30.469	128	330
WP_010578407.1	lcl|NZ_AHND02000015.1_cds_WP_002101617.1_3175	24.887	221	330
WP_010578407.1	lcl|NZ_AHND02000081.1_cds_WP_000697617.1_29	25.197	254	330
WP_010578406.1	lcl|NZ_AHND02000066.1_cds_WP_002102582.1_474	36.390	349	366
WP_010578406.1	lcl|NZ_AHND02000012.1_cds_WP_002101544.1_3297	33.524	349	366
WP_010578406.1	lcl|NZ_AHND02000015.1_cds_WP_025180006.1_3158	27.968	379	366
WP_010578406.1	lcl|NZ_AHND02000081.1_cds_WP_000738262.1_8	33.159	383	366
WP_010578406.1	lcl|NZ_AHND02000081.1_cds_WP_000701360.1_7	27.095	358	366
WP_010578406.1	lcl|NZ_AHND02000042.1_cds_WP_002102144.1_1946	29.132	357	366
