WP_020985020.1	lcl|NZ_AHNX02000064.1_cds_WP_000340716.1_3409	90.244	82	106
WP_010578412.1	lcl|NZ_AHNX02000064.1_cds_WP_000410266.1_3408	91.083	314	314
WP_010578412.1	lcl|NZ_AHNX02000064.1_cds_WP_000646254.1_3405	27.778	252	314
WP_010578412.1	lcl|NZ_AHNX02000040.1_cds_WP_000744698.1_3780	22.256	328	314
WP_010578412.1	lcl|NZ_AHNX02000258.1_cds_WP_000723091.1_536	23.529	289	314
WP_010578412.1	lcl|NZ_AHNX02000064.1_cds_WP_001067557.1_3402	25.526	333	314
WP_010578412.1	lcl|NZ_AHNX02000142.1_cds_WP_002072074.1_2415	23.592	284	314
WP_020984893.1	lcl|NZ_AHNX02000064.1_cds_WP_002132254.1_3407	84.658	365	365
WP_010578411.1	lcl|NZ_AHNX02000064.1_cds_WP_000884059.1_3406	95.135	185	185
WP_010578411.1	lcl|NZ_AHNX02000199.1_cds_WP_000351733.1_1338	38.571	140	185
WP_010578410.1	lcl|NZ_AHNX02000064.1_cds_WP_000646254.1_3405	94.529	329	329
WP_010578410.1	lcl|NZ_AHNX02000040.1_cds_WP_000744698.1_3780	31.429	315	329
WP_010578410.1	lcl|NZ_AHNX02000258.1_cds_WP_000723091.1_536	30.149	335	329
WP_010578410.1	lcl|NZ_AHNX02000142.1_cds_WP_002072074.1_2415	31.148	305	329
WP_010578410.1	lcl|NZ_AHNX02000180.1_cds_WP_000649924.1_1819	30.091	329	329
WP_010578410.1	lcl|NZ_AHNX02000050.1_cds_WP_000709509.1_3518	27.879	330	329
WP_010578410.1	lcl|NZ_AHNX02000064.1_cds_WP_001067557.1_3402	28.852	305	329
WP_010578410.1	lcl|NZ_AHNX02000225.1_cds_WP_000688698.1_899	28.832	274	329
WP_010578410.1	lcl|NZ_AHNX02000064.1_cds_WP_000410266.1_3408	27.826	230	329
WP_010578410.1	lcl|NZ_AHNX02000198.1_cds_WP_000475901.1_1397	27.007	274	329
WP_010578410.1	lcl|NZ_AHNX02000048.1_cds_WP_001074779.1_3633	27.925	265	329
WP_010578410.1	lcl|NZ_AHNX02000075.1_cds_WP_001003560.1_3282	26.800	250	329
WP_020984930.1	lcl|NZ_AHNX02000064.1_cds_WP_000774259.1_3404	88.583	254	267
WP_020984930.1	lcl|NZ_AHNX02000258.1_cds_WP_000842260.1_537	24.569	232	267
WP_020984930.1	lcl|NZ_AHNX02000225.1_cds_WP_000667727.1_877	33.636	110	267
WP_020984930.1	lcl|NZ_AHNX02000122.1_cds_WP_000805357.1_2764	36.047	86	267
WP_020984935.1	lcl|NZ_AHNX02000064.1_cds_WP_000612798.1_3403	87.992	508	509
WP_020984935.1	lcl|NZ_AHNX02000091.1_cds_WP_000291581.1_3134	27.329	322	509
WP_020984935.1	lcl|NZ_AHNX02000091.1_cds_WP_000364504.1_3135	28.723	94	509
WP_020984935.1	lcl|NZ_AHNX02000064.1_cds_WP_000612798.1_3403	87.992	508	509
WP_020984935.1	lcl|NZ_AHNX02000091.1_cds_WP_000291581.1_3134	27.329	322	509
WP_020984935.1	lcl|NZ_AHNX02000091.1_cds_WP_000364504.1_3135	28.723	94	509
WP_010578407.1	lcl|NZ_AHNX02000064.1_cds_WP_001067557.1_3402	96.364	330	330
WP_010578407.1	lcl|NZ_AHNX02000064.1_cds_WP_000646254.1_3405	29.316	307	330
WP_010578407.1	lcl|NZ_AHNX02000142.1_cds_WP_002072074.1_2415	26.103	272	330
WP_010578407.1	lcl|NZ_AHNX02000075.1_cds_WP_001003560.1_3282	29.630	243	330
WP_010578407.1	lcl|NZ_AHNX02000040.1_cds_WP_000744698.1_3780	26.582	316	330
WP_010578407.1	lcl|NZ_AHNX02000258.1_cds_WP_000723091.1_536	24.324	333	330
WP_010578407.1	lcl|NZ_AHNX02000180.1_cds_WP_000649924.1_1819	29.644	253	330
WP_010578407.1	lcl|NZ_AHNX02000225.1_cds_WP_000688698.1_899	24.434	221	330
WP_010578406.1	lcl|NZ_AHNX02000064.1_cds_WP_001198107.1_3401	98.087	366	366
WP_010578406.1	lcl|NZ_AHNX02000064.1_cds_WP_000608294.1_3400	39.726	365	366
WP_010578406.1	lcl|NZ_AHNX02000198.1_cds_WP_000575180.1_1408	32.857	350	366
WP_010578406.1	lcl|NZ_AHNX02000198.1_cds_WP_000172659.1_1364	32.461	382	366
WP_010578406.1	lcl|NZ_AHNX02000225.1_cds_WP_001281953.1_883	27.968	379	366
WP_010578406.1	lcl|NZ_AHNX02000149.1_cds_WP_000538754.1_2359	29.412	357	366
WP_010578406.1	lcl|NZ_AHNX02000092.1_cds_WP_002132462.1_3105	32.628	331	366
WP_010578406.1	lcl|NZ_AHNX02000054.1_cds_WP_002132158.1_3492	40.152	132	366
WP_010578406.1	lcl|NZ_AHNX02000146.1_cds_WP_001982414.1_2392	31.579	190	366
WP_010578406.1	lcl|NZ_AHNX02000028.1_cds_WP_002131893.1_3916	27.982	218	366
WP_010578405.1	lcl|NZ_AHNX02000064.1_cds_WP_000608294.1_3400	95.913	367	367
WP_010578405.1	lcl|NZ_AHNX02000064.1_cds_WP_001198107.1_3401	40.000	365	367
WP_010578405.1	lcl|NZ_AHNX02000198.1_cds_WP_000575180.1_1408	37.127	369	367
WP_010578405.1	lcl|NZ_AHNX02000198.1_cds_WP_000172659.1_1364	32.353	374	367
WP_010578405.1	lcl|NZ_AHNX02000149.1_cds_WP_000538754.1_2359	31.267	371	367
WP_010578405.1	lcl|NZ_AHNX02000092.1_cds_WP_002132462.1_3105	38.760	258	367
WP_010578405.1	lcl|NZ_AHNX02000225.1_cds_WP_001281953.1_883	29.948	384	367
WP_010578405.1	lcl|NZ_AHNX02000054.1_cds_WP_002132158.1_3492	44.348	115	367
WP_010578405.1	lcl|NZ_AHNX02000146.1_cds_WP_001982414.1_2392	25.698	358	367
WP_010578405.1	lcl|NZ_AHNX02000028.1_cds_WP_002131893.1_3916	28.959	221	367
WP_020984976.1	lcl|NZ_AHNX02000064.1_cds_WP_000689740.1_3399	93.015	544	544
WP_020984976.1	lcl|NZ_AHNX02000064.1_cds_WP_000689740.1_3399	93.015	544	544
WP_010578402.1	lcl|NZ_AHNX02000064.1_cds_WP_000342716.1_3398	95.472	265	265
WP_010578402.1	lcl|NZ_AHNX02000274.1_cds_WP_001002662.1_308	45.267	243	265
WP_020984841.1	lcl|NZ_AHNX02000064.1_cds_WP_001245635.1_3397	92.581	310	310
WP_020984841.1	lcl|NZ_AHNX02000277.1_cds_WP_000501205.1_253	37.171	304	310
WP_020984841.1	lcl|NZ_AHNX02000151.1_cds_WP_001183714.1_2227	27.881	269	310
WP_020984841.1	lcl|NZ_AHNX02000148.1_cds_WP_000279896.1_2374	23.282	262	310
WP_020984841.1	lcl|NZ_AHNX02000064.1_cds_WP_001245635.1_3397	92.581	310	310
WP_020984841.1	lcl|NZ_AHNX02000277.1_cds_WP_000501205.1_253	37.171	304	310
WP_020984841.1	lcl|NZ_AHNX02000151.1_cds_WP_001183714.1_2227	27.881	269	310
WP_020984841.1	lcl|NZ_AHNX02000148.1_cds_WP_000279896.1_2374	23.282	262	310
WP_010578401.1	lcl|NZ_AHNX02000064.1_cds_WP_000479980.1_3396	93.182	264	264
WP_010578400.1	lcl|NZ_AHNX02000064.1_cds_WP_000715958.1_3395	95.349	129	130
WP_010578399.1	lcl|NZ_AHNX02000064.1_cds_WP_001088861.1_3394	81.379	145	145
WP_010578399.1	lcl|NZ_AHNX02000289.1_cds_WP_002100450.1_115	57.143	28	145
WP_020984860.1	lcl|NZ_AHNX02000064.1_cds_WP_000517242.1_3393	92.760	221	221
WP_020984860.1	lcl|NZ_AHNX02000285.1_cds_WP_001069827.1_186	28.440	109	221
WP_020984860.1	lcl|NZ_AHNX02000171.1_cds_WP_001082181.1_1942	25.641	78	221
WP_039942433.1	lcl|NZ_AHNX02000092.1_cds_WP_001046777.1_3102	56.030	398	408
WP_039942433.1	lcl|NZ_AHNX02000092.1_cds_WP_000384508.1_3104	23.822	382	408
WP_039942433.1	lcl|NZ_AHNX02000112.1_cds_WP_000447906.1_2886	21.818	220	408
WP_039942433.1	lcl|NZ_AHNX02000198.1_cds_WP_002097509.1_1386	29.286	140	408
WP_039942433.1	lcl|NZ_AHNX02000171.1_cds_WP_001082181.1_1942	23.256	215	408
WP_039942433.1	lcl|NZ_AHNX02000285.1_cds_WP_000347685.1_185	24.299	214	408
WP_039942433.1	lcl|NZ_AHNX02000054.1_cds_LEP1GSC112_RS13570_3491	28.846	52	408
WP_039942433.1	lcl|NZ_AHNX02000054.1_cds_LEP1GSC112_RS13570_3491	24.603	126	408
WP_020985012.1	lcl|NZ_AHNX02000092.1_cds_WP_000564977.1_3103	56.322	174	175
WP_020985012.1	lcl|NZ_AHNX02000180.1_cds_WP_001206947.1_1695	30.070	143	175
WP_010578396.1	lcl|NZ_AHNX02000092.1_cds_WP_000384508.1_3104	64.356	404	406
WP_010578396.1	lcl|NZ_AHNX02000054.1_cds_LEP1GSC112_RS13570_3491	88.194	144	406
WP_010578396.1	lcl|NZ_AHNX02000054.1_cds_LEP1GSC112_RS13570_3491	95.652	92	406
WP_010578396.1	lcl|NZ_AHNX02000092.1_cds_WP_001046777.1_3102	26.799	403	406
WP_010578396.1	lcl|NZ_AHNX02000112.1_cds_WP_000447906.1_2886	24.545	220	406
WP_010578396.1	lcl|NZ_AHNX02000285.1_cds_WP_000347685.1_185	23.077	208	406
WP_010578395.1	lcl|NZ_AHNX02000168.1_cds_WP_002133082.1_2002	26.378	254	240
WP_010578395.1	lcl|NZ_AHNX02000170.1_cds_WP_000998678.1_1963	26.778	239	240
WP_010578395.1	lcl|NZ_AHNX02000159.1_cds_WP_000043153.1_2173	25.969	258	240
WP_010578395.1	lcl|NZ_AHNX02000289.1_cds_WP_000566240.1_118	32.673	101	240
