WP_020985020.1	lcl|NZ_JAMQPP010000005.1_cds_WP_265352101.1_2808	62.162	74	106
WP_010578412.1	lcl|NZ_JAMQPP010000005.1_cds_WP_265352100.1_2809	82.903	310	314
WP_010578412.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350398.1_318	27.244	312	314
WP_010578412.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350373.1_291	22.699	326	314
WP_010578412.1	lcl|NZ_JAMQPP010000005.1_cds_WP_265352082.1_2830	21.121	232	314
WP_010578412.1	lcl|NZ_JAMQPP010000003.1_cds_WP_265351842.1_2055	21.505	186	314
WP_010578412.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350875.1_863	24.204	314	314
WP_010578411.1	lcl|NZ_JAMQPP010000002.1_cds_WP_265351247.1_1802	36.207	116	185
WP_010578410.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350373.1_291	30.573	314	329
WP_010578410.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350875.1_863	30.744	309	329
WP_010578410.1	lcl|NZ_JAMQPP010000003.1_cds_WP_265351842.1_2055	27.353	340	329
WP_010578410.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350726.1_695	27.410	332	329
WP_010578410.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350398.1_318	29.221	308	329
WP_010578410.1	lcl|NZ_JAMQPP010000005.1_cds_WP_265352082.1_2830	26.199	271	329
WP_010578410.1	lcl|NZ_JAMQPP010000005.1_cds_WP_265352100.1_2809	25.079	315	329
WP_010578410.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350671.1_630	28.235	255	329
WP_010578410.1	lcl|NZ_JAMQPP010000005.1_cds_WP_265352071.1_2842	25.210	238	329
WP_010578410.1	lcl|NZ_JAMQPP010000003.1_cds_WP_265351852.1_2066	27.350	234	329
WP_010578410.1	lcl|NZ_JAMQPP010000013.1_cds_WP_265353373.1_1377	25.698	179	329
WP_010578410.1	lcl|NZ_JAMQPP010000005.1_cds_WP_265352040.1_2873	25.283	265	329
