WP_020985020.1	lcl|NZ_AFLH02000484.1_cds_WP_000340715.1_1033	91.463	82	106
WP_010578412.1	lcl|NZ_AFLH02000484.1_cds_WP_000410273.1_1032	91.083	314	314
WP_010578412.1	lcl|NZ_AFLH02000484.1_cds_WP_000093099.1_1012	55.556	63	314
WP_010578412.1	lcl|NZ_AFLH02000484.1_cds_WP_000646250.1_1029	28.175	252	314
WP_010578412.1	lcl|NZ_AFLH02000238.1_cds_WP_000744700.1_2945	22.256	328	314
WP_010578412.1	lcl|NZ_AFLH02000484.1_cds_WP_000600889.1_1003	24.194	186	314
WP_010578412.1	lcl|NZ_AFLH02000091.1_cds_WP_000723090.1_3625	23.183	289	314
WP_010578412.1	lcl|NZ_AFLH02000425.1_cds_WP_000723090.1_1806	23.183	289	314
WP_010578412.1	lcl|NZ_AFLH02000484.1_cds_WP_001067557.1_1026	25.526	333	314
WP_020984893.1	lcl|NZ_AFLH02000484.1_cds_WP_000604524.1_1031	84.932	365	365
WP_010578411.1	lcl|NZ_AFLH02000484.1_cds_WP_000884059.1_1030	95.135	185	185
WP_010578411.1	lcl|NZ_AFLH02000515.1_cds_WP_000351733.1_392	38.571	140	185
WP_010578410.1	lcl|NZ_AFLH02000484.1_cds_WP_000646250.1_1029	93.921	329	329
WP_010578410.1	lcl|NZ_AFLH02000238.1_cds_WP_000744700.1_2945	31.429	315	329
WP_010578410.1	lcl|NZ_AFLH02000484.1_cds_WP_000600889.1_1003	33.333	255	329
WP_010578410.1	lcl|NZ_AFLH02000091.1_cds_WP_000723090.1_3625	29.851	335	329
WP_010578410.1	lcl|NZ_AFLH02000425.1_cds_WP_000723090.1_1806	29.851	335	329
WP_010578410.1	lcl|NZ_AFLH02000269.1_cds_WP_001984071.1_2768	32.026	306	329
WP_010578410.1	lcl|NZ_AFLH02000271.1_cds_WP_000649925.1_2762	30.091	329	329
WP_010578410.1	lcl|NZ_AFLH02000190.1_cds_WP_000709511.1_3209	28.182	330	329
WP_010578410.1	lcl|NZ_AFLH02000484.1_cds_WP_001067557.1_1026	28.852	305	329
WP_010578410.1	lcl|NZ_AFLH02000535.1_cds_WP_000688695.1_101	28.832	274	329
WP_010578410.1	lcl|NZ_AFLH02000484.1_cds_WP_000601375.1_976	24.549	277	329
WP_010578410.1	lcl|NZ_AFLH02000484.1_cds_WP_000410273.1_1032	27.826	230	329
WP_010578410.1	lcl|NZ_AFLH02000484.1_cds_WP_000475904.1_967	27.007	274	329
WP_010578410.1	lcl|NZ_AFLH02000475.1_cds_WP_001074785.1_1130	28.302	265	329
WP_010578410.1	lcl|NZ_AFLH02000449.1_cds_WP_001003555.1_1579	27.200	250	329
WP_010578410.1	lcl|NZ_AFLH02000484.1_cds_WP_000487322.1_978	26.205	332	329
WP_020984930.1	lcl|NZ_AFLH02000484.1_cds_WP_000774262.1_1028	88.189	254	267
WP_020984930.1	lcl|NZ_AFLH02000484.1_cds_WP_000859505.1_979	27.315	216	267
WP_020984930.1	lcl|NZ_AFLH02000484.1_cds_WP_000800438.1_998	25.789	190	267
WP_020984930.1	lcl|NZ_AFLH02000091.1_cds_WP_000842260.1_3626	24.569	232	267
WP_020984930.1	lcl|NZ_AFLH02000425.1_cds_WP_000842260.1_1807	24.569	232	267
WP_020984930.1	lcl|NZ_AFLH02000263.1_cds_WP_000667727.1_2792	33.636	110	267
WP_020984930.1	lcl|NZ_AFLH02000489.1_cds_WP_000805357.1_903	36.047	86	267
WP_020984935.1	lcl|NZ_AFLH02000484.1_cds_WP_000612797.1_1027	87.402	508	509
