WP_020985020.1	lcl|NZ_AKXB02000131.1_cds_WP_000340715.1_1399	91.463	82	106
WP_010578412.1	lcl|NZ_AKXB02000131.1_cds_WP_004428880.1_1400	90.764	314	314
WP_010578412.1	lcl|NZ_AKXB02000131.1_cds_WP_002178756.1_1404	23.102	303	314
WP_010578412.1	lcl|NZ_AKXB02000139.1_cds_WP_004447188.1_1069	22.866	328	314
WP_010578412.1	lcl|NZ_AKXB02000131.1_cds_WP_036068182.1_1413	22.581	186	314
WP_010578412.1	lcl|NZ_AKXB02000038.1_cds_WP_004443912.1_3501	23.611	288	314
WP_010578412.1	lcl|NZ_AKXB02000038.1_cds_WP_004443880.1_3459	23.826	298	314
WP_010578412.1	lcl|NZ_AKXB02000172.1_cds_WP_198290613.1_107	24.402	209	314
WP_010578411.1	lcl|NZ_AKXB02000152.1_cds_WP_004447495.1_521	38.571	140	185
WP_010578410.1	lcl|NZ_AKXB02000038.1_cds_WP_004443880.1_3459	38.189	254	329
WP_010578410.1	lcl|NZ_AKXB02000131.1_cds_WP_002178756.1_1404	30.372	349	329
WP_010578410.1	lcl|NZ_AKXB02000131.1_cds_WP_036068182.1_1413	31.104	299	329
WP_010578410.1	lcl|NZ_AKXB02000139.1_cds_WP_004447188.1_1069	30.159	315	329
WP_010578410.1	lcl|NZ_AKXB02000038.1_cds_WP_004443912.1_3501	30.746	335	329
WP_010578410.1	lcl|NZ_AKXB02000172.1_cds_WP_198290613.1_107	31.373	306	329
WP_010578410.1	lcl|NZ_AKXB02000121.1_cds_WP_004446629.1_1763	30.000	330	329
WP_010578410.1	lcl|NZ_AKXB02000175.1_cds_WP_002148036.1_4	29.730	333	329
WP_010578410.1	lcl|NZ_AKXB02000167.1_cds_WP_004447713.1_208	27.007	274	329
WP_010578410.1	lcl|NZ_AKXB02000131.1_cds_WP_004428880.1_1400	24.127	315	329
WP_010578410.1	lcl|NZ_AKXB02000038.1_cds_WP_004428900.1_3478	25.210	357	329
WP_010578410.1	lcl|NZ_AKXB02000008.1_cds_WP_004428300.1_4302	27.444	266	329
WP_010578410.1	lcl|NZ_AKXB02000150.1_cds_WP_004432019.1_741	25.538	325	329
WP_010578410.1	lcl|NZ_AKXB02000131.1_cds_WP_004428883.1_1423	24.590	244	329
WP_010578410.1	lcl|NZ_AKXB02000070.1_cds_WP_004445016.1_2971	27.049	244	329
WP_020984930.1	lcl|NZ_AKXB02000131.1_cds_WP_002178459.1_1418	29.185	233	267
WP_020984930.1	lcl|NZ_AKXB02000038.1_cds_WP_004430538.1_3502	25.431	232	267
WP_020984930.1	lcl|NZ_AKXB02000011.1_cds_WP_004442826.1_4088	33.858	127	267
WP_020984930.1	lcl|NZ_AKXB02000038.1_cds_WP_002178723.1_3477	22.768	224	267
WP_020984930.1	lcl|NZ_AKXB02000173.1_cds_WP_004447785.1_96	36.471	85	267
WP_020984935.1	lcl|NZ_AKXB02000073.1_cds_WP_004445115.1_2936	27.329	322	509
WP_020984935.1	lcl|NZ_AKXB02000073.1_cds_WP_002148203.1_2935	28.723	94	509
WP_020984935.1	lcl|NZ_AKXB02000073.1_cds_WP_004445115.1_2936	27.329	322	509
WP_020984935.1	lcl|NZ_AKXB02000073.1_cds_WP_002148203.1_2935	28.723	94	509
WP_010578407.1	lcl|NZ_AKXB02000038.1_cds_WP_004443880.1_3459	28.063	253	330
WP_010578407.1	lcl|NZ_AKXB02000172.1_cds_WP_198290613.1_107	26.568	271	330
WP_010578407.1	lcl|NZ_AKXB02000131.1_cds_WP_036068182.1_1413	24.632	272	330
WP_010578407.1	lcl|NZ_AKXB02000038.1_cds_WP_004443912.1_3501	26.648	349	330
WP_010578407.1	lcl|NZ_AKXB02000139.1_cds_WP_004447188.1_1069	28.986	276	330
WP_010578407.1	lcl|NZ_AKXB02000150.1_cds_WP_004432019.1_741	28.395	243	330
WP_010578407.1	lcl|NZ_AKXB02000131.1_cds_WP_002178756.1_1404	25.000	256	330
WP_010578407.1	lcl|NZ_AKXB02000121.1_cds_WP_004446629.1_1763	29.804	255	330
WP_010578407.1	lcl|NZ_AKXB02000131.1_cds_WP_004428883.1_1423	29.688	128	330
WP_010578407.1	lcl|NZ_AKXB02000167.1_cds_WP_004447713.1_208	24.889	225	330
WP_010578407.1	lcl|NZ_AKXB02000008.1_cds_WP_004428300.1_4302	27.619	210	330
WP_010578406.1	lcl|NZ_AKXB02000131.1_cds_WP_004428839.1_1433	36.103	349	366
WP_010578406.1	lcl|NZ_AKXB02000038.1_cds_WP_004443927.1_3495	33.824	340	366
WP_010578406.1	lcl|NZ_AKXB02000038.1_cds_WP_004428906.1_3461	32.898	383	366
WP_010578406.1	lcl|NZ_AKXB02000011.1_cds_WP_004442822.1_4094	27.513	378	366
WP_010578406.1	lcl|NZ_AKXB02000038.1_cds_WP_004428841.1_3460	28.212	358	366
WP_010578406.1	lcl|NZ_AKXB02000123.1_cds_WP_004446675.1_1642	30.556	360	366
WP_010578406.1	lcl|NZ_AKXB02000131.1_cds_WP_004428891.1_1414	25.895	363	366
WP_010578406.1	lcl|NZ_AKXB02000149.1_cds_WP_036034116.1_858	32.632	190	366
WP_010578405.1	lcl|NZ_AKXB02000131.1_cds_WP_004428839.1_1433	37.326	359	367
WP_010578405.1	lcl|NZ_AKXB02000038.1_cds_WP_004443927.1_3495	37.536	349	367
WP_010578405.1	lcl|NZ_AKXB02000123.1_cds_WP_004446675.1_1642	32.181	376	367
WP_010578405.1	lcl|NZ_AKXB02000038.1_cds_WP_004428841.1_3460	31.714	350	367
WP_010578405.1	lcl|NZ_AKXB02000038.1_cds_WP_004428906.1_3461	32.133	361	367
WP_010578405.1	lcl|NZ_AKXB02000011.1_cds_WP_004442822.1_4094	28.609	381	367
WP_010578405.1	lcl|NZ_AKXB02000131.1_cds_WP_004428891.1_1414	26.866	335	367
WP_010578405.1	lcl|NZ_AKXB02000149.1_cds_WP_036034116.1_858	24.860	358	367
WP_010578405.1	lcl|NZ_AKXB02000065.1_cds_WP_004444799.1_3052	34.831	89	367
WP_010578402.1	lcl|NZ_AKXB02000103.1_cds_WP_004425075.1_2324	44.939	247	265
WP_020984841.1	lcl|NZ_AKXB02000107.1_cds_WP_004446223.1_2201	37.086	302	310
WP_020984841.1	lcl|NZ_AKXB02000103.1_cds_WP_004446113.1_2262	27.881	269	310
WP_020984841.1	lcl|NZ_AKXB02000152.1_cds_WP_004447487.1_445	23.664	262	310
WP_020984841.1	lcl|NZ_AKXB02000107.1_cds_WP_004446223.1_2201	37.086	302	310
WP_020984841.1	lcl|NZ_AKXB02000103.1_cds_WP_004446113.1_2262	27.881	269	310
WP_020984841.1	lcl|NZ_AKXB02000152.1_cds_WP_004447487.1_445	23.664	262	310
WP_010578399.1	lcl|NZ_AKXB02000041.1_cds_WP_004426005.1_3376	57.143	28	145
WP_020984860.1	lcl|NZ_AKXB02000019.1_cds_WP_004431569.1_4012	29.358	109	221
WP_020984860.1	lcl|NZ_AKXB02000139.1_cds_WP_004427848.1_1099	25.641	78	221
WP_039942433.1	lcl|NZ_AKXB02000038.1_cds_WP_004428874.1_3475	24.802	379	408
WP_039942433.1	lcl|NZ_AKXB02000095.1_cds_WP_004428576.1_2417	22.273	220	408
WP_039942433.1	lcl|NZ_AKXB02000019.1_cds_WP_004421166.1_4013	24.766	214	408
WP_039942433.1	lcl|NZ_AKXB02000139.1_cds_WP_004427848.1_1099	23.256	215	408
WP_020985012.1	lcl|NZ_AKXB02000139.1_cds_WP_004427878.1_1106	30.345	145	175
WP_010578396.1	lcl|NZ_AKXB02000038.1_cds_WP_004428874.1_3475	29.188	394	406
WP_010578396.1	lcl|NZ_AKXB02000095.1_cds_WP_004428576.1_2417	24.775	222	406
WP_010578396.1	lcl|NZ_AKXB02000019.1_cds_WP_004421166.1_4013	23.558	208	406
WP_010578395.1	lcl|NZ_AKXB02000022.1_cds_WP_004419847.1_3878	35.484	93	240
WP_010578395.1	lcl|NZ_AKXB02000112.1_cds_WP_004427000.1_2040	25.200	250	240
WP_010578395.1	lcl|NZ_AKXB02000127.1_cds_WP_004423431.1_1556	25.882	255	240
WP_010578395.1	lcl|NZ_AKXB02000041.1_cds_WP_002179721.1_3373	32.673	101	240
WP_010578395.1	lcl|NZ_AKXB02000008.1_cds_WP_004442659.1_4284	25.806	217	240
WP_010578395.1	lcl|NZ_AKXB02000003.1_cds_WP_004432512.1_4454	25.424	236	240
WP_010578395.1	lcl|NZ_AKXB02000117.1_cds_WP_002152267.1_1891	21.229	179	240
WP_010578390.1	lcl|NZ_AKXB02000124.1_cds_WP_082292324.1_1580	32.170	401	603
WP_010578390.1	lcl|NZ_AKXB02000124.1_cds_WP_004446760.1_1631	35.167	418	603
WP_010578390.1	lcl|NZ_AKXB02000121.1_cds_WP_004446621.1_1832	28.912	588	603
WP_010578390.1	lcl|NZ_AKXB02000131.1_cds_WP_004428888.1_1403	40.969	227	603
WP_010578390.1	lcl|NZ_AKXB02000150.1_cds_WP_004447404.1_782	30.876	217	603
WP_010578390.1	lcl|NZ_AKXB02000127.1_cds_WP_002147909.1_1544	28.440	218	603
WP_010578390.1	lcl|NZ_AKXB02000124.1_cds_WP_004419478.1_1604	29.204	226	603
WP_010578390.1	lcl|NZ_AKXB02000073.1_cds_WP_036073541.1_2930	27.273	231	603
WP_010578390.1	lcl|NZ_AKXB02000150.1_cds_WP_004447340.1_712	27.165	254	603
WP_010578390.1	lcl|NZ_AKXB02000065.1_cds_WP_004431511.1_3035	29.004	231	603
WP_010578390.1	lcl|NZ_AKXB02000147.1_cds_WP_004420303.1_883	28.992	238	603
WP_010578390.1	lcl|NZ_AKXB02000087.1_cds_WP_004428018.1_2720	27.074	229	603
WP_010578390.1	lcl|NZ_AKXB02000118.1_cds_WP_004446563.1_1853	29.864	221	603
WP_010578390.1	lcl|NZ_AKXB02000044.1_cds_WP_004444182.1_3357	26.457	223	603
WP_010578390.1	lcl|NZ_AKXB02000134.1_cds_WP_004433767.1_1281	27.027	222	603
WP_010578390.1	lcl|NZ_AKXB02000150.1_cds_WP_002176862.1_800	28.390	236	603
WP_010578390.1	lcl|NZ_AKXB02000024.1_cds_WP_004427369.1_3829	30.729	192	603
WP_010578390.1	lcl|NZ_AKXB02000129.1_cds_WP_004429861.1_1461	28.205	234	603
WP_010578390.1	lcl|NZ_AKXB02000112.1_cds_WP_004446418.1_2060	28.512	242	603
WP_010578390.1	lcl|NZ_AKXB02000152.1_cds_WP_004433340.1_522	29.362	235	603
WP_010578390.1	lcl|NZ_AKXB02000152.1_cds_WP_004447523.1_486	23.077	247	603
WP_010578390.1	lcl|NZ_AKXB02000124.1_cds_WP_002153389.1_1576	25.888	197	603
WP_010578390.1	lcl|NZ_AKXB02000150.1_cds_WP_004447402.1_711	27.626	257	603
WP_010578390.1	lcl|NZ_AKXB02000144.1_cds_WP_004447258.1_932	25.000	228	603
WP_010578390.1	lcl|NZ_AKXB02000144.1_cds_WP_004447258.1_932	24.583	240	603
WP_010578390.1	lcl|NZ_AKXB02000037.1_cds_WP_004443823.1_3526	25.521	192	603
WP_010578390.1	lcl|NZ_AKXB02000127.1_cds_WP_004433106.1_1526	23.611	216	603
WP_010578390.1	lcl|NZ_AKXB02000124.1_cds_WP_082292324.1_1580	32.170	401	603
WP_010578390.1	lcl|NZ_AKXB02000124.1_cds_WP_004446760.1_1631	35.167	418	603
WP_010578390.1	lcl|NZ_AKXB02000121.1_cds_WP_004446621.1_1832	28.912	588	603
WP_010578390.1	lcl|NZ_AKXB02000131.1_cds_WP_004428888.1_1403	40.969	227	603
WP_010578390.1	lcl|NZ_AKXB02000150.1_cds_WP_004447404.1_782	30.876	217	603
WP_010578390.1	lcl|NZ_AKXB02000127.1_cds_WP_002147909.1_1544	28.440	218	603
WP_010578390.1	lcl|NZ_AKXB02000124.1_cds_WP_004419478.1_1604	29.204	226	603
WP_010578390.1	lcl|NZ_AKXB02000073.1_cds_WP_036073541.1_2930	27.273	231	603
WP_010578390.1	lcl|NZ_AKXB02000150.1_cds_WP_004447340.1_712	27.165	254	603
WP_010578390.1	lcl|NZ_AKXB02000065.1_cds_WP_004431511.1_3035	29.004	231	603
WP_010578390.1	lcl|NZ_AKXB02000147.1_cds_WP_004420303.1_883	28.992	238	603
WP_010578390.1	lcl|NZ_AKXB02000087.1_cds_WP_004428018.1_2720	27.074	229	603
WP_010578390.1	lcl|NZ_AKXB02000118.1_cds_WP_004446563.1_1853	29.864	221	603
WP_010578390.1	lcl|NZ_AKXB02000044.1_cds_WP_004444182.1_3357	26.457	223	603
WP_010578390.1	lcl|NZ_AKXB02000134.1_cds_WP_004433767.1_1281	27.027	222	603
WP_010578390.1	lcl|NZ_AKXB02000150.1_cds_WP_002176862.1_800	28.390	236	603
WP_010578390.1	lcl|NZ_AKXB02000024.1_cds_WP_004427369.1_3829	30.729	192	603
WP_010578390.1	lcl|NZ_AKXB02000129.1_cds_WP_004429861.1_1461	28.205	234	603
WP_010578390.1	lcl|NZ_AKXB02000112.1_cds_WP_004446418.1_2060	28.512	242	603
WP_010578390.1	lcl|NZ_AKXB02000152.1_cds_WP_004433340.1_522	29.362	235	603
WP_010578390.1	lcl|NZ_AKXB02000152.1_cds_WP_004447523.1_486	23.077	247	603
WP_010578390.1	lcl|NZ_AKXB02000124.1_cds_WP_002153389.1_1576	25.888	197	603
WP_010578390.1	lcl|NZ_AKXB02000150.1_cds_WP_004447402.1_711	27.626	257	603
WP_010578390.1	lcl|NZ_AKXB02000144.1_cds_WP_004447258.1_932	25.000	228	603
WP_010578390.1	lcl|NZ_AKXB02000144.1_cds_WP_004447258.1_932	24.583	240	603
WP_010578390.1	lcl|NZ_AKXB02000037.1_cds_WP_004443823.1_3526	25.521	192	603
WP_010578390.1	lcl|NZ_AKXB02000127.1_cds_WP_004433106.1_1526	23.611	216	603
WP_010578386.1	lcl|NZ_AKXB02000124.1_cds_WP_002155344.1_1630	27.848	158	210
WP_039942517.1	lcl|NZ_AKXB02000173.1_cds_WP_004447785.1_96	29.839	124	235
WP_039942517.1	lcl|NZ_AKXB02000038.1_cds_WP_002178723.1_3477	22.727	154	235
WP_039942517.1	lcl|NZ_AKXB02000011.1_cds_WP_004442826.1_4088	50.000	38	235
WP_020984867.1	lcl|NZ_AKXB02000131.1_cds_WP_004428839.1_1433	38.504	361	363
WP_020984867.1	lcl|NZ_AKXB02000038.1_cds_WP_004443927.1_3495	38.674	362	363
WP_020984867.1	lcl|NZ_AKXB02000123.1_cds_WP_004446675.1_1642	33.429	350	363
WP_020984867.1	lcl|NZ_AKXB02000011.1_cds_WP_004442822.1_4094	28.686	373	363
WP_020984867.1	lcl|NZ_AKXB02000038.1_cds_WP_004428841.1_3460	31.481	378	363
WP_020984867.1	lcl|NZ_AKXB02000038.1_cds_WP_004428906.1_3461	29.459	370	363
WP_020984867.1	lcl|NZ_AKXB02000149.1_cds_WP_036034116.1_858	25.797	345	363
WP_020984867.1	lcl|NZ_AKXB02000131.1_cds_WP_004428891.1_1414	27.778	252	363
WP_020984867.1	lcl|NZ_AKXB02000131.1_cds_WP_004428871.1_1435	25.368	272	363
