WP_020985020.1	lcl|NZ_AFKO01000031.1_cds_WP_000340715.1_3045	91.463	82	106
WP_010578412.1	lcl|NZ_AFKO01000031.1_cds_WP_000410273.1_3046	91.083	314	314
WP_010578412.1	lcl|NZ_AFKO01000031.1_cds_WP_000093099.1_3066	55.556	63	314
WP_010578412.1	lcl|NZ_AFKO01000031.1_cds_WP_000646250.1_3049	28.175	252	314
WP_010578412.1	lcl|NZ_AFKO01000272.1_cds_WP_000744700.1_83	22.256	328	314
WP_010578412.1	lcl|NZ_AFKO01000031.1_cds_WP_000600889.1_3075	24.194	186	314
WP_010578412.1	lcl|NZ_AFKO01000031.1_cds_WP_000723090.1_3128	23.183	289	314
WP_010578412.1	lcl|NZ_AFKO01000031.1_cds_WP_001067557.1_3052	25.526	333	314
WP_020984893.1	lcl|NZ_AFKO01000031.1_cds_WP_000604524.1_3047	84.932	365	365
WP_010578411.1	lcl|NZ_AFKO01000031.1_cds_WP_000884059.1_3048	95.135	185	185
WP_010578411.1	lcl|NZ_AFKO01000014.1_cds_WP_000351733.1_3594	38.571	140	185
WP_010578410.1	lcl|NZ_AFKO01000031.1_cds_WP_000646250.1_3049	93.921	329	329
WP_010578410.1	lcl|NZ_AFKO01000272.1_cds_WP_000744700.1_83	31.429	315	329
WP_010578410.1	lcl|NZ_AFKO01000031.1_cds_WP_000600889.1_3075	33.333	255	329
WP_010578410.1	lcl|NZ_AFKO01000031.1_cds_WP_000723090.1_3128	29.851	335	329
WP_010578410.1	lcl|NZ_AFKO01000044.1_cds_WP_001984071.1_2533	32.026	306	329
WP_010578410.1	lcl|NZ_AFKO01000123.1_cds_WP_000649925.1_1446	30.091	329	329
WP_010578410.1	lcl|NZ_AFKO01000145.1_cds_WP_000709511.1_1090	28.182	330	329
WP_010578410.1	lcl|NZ_AFKO01000031.1_cds_WP_001067557.1_3052	28.852	305	329
WP_010578410.1	lcl|NZ_AFKO01000044.1_cds_WP_000688695.1_2553	28.832	274	329
WP_010578410.1	lcl|NZ_AFKO01000031.1_cds_WP_000601375.1_3102	24.549	277	329
WP_010578410.1	lcl|NZ_AFKO01000031.1_cds_WP_000410273.1_3046	27.826	230	329
WP_010578410.1	lcl|NZ_AFKO01000031.1_cds_WP_000475904.1_3111	27.007	274	329
WP_010578410.1	lcl|NZ_AFKO01000124.1_cds_WP_001074785.1_1411	28.302	265	329
WP_010578410.1	lcl|NZ_AFKO01000118.1_cds_WP_001003555.1_1617	27.200	250	329
WP_010578410.1	lcl|NZ_AFKO01000031.1_cds_WP_000487322.1_3100	26.205	332	329
WP_020984930.1	lcl|NZ_AFKO01000031.1_cds_WP_000774262.1_3050	88.189	254	267
WP_020984930.1	lcl|NZ_AFKO01000031.1_cds_WP_000859505.1_3099	27.315	216	267
WP_020984930.1	lcl|NZ_AFKO01000031.1_cds_WP_000800438.1_3080	25.789	190	267
WP_020984930.1	lcl|NZ_AFKO01000031.1_cds_WP_000842260.1_3129	24.569	232	267
WP_020984930.1	lcl|NZ_AFKO01000041.1_cds_WP_000667727.1_2657	33.636	110	267
WP_020984930.1	lcl|NZ_AFKO01000072.1_cds_WP_000805357.1_2098	36.047	86	267
WP_020984935.1	lcl|NZ_AFKO01000031.1_cds_WP_000612797.1_3051	87.402	508	509
WP_020984935.1	lcl|NZ_AFKO01000137.1_cds_WP_000291591.1_1189	27.329	322	509
WP_020984935.1	lcl|NZ_AFKO01000137.1_cds_WP_000364507.1_1190	28.723	94	509
WP_020984935.1	lcl|NZ_AFKO01000031.1_cds_WP_000612797.1_3051	87.402	508	509
WP_020984935.1	lcl|NZ_AFKO01000137.1_cds_WP_000291591.1_1189	27.329	322	509
WP_020984935.1	lcl|NZ_AFKO01000137.1_cds_WP_000364507.1_1190	28.723	94	509
WP_010578407.1	lcl|NZ_AFKO01000031.1_cds_WP_001067557.1_3052	96.364	330	330
WP_010578407.1	lcl|NZ_AFKO01000031.1_cds_WP_000646250.1_3049	28.990	307	330
WP_010578407.1	lcl|NZ_AFKO01000031.1_cds_WP_000600889.1_3075	27.068	266	330
WP_010578407.1	lcl|NZ_AFKO01000044.1_cds_WP_001984071.1_2533	25.735	272	330
WP_010578407.1	lcl|NZ_AFKO01000118.1_cds_WP_001003555.1_1617	30.041	243	330
WP_010578407.1	lcl|NZ_AFKO01000272.1_cds_WP_000744700.1_83	26.266	316	330
WP_010578407.1	lcl|NZ_AFKO01000031.1_cds_WP_000723090.1_3128	24.024	333	330
WP_010578407.1	lcl|NZ_AFKO01000123.1_cds_WP_000649925.1_1446	29.644	253	330
WP_010578407.1	lcl|NZ_AFKO01000044.1_cds_WP_000688695.1_2553	25.339	221	330
WP_010578407.1	lcl|NZ_AFKO01000031.1_cds_WP_000601375.1_3102	26.119	268	330
WP_010578406.1	lcl|NZ_AFKO01000031.1_cds_WP_001198107.1_3053	98.087	366	366
WP_010578406.1	lcl|NZ_AFKO01000031.1_cds_WP_000608295.1_3054	40.000	365	366
WP_010578406.1	lcl|NZ_AFKO01000031.1_cds_WP_000575178.1_3122	33.714	350	366
WP_010578406.1	lcl|NZ_AFKO01000201.1_cds_WP_001281953.1_518	27.968	379	366
WP_010578406.1	lcl|NZ_AFKO01000031.1_cds_WP_000346036.1_3083	27.809	356	366
WP_010578406.1	lcl|NZ_AFKO01000031.1_cds_WP_000582222.1_3064	32.394	355	366
