WP_020985020.1	lcl|NZ_JADDWV010000115.1_cds_WP_002725873.1_253	97.561	82	106
WP_010578412.1	lcl|NZ_JADDWV010000115.1_cds_WP_002725867.1_254	96.774	310	314
WP_010578412.1	lcl|NZ_JADDWV010000196.1_cds_WP_193816902.1_1089	22.277	202	314
WP_010578412.1	lcl|NZ_JADDWV010000164.1_cds_WP_061208146.1_806	23.077	325	314
WP_010578412.1	lcl|NZ_JADDWV010000196.1_cds_WP_011669957.1_1087	25.275	182	314
WP_010578412.1	lcl|NZ_JADDWV010000165.1_cds_WP_011671706.1_831	22.420	281	314
WP_010578412.1	lcl|NZ_JADDWV010000022.1_cds_WP_061208650.1_1623	25.726	241	314
WP_010578412.1	lcl|NZ_JADDWV010000251.1_cds_WP_011669202.1_2147	30.303	132	314
WP_010578412.1	lcl|NZ_JADDWV010000136.1_cds_WP_002729504.1_455	21.429	168	314
WP_010578411.1	lcl|NZ_JADDWV010000230.1_cds_WP_002750963.1_1810	32.911	158	185
WP_010578411.1	lcl|NZ_JADDWV010000196.1_cds_WP_011669938.1_1106	35.593	177	185
WP_010578410.1	lcl|NZ_JADDWV010000196.1_cds_WP_193816902.1_1089	31.034	319	329
WP_010578410.1	lcl|NZ_JADDWV010000022.1_cds_WP_061208650.1_1623	31.833	311	329
WP_010578410.1	lcl|NZ_JADDWV010000164.1_cds_WP_061208146.1_806	29.841	315	329
WP_010578410.1	lcl|NZ_JADDWV010000165.1_cds_WP_011671706.1_831	30.746	335	329
WP_010578410.1	lcl|NZ_JADDWV010000196.1_cds_WP_011669957.1_1087	28.197	305	329
WP_010578410.1	lcl|NZ_JADDWV010000022.1_cds_WP_002754065.1_1620	28.182	330	329
WP_010578410.1	lcl|NZ_JADDWV010000240.1_cds_WP_193817147.1_1978	28.527	319	329
WP_010578410.1	lcl|NZ_JADDWV010000136.1_cds_WP_002729504.1_455	26.979	341	329
WP_010578410.1	lcl|NZ_JADDWV010000070.1_cds_IQA87_RS04330_2986	25.606	289	329
WP_010578410.1	lcl|NZ_JADDWV010000115.1_cds_WP_002725867.1_254	27.826	230	329
WP_010578410.1	lcl|NZ_JADDWV010000076.1_cds_WP_002751102.1_3131	26.792	265	329
WP_010578410.1	lcl|NZ_JADDWV010000196.1_cds_WP_011669959.1_1085	26.941	219	329
WP_010578410.1	lcl|NZ_JADDWV010000254.1_cds_WP_193817227.1_2226	28.049	246	329
WP_010578410.1	lcl|NZ_JADDWV010000251.1_cds_WP_011669202.1_2147	23.867	331	329
WP_020984930.1	lcl|NZ_JADDWV010000196.1_cds_WP_193816901.1_1088	27.919	197	267
WP_020984930.1	lcl|NZ_JADDWV010000165.1_cds_WP_011669974.1_832	25.431	232	267
WP_020984930.1	lcl|NZ_JADDWV010000006.1_cds_WP_061208961.1_2953	35.955	89	267
WP_020984930.1	lcl|NZ_JADDWV010000003.1_cds_WP_002766579.1_2622	37.647	85	267
WP_020984930.1	lcl|NZ_JADDWV010000136.1_cds_WP_193816742.1_454	24.490	196	267
WP_020984935.1	lcl|NZ_JADDWV010000225.1_cds_WP_193817070.1_1669	28.041	296	509
WP_020984935.1	lcl|NZ_JADDWV010000225.1_cds_WP_002751286.1_1670	30.435	115	509
WP_020984935.1	lcl|NZ_JADDWV010000225.1_cds_WP_193817070.1_1669	28.041	296	509
WP_020984935.1	lcl|NZ_JADDWV010000225.1_cds_WP_002751286.1_1670	30.435	115	509
WP_010578407.1	lcl|NZ_JADDWV010000022.1_cds_WP_061208650.1_1623	27.106	273	330
WP_010578407.1	lcl|NZ_JADDWV010000196.1_cds_WP_193816902.1_1089	24.088	274	330
WP_010578407.1	lcl|NZ_JADDWV010000164.1_cds_WP_061208146.1_806	28.520	277	330
WP_010578407.1	lcl|NZ_JADDWV010000165.1_cds_WP_011671706.1_831	27.129	317	330
WP_010578407.1	lcl|NZ_JADDWV010000240.1_cds_WP_193817147.1_1978	28.527	319	330
WP_010578407.1	lcl|NZ_JADDWV010000251.1_cds_WP_011669202.1_2147	25.306	245	330
WP_010578407.1	lcl|NZ_JADDWV010000070.1_cds_IQA87_RS04330_2986	27.647	170	330
WP_010578407.1	lcl|NZ_JADDWV010000136.1_cds_WP_002729504.1_455	24.460	139	330
WP_010578407.1	lcl|NZ_JADDWV010000076.1_cds_WP_002751102.1_3131	25.620	242	330
WP_010578407.1	lcl|NZ_JADDWV010000115.1_cds_WP_002725867.1_254	23.214	336	330
WP_010578406.1	lcl|NZ_JADDWV010000165.1_cds_WP_061208080.1_825	33.721	344	366
WP_010578406.1	lcl|NZ_JADDWV010000177.1_cds_WP_193816865.1_953	27.968	379	366
WP_010578406.1	lcl|NZ_JADDWV010000115.1_cds_WP_011669926.1_264	36.667	270	366
WP_010578406.1	lcl|NZ_JADDWV010000215.1_cds_WP_193817014.1_1447	30.769	390	366
WP_010578406.1	lcl|NZ_JADDWV010000223.1_cds_WP_002753888.1_1592	29.526	359	366
WP_010578406.1	lcl|NZ_JADDWV010000115.1_cds_WP_011669923.1_261	37.864	206	366
