WP_020985020.1	lcl|NZ_AKWQ02000047.1_cds_WP_004753574.1_1253	91.463	82	106
WP_010578412.1	lcl|NZ_AKWQ02000047.1_cds_WP_004779581.1_1252	90.968	310	314
WP_010578412.1	lcl|NZ_AKWQ02000019.1_cds_WP_004753565.1_2864	22.256	328	314
WP_010578412.1	lcl|NZ_AKWQ02000071.1_cds_WP_004780164.1_349	22.277	202	314
WP_010578412.1	lcl|NZ_AKWQ02000071.1_cds_WP_004780151.1_347	21.725	313	314
WP_010578412.1	lcl|NZ_AKWQ02000006.1_cds_WP_004778489.1_3726	22.939	279	314
WP_010578412.1	lcl|NZ_AKWQ02000044.1_cds_WP_004766600.1_1505	23.502	217	314
WP_010578411.1	lcl|NZ_AKWQ02000031.1_cds_WP_004752075.1_2301	39.286	140	185
WP_010578411.1	lcl|NZ_AKWQ02000047.1_cds_WP_004779567.1_1220	36.158	177	185
WP_010578410.1	lcl|NZ_AKWQ02000071.1_cds_WP_004780164.1_349	31.034	319	329
WP_010578410.1	lcl|NZ_AKWQ02000019.1_cds_WP_004753565.1_2864	30.794	315	329
WP_010578410.1	lcl|NZ_AKWQ02000044.1_cds_WP_004766600.1_1505	32.143	308	329
WP_010578410.1	lcl|NZ_AKWQ02000006.1_cds_WP_004778489.1_3726	29.552	335	329
WP_010578410.1	lcl|NZ_AKWQ02000019.1_cds_WP_000649925.1_3024	30.091	329	329
WP_010578410.1	lcl|NZ_AKWQ02000071.1_cds_WP_004780151.1_347	28.205	312	329
WP_010578410.1	lcl|NZ_AKWQ02000044.1_cds_WP_004766610.1_1494	29.730	333	329
WP_010578410.1	lcl|NZ_AKWQ02000044.1_cds_LEP1GSC082_RS02000000228150_1527	29.778	225	329
WP_010578410.1	lcl|NZ_AKWQ02000047.1_cds_WP_004779581.1_1252	26.335	281	329
WP_010578410.1	lcl|NZ_AKWQ02000069.1_cds_WP_004766563.1_423	26.718	262	329
WP_010578410.1	lcl|NZ_AKWQ02000076.1_cds_WP_004766127.1_173	28.839	267	329
WP_010578410.1	lcl|NZ_AKWQ02000071.1_cds_WP_002759862.1_344	25.912	274	329
WP_010578410.1	lcl|NZ_AKWQ02000035.1_cds_WP_004765661.1_1942	26.639	244	329
WP_020984930.1	lcl|NZ_AKWQ02000071.1_cds_WP_004780153.1_348	26.840	231	267
WP_020984930.1	lcl|NZ_AKWQ02000037.1_cds_WP_004779324.1_1842	28.125	192	267
WP_020984930.1	lcl|NZ_AKWQ02000006.1_cds_WP_004766678.1_3725	25.000	232	267
WP_020984930.1	lcl|NZ_AKWQ02000062.1_cds_WP_004758210.1_694	36.471	85	267
WP_020984935.1	lcl|NZ_AKWQ02000076.1_cds_WP_004766085.1_244	26.140	329	509
WP_020984935.1	lcl|NZ_AKWQ02000076.1_cds_WP_004766128.1_243	28.723	94	509
WP_020984935.1	lcl|NZ_AKWQ02000076.1_cds_WP_004766085.1_244	26.140	329	509
WP_020984935.1	lcl|NZ_AKWQ02000076.1_cds_WP_004766128.1_243	28.723	94	509
WP_010578407.1	lcl|NZ_AKWQ02000044.1_cds_WP_004766600.1_1505	26.199	271	330
WP_010578407.1	lcl|NZ_AKWQ02000071.1_cds_WP_004780164.1_349	24.088	274	330
WP_010578407.1	lcl|NZ_AKWQ02000006.1_cds_WP_004778489.1_3726	25.449	334	330
WP_010578407.1	lcl|NZ_AKWQ02000035.1_cds_WP_004765661.1_1942	28.395	243	330
WP_010578407.1	lcl|NZ_AKWQ02000019.1_cds_WP_004753565.1_2864	27.174	276	330
WP_010578407.1	lcl|NZ_AKWQ02000019.1_cds_WP_000649925.1_3024	29.644	253	330
WP_010578407.1	lcl|NZ_AKWQ02000044.1_cds_LEP1GSC082_RS02000000228150_1527	27.044	159	330
WP_010578407.1	lcl|NZ_AKWQ02000076.1_cds_WP_004766127.1_173	29.032	155	330
WP_010578406.1	lcl|NZ_AKWQ02000074.1_cds_WP_004766697.1_269	33.811	349	366
WP_010578406.1	lcl|NZ_AKWQ02000037.1_cds_WP_004754030.1_1836	28.496	379	366
WP_010578406.1	lcl|NZ_AKWQ02000047.1_cds_WP_004779526.1_1242	40.807	223	366
WP_010578406.1	lcl|NZ_AKWQ02000047.1_cds_WP_004779545.1_1226	30.435	391	366
WP_010578406.1	lcl|NZ_AKWQ02000047.1_cds_WP_004779554.1_1245	38.350	206	366
WP_010578406.1	lcl|NZ_AKWQ02000002.1_cds_WP_004778370.1_3917	29.412	357	366
WP_010578406.1	lcl|NZ_AKWQ02000004.1_cds_WP_016761831.1_3816	31.579	190	366
WP_010578405.1	lcl|NZ_AKWQ02000074.1_cds_WP_004766697.1_269	38.416	341	367
WP_010578405.1	lcl|NZ_AKWQ02000002.1_cds_WP_004778370.1_3917	31.436	369	367
WP_010578405.1	lcl|NZ_AKWQ02000047.1_cds_WP_004779545.1_1226	32.000	375	367
WP_010578405.1	lcl|NZ_AKWQ02000037.1_cds_WP_004754030.1_1836	29.688	384	367
WP_010578405.1	lcl|NZ_AKWQ02000047.1_cds_WP_004779526.1_1242	31.792	346	367
WP_010578405.1	lcl|NZ_AKWQ02000047.1_cds_WP_004779554.1_1245	33.898	236	367
WP_010578405.1	lcl|NZ_AKWQ02000004.1_cds_WP_016761831.1_3816	25.419	358	367
WP_010578402.1	lcl|NZ_AKWQ02000009.1_cds_WP_004778714.1_3262	45.749	247	265
WP_020984841.1	lcl|NZ_AKWQ02000003.1_cds_WP_000501205.1_3864	37.171	304	310
WP_020984841.1	lcl|NZ_AKWQ02000059.1_cds_WP_004765094.1_838	28.413	271	310
WP_020984841.1	lcl|NZ_AKWQ02000031.1_cds_WP_004752420.1_2368	23.664	262	310
WP_020984841.1	lcl|NZ_AKWQ02000003.1_cds_WP_000501205.1_3864	37.171	304	310
WP_020984841.1	lcl|NZ_AKWQ02000059.1_cds_WP_004765094.1_838	28.413	271	310
WP_020984841.1	lcl|NZ_AKWQ02000031.1_cds_WP_004752420.1_2368	23.664	262	310
WP_010578399.1	lcl|NZ_AKWQ02000005.1_cds_WP_004756253.1_3747	57.143	28	145
WP_020984860.1	lcl|NZ_AKWQ02000047.1_cds_WP_004779550.1_1236	33.010	103	221
WP_020984860.1	lcl|NZ_AKWQ02000003.1_cds_WP_004778427.1_3881	28.440	109	221
WP_039942433.1	lcl|NZ_AKWQ02000003.1_cds_WP_004764436.1_3882	25.000	212	408
WP_039942433.1	lcl|NZ_AKWQ02000071.1_cds_WP_025177342.1_357	28.777	139	408
WP_039942433.1	lcl|NZ_AKWQ02000040.1_cds_WP_004767066.1_1669	21.918	219	408
WP_039942433.1	lcl|NZ_AKWQ02000019.1_cds_WP_004778873.1_2894	24.540	163	408
WP_020985012.1	lcl|NZ_AKWQ02000019.1_cds_WP_004764093.1_2900	31.034	145	175
WP_010578396.1	lcl|NZ_AKWQ02000003.1_cds_WP_004764436.1_3882	22.115	208	406
WP_010578396.1	lcl|NZ_AKWQ02000019.1_cds_WP_004778873.1_2894	25.000	164	406
WP_010578395.1	lcl|NZ_AKWQ02000047.1_cds_WP_004779533.1_1232	28.112	249	240
WP_010578395.1	lcl|NZ_AKWQ02000079.1_cds_WP_004767150.1_67	26.772	254	240
WP_010578395.1	lcl|NZ_AKWQ02000077.1_cds_WP_004766911.1_98	25.969	258	240
WP_010578395.1	lcl|NZ_AKWQ02000019.1_cds_WP_004764234.1_2836	35.484	93	240
WP_010578395.1	lcl|NZ_AKWQ02000047.1_cds_WP_004764470.1_1323	32.673	101	240
WP_010578395.1	lcl|NZ_AKWQ02000076.1_cds_WP_004766197.1_154	25.792	221	240
WP_010578395.1	lcl|NZ_AKWQ02000010.1_cds_WP_004778721.1_3232	23.967	242	240
WP_010578395.1	lcl|NZ_AKWQ02000047.1_cds_WP_004779563.1_1312	21.788	179	240
WP_010578395.1	lcl|NZ_AKWQ02000003.1_cds_WP_004765266.1_3854	24.167	240	240
WP_010578390.1	lcl|NZ_AKWQ02000063.1_cds_WP_004779898.1_618	34.368	419	603
WP_010578390.1	lcl|NZ_AKWQ02000053.1_cds_WP_004765301.1_1074	44.828	232	603
WP_010578390.1	lcl|NZ_AKWQ02000019.1_cds_WP_000828456.1_2951	27.846	571	603
WP_010578390.1	lcl|NZ_AKWQ02000047.1_cds_WP_004779513.1_1225	25.641	507	603
WP_010578390.1	lcl|NZ_AKWQ02000035.1_cds_WP_004754759.1_1913	31.797	217	603
WP_010578390.1	lcl|NZ_AKWQ02000079.1_cds_WP_004753839.1_57	28.899	218	603
WP_010578390.1	lcl|NZ_AKWQ02000035.1_cds_WP_004779299.1_1968	28.352	261	603
WP_010578390.1	lcl|NZ_AKWQ02000053.1_cds_WP_000942282.1_1057	28.319	226	603
WP_010578390.1	lcl|NZ_AKWQ02000076.1_cds_WP_016749953.1_238	27.273	231	603
WP_010578390.1	lcl|NZ_AKWQ02000031.1_cds_WP_004752570.1_2280	29.185	233	603
WP_010578390.1	lcl|NZ_AKWQ02000029.1_cds_WP_004779069.1_2520	26.201	229	603
WP_010578390.1	lcl|NZ_AKWQ02000073.1_cds_WP_004767089.1_287	29.060	234	603
WP_010578390.1	lcl|NZ_AKWQ02000007.1_cds_WP_004751574.1_3326	28.632	234	603
WP_010578390.1	lcl|NZ_AKWQ02000007.1_cds_WP_004764305.1_3490	28.511	235	603
WP_010578390.1	lcl|NZ_AKWQ02000002.1_cds_WP_004778396.1_3939	27.434	226	603
WP_010578390.1	lcl|NZ_AKWQ02000017.1_cds_WP_004765201.1_3125	30.088	226	603
WP_010578390.1	lcl|NZ_AKWQ02000051.1_cds_WP_004779624.1_1133	26.577	222	603
WP_010578390.1	lcl|NZ_AKWQ02000039.1_cds_WP_004765485.1_1811	29.688	192	603
WP_010578390.1	lcl|NZ_AKWQ02000031.1_cds_WP_004779123.1_2300	28.205	234	603
WP_010578390.1	lcl|NZ_AKWQ02000006.1_cds_WP_004778511.1_3687	23.605	233	603
WP_010578390.1	lcl|NZ_AKWQ02000053.1_cds_WP_000626143.1_1069	25.128	195	603
WP_010578390.1	lcl|NZ_AKWQ02000002.1_cds_WP_004764913.1_3985	28.125	256	603
WP_010578390.1	lcl|NZ_AKWQ02000035.1_cds_WP_004765745.1_1969	27.626	257	603
WP_010578390.1	lcl|NZ_AKWQ02000031.1_cds_WP_004752581.1_2333	22.267	247	603
WP_010578390.1	lcl|NZ_AKWQ02000023.1_cds_WP_004778981.1_2698	24.583	240	603
WP_010578390.1	lcl|NZ_AKWQ02000023.1_cds_WP_004778981.1_2698	24.490	245	603
WP_010578390.1	lcl|NZ_AKWQ02000043.1_cds_WP_004779435.1_1591	26.042	192	603
WP_010578390.1	lcl|NZ_AKWQ02000079.1_cds_WP_004780327.1_35	25.306	245	603
WP_010578390.1	lcl|NZ_AKWQ02000063.1_cds_WP_004779898.1_618	34.368	419	603
WP_010578390.1	lcl|NZ_AKWQ02000053.1_cds_WP_004765301.1_1074	44.828	232	603
WP_010578390.1	lcl|NZ_AKWQ02000019.1_cds_WP_000828456.1_2951	27.846	571	603
WP_010578390.1	lcl|NZ_AKWQ02000047.1_cds_WP_004779513.1_1225	25.641	507	603
WP_010578390.1	lcl|NZ_AKWQ02000035.1_cds_WP_004754759.1_1913	31.797	217	603
WP_010578390.1	lcl|NZ_AKWQ02000079.1_cds_WP_004753839.1_57	28.899	218	603
WP_010578390.1	lcl|NZ_AKWQ02000035.1_cds_WP_004779299.1_1968	28.352	261	603
WP_010578390.1	lcl|NZ_AKWQ02000053.1_cds_WP_000942282.1_1057	28.319	226	603
WP_010578390.1	lcl|NZ_AKWQ02000076.1_cds_WP_016749953.1_238	27.273	231	603
