WP_020985020.1	lcl|NZ_JASEXA010000054.1_cds_WP_004462903.1_3143	95.122	82	106
WP_010578412.1	lcl|NZ_JASEXA010000054.1_cds_WP_282969326.1_3144	89.355	310	314
WP_010578412.1	lcl|NZ_JASEXA010000030.1_cds_WP_004461583.1_2583	22.462	325	314
WP_010578412.1	lcl|NZ_JASEXA010000077.1_cds_WP_282969373.1_3443	22.826	276	314
WP_010578412.1	lcl|NZ_JASEXA010000048.1_cds_WP_004481568.1_3001	23.651	241	314
WP_010578412.1	lcl|NZ_JASEXA010000023.1_cds_WP_004461234.1_2180	24.885	217	314
WP_010578412.1	lcl|NZ_JASEXA010000024.1_cds_WP_004468319.1_2229	21.302	169	314
WP_010578411.1	lcl|NZ_JASEXA010000006.1_cds_WP_004460143.1_708	34.247	146	185
WP_010578410.1	lcl|NZ_JASEXA010000096.1_cds_WP_004462894.1_3578	31.045	335	329
WP_010578410.1	lcl|NZ_JASEXA010000077.1_cds_WP_282969373.1_3443	30.312	320	329
WP_010578410.1	lcl|NZ_JASEXA010000023.1_cds_WP_004461234.1_2180	32.797	311	329
WP_010578410.1	lcl|NZ_JASEXA010000048.1_cds_WP_004481568.1_3001	30.746	335	329
WP_010578410.1	lcl|NZ_JASEXA010000030.1_cds_WP_004461583.1_2583	29.206	315	329
WP_010578410.1	lcl|NZ_JASEXA010000001.1_cds_WP_282968917.1_78	29.503	322	329
WP_010578410.1	lcl|NZ_JASEXA010000024.1_cds_WP_004468319.1_2229	27.083	336	329
WP_010578410.1	lcl|NZ_JASEXA010000023.1_cds_WP_004461242.1_2183	28.485	330	329
WP_010578410.1	lcl|NZ_JASEXA010000070.1_cds_WP_008394668.1_3379	24.573	293	329
WP_010578410.1	lcl|NZ_JASEXA010000011.1_cds_WP_282969019.1_1174	25.664	339	329
WP_010578410.1	lcl|NZ_JASEXA010000054.1_cds_WP_282969326.1_3144	26.522	230	329
WP_010578410.1	lcl|NZ_JASEXA010000087.1_cds_WP_004470510.1_3533	26.718	262	329
WP_010578410.1	lcl|NZ_JASEXA010000084.1_cds_WP_004479697.1_3508	25.630	238	329
WP_010578410.1	lcl|NZ_JASEXA010000011.1_cds_WP_004472818.1_1227	28.571	245	329
WP_010578410.1	lcl|NZ_JASEXA010000062.1_cds_WP_004476349.1_3291	24.471	331	329
WP_010578410.1	lcl|NZ_JASEXA010000070.1_cds_WP_004479573.1_3381	28.804	184	329
WP_020984930.1	lcl|NZ_JASEXA010000077.1_cds_WP_004491544.1_3448	25.000	192	267
WP_020984930.1	lcl|NZ_JASEXA010000055.1_cds_WP_004477560.1_3155	29.798	198	267
WP_020984930.1	lcl|NZ_JASEXA010000070.1_cds_WP_004477718.1_3382	25.481	208	267
WP_020984930.1	lcl|NZ_JASEXA010000048.1_cds_WP_004476528.1_3002	24.380	242	267
WP_020984930.1	lcl|NZ_JASEXA010000028.1_cds_WP_016754360.1_1887	37.647	85	267
WP_020984930.1	lcl|NZ_JASEXA010000024.1_cds_WP_004477855.1_2230	26.020	196	267
WP_020984935.1	lcl|NZ_JASEXA010000027.1_cds_WP_004483518.1_2428	26.708	322	509
WP_020984935.1	lcl|NZ_JASEXA010000027.1_cds_WP_004460640.1_2429	30.851	94	509
WP_020984935.1	lcl|NZ_JASEXA010000013.1_cds_WP_004479070.1_1371	33.898	59	509
WP_020984935.1	lcl|NZ_JASEXA010000027.1_cds_WP_004483518.1_2428	26.708	322	509
WP_020984935.1	lcl|NZ_JASEXA010000027.1_cds_WP_004460640.1_2429	30.851	94	509
WP_020984935.1	lcl|NZ_JASEXA010000013.1_cds_WP_004479070.1_1371	33.898	59	509
WP_010578407.1	lcl|NZ_JASEXA010000023.1_cds_WP_004461234.1_2180	26.007	273	330
