WP_020985020.1	lcl|NZ_RQHQ01000076.1_cds_WP_002764162.1_1211	97.561	82	106
WP_010578412.1	lcl|NZ_RQHQ01000076.1_cds_WP_004279997.1_1210	97.419	310	314
WP_010578412.1	lcl|NZ_RQHQ01000009.1_cds_WP_002746672.1_534	22.462	325	314
WP_010578412.1	lcl|NZ_RQHQ01000232.1_cds_WP_004280233.1_3025	22.772	202	314
WP_010578412.1	lcl|NZ_RQHQ01000232.1_cds_WP_004280555.1_3027	26.374	182	314
WP_010578412.1	lcl|NZ_RQHQ01000263.1_cds_WP_004280595.1_3151	22.064	281	314
WP_010578412.1	lcl|NZ_RQHQ01000178.1_cds_WP_002749175.1_2864	30.303	132	314
WP_010578412.1	lcl|NZ_RQHQ01000160.1_cds_WP_002746794.1_2974	19.881	337	314
WP_010578412.1	lcl|NZ_RQHQ01000021.1_cds_WP_002748230.1_1096	23.684	228	314
WP_010578411.1	lcl|NZ_RQHQ01000241.1_cds_WP_002763945.1_356	31.646	158	185
WP_010578411.1	lcl|NZ_RQHQ01000039.1_cds_WP_004280836.1_3042	35.593	177	185
WP_010578410.1	lcl|NZ_RQHQ01000232.1_cds_WP_004280233.1_3025	30.721	319	329
WP_010578410.1	lcl|NZ_RQHQ01000009.1_cds_WP_002746672.1_534	30.159	315	329
WP_010578410.1	lcl|NZ_RQHQ01000263.1_cds_WP_004280595.1_3151	30.149	335	329
WP_010578410.1	lcl|NZ_RQHQ01000021.1_cds_WP_002748230.1_1096	32.476	311	329
WP_010578410.1	lcl|NZ_RQHQ01000232.1_cds_WP_004280555.1_3027	30.164	305	329
WP_010578410.1	lcl|NZ_RQHQ01000123.1_cds_WP_002763171.1_634	28.882	322	329
WP_010578410.1	lcl|NZ_RQHQ01000160.1_cds_WP_002746794.1_2974	26.979	341	329
WP_010578410.1	lcl|NZ_RQHQ01000021.1_cds_WP_002748209.1_1093	27.950	322	329
WP_010578410.1	lcl|NZ_RQHQ01000166.1_cds_WP_002747140.1_2752	25.507	345	329
WP_010578410.1	lcl|NZ_RQHQ01000076.1_cds_WP_004279997.1_1210	28.261	230	329
WP_010578410.1	lcl|NZ_RQHQ01000068.1_cds_WP_002761787.1_1648	27.273	264	329
WP_010578410.1	lcl|NZ_RQHQ01000173.1_cds_WP_002746138.1_2829	28.000	250	329
WP_010578410.1	lcl|NZ_RQHQ01000178.1_cds_WP_002749175.1_2864	25.076	331	329
WP_010578410.1	lcl|NZ_RQHQ01000232.1_cds_WP_004280227.1_3029	24.549	277	329
WP_020984930.1	lcl|NZ_RQHQ01000232.1_cds_WP_004280193.1_3026	27.957	186	267
WP_020984930.1	lcl|NZ_RQHQ01000263.1_cds_WP_004280167.1_3150	25.322	233	267
WP_020984930.1	lcl|NZ_RQHQ01000002.1_cds_WP_002761552.1_1594	37.079	89	267
WP_020984930.1	lcl|NZ_RQHQ01000122.1_cds_WP_081586259.1_969	26.486	185	267
WP_020984930.1	lcl|NZ_RQHQ01000160.1_cds_WP_002746706.1_2975	26.316	190	267
WP_020984935.1	lcl|NZ_RQHQ01000073.1_cds_WP_004280277.1_248	28.477	302	509
WP_020984935.1	lcl|NZ_RQHQ01000073.1_cds_WP_002761045.1_247	30.435	115	509
WP_020984935.1	lcl|NZ_RQHQ01000073.1_cds_WP_004280277.1_248	28.477	302	509
WP_020984935.1	lcl|NZ_RQHQ01000073.1_cds_WP_002761045.1_247	30.435	115	509
WP_010578407.1	lcl|NZ_RQHQ01000232.1_cds_WP_004280233.1_3025	23.723	274	330
WP_010578407.1	lcl|NZ_RQHQ01000021.1_cds_WP_002748230.1_1096	26.740	273	330
WP_010578407.1	lcl|NZ_RQHQ01000009.1_cds_WP_002746672.1_534	28.881	277	330
WP_010578407.1	lcl|NZ_RQHQ01000263.1_cds_WP_004280595.1_3151	26.126	333	330
WP_010578407.1	lcl|NZ_RQHQ01000166.1_cds_WP_002747140.1_2752	27.193	228	330
WP_010578407.1	lcl|NZ_RQHQ01000178.1_cds_WP_002749175.1_2864	25.714	245	330
WP_010578407.1	lcl|NZ_RQHQ01000123.1_cds_WP_002763171.1_634	31.855	248	330
WP_010578407.1	lcl|NZ_RQHQ01000232.1_cds_WP_004280555.1_3027	20.611	262	330
WP_010578407.1	lcl|NZ_RQHQ01000160.1_cds_WP_002746794.1_2974	21.569	306	330
WP_010578407.1	lcl|NZ_RQHQ01000068.1_cds_WP_002761787.1_1648	26.016	246	330
WP_010578406.1	lcl|NZ_RQHQ01000263.1_cds_WP_004280824.1_3157	33.824	340	366
WP_010578406.1	lcl|NZ_RQHQ01000002.1_cds_WP_002761418.1_1588	28.042	378	366
WP_010578406.1	lcl|NZ_RQHQ01000076.1_cds_WP_004280727.1_1200	36.667	270	366
WP_010578406.1	lcl|NZ_RQHQ01000039.1_cds_WP_004280909.1_3048	30.256	390	366
WP_010578406.1	lcl|NZ_RQHQ01000215.1_cds_WP_002746418.1_2625	29.805	359	366
WP_010578406.1	lcl|NZ_RQHQ01000076.1_cds_WP_004280004.1_1203	36.893	206	366
WP_010578406.1	lcl|NZ_RQHQ01000166.1_cds_WP_036035875.1_2753	32.258	186	366
WP_010578405.1	lcl|NZ_RQHQ01000263.1_cds_WP_004280824.1_3157	38.757	338	367
WP_010578405.1	lcl|NZ_RQHQ01000215.1_cds_WP_002746418.1_2625	33.511	376	367
WP_010578405.1	lcl|NZ_RQHQ01000039.1_cds_WP_004280909.1_3048	31.452	372	367
WP_010578405.1	lcl|NZ_RQHQ01000002.1_cds_WP_002761418.1_1588	30.628	382	367
WP_010578405.1	lcl|NZ_RQHQ01000076.1_cds_WP_004280727.1_1200	33.793	290	367
WP_010578405.1	lcl|NZ_RQHQ01000076.1_cds_WP_004280004.1_1203	33.898	236	367
WP_010578405.1	lcl|NZ_RQHQ01000166.1_cds_WP_036035875.1_2753	26.536	358	367
WP_010578402.1	lcl|NZ_RQHQ01000132.1_cds_WP_002748383.1_1332	44.534	247	265
WP_020984841.1	lcl|NZ_RQHQ01000201.1_cds_WP_002747802.1_485	38.158	304	310
WP_020984841.1	lcl|NZ_RQHQ01000190.1_cds_WP_002748076.1_2349	27.018	285	310
WP_020984841.1	lcl|NZ_RQHQ01000243.1_cds_WP_002761841.1_3064	23.664	262	310
WP_020984841.1	lcl|NZ_RQHQ01000201.1_cds_WP_002747802.1_485	38.158	304	310
WP_020984841.1	lcl|NZ_RQHQ01000190.1_cds_WP_002748076.1_2349	27.018	285	310
WP_020984841.1	lcl|NZ_RQHQ01000243.1_cds_WP_002761841.1_3064	23.664	262	310
WP_010578399.1	lcl|NZ_RQHQ01000190.1_cds_WP_002748082.1_2359	59.259	27	145
WP_039942433.1	lcl|NZ_RQHQ01000210.1_cds_WP_036036884.1_1193	26.389	144	408
WP_039942433.1	lcl|NZ_RQHQ01000232.1_cds_WP_004280032.1_3017	29.496	139	408
WP_039942433.1	lcl|NZ_RQHQ01000194.1_cds_WP_002745585.1_1342	25.874	143	408
WP_020985012.1	lcl|NZ_RQHQ01000009.1_cds_WP_002746546.1_567	27.168	173	175
WP_010578396.1	lcl|NZ_RQHQ01000194.1_cds_WP_002745585.1_1342	27.103	214	406
WP_010578396.1	lcl|NZ_RQHQ01000210.1_cds_WP_036036884.1_1193	21.912	251	406
WP_010578396.1	lcl|NZ_RQHQ01000232.1_cds_WP_004280032.1_3017	24.818	137	406
WP_010578395.1	lcl|NZ_RQHQ01000039.1_cds_WP_004280656.1_3053	27.711	249	240
WP_010578395.1	lcl|NZ_RQHQ01000006.1_cds_WP_002762598.1_1413	26.378	254	240
WP_010578395.1	lcl|NZ_RQHQ01000101.1_cds_WP_002735533.1_3276	26.744	258	240
WP_010578395.1	lcl|NZ_RQHQ01000009.1_cds_WP_002746537.1_509	37.634	93	240
WP_010578395.1	lcl|NZ_RQHQ01000190.1_cds_WP_002748142.1_2356	32.673	101	240
WP_010578395.1	lcl|NZ_RQHQ01000250.1_cds_WP_002749206.1_2156	26.389	144	240
WP_010578395.1	lcl|NZ_RQHQ01000057.1_cds_WP_002749313.1_2194	22.162	185	240
WP_010578390.1	lcl|NZ_RQHQ01000132.1_cds_WP_051019755.1_1278	45.259	232	603
WP_010578390.1	lcl|NZ_RQHQ01000158.1_cds_WP_002746012.1_2894	34.368	419	603
WP_010578390.1	lcl|NZ_RQHQ01000024.1_cds_WP_002763193.1_3205	38.929	280	603
WP_010578390.1	lcl|NZ_RQHQ01000039.1_cds_WP_004280488.1_3047	25.977	512	603
WP_010578390.1	lcl|NZ_RQHQ01000198.1_cds_WP_002749732.1_725	31.019	216	603
WP_010578390.1	lcl|NZ_RQHQ01000122.1_cds_WP_002760423.1_927	30.531	226	603
WP_010578390.1	lcl|NZ_RQHQ01000073.1_cds_WP_002761175.1_242	27.273	231	603
WP_010578390.1	lcl|NZ_RQHQ01000006.1_cds_WP_002762677.1_1404	27.189	217	603
WP_010578390.1	lcl|NZ_RQHQ01000226.1_cds_WP_002760631.1_22	27.126	247	603
WP_010578390.1	lcl|NZ_RQHQ01000210.1_cds_WP_002764390.1_1141	29.954	217	603
WP_010578390.1	lcl|NZ_RQHQ01000198.1_cds_WP_002749036.1_707	26.772	254	603
WP_010578390.1	lcl|NZ_RQHQ01000241.1_cds_WP_002763942.1_376	28.326	233	603
WP_010578390.1	lcl|NZ_RQHQ01000220.1_cds_WP_002746708.1_1004	27.477	222	603
WP_010578390.1	lcl|NZ_RQHQ01000028.1_cds_WP_002748907.1_181	27.064	218	603
WP_010578390.1	lcl|NZ_RQHQ01000073.1_cds_WP_002761116.1_284	29.876	241	603
WP_010578390.1	lcl|NZ_RQHQ01000198.1_cds_WP_002749042.1_686	26.891	238	603
WP_010578390.1	lcl|NZ_RQHQ01000241.1_cds_WP_002763919.1_324	25.101	247	603
WP_010578390.1	lcl|NZ_RQHQ01000241.1_cds_WP_002763965.1_357	26.538	260	603
WP_010578390.1	lcl|NZ_RQHQ01000220.1_cds_WP_002746834.1_997	29.108	213	603
WP_010578390.1	lcl|NZ_RQHQ01000220.1_cds_WP_002746730.1_1015	29.572	257	603
WP_010578390.1	lcl|NZ_RQHQ01000074.1_cds_WP_036048304.1_3437	31.217	189	603
