WP_020985020.1	lcl|NZ_RQHL01000012.1_cds_WP_135742280.1_1804	60.811	74	106
WP_010578412.1	lcl|NZ_RQHL01000012.1_cds_WP_135742279.1_1803	81.613	310	314
WP_010578412.1	lcl|NZ_RQHL01000004.1_cds_WP_135739989.1_2295	22.430	321	314
WP_010578412.1	lcl|NZ_RQHL01000012.1_cds_WP_135742275.1_1799	22.939	279	314
WP_010578412.1	lcl|NZ_RQHL01000017.1_cds_WP_135742698.1_3606	22.619	168	314
WP_010578412.1	lcl|NZ_RQHL01000012.1_cds_WP_135740844.1_121	23.750	320	314
WP_010578412.1	lcl|NZ_RQHL01000012.1_cds_WP_135742252.1_1774	19.331	269	314
WP_010578411.1	lcl|NZ_RQHL01000012.1_cds_WP_135742500.1_1784	32.515	163	185
WP_010578411.1	lcl|NZ_RQHL01000012.1_cds_WP_135741918.1_1376	31.176	170	185
WP_010578410.1	lcl|NZ_RQHL01000012.1_cds_WP_135742275.1_1799	30.218	321	329
WP_010578410.1	lcl|NZ_RQHL01000004.1_cds_WP_135739989.1_2295	30.573	314	329
WP_010578410.1	lcl|NZ_RQHL01000012.1_cds_WP_135740844.1_121	30.619	307	329
WP_010578410.1	lcl|NZ_RQHL01000017.1_cds_WP_135742698.1_3606	27.859	341	329
WP_010578410.1	lcl|NZ_RQHL01000004.1_cds_WP_135740337.1_2684	28.614	332	329
WP_010578410.1	lcl|NZ_RQHL01000004.1_cds_WP_135740016.1_2322	28.803	309	329
WP_010578410.1	lcl|NZ_RQHL01000012.1_cds_WP_135742252.1_1774	27.509	269	329
WP_010578410.1	lcl|NZ_RQHL01000012.1_cds_WP_135742279.1_1803	23.492	315	329
WP_010578410.1	lcl|NZ_RQHL01000004.1_cds_WP_135740288.1_2631	25.397	252	329
WP_010578410.1	lcl|NZ_RQHL01000017.1_cds_WP_208730825.1_3595	27.350	234	329
WP_010578410.1	lcl|NZ_RQHL01000004.1_cds_WP_135739943.1_2243	29.200	250	329
WP_010578410.1	lcl|NZ_RQHL01000004.1_cds_WP_135740295.1_2639	23.134	268	329
WP_010578410.1	lcl|NZ_RQHL01000012.1_cds_WP_135742214.1_1735	26.199	271	329
WP_010578410.1	lcl|NZ_RQHL01000004.1_cds_WP_135739687.1_1958	25.140	179	329
WP_020984930.1	lcl|NZ_RQHL01000012.1_cds_WP_135742189.1_1674	24.906	265	267
WP_020984930.1	lcl|NZ_RQHL01000012.1_cds_WP_135742270.1_1794	26.087	184	267
