WP_020985020.1	lcl|NZ_AFJQ01000026.1_cds_WP_000340715.1_3219	91.463	82	106
WP_010578412.1	lcl|NZ_AFJQ01000026.1_cds_WP_000410273.1_3220	91.083	314	314
WP_010578412.1	lcl|NZ_AFJQ01000026.1_cds_WP_000093099.1_3240	55.556	63	314
WP_010578412.1	lcl|NZ_AFJQ01000026.1_cds_WP_000646250.1_3223	28.175	252	314
WP_010578412.1	lcl|NZ_AFJQ01000089.1_cds_WP_000744700.1_2026	22.256	328	314
WP_010578412.1	lcl|NZ_AFJQ01000026.1_cds_WP_000600889.1_3249	24.194	186	314
WP_010578412.1	lcl|NZ_AFJQ01000026.1_cds_WP_000723090.1_3302	23.183	289	314
WP_010578412.1	lcl|NZ_AFJQ01000026.1_cds_WP_001067557.1_3226	25.526	333	314
WP_020984893.1	lcl|NZ_AFJQ01000026.1_cds_WP_000604524.1_3221	84.932	365	365
WP_010578411.1	lcl|NZ_AFJQ01000026.1_cds_WP_000884059.1_3222	95.135	185	185
WP_010578411.1	lcl|NZ_AFJQ01000019.1_cds_WP_000351733.1_3486	38.571	140	185
WP_010578410.1	lcl|NZ_AFJQ01000026.1_cds_WP_000646250.1_3223	93.921	329	329
WP_010578410.1	lcl|NZ_AFJQ01000089.1_cds_WP_000744700.1_2026	31.429	315	329
WP_010578410.1	lcl|NZ_AFJQ01000026.1_cds_WP_000600889.1_3249	33.333	255	329
WP_010578410.1	lcl|NZ_AFJQ01000026.1_cds_WP_000723090.1_3302	29.851	335	329
WP_010578410.1	lcl|NZ_AFJQ01000052.1_cds_WP_001984071.1_2513	32.026	306	329
WP_010578410.1	lcl|NZ_AFJQ01000108.1_cds_WP_000649925.1_1832	30.091	329	329
WP_010578410.1	lcl|NZ_AFJQ01000323.1_cds_WP_000709511.1_51	28.182	330	329
WP_010578410.1	lcl|NZ_AFJQ01000026.1_cds_WP_001067557.1_3226	28.852	305	329
WP_010578410.1	lcl|NZ_AFJQ01000052.1_cds_WP_000688695.1_2534	28.832	274	329
WP_010578410.1	lcl|NZ_AFJQ01000026.1_cds_WP_000601375.1_3276	24.549	277	329
WP_010578410.1	lcl|NZ_AFJQ01000026.1_cds_WP_000410273.1_3220	27.826	230	329
WP_010578410.1	lcl|NZ_AFJQ01000026.1_cds_WP_000475904.1_3285	27.007	274	329
WP_010578410.1	lcl|NZ_AFJQ01000020.1_cds_WP_001074785.1_3451	28.302	265	329
WP_010578410.1	lcl|NZ_AFJQ01000203.1_cds_WP_001003555.1_745	27.200	250	329
WP_010578410.1	lcl|NZ_AFJQ01000026.1_cds_WP_000487322.1_3274	26.205	332	329
WP_020984930.1	lcl|NZ_AFJQ01000026.1_cds_WP_000774262.1_3224	88.189	254	267
WP_020984930.1	lcl|NZ_AFJQ01000026.1_cds_WP_000859505.1_3273	27.315	216	267
WP_020984930.1	lcl|NZ_AFJQ01000026.1_cds_WP_000800438.1_3254	25.789	190	267
WP_020984930.1	lcl|NZ_AFJQ01000026.1_cds_WP_000842260.1_3303	24.569	232	267
WP_020984930.1	lcl|NZ_AFJQ01000157.1_cds_WP_000667727.1_1328	33.636	110	267
WP_020984930.1	lcl|NZ_AFJQ01000074.1_cds_WP_000805357.1_2192	36.047	86	267
WP_020984935.1	lcl|NZ_AFJQ01000026.1_cds_WP_000612797.1_3225	87.402	508	509
