WP_020985020.1	lcl|NZ_JADHZL010000004.1_cds_WP_002725873.1_2466	97.561	82	106
WP_010578412.1	lcl|NZ_JADHZL010000004.1_cds_WP_002733579.1_2465	96.497	314	314
WP_010578412.1	lcl|NZ_JADHZL010000004.1_cds_WP_002733534.1_2462	27.381	252	314
WP_010578412.1	lcl|NZ_JADHZL010000016.1_cds_WP_002722638.1_544	22.462	325	314
WP_010578412.1	lcl|NZ_JADHZL010000004.1_cds_WP_002740024.1_2371	22.420	281	314
WP_010578412.1	lcl|NZ_JADHZL010000005.1_cds_ISU73_RS02785_2686	25.726	241	314
WP_010578412.1	lcl|NZ_JADHZL010000011.1_cds_WP_002721725.1_162	30.303	132	314
WP_010578412.1	lcl|NZ_JADHZL010000013.1_cds_WP_002743770.1_284	21.429	168	314
WP_010578412.1	lcl|NZ_JADHZL010000004.1_cds_WP_016749081.1_2433	23.841	151	314
WP_010578412.1	lcl|NZ_JADHZL010000004.1_cds_ISU73_RS02710_2459	24.540	326	314
WP_020984893.1	lcl|NZ_JADHZL010000004.1_cds_WP_026054882.1_2464	93.973	365	365
WP_010578411.1	lcl|NZ_JADHZL010000004.1_cds_WP_002733646.1_2463	96.216	185	185
WP_010578411.1	lcl|NZ_JADHZL010000003.1_cds_WP_002721790.1_1943	34.932	146	185
WP_010578410.1	lcl|NZ_JADHZL010000004.1_cds_WP_002733534.1_2462	94.833	329	329
WP_010578410.1	lcl|NZ_JADHZL010000005.1_cds_ISU73_RS02785_2686	31.818	308	329
WP_010578410.1	lcl|NZ_JADHZL010000016.1_cds_WP_002722638.1_544	29.206	315	329
WP_010578410.1	lcl|NZ_JADHZL010000004.1_cds_WP_002740024.1_2371	30.448	335	329
WP_010578410.1	lcl|NZ_JADHZL010000004.1_cds_WP_002733638.1_2425	28.011	357	329
WP_010578410.1	lcl|NZ_JADHZL010000005.1_cds_WP_002728316.1_2689	28.182	330	329
WP_010578410.1	lcl|NZ_JADHZL010000013.1_cds_WP_002743770.1_284	26.979	341	329
WP_010578410.1	lcl|NZ_JADHZL010000076.1_cds_WP_002741146.1_3084	28.302	318	329
WP_010578410.1	lcl|NZ_JADHZL010000004.1_cds_ISU73_RS02710_2459	28.852	305	329
WP_010578410.1	lcl|NZ_JADHZL010000004.1_cds_WP_002733546.1_2396	24.254	268	329
WP_010578410.1	lcl|NZ_JADHZL010000006.1_cds_WP_002732331.1_3034	24.779	339	329
WP_010578410.1	lcl|NZ_JADHZL010000004.1_cds_WP_002744551.1_2431	29.630	270	329
WP_010578410.1	lcl|NZ_JADHZL010000004.1_cds_WP_016749081.1_2433	23.344	317	329
WP_010578410.1	lcl|NZ_JADHZL010000004.1_cds_WP_002733579.1_2465	27.826	230	329
WP_010578410.1	lcl|NZ_JADHZL010000061.1_cds_WP_002740236.1_2815	26.792	265	329
WP_010578410.1	lcl|NZ_JADHZL010000004.1_cds_WP_002733698.1_2388	26.277	274	329
WP_010578410.1	lcl|NZ_JADHZL010000009.1_cds_WP_002739935.1_3344	27.755	245	329
WP_010578410.1	lcl|NZ_JADHZL010000004.1_cds_WP_002733757.1_2398	29.032	186	329
WP_010578410.1	lcl|NZ_JADHZL010000011.1_cds_WP_002721725.1_162	24.471	331	329
WP_020984930.1	lcl|NZ_JADHZL010000004.1_cds_WP_002733627.1_2461	90.551	254	267
WP_020984930.1	lcl|NZ_JADHZL010000004.1_cds_WP_002727921.1_2370	25.431	232	267
WP_020984930.1	lcl|NZ_JADHZL010000004.1_cds_WP_002738295.1_2399	23.077	234	267
WP_020984930.1	lcl|NZ_JADHZL010000004.1_cds_WP_002740926.1_2420	25.263	190	267
WP_020984930.1	lcl|NZ_JADHZL010000024.1_cds_WP_002729040.1_1170	35.955	89	267
WP_020984930.1	lcl|NZ_JADHZL010000002.1_cds_WP_002766579.1_1526	37.647	85	267
WP_020984930.1	lcl|NZ_JADHZL010000013.1_cds_ISU73_RS06540_283	24.490	196	267
WP_020984935.1	lcl|NZ_JADHZL010000004.1_cds_WP_002740779.1_2460	87.992	508	509
WP_020984935.1	lcl|NZ_JADHZL010000007.1_cds_WP_002728536.1_3172	28.041	296	509
WP_020984935.1	lcl|NZ_JADHZL010000007.1_cds_WP_002728534.1_3171	30.435	115	509
WP_020984935.1	lcl|NZ_JADHZL010000004.1_cds_WP_002740779.1_2460	87.992	508	509
WP_020984935.1	lcl|NZ_JADHZL010000007.1_cds_WP_002728536.1_3172	28.041	296	509
WP_020984935.1	lcl|NZ_JADHZL010000007.1_cds_WP_002728534.1_3171	30.435	115	509
WP_010578407.1	lcl|NZ_JADHZL010000004.1_cds_ISU73_RS02710_2459	95.732	328	330
WP_010578407.1	lcl|NZ_JADHZL010000005.1_cds_ISU73_RS02785_2686	26.937	271	330
WP_010578407.1	lcl|NZ_JADHZL010000004.1_cds_WP_002744551.1_2431	27.835	291	330
WP_010578407.1	lcl|NZ_JADHZL010000004.1_cds_WP_002733534.1_2462	29.316	307	330
WP_010578407.1	lcl|NZ_JADHZL010000004.1_cds_WP_016749081.1_2433	30.317	221	330
WP_010578407.1	lcl|NZ_JADHZL010000016.1_cds_WP_002722638.1_544	28.520	277	330
WP_010578407.1	lcl|NZ_JADHZL010000004.1_cds_WP_002740024.1_2371	27.129	317	330
WP_010578407.1	lcl|NZ_JADHZL010000011.1_cds_WP_002721725.1_162	25.306	245	330
WP_010578407.1	lcl|NZ_JADHZL010000006.1_cds_WP_002732331.1_3034	26.724	232	330
WP_010578407.1	lcl|NZ_JADHZL010000076.1_cds_WP_002741146.1_3084	29.930	284	330
WP_010578407.1	lcl|NZ_JADHZL010000004.1_cds_WP_002733546.1_2396	25.468	267	330
WP_010578407.1	lcl|NZ_JADHZL010000004.1_cds_WP_002733638.1_2425	25.263	285	330
WP_010578407.1	lcl|NZ_JADHZL010000013.1_cds_WP_002743770.1_284	23.741	139	330
WP_010578407.1	lcl|NZ_JADHZL010000004.1_cds_WP_002733579.1_2465	24.024	333	330
WP_010578407.1	lcl|NZ_JADHZL010000061.1_cds_WP_002740236.1_2815	25.620	242	330
WP_010578406.1	lcl|NZ_JADHZL010000004.1_cds_WP_002740826.1_2458	96.175	366	366
WP_010578406.1	lcl|NZ_JADHZL010000004.1_cds_WP_002740861.1_2457	39.726	365	366
WP_010578406.1	lcl|NZ_JADHZL010000004.1_cds_WP_002733737.1_2437	33.898	354	366
WP_010578406.1	lcl|NZ_JADHZL010000004.1_cds_WP_002740294.1_2377	33.430	344	366
WP_010578406.1	lcl|NZ_JADHZL010000024.1_cds_WP_002728994.1_1176	28.307	378	366
WP_010578406.1	lcl|NZ_JADHZL010000005.1_cds_WP_002738884.1_2736	30.471	361	366
WP_010578406.1	lcl|NZ_JADHZL010000004.1_cds_WP_002733599.1_2424	26.050	357	366
WP_010578406.1	lcl|NZ_JADHZL010000006.1_cds_WP_002724641.1_3033	30.270	185	366
WP_010578405.1	lcl|NZ_JADHZL010000004.1_cds_WP_002740861.1_2457	92.098	367	367
WP_010578405.1	lcl|NZ_JADHZL010000004.1_cds_WP_002740826.1_2458	40.274	365	367
WP_010578405.1	lcl|NZ_JADHZL010000004.1_cds_WP_002740294.1_2377	37.669	369	367
WP_010578405.1	lcl|NZ_JADHZL010000004.1_cds_WP_002733737.1_2437	39.833	359	367
WP_010578405.1	lcl|NZ_JADHZL010000005.1_cds_WP_002738884.1_2736	33.777	376	367
WP_010578405.1	lcl|NZ_JADHZL010000024.1_cds_WP_002728994.1_1176	30.628	382	367
WP_010578405.1	lcl|NZ_JADHZL010000004.1_cds_WP_002733599.1_2424	32.213	357	367
WP_010578405.1	lcl|NZ_JADHZL010000006.1_cds_WP_002724641.1_3033	26.536	358	367
WP_010578405.1	lcl|NZ_JADHZL010000027.1_cds_WP_002741550.1_1309	41.176	68	367
WP_020984976.1	lcl|NZ_JADHZL010000004.1_cds_WP_002740729.1_2456	91.728	544	544
WP_020984976.1	lcl|NZ_JADHZL010000004.1_cds_WP_002740729.1_2456	91.728	544	544
WP_010578402.1	lcl|NZ_JADHZL010000004.1_cds_WP_002740998.1_2455	93.585	265	265
WP_010578402.1	lcl|NZ_JADHZL010000002.1_cds_WP_002742191.1_1557	44.130	247	265
WP_020984841.1	lcl|NZ_JADHZL010000004.1_cds_WP_032853071.1_2454	92.581	310	310
WP_020984841.1	lcl|NZ_JADHZL010000031.1_cds_WP_002741402.1_1639	37.829	304	310
WP_020984841.1	lcl|NZ_JADHZL010000020.1_cds_WP_002727287.1_947	27.719	285	310
WP_020984841.1	lcl|NZ_JADHZL010000003.1_cds_WP_002727177.1_1993	25.792	221	310
WP_020984841.1	lcl|NZ_JADHZL010000004.1_cds_WP_032853071.1_2454	92.581	310	310
WP_020984841.1	lcl|NZ_JADHZL010000031.1_cds_WP_002741402.1_1639	37.829	304	310
WP_020984841.1	lcl|NZ_JADHZL010000020.1_cds_WP_002727287.1_947	27.719	285	310
WP_020984841.1	lcl|NZ_JADHZL010000003.1_cds_WP_002727177.1_1993	25.792	221	310
WP_010578401.1	lcl|NZ_JADHZL010000004.1_cds_WP_002740848.1_2453	93.561	264	264
WP_010578400.1	lcl|NZ_JADHZL010000004.1_cds_WP_032853450.1_2452	93.846	130	130
WP_010578399.1	lcl|NZ_JADHZL010000004.1_cds_WP_004777167.1_2451	81.379	145	145
WP_020984860.1	lcl|NZ_JADHZL010000004.1_cds_WP_002740917.1_2450	95.023	221	221
WP_020984860.1	lcl|NZ_JADHZL010000041.1_cds_WP_002727076.1_2111	28.037	107	221
WP_020984860.1	lcl|NZ_JADHZL010000016.1_cds_WP_011671435.1_515	25.641	78	221
WP_039942433.1	lcl|NZ_JADHZL010000004.1_cds_WP_002740977.1_2438	25.333	375	408
WP_039942433.1	lcl|NZ_JADHZL010000067.1_cds_WP_016749152.1_2916	22.072	222	408
WP_039942433.1	lcl|NZ_JADHZL010000004.1_cds_WP_228003567.1_2447	23.106	264	408
WP_039942433.1	lcl|NZ_JADHZL010000041.1_cds_WP_002740458.1_2110	26.573	143	408
WP_039942433.1	lcl|NZ_JADHZL010000004.1_cds_WP_002740041.1_2414	24.828	145	408
