WP_020985020.1	lcl|NZ_MVAF01000021.1_cds_WP_000340715.1_2191	91.463	82	106
WP_010578412.1	lcl|NZ_MVAF01000021.1_cds_WP_000410273.1_2190	91.083	314	314
WP_010578412.1	lcl|NZ_MVAF01000021.1_cds_WP_000646250.1_2187	28.175	252	314
WP_010578412.1	lcl|NZ_MVAF01000026.1_cds_WP_000744700.1_730	22.256	328	314
WP_010578412.1	lcl|NZ_MVAF01000063.1_cds_WP_001033107.1_3650	22.556	266	314
WP_010578412.1	lcl|NZ_MVAF01000055.1_cds_WP_000723092.1_3010	23.183	289	314
WP_010578412.1	lcl|NZ_MVAF01000021.1_cds_WP_001067556.1_2184	25.526	333	314
WP_020984893.1	lcl|NZ_MVAF01000021.1_cds_WP_001967810.1_2189	84.658	365	365
WP_010578411.1	lcl|NZ_MVAF01000021.1_cds_WP_082267446.1_2188	94.595	185	185
WP_010578411.1	lcl|NZ_MVAF01000005.1_cds_WP_000351733.1_2887	38.571	140	185
WP_010578410.1	lcl|NZ_MVAF01000021.1_cds_WP_000646250.1_2187	93.921	329	329
WP_010578410.1	lcl|NZ_MVAF01000026.1_cds_WP_000744700.1_730	31.429	315	329
WP_010578410.1	lcl|NZ_MVAF01000055.1_cds_WP_000723092.1_3010	29.851	335	329
WP_010578410.1	lcl|NZ_MVAF01000013.1_cds_WP_001984071.1_3967	32.026	306	329
WP_010578410.1	lcl|NZ_MVAF01000059.1_cds_WP_000699346.1_3035	29.464	336	329
WP_010578410.1	lcl|NZ_MVAF01000029.1_cds_WP_000649923.1_824	30.091	329	329
WP_010578410.1	lcl|NZ_MVAF01000013.1_cds_WP_000709513.1_3977	28.182	330	329
WP_010578410.1	lcl|NZ_MVAF01000021.1_cds_WP_001067556.1_2184	28.852	305	329
WP_010578410.1	lcl|NZ_MVAF01000040.1_cds_WP_000688696.1_2499	28.832	274	329
WP_010578410.1	lcl|NZ_MVAF01000021.1_cds_WP_000410273.1_2190	27.826	230	329
WP_010578410.1	lcl|NZ_MVAF01000063.1_cds_WP_001033107.1_3650	27.036	307	329
WP_010578410.1	lcl|NZ_MVAF01000084.1_cds_WP_000475904.1_286	27.007	274	329
WP_010578410.1	lcl|NZ_MVAF01000060.1_cds_WP_001074785.1_3893	28.302	265	329
WP_010578410.1	lcl|NZ_MVAF01000020.1_cds_WP_001003557.1_3520	27.200	250	329
WP_020984930.1	lcl|NZ_MVAF01000021.1_cds_WP_000774256.1_2186	88.976	254	267
WP_020984930.1	lcl|NZ_MVAF01000055.1_cds_WP_000842260.1_3009	24.569	232	267
