WP_020985020.1	lcl|NZ_JQQW01000059.1_cds_WP_000340715.1_1610	91.463	82	106
WP_010578412.1	lcl|NZ_JQQW01000059.1_cds_WP_000410268.1_1611	91.935	310	314
WP_010578412.1	lcl|NZ_JQQW01000059.1_cds_WP_000723079.1_1665	22.302	278	314
WP_010578412.1	lcl|NZ_JQQW01000134.1_cds_WP_000744695.1_3131	22.256	328	314
WP_010578412.1	lcl|NZ_JQQW01000059.1_cds_WP_000723082.1_1687	23.183	289	314
WP_010578412.1	lcl|NZ_JQQW01000059.1_cds_WP_000567886.1_1667	24.725	182	314
WP_010578412.1	lcl|NZ_JQQW01000026.1_cds_WP_002123515.1_679	23.592	284	314
WP_010578411.1	lcl|NZ_JQQW01000047.1_cds_WP_000351733.1_1252	38.571	140	185
WP_010578411.1	lcl|NZ_JQQW01000059.1_cds_WP_001047906.1_1644	35.593	177	185
WP_010578410.1	lcl|NZ_JQQW01000059.1_cds_WP_000723079.1_1665	30.530	321	329
WP_010578410.1	lcl|NZ_JQQW01000134.1_cds_WP_000744695.1_3131	31.429	315	329
WP_010578410.1	lcl|NZ_JQQW01000059.1_cds_WP_000723082.1_1687	29.851	335	329
WP_010578410.1	lcl|NZ_JQQW01000026.1_cds_WP_002123515.1_679	31.475	305	329
WP_010578410.1	lcl|NZ_JQQW01000024.1_cds_WP_000649924.1_610	30.091	329	329
WP_010578410.1	lcl|NZ_JQQW01000059.1_cds_WP_000567886.1_1667	28.525	305	329
WP_010578410.1	lcl|NZ_JQQW01000217.1_cds_WP_000709511.1_4065	28.182	330	329
WP_010578410.1	lcl|NZ_JQQW01000026.1_cds_WP_000688698.1_659	28.832	274	329
WP_010578410.1	lcl|NZ_JQQW01000059.1_cds_WP_000410268.1_1611	27.686	242	329
WP_010578410.1	lcl|NZ_JQQW01000059.1_cds_WP_000475907.1_1670	25.630	238	329
WP_010578410.1	lcl|NZ_JQQW01000045.1_cds_WP_001074779.1_1214	27.925	265	329
WP_010578410.1	lcl|NZ_JQQW01000070.1_cds_WP_001003560.1_1966	26.800	250	329
WP_020984930.1	lcl|NZ_JQQW01000059.1_cds_WP_002108504.1_1666	28.415	183	267
WP_020984930.1	lcl|NZ_JQQW01000059.1_cds_WP_000842260.1_1688	24.569	232	267
WP_020984930.1	lcl|NZ_JQQW01000097.1_cds_WP_000667727.1_2419	33.636	110	267
WP_020984930.1	lcl|NZ_JQQW01000058.1_cds_WP_000805357.1_1606	36.047	86	267
WP_020984935.1	lcl|NZ_JQQW01000041.1_cds_WP_000291581.1_1101	27.329	322	509
WP_020984935.1	lcl|NZ_JQQW01000041.1_cds_WP_000364504.1_1100	28.723	94	509
WP_020984935.1	lcl|NZ_JQQW01000041.1_cds_WP_000291581.1_1101	27.329	322	509
WP_020984935.1	lcl|NZ_JQQW01000041.1_cds_WP_000364504.1_1100	28.723	94	509
WP_010578407.1	lcl|NZ_JQQW01000059.1_cds_WP_000723079.1_1665	23.358	274	330
WP_010578407.1	lcl|NZ_JQQW01000026.1_cds_WP_002123515.1_679	26.103	272	330
WP_010578407.1	lcl|NZ_JQQW01000070.1_cds_WP_001003560.1_1966	29.630	243	330
WP_010578407.1	lcl|NZ_JQQW01000134.1_cds_WP_000744695.1_3131	27.215	316	330
WP_010578407.1	lcl|NZ_JQQW01000059.1_cds_WP_000723082.1_1687	24.024	333	330
