WP_020985020.1	lcl|NZ_AKWR02000053.1_cds_WP_000340715.1_3624	91.463	82	106
WP_010578412.1	lcl|NZ_AKWR02000053.1_cds_WP_000410268.1_3625	91.935	310	314
WP_010578412.1	lcl|NZ_AKWR02000053.1_cds_WP_000723079.1_3676	22.302	278	314
WP_010578412.1	lcl|NZ_AKWR02000144.1_cds_WP_002183791.1_1801	28.814	236	314
WP_010578412.1	lcl|NZ_AKWR02000089.1_cds_WP_000744704.1_2982	22.256	328	314
WP_010578412.1	lcl|NZ_AKWR02000161.1_cds_WP_029764217.1_1559	21.923	260	314
WP_010578412.1	lcl|NZ_AKWR02000060.1_cds_WP_000723082.1_3503	23.183	289	314
WP_010578412.1	lcl|NZ_AKWR02000053.1_cds_WP_000567886.1_3678	24.725	182	314
WP_010578412.1	lcl|NZ_AKWR02000016.1_cds_WP_001067558.1_4192	25.526	333	314
WP_010578412.1	lcl|NZ_AKWR02000079.1_cds_WP_002072074.1_3276	23.592	284	314
WP_020984893.1	lcl|NZ_AKWR02000144.1_cds_WP_002183792.1_1799	85.285	333	365
WP_010578411.1	lcl|NZ_AKWR02000144.1_cds_LEP1GSC079_RS34515_1800	94.118	119	185
WP_010578411.1	lcl|NZ_AKWR02000144.1_cds_LEP1GSC079_RS34515_1800	86.364	44	185
WP_010578411.1	lcl|NZ_AKWR02000144.1_cds_LEP1GSC079_RS34515_1800	96.552	29	185
WP_010578411.1	lcl|NZ_AKWR02000244.1_cds_WP_000351733.1_278	38.571	140	185
WP_010578411.1	lcl|NZ_AKWR02000053.1_cds_WP_001047906.1_3656	35.593	177	185
WP_010578410.1	lcl|NZ_AKWR02000144.1_cds_WP_002183791.1_1801	94.565	276	329
WP_010578410.1	lcl|NZ_AKWR02000053.1_cds_WP_000723079.1_3676	30.530	321	329
WP_010578410.1	lcl|NZ_AKWR02000089.1_cds_WP_000744704.1_2982	31.429	315	329
WP_010578410.1	lcl|NZ_AKWR02000060.1_cds_WP_000723082.1_3503	29.851	335	329
WP_010578410.1	lcl|NZ_AKWR02000079.1_cds_WP_002072074.1_3276	31.148	305	329
