WP_020985020.1	lcl|NZ_AFLP01000207.1_cds_WP_000340715.1_1625	91.463	82	106
WP_010578412.1	lcl|NZ_AFLP01000207.1_cds_WP_000410273.1_1624	91.083	314	314
WP_010578412.1	lcl|NZ_AFLP01000207.1_cds_WP_000646255.1_1621	28.175	252	314
WP_010578412.1	lcl|NZ_AFLP01000070.1_cds_WP_000744695.1_3217	22.256	328	314
WP_010578412.1	lcl|NZ_AFLP01000076.1_cds_WP_000600891.1_3076	24.194	186	314
WP_010578412.1	lcl|NZ_AFLP01000056.1_cds_WP_000649929.1_3532	26.606	327	314
WP_010578412.1	lcl|NZ_AFLP01000076.1_cds_WP_000723081.1_3024	23.183	289	314
WP_010578412.1	lcl|NZ_AFLP01000207.1_cds_WP_001067557.1_1618	25.526	333	314
WP_010578412.1	lcl|NZ_AFLP01000289.1_cds_WP_002064390.1_738	23.239	284	314
WP_020984893.1	lcl|NZ_AFLP01000207.1_cds_WP_000604524.1_1623	84.932	365	365
WP_010578411.1	lcl|NZ_AFLP01000207.1_cds_WP_000884059.1_1622	95.135	185	185
WP_010578411.1	lcl|NZ_AFLP01000193.1_cds_WP_000351733.1_1762	38.571	140	185
WP_010578410.1	lcl|NZ_AFLP01000207.1_cds_WP_000646255.1_1621	94.225	329	329
WP_010578410.1	lcl|NZ_AFLP01000070.1_cds_WP_000744695.1_3217	31.429	315	329
WP_010578410.1	lcl|NZ_AFLP01000076.1_cds_WP_000600891.1_3076	33.725	255	329
WP_010578410.1	lcl|NZ_AFLP01000076.1_cds_WP_000723081.1_3024	29.851	335	329
WP_010578410.1	lcl|NZ_AFLP01000289.1_cds_WP_002064390.1_738	31.699	306	329
WP_010578410.1	lcl|NZ_AFLP01000056.1_cds_WP_000649929.1_3532	30.091	329	329
WP_010578410.1	lcl|NZ_AFLP01000297.1_cds_WP_000709511.1_712	28.182	330	329
WP_010578410.1	lcl|NZ_AFLP01000207.1_cds_WP_001067557.1_1618	28.852	305	329
WP_010578410.1	lcl|NZ_AFLP01000076.1_cds_WP_000601375.1_3049	24.549	277	329
WP_010578410.1	lcl|NZ_AFLP01000117.1_cds_WP_000688698.1_2469	28.832	274	329
WP_010578410.1	lcl|NZ_AFLP01000207.1_cds_WP_000410273.1_1624	27.826	230	329
WP_010578410.1	lcl|NZ_AFLP01000076.1_cds_WP_000475897.1_3041	27.007	274	329
WP_010578410.1	lcl|NZ_AFLP01000155.1_cds_WP_001074779.1_2077	27.925	265	329
WP_010578410.1	lcl|NZ_AFLP01000261.1_cds_WP_001003563.1_977	26.800	250	329
WP_010578410.1	lcl|NZ_AFLP01000076.1_cds_WP_000487319.1_3051	26.205	332	329
WP_020984930.1	lcl|NZ_AFLP01000207.1_cds_WP_000774259.1_1620	88.583	254	267
WP_020984930.1	lcl|NZ_AFLP01000076.1_cds_WP_000859505.1_3052	27.315	216	267
WP_020984930.1	lcl|NZ_AFLP01000076.1_cds_WP_000800439.1_3071	25.789	190	267
WP_020984930.1	lcl|NZ_AFLP01000076.1_cds_WP_000842260.1_3023	24.569	232	267
WP_020984930.1	lcl|NZ_AFLP01000113.1_cds_WP_000667727.1_2536	33.636	110	267
WP_020984930.1	lcl|NZ_AFLP01000063.1_cds_WP_000805357.1_3362	36.047	86	267
WP_020984935.1	lcl|NZ_AFLP01000207.1_cds_WP_000612799.1_1619	87.795	508	509
WP_020984935.1	lcl|NZ_AFLP01000082.1_cds_WP_000291581.1_2871	27.329	322	509
WP_020984935.1	lcl|NZ_AFLP01000082.1_cds_WP_000364504.1_2872	28.723	94	509
WP_020984935.1	lcl|NZ_AFLP01000207.1_cds_WP_000612799.1_1619	87.795	508	509
WP_020984935.1	lcl|NZ_AFLP01000082.1_cds_WP_000291581.1_2871	27.329	322	509
WP_020984935.1	lcl|NZ_AFLP01000082.1_cds_WP_000364504.1_2872	28.723	94	509
WP_010578407.1	lcl|NZ_AFLP01000207.1_cds_WP_001067557.1_1618	96.364	330	330
WP_010578407.1	lcl|NZ_AFLP01000207.1_cds_WP_000646255.1_1621	29.316	307	330
WP_010578407.1	lcl|NZ_AFLP01000076.1_cds_WP_000600891.1_3076	27.444	266	330
WP_010578407.1	lcl|NZ_AFLP01000289.1_cds_WP_002064390.1_738	26.103	272	330
WP_010578407.1	lcl|NZ_AFLP01000070.1_cds_WP_000744695.1_3217	27.215	316	330
WP_010578407.1	lcl|NZ_AFLP01000261.1_cds_WP_001003563.1_977	29.218	243	330
WP_010578407.1	lcl|NZ_AFLP01000076.1_cds_WP_000723081.1_3024	24.024	333	330
WP_010578407.1	lcl|NZ_AFLP01000056.1_cds_WP_000649929.1_3532	29.644	253	330
WP_010578407.1	lcl|NZ_AFLP01000117.1_cds_WP_000688698.1_2469	24.434	221	330
WP_010578407.1	lcl|NZ_AFLP01000076.1_cds_WP_000601375.1_3049	26.119	268	330
WP_010578406.1	lcl|NZ_AFLP01000207.1_cds_WP_001198107.1_1617	98.087	366	366
WP_010578406.1	lcl|NZ_AFLP01000207.1_cds_WP_000608291.1_1616	39.726	365	366
WP_010578406.1	lcl|NZ_AFLP01000076.1_cds_WP_000575181.1_3030	33.143	350	366
WP_010578406.1	lcl|NZ_AFLP01000117.1_cds_WP_001281953.1_2485	27.968	379	366
WP_010578406.1	lcl|NZ_AFLP01000076.1_cds_WP_000346041.1_3068	27.809	356	366
WP_010578406.1	lcl|NZ_AFLP01000054.1_cds_WP_000538755.1_3607	29.412	357	366
WP_010578406.1	lcl|NZ_AFLP01000076.1_cds_WP_000947841.1_3075	26.377	345	366
WP_010578406.1	lcl|NZ_AFLP01000016.1_cds_WP_001982414.1_3750	31.579	190	366
WP_010578405.1	lcl|NZ_AFLP01000207.1_cds_WP_000608291.1_1616	95.640	367	367
WP_010578405.1	lcl|NZ_AFLP01000207.1_cds_WP_001198107.1_1617	40.000	365	367
WP_010578405.1	lcl|NZ_AFLP01000076.1_cds_WP_000575181.1_3030	37.127	369	367
WP_010578405.1	lcl|NZ_AFLP01000054.1_cds_WP_000538755.1_3607	31.267	371	367
WP_010578405.1	lcl|NZ_AFLP01000117.1_cds_WP_001281953.1_2485	29.948	384	367
WP_010578405.1	lcl|NZ_AFLP01000076.1_cds_WP_000346041.1_3068	26.648	364	367
WP_010578405.1	lcl|NZ_AFLP01000076.1_cds_WP_000947841.1_3075	26.124	356	367
WP_010578405.1	lcl|NZ_AFLP01000016.1_cds_WP_001982414.1_3750	25.698	358	367
WP_020984976.1	lcl|NZ_AFLP01000207.1_cds_WP_000689739.1_1615	93.015	544	544
WP_020984976.1	lcl|NZ_AFLP01000207.1_cds_WP_000689739.1_1615	93.015	544	544
WP_010578402.1	lcl|NZ_AFLP01000207.1_cds_WP_000342716.1_1614	95.472	265	265
WP_010578402.1	lcl|NZ_AFLP01000266.1_cds_WP_001002662.1_925	45.267	243	265
WP_020984841.1	lcl|NZ_AFLP01000207.1_cds_WP_001246623.1_1613	91.935	310	310
WP_020984841.1	lcl|NZ_AFLP01000093.1_cds_WP_000501205.1_2711	37.171	304	310
WP_020984841.1	lcl|NZ_AFLP01000188.1_cds_WP_001183714.1_1832	27.881	269	310
WP_020984841.1	lcl|NZ_AFLP01000018.1_cds_WP_000297081.1_3730	25.758	132	310
