WP_020985020.1	lcl|NZ_VCHH01000062.1_cds_WP_000340715.1_2957	91.463	82	106
WP_010578412.1	lcl|NZ_VCHH01000062.1_cds_WP_000410266.1_2956	91.083	314	314
WP_010578412.1	lcl|NZ_VCHH01000062.1_cds_WP_000646254.1_2953	27.778	252	314
WP_010578412.1	lcl|NZ_VCHH01000007.1_cds_WP_000744698.1_3122	22.256	328	314
WP_010578412.1	lcl|NZ_VCHH01000026.1_cds_WP_000723091.1_1536	23.529	289	314
WP_010578412.1	lcl|NZ_VCHH01000062.1_cds_WP_001067557.1_2950	25.526	333	314
WP_010578412.1	lcl|NZ_VCHH01000009.1_cds_WP_002072074.1_3533	23.592	284	314
WP_020984893.1	lcl|NZ_VCHH01000062.1_cds_WP_000604525.1_2955	84.384	365	365
WP_010578411.1	lcl|NZ_VCHH01000062.1_cds_WP_000884059.1_2954	95.135	185	185
WP_010578411.1	lcl|NZ_VCHH01000059.1_cds_WP_000351733.1_2823	38.571	140	185
WP_010578410.1	lcl|NZ_VCHH01000062.1_cds_WP_000646254.1_2953	94.529	329	329
WP_010578410.1	lcl|NZ_VCHH01000007.1_cds_WP_000744698.1_3122	31.429	315	329
WP_010578410.1	lcl|NZ_VCHH01000026.1_cds_WP_000723091.1_1536	30.149	335	329
WP_010578410.1	lcl|NZ_VCHH01000009.1_cds_WP_002072074.1_3533	31.148	305	329
WP_010578410.1	lcl|NZ_VCHH01000004.1_cds_WP_000649924.1_2177	30.091	329	329
WP_010578410.1	lcl|NZ_VCHH01000115.1_cds_WP_000709508.1_405	27.879	330	329
WP_010578410.1	lcl|NZ_VCHH01000062.1_cds_WP_001067557.1_2950	28.852	305	329
WP_010578410.1	lcl|NZ_VCHH01000009.1_cds_WP_000688696.1_3553	28.832	274	329
WP_010578410.1	lcl|NZ_VCHH01000062.1_cds_WP_000410266.1_2956	27.826	230	329
WP_010578410.1	lcl|NZ_VCHH01000030.1_cds_WP_000475901.1_1811	27.007	274	329
WP_010578410.1	lcl|NZ_VCHH01000001.1_cds_WP_001074779.1_28	27.925	265	329
