WP_020985020.1	lcl|NZ_AFKP01000233.1_cds_WP_000340715.1_272	91.463	82	106
WP_010578412.1	lcl|NZ_AFKP01000233.1_cds_WP_000410273.1_271	91.083	314	314
WP_010578412.1	lcl|NZ_AFKP01000233.1_cds_WP_000093099.1_251	55.556	63	314
WP_010578412.1	lcl|NZ_AFKP01000233.1_cds_WP_000646250.1_268	28.175	252	314
WP_010578412.1	lcl|NZ_AFKP01000113.1_cds_WP_000744700.1_1548	22.256	328	314
WP_010578412.1	lcl|NZ_AFKP01000233.1_cds_WP_000600889.1_242	24.194	186	314
WP_010578412.1	lcl|NZ_AFKP01000233.1_cds_WP_000723090.1_189	23.183	289	314
WP_010578412.1	lcl|NZ_AFKP01000233.1_cds_WP_001067557.1_265	25.526	333	314
WP_020984893.1	lcl|NZ_AFKP01000233.1_cds_WP_000604524.1_270	84.932	365	365
WP_010578411.1	lcl|NZ_AFKP01000233.1_cds_WP_000884059.1_269	95.135	185	185
WP_010578411.1	lcl|NZ_AFKP01000015.1_cds_WP_000351733.1_3486	38.571	140	185
WP_010578410.1	lcl|NZ_AFKP01000233.1_cds_WP_000646250.1_268	93.921	329	329
WP_010578410.1	lcl|NZ_AFKP01000113.1_cds_WP_000744700.1_1548	31.429	315	329
WP_010578410.1	lcl|NZ_AFKP01000233.1_cds_WP_000600889.1_242	33.333	255	329
WP_010578410.1	lcl|NZ_AFKP01000233.1_cds_WP_000723090.1_189	29.851	335	329
WP_010578410.1	lcl|NZ_AFKP01000155.1_cds_WP_001984071.1_830	32.026	306	329
WP_010578410.1	lcl|NZ_AFKP01000100.1_cds_WP_000649925.1_1939	30.091	329	329
WP_010578410.1	lcl|NZ_AFKP01000124.1_cds_WP_000709511.1_1306	28.182	330	329
WP_010578410.1	lcl|NZ_AFKP01000233.1_cds_WP_001067557.1_265	28.852	305	329
WP_010578410.1	lcl|NZ_AFKP01000102.1_cds_WP_000688695.1_1837	28.832	274	329
WP_010578410.1	lcl|NZ_AFKP01000233.1_cds_WP_000601375.1_215	24.549	277	329
WP_010578410.1	lcl|NZ_AFKP01000233.1_cds_WP_000410273.1_271	27.826	230	329
WP_010578410.1	lcl|NZ_AFKP01000233.1_cds_WP_000475904.1_206	27.007	274	329
WP_010578410.1	lcl|NZ_AFKP01000143.1_cds_WP_001074785.1_1033	28.302	265	329
WP_010578410.1	lcl|NZ_AFKP01000229.1_cds_WP_001003555.1_475	27.200	250	329
WP_010578410.1	lcl|NZ_AFKP01000233.1_cds_WP_000487322.1_217	26.205	332	329
WP_020984930.1	lcl|NZ_AFKP01000233.1_cds_WP_000774262.1_267	88.189	254	267
WP_020984930.1	lcl|NZ_AFKP01000233.1_cds_WP_000859505.1_218	27.315	216	267
WP_020984930.1	lcl|NZ_AFKP01000233.1_cds_WP_000800438.1_237	25.789	190	267
WP_020984930.1	lcl|NZ_AFKP01000233.1_cds_WP_000842260.1_188	24.569	232	267
WP_020984930.1	lcl|NZ_AFKP01000123.1_cds_WP_000667727.1_1332	33.636	110	267
WP_020984930.1	lcl|NZ_AFKP01000036.1_cds_WP_000805357.1_2758	36.047	86	267
WP_020984935.1	lcl|NZ_AFKP01000233.1_cds_WP_000612797.1_266	87.402	508	509
WP_020984935.1	lcl|NZ_AFKP01000014.1_cds_WP_000291591.1_3569	27.329	322	509
WP_020984935.1	lcl|NZ_AFKP01000014.1_cds_WP_000364507.1_3568	28.723	94	509
WP_020984935.1	lcl|NZ_AFKP01000233.1_cds_WP_000612797.1_266	87.402	508	509
WP_020984935.1	lcl|NZ_AFKP01000014.1_cds_WP_000291591.1_3569	27.329	322	509
WP_020984935.1	lcl|NZ_AFKP01000014.1_cds_WP_000364507.1_3568	28.723	94	509
WP_010578407.1	lcl|NZ_AFKP01000233.1_cds_WP_001067557.1_265	96.364	330	330
WP_010578407.1	lcl|NZ_AFKP01000233.1_cds_WP_000646250.1_268	28.990	307	330
WP_010578407.1	lcl|NZ_AFKP01000233.1_cds_WP_000600889.1_242	27.068	266	330
WP_010578407.1	lcl|NZ_AFKP01000155.1_cds_WP_001984071.1_830	25.735	272	330
WP_010578407.1	lcl|NZ_AFKP01000229.1_cds_WP_001003555.1_475	30.041	243	330
WP_010578407.1	lcl|NZ_AFKP01000113.1_cds_WP_000744700.1_1548	26.266	316	330
WP_010578407.1	lcl|NZ_AFKP01000233.1_cds_WP_000723090.1_189	24.024	333	330
WP_010578407.1	lcl|NZ_AFKP01000100.1_cds_WP_000649925.1_1939	29.644	253	330
WP_010578407.1	lcl|NZ_AFKP01000102.1_cds_WP_000688695.1_1837	25.339	221	330
WP_010578407.1	lcl|NZ_AFKP01000233.1_cds_WP_000601375.1_215	26.119	268	330
WP_010578406.1	lcl|NZ_AFKP01000233.1_cds_WP_001198107.1_264	98.087	366	366
WP_010578406.1	lcl|NZ_AFKP01000233.1_cds_WP_000608295.1_263	40.000	365	366
WP_010578406.1	lcl|NZ_AFKP01000233.1_cds_WP_000575178.1_195	33.714	350	366
WP_010578406.1	lcl|NZ_AFKP01000150.1_cds_WP_001281953.1_900	27.968	379	366
WP_010578406.1	lcl|NZ_AFKP01000233.1_cds_WP_000346036.1_234	27.809	356	366
WP_010578406.1	lcl|NZ_AFKP01000233.1_cds_WP_000582222.1_253	32.394	355	366
WP_010578406.1	lcl|NZ_AFKP01000027.1_cds_WP_000538752.1_3152	29.132	357	366
WP_010578406.1	lcl|NZ_AFKP01000233.1_cds_WP_000947844.1_241	26.667	345	366
WP_010578406.1	lcl|NZ_AFKP01000045.1_cds_WP_001982414.1_2573	31.579	190	366
WP_010578405.1	lcl|NZ_AFKP01000233.1_cds_WP_000608295.1_263	96.185	367	367
WP_010578405.1	lcl|NZ_AFKP01000233.1_cds_WP_001198107.1_264	40.000	365	367
WP_010578405.1	lcl|NZ_AFKP01000233.1_cds_WP_000575178.1_195	37.398	369	367
WP_010578405.1	lcl|NZ_AFKP01000027.1_cds_WP_000538752.1_3152	31.267	371	367
WP_010578405.1	lcl|NZ_AFKP01000233.1_cds_WP_000582222.1_253	35.077	325	367
WP_010578405.1	lcl|NZ_AFKP01000150.1_cds_WP_001281953.1_900	29.948	384	367
WP_010578405.1	lcl|NZ_AFKP01000233.1_cds_WP_000346036.1_234	26.374	364	367
WP_010578405.1	lcl|NZ_AFKP01000233.1_cds_WP_000947844.1_241	26.404	356	367
WP_010578405.1	lcl|NZ_AFKP01000045.1_cds_WP_001982414.1_2573	25.698	358	367
WP_010578405.1	lcl|NZ_AFKP01000029.1_cds_WP_000365890.1_3001	33.708	89	367
WP_020984976.1	lcl|NZ_AFKP01000233.1_cds_WP_000689743.1_262	92.831	544	544
WP_020984976.1	lcl|NZ_AFKP01000233.1_cds_WP_000689743.1_262	92.831	544	544
WP_010578402.1	lcl|NZ_AFKP01000233.1_cds_WP_000342713.1_261	95.094	265	265
WP_010578402.1	lcl|NZ_AFKP01000174.1_cds_WP_001002663.1_617	45.267	243	265
WP_020984841.1	lcl|NZ_AFKP01000233.1_cds_WP_001246618.1_260	91.613	310	310
WP_020984841.1	lcl|NZ_AFKP01000068.1_cds_WP_000501205.1_2193	37.171	304	310
