WP_020985020.1	lcl|NZ_AFMB02000163.1_cds_WP_000340715.1_1146	91.463	82	106
WP_010578412.1	lcl|NZ_AFMB02000163.1_cds_WP_000410273.1_1147	91.083	314	314
WP_010578412.1	lcl|NZ_AFMB02000163.1_cds_WP_000646251.1_1150	27.778	252	314
WP_010578412.1	lcl|NZ_AFMB02000094.1_cds_WP_000744700.1_2419	22.256	328	314
WP_010578412.1	lcl|NZ_AFMB02000117.1_cds_WP_000723090.1_1979	23.183	289	314
WP_010578412.1	lcl|NZ_AFMB02000163.1_cds_WP_001067557.1_1153	25.526	333	314
WP_020984893.1	lcl|NZ_AFMB02000163.1_cds_WP_000604524.1_1148	84.932	365	365
WP_010578411.1	lcl|NZ_AFMB02000163.1_cds_WP_000884059.1_1149	95.135	185	185
WP_010578411.1	lcl|NZ_AFMB02000042.1_cds_WP_000351733.1_3330	38.571	140	185
WP_010578410.1	lcl|NZ_AFMB02000163.1_cds_WP_000646251.1_1150	94.529	329	329
WP_010578410.1	lcl|NZ_AFMB02000094.1_cds_WP_000744700.1_2419	31.429	315	329
WP_010578410.1	lcl|NZ_AFMB02000117.1_cds_WP_000723090.1_1979	29.851	335	329
WP_010578410.1	lcl|NZ_AFMB02000178.1_cds_WP_001984071.1_755	32.026	306	329
WP_010578410.1	lcl|NZ_AFMB02000094.1_cds_WP_000649923.1_2258	30.091	329	329
WP_010578410.1	lcl|NZ_AFMB02000086.1_cds_WP_000709511.1_2566	28.182	330	329
WP_010578410.1	lcl|NZ_AFMB02000163.1_cds_WP_001067557.1_1153	28.852	305	329
WP_010578410.1	lcl|NZ_AFMB02000141.1_cds_WP_000688695.1_1564	28.832	274	329
WP_010578410.1	lcl|NZ_AFMB02000163.1_cds_WP_000410273.1_1147	27.826	230	329
WP_010578410.1	lcl|NZ_AFMB02000204.1_cds_WP_000475904.1_303	27.007	274	329
WP_010578410.1	lcl|NZ_AFMB02000198.1_cds_WP_001074785.1_408	28.302	265	329
WP_010578410.1	lcl|NZ_AFMB02000095.1_cds_WP_001003557.1_2186	27.200	250	329
WP_020984930.1	lcl|NZ_AFMB02000163.1_cds_WP_000774260.1_1151	88.583	254	267
WP_020984930.1	lcl|NZ_AFMB02000117.1_cds_WP_000842255.1_1980	24.569	232	267
WP_020984930.1	lcl|NZ_AFMB02000025.1_cds_WP_000667727.1_3577	33.636	110	267
WP_020984930.1	lcl|NZ_AFMB02000017.1_cds_WP_000805357.1_3704	36.047	86	267
WP_020984935.1	lcl|NZ_AFMB02000163.1_cds_WP_000612794.1_1152	87.598	508	509
WP_020984935.1	lcl|NZ_AFMB02000070.1_cds_WP_002080545.1_2892	27.019	322	509
WP_020984935.1	lcl|NZ_AFMB02000070.1_cds_WP_000364507.1_2891	28.723	94	509
WP_020984935.1	lcl|NZ_AFMB02000163.1_cds_WP_000612794.1_1152	87.598	508	509
WP_020984935.1	lcl|NZ_AFMB02000070.1_cds_WP_002080545.1_2892	27.019	322	509
WP_020984935.1	lcl|NZ_AFMB02000070.1_cds_WP_000364507.1_2891	28.723	94	509
WP_010578407.1	lcl|NZ_AFMB02000163.1_cds_WP_001067557.1_1153	96.364	330	330
WP_010578407.1	lcl|NZ_AFMB02000163.1_cds_WP_000646251.1_1150	29.316	307	330
WP_010578407.1	lcl|NZ_AFMB02000178.1_cds_WP_001984071.1_755	25.735	272	330
WP_010578407.1	lcl|NZ_AFMB02000095.1_cds_WP_001003557.1_2186	30.041	243	330
WP_010578407.1	lcl|NZ_AFMB02000094.1_cds_WP_000744700.1_2419	26.266	316	330
WP_010578407.1	lcl|NZ_AFMB02000117.1_cds_WP_000723090.1_1979	24.024	333	330
WP_010578407.1	lcl|NZ_AFMB02000094.1_cds_WP_000649923.1_2258	29.644	253	330
WP_010578407.1	lcl|NZ_AFMB02000141.1_cds_WP_000688695.1_1564	25.339	221	330
WP_010578406.1	lcl|NZ_AFMB02000163.1_cds_WP_001198107.1_1154	98.087	366	366
WP_010578406.1	lcl|NZ_AFMB02000163.1_cds_WP_000608286.1_1155	40.164	366	366
WP_010578406.1	lcl|NZ_AFMB02000204.1_cds_WP_025185598.1_292	33.429	350	366
WP_010578406.1	lcl|NZ_AFMB02000163.1_cds_WP_000172660.1_1171	32.199	382	366
WP_010578406.1	lcl|NZ_AFMB02000137.1_cds_WP_001281953.1_1615	27.968	379	366
WP_010578406.1	lcl|NZ_AFMB02000150.1_cds_WP_000538750.1_1287	29.132	357	366
WP_010578406.1	lcl|NZ_AFMB02000085.1_cds_WP_001982414.1_2575	31.579	190	366
WP_010578405.1	lcl|NZ_AFMB02000163.1_cds_WP_000608286.1_1155	95.368	367	367
WP_010578405.1	lcl|NZ_AFMB02000163.1_cds_WP_001198107.1_1154	40.000	365	367
WP_010578405.1	lcl|NZ_AFMB02000204.1_cds_WP_025185598.1_292	37.398	369	367
WP_010578405.1	lcl|NZ_AFMB02000163.1_cds_WP_000172660.1_1171	32.086	374	367
WP_010578405.1	lcl|NZ_AFMB02000150.1_cds_WP_000538750.1_1287	31.267	371	367
WP_010578405.1	lcl|NZ_AFMB02000137.1_cds_WP_001281953.1_1615	29.948	384	367
WP_010578405.1	lcl|NZ_AFMB02000085.1_cds_WP_001982414.1_2575	25.698	358	367
WP_020984976.1	lcl|NZ_AFMB02000163.1_cds_WP_000689744.1_1156	92.647	544	544
WP_020984976.1	lcl|NZ_AFMB02000163.1_cds_WP_000689744.1_1156	92.647	544	544
WP_010578402.1	lcl|NZ_AFMB02000163.1_cds_WP_000342715.1_1157	95.094	265	265
WP_010578402.1	lcl|NZ_AFMB02000024.1_cds_WP_001002663.1_3597	45.267	243	265
WP_020984841.1	lcl|NZ_AFMB02000163.1_cds_WP_001246622.1_1158	93.226	310	310
WP_020984841.1	lcl|NZ_AFMB02000144.1_cds_WP_000501205.1_1491	37.171	304	310
WP_020984841.1	lcl|NZ_AFMB02000119.1_cds_WP_001183723.1_1970	27.881	269	310
WP_020984841.1	lcl|NZ_AFMB02000215.1_cds_WP_000279894.1_194	23.664	262	310
WP_020984841.1	lcl|NZ_AFMB02000163.1_cds_WP_001246622.1_1158	93.226	310	310
WP_020984841.1	lcl|NZ_AFMB02000144.1_cds_WP_000501205.1_1491	37.171	304	310
WP_020984841.1	lcl|NZ_AFMB02000119.1_cds_WP_001183723.1_1970	27.881	269	310
WP_020984841.1	lcl|NZ_AFMB02000215.1_cds_WP_000279894.1_194	23.664	262	310
WP_010578401.1	lcl|NZ_AFMB02000163.1_cds_WP_000479982.1_1159	92.803	264	264
WP_010578400.1	lcl|NZ_AFMB02000163.1_cds_WP_000715956.1_1160	95.349	129	130
WP_010578399.1	lcl|NZ_AFMB02000163.1_cds_WP_001088861.1_1161	81.379	145	145
WP_010578399.1	lcl|NZ_AFMB02000218.1_cds_WP_002069656.1_110	57.143	28	145
WP_020984860.1	lcl|NZ_AFMB02000163.1_cds_WP_000517242.1_1162	92.760	221	221
WP_020984860.1	lcl|NZ_AFMB02000091.1_cds_WP_001069831.1_2454	29.358	109	221
WP_020984860.1	lcl|NZ_AFMB02000094.1_cds_WP_001082178.1_2390	25.641	78	221
WP_039942433.1	lcl|NZ_AFMB02000163.1_cds_WP_001015417.1_1164	24.332	374	408
WP_039942433.1	lcl|NZ_AFMB02000043.1_cds_WP_000402848.1_3243	21.818	220	408
WP_039942433.1	lcl|NZ_AFMB02000219.1_cds_WP_001283954.1_84	29.286	140	408
WP_039942433.1	lcl|NZ_AFMB02000094.1_cds_WP_001082178.1_2390	23.256	215	408
WP_039942433.1	lcl|NZ_AFMB02000091.1_cds_WP_000347676.1_2455	24.299	214	408
WP_020985012.1	lcl|NZ_AFMB02000163.1_cds_WP_000611594.1_1163	85.143	175	175
WP_020985012.1	lcl|NZ_AFMB02000094.1_cds_WP_001206947.1_2382	30.070	143	175
WP_010578396.1	lcl|NZ_AFMB02000163.1_cds_WP_001015417.1_1164	88.670	406	406
WP_010578396.1	lcl|NZ_AFMB02000043.1_cds_WP_000402848.1_3243	24.545	220	406
WP_010578396.1	lcl|NZ_AFMB02000091.1_cds_WP_000347676.1_2455	23.077	208	406
WP_010578395.1	lcl|NZ_AFMB02000163.1_cds_WP_000980525.1_1165	94.915	236	240
WP_010578395.1	lcl|NZ_AFMB02000138.1_cds_WP_000653653.1_1602	26.378	254	240
WP_010578395.1	lcl|NZ_AFMB02000186.1_cds_WP_000998676.1_576	26.778	239	240
WP_010578395.1	lcl|NZ_AFMB02000217.1_cds_WP_000043153.1_140	25.969	258	240
WP_010578395.1	lcl|NZ_AFMB02000218.1_cds_WP_000566240.1_107	32.673	101	240
WP_010578395.1	lcl|NZ_AFMB02000219.1_cds_WP_000412932.1_82	33.684	95	240
WP_010578395.1	lcl|NZ_AFMB02000219.1_cds_WP_000750438.1_86	28.455	246	240
WP_010578395.1	lcl|NZ_AFMB02000068.1_cds_WP_001968389.1_2935	25.000	236	240
WP_010578395.1	lcl|NZ_AFMB02000198.1_cds_WP_000194184.1_389	25.688	218	240
WP_010578395.1	lcl|NZ_AFMB02000144.1_cds_WP_000167663.1_1500	22.594	239	240
WP_010578395.1	lcl|NZ_AFMB02000177.1_cds_WP_000093664.1_850	21.229	179	240
WP_010578394.1	lcl|NZ_AFMB02000163.1_cds_WP_000405259.1_1166	78.495	372	372
WP_244265121.1	lcl|NZ_AFMB02000163.1_cds_WP_000481873.1_1167	30.435	299	302
WP_244265121.1	lcl|NZ_AFMB02000163.1_cds_LEP1GSC145_RS02000000226070_1168	34.831	89	302
WP_010578390.1	lcl|NZ_AFMB02000078.1_cds_WP_000667646.1_2718	35.322	419	603
WP_010578390.1	lcl|NZ_AFMB02000088.1_cds_WP_000172205.1_2470	45.259	232	603
WP_010578390.1	lcl|NZ_AFMB02000094.1_cds_WP_000828456.1_2327	27.846	571	603
WP_010578390.1	lcl|NZ_AFMB02000163.1_cds_WP_002080969.1_1169	34.495	287	603
WP_010578390.1	lcl|NZ_AFMB02000095.1_cds_WP_002080691.1_2207	30.830	253	603
WP_010578390.1	lcl|NZ_AFMB02000138.1_cds_WP_000603361.1_1612	28.440	218	603
WP_010578390.1	lcl|NZ_AFMB02000121.1_cds_WP_000619173.1_1915	27.953	254	603
WP_010578390.1	lcl|NZ_AFMB02000088.1_cds_WP_000942282.1_2484	28.319	226	603
