WP_020985020.1	lcl|NZ_AFLL01000083.1_cds_WP_000340715.1_2014	91.463	82	106
WP_010578412.1	lcl|NZ_AFLL01000083.1_cds_WP_000410273.1_2015	91.083	314	314
WP_010578412.1	lcl|NZ_AFLL01000083.1_cds_WP_000093099.1_2035	55.556	63	314
WP_010578412.1	lcl|NZ_AFLL01000083.1_cds_WP_000646250.1_2018	28.175	252	314
WP_010578412.1	lcl|NZ_AFLL01000099.1_cds_WP_000744700.1_1619	22.256	328	314
WP_010578412.1	lcl|NZ_AFLL01000083.1_cds_WP_000600889.1_2044	24.194	186	314
WP_010578412.1	lcl|NZ_AFLL01000083.1_cds_WP_000723090.1_2097	23.183	289	314
WP_010578412.1	lcl|NZ_AFLL01000083.1_cds_WP_001067557.1_2021	25.526	333	314
WP_020984893.1	lcl|NZ_AFLL01000083.1_cds_WP_000604524.1_2016	84.932	365	365
WP_010578411.1	lcl|NZ_AFLL01000083.1_cds_WP_000884059.1_2017	95.135	185	185
WP_010578411.1	lcl|NZ_AFLL01000244.1_cds_WP_000351733.1_137	38.571	140	185
WP_010578410.1	lcl|NZ_AFLL01000083.1_cds_WP_000646250.1_2018	93.921	329	329
WP_010578410.1	lcl|NZ_AFLL01000099.1_cds_WP_000744700.1_1619	31.429	315	329
WP_010578410.1	lcl|NZ_AFLL01000083.1_cds_WP_000600889.1_2044	33.333	255	329
WP_010578410.1	lcl|NZ_AFLL01000083.1_cds_WP_000723090.1_2097	29.851	335	329
WP_010578410.1	lcl|NZ_AFLL01000086.1_cds_WP_001984071.1_1939	32.026	306	329
WP_010578410.1	lcl|NZ_AFLL01000107.1_cds_WP_000649925.1_1463	30.091	329	329
WP_010578410.1	lcl|NZ_AFLL01000228.1_cds_WP_000709511.1_370	28.182	330	329
WP_010578410.1	lcl|NZ_AFLL01000083.1_cds_WP_001067557.1_2021	28.852	305	329
WP_010578410.1	lcl|NZ_AFLL01000086.1_cds_WP_000688695.1_1959	28.832	274	329
WP_010578410.1	lcl|NZ_AFLL01000083.1_cds_WP_000601375.1_2071	24.549	277	329
WP_010578410.1	lcl|NZ_AFLL01000083.1_cds_WP_000410273.1_2015	27.826	230	329
WP_010578410.1	lcl|NZ_AFLL01000083.1_cds_WP_000475904.1_2080	27.007	274	329
WP_010578410.1	lcl|NZ_AFLL01000022.1_cds_WP_001074785.1_3131	28.302	265	329
WP_010578410.1	lcl|NZ_AFLL01000041.1_cds_WP_001003555.1_2638	27.200	250	329
