WP_020985020.1	lcl|NZ_AOVA01000158.1_cds_WP_000340715.1_3420	91.463	82	106
WP_010578412.1	lcl|NZ_AOVA01000158.1_cds_WP_000410273.1_3421	91.083	314	314
WP_010578412.1	lcl|NZ_AOVA01000158.1_cds_WP_000093099.1_3441	55.556	63	314
WP_010578412.1	lcl|NZ_AOVA01000158.1_cds_WP_000646250.1_3424	28.175	252	314
WP_010578412.1	lcl|NZ_AOVA01000165.1_cds_WP_000744700.1_3644	22.256	328	314
WP_010578412.1	lcl|NZ_AOVA01000158.1_cds_WP_000600889.1_3450	24.194	186	314
WP_010578412.1	lcl|NZ_AOVA01000158.1_cds_WP_000723090.1_3503	23.183	289	314
WP_010578412.1	lcl|NZ_AOVA01000158.1_cds_WP_001067557.1_3427	25.526	333	314
WP_020984893.1	lcl|NZ_AOVA01000158.1_cds_WP_000604524.1_3422	84.932	365	365
WP_010578411.1	lcl|NZ_AOVA01000158.1_cds_WP_000884059.1_3423	95.135	185	185
WP_010578411.1	lcl|NZ_AOVA01000025.1_cds_WP_000351733.1_289	38.571	140	185
WP_010578410.1	lcl|NZ_AOVA01000158.1_cds_WP_000646250.1_3424	93.921	329	329
WP_010578410.1	lcl|NZ_AOVA01000165.1_cds_WP_000744700.1_3644	31.429	315	329
WP_010578410.1	lcl|NZ_AOVA01000158.1_cds_WP_000600889.1_3450	33.333	255	329
WP_010578410.1	lcl|NZ_AOVA01000158.1_cds_WP_000723090.1_3503	29.851	335	329
WP_010578410.1	lcl|NZ_AOVA01000051.1_cds_WP_001984071.1_619	32.026	306	329
WP_010578410.1	lcl|NZ_AOVA01000085.1_cds_WP_000649925.1_1316	30.091	329	329
WP_010578410.1	lcl|NZ_AOVA01000145.1_cds_WP_000709511.1_2919	28.182	330	329
WP_010578410.1	lcl|NZ_AOVA01000158.1_cds_WP_001067557.1_3427	28.852	305	329
WP_010578410.1	lcl|NZ_AOVA01000127.1_cds_WP_000688695.1_2543	28.832	274	329
WP_010578410.1	lcl|NZ_AOVA01000158.1_cds_WP_000601375.1_3477	24.549	277	329
WP_010578410.1	lcl|NZ_AOVA01000158.1_cds_WP_000410273.1_3421	27.826	230	329
WP_010578410.1	lcl|NZ_AOVA01000158.1_cds_WP_000475904.1_3486	27.007	274	329
WP_010578410.1	lcl|NZ_AOVA01000141.1_cds_WP_001074785.1_2865	28.302	265	329
WP_010578410.1	lcl|NZ_AOVA01000152.1_cds_WP_001003555.1_3131	27.200	250	329
WP_010578410.1	lcl|NZ_AOVA01000158.1_cds_WP_000487322.1_3475	26.205	332	329
WP_020984930.1	lcl|NZ_AOVA01000158.1_cds_WP_000774262.1_3425	88.189	254	267
WP_020984930.1	lcl|NZ_AOVA01000158.1_cds_WP_000859505.1_3474	27.315	216	267
WP_020984930.1	lcl|NZ_AOVA01000158.1_cds_WP_000800438.1_3455	25.789	190	267
WP_020984930.1	lcl|NZ_AOVA01000158.1_cds_WP_000842260.1_3504	24.569	232	267
WP_020984930.1	lcl|NZ_AOVA01000086.1_cds_WP_000667727.1_1415	33.636	110	267
WP_020984930.1	lcl|NZ_AOVA01000067.1_cds_WP_000805357.1_888	36.047	86	267
WP_020984935.1	lcl|NZ_AOVA01000158.1_cds_WP_000612797.1_3426	87.402	508	509
WP_020984935.1	lcl|NZ_AOVA01000125.1_cds_WP_000291591.1_2437	27.329	322	509
WP_020984935.1	lcl|NZ_AOVA01000125.1_cds_WP_000364507.1_2438	28.723	94	509
WP_020984935.1	lcl|NZ_AOVA01000158.1_cds_WP_000612797.1_3426	87.402	508	509
WP_020984935.1	lcl|NZ_AOVA01000125.1_cds_WP_000291591.1_2437	27.329	322	509
WP_020984935.1	lcl|NZ_AOVA01000125.1_cds_WP_000364507.1_2438	28.723	94	509
WP_010578407.1	lcl|NZ_AOVA01000158.1_cds_WP_001067557.1_3427	96.364	330	330
WP_010578407.1	lcl|NZ_AOVA01000158.1_cds_WP_000646250.1_3424	28.990	307	330
WP_010578407.1	lcl|NZ_AOVA01000158.1_cds_WP_000600889.1_3450	27.068	266	330
WP_010578407.1	lcl|NZ_AOVA01000051.1_cds_WP_001984071.1_619	25.735	272	330
WP_010578407.1	lcl|NZ_AOVA01000152.1_cds_WP_001003555.1_3131	30.041	243	330
WP_010578407.1	lcl|NZ_AOVA01000165.1_cds_WP_000744700.1_3644	26.266	316	330
WP_010578407.1	lcl|NZ_AOVA01000158.1_cds_WP_000723090.1_3503	24.024	333	330
WP_010578407.1	lcl|NZ_AOVA01000085.1_cds_WP_000649925.1_1316	29.644	253	330
WP_010578407.1	lcl|NZ_AOVA01000127.1_cds_WP_000688695.1_2543	25.339	221	330
WP_010578407.1	lcl|NZ_AOVA01000158.1_cds_WP_000601375.1_3477	26.119	268	330
WP_010578406.1	lcl|NZ_AOVA01000158.1_cds_WP_001198107.1_3428	98.087	366	366
WP_010578406.1	lcl|NZ_AOVA01000158.1_cds_WP_000608295.1_3429	40.000	365	366
WP_010578406.1	lcl|NZ_AOVA01000158.1_cds_WP_000575178.1_3497	33.714	350	366
WP_010578406.1	lcl|NZ_AOVA01000043.1_cds_WP_001281953.1_521	27.968	379	366
WP_010578406.1	lcl|NZ_AOVA01000158.1_cds_WP_000346036.1_3458	27.809	356	366
WP_010578406.1	lcl|NZ_AOVA01000158.1_cds_WP_000582222.1_3439	32.394	355	366
WP_010578406.1	lcl|NZ_AOVA01000137.1_cds_WP_000538752.1_2748	29.132	357	366
WP_010578406.1	lcl|NZ_AOVA01000158.1_cds_WP_000947844.1_3451	26.667	345	366
WP_010578406.1	lcl|NZ_AOVA01000064.1_cds_WP_001982414.1_812	31.579	190	366
WP_010578405.1	lcl|NZ_AOVA01000158.1_cds_WP_000608295.1_3429	96.185	367	367
WP_010578405.1	lcl|NZ_AOVA01000158.1_cds_WP_001198107.1_3428	40.000	365	367
WP_010578405.1	lcl|NZ_AOVA01000158.1_cds_WP_000575178.1_3497	37.398	369	367
WP_010578405.1	lcl|NZ_AOVA01000137.1_cds_WP_000538752.1_2748	31.267	371	367
WP_010578405.1	lcl|NZ_AOVA01000158.1_cds_WP_000582222.1_3439	35.077	325	367
WP_010578405.1	lcl|NZ_AOVA01000043.1_cds_WP_001281953.1_521	29.948	384	367
WP_010578405.1	lcl|NZ_AOVA01000158.1_cds_WP_000346036.1_3458	26.374	364	367
WP_010578405.1	lcl|NZ_AOVA01000158.1_cds_WP_000947844.1_3451	26.404	356	367
WP_010578405.1	lcl|NZ_AOVA01000064.1_cds_WP_001982414.1_812	25.698	358	367
WP_010578405.1	lcl|NZ_AOVA01000025.1_cds_WP_000365890.1_254	33.708	89	367
WP_020984976.1	lcl|NZ_AOVA01000158.1_cds_WP_000689743.1_3430	92.831	544	544
WP_020984976.1	lcl|NZ_AOVA01000158.1_cds_WP_000689743.1_3430	92.831	544	544
WP_010578402.1	lcl|NZ_AOVA01000158.1_cds_WP_000342713.1_3431	95.094	265	265
WP_010578402.1	lcl|NZ_AOVA01000130.1_cds_WP_001002663.1_2591	45.267	243	265
WP_020984841.1	lcl|NZ_AOVA01000158.1_cds_WP_001246618.1_3432	91.613	310	310
WP_020984841.1	lcl|NZ_AOVA01000120.1_cds_WP_000501205.1_2273	37.171	304	310
WP_020984841.1	lcl|NZ_AOVA01000122.1_cds_WP_001183723.1_2360	27.881	269	310
WP_020984841.1	lcl|NZ_AOVA01000072.1_cds_WP_000279894.1_975	23.664	262	310
WP_020984841.1	lcl|NZ_AOVA01000158.1_cds_WP_001246618.1_3432	91.613	310	310
WP_020984841.1	lcl|NZ_AOVA01000120.1_cds_WP_000501205.1_2273	37.171	304	310
WP_020984841.1	lcl|NZ_AOVA01000122.1_cds_WP_001183723.1_2360	27.881	269	310
WP_020984841.1	lcl|NZ_AOVA01000072.1_cds_WP_000279894.1_975	23.664	262	310
WP_010578401.1	lcl|NZ_AOVA01000158.1_cds_WP_000479982.1_3433	92.803	264	264
WP_010578400.1	lcl|NZ_AOVA01000158.1_cds_WP_000715958.1_3434	95.349	129	130
WP_010578399.1	lcl|NZ_AOVA01000158.1_cds_WP_001088866.1_3435	80.690	145	145
WP_010578399.1	lcl|NZ_AOVA01000146.1_cds_WP_002069656.1_2965	57.143	28	145
WP_020984860.1	lcl|NZ_AOVA01000158.1_cds_WP_000517242.1_3436	92.760	221	221
