WP_020985020.1	lcl|NZ_MVIS01000037.1_cds_WP_004753574.1_2278	91.463	82	106
WP_010578412.1	lcl|NZ_MVIS01000037.1_cds_WP_004761722.1_2277	91.401	314	314
WP_010578412.1	lcl|NZ_MVIS01000037.1_cds_WP_004755430.1_2274	27.778	252	314
WP_010578412.1	lcl|NZ_MVIS01000006.1_cds_WP_004753565.1_3059	22.256	328	314
WP_010578412.1	lcl|NZ_MVIS01000069.1_cds_WP_004755262.1_3191	22.939	279	314
WP_010578412.1	lcl|NZ_MVIS01000037.1_cds_WP_004755319.1_2271	24.771	327	314
WP_010578412.1	lcl|NZ_MVIS01000012.1_cds_WP_004751543.1_432	24.272	309	314
WP_020984893.1	lcl|NZ_MVIS01000037.1_cds_WP_004777161.1_2276	85.205	365	365
WP_010578411.1	lcl|NZ_MVIS01000037.1_cds_WP_004753627.1_2275	95.676	185	185
WP_010578411.1	lcl|NZ_MVIS01000002.1_cds_WP_004752075.1_1051	39.286	140	185
WP_010578410.1	lcl|NZ_MVIS01000037.1_cds_WP_004755430.1_2274	93.921	329	329
WP_010578410.1	lcl|NZ_MVIS01000006.1_cds_WP_004753565.1_3059	30.794	315	329
WP_010578410.1	lcl|NZ_MVIS01000012.1_cds_WP_004751543.1_432	31.494	308	329
WP_010578410.1	lcl|NZ_MVIS01000069.1_cds_WP_004755262.1_3191	30.149	335	329
WP_010578410.1	lcl|NZ_MVIS01000031.1_cds_WP_004755135.1_2004	30.723	332	329
WP_010578410.1	lcl|NZ_MVIS01000012.1_cds_WP_004751412.1_443	28.788	330	329
WP_010578410.1	lcl|NZ_MVIS01000037.1_cds_WP_004755319.1_2271	29.180	305	329
WP_010578410.1	lcl|NZ_MVIS01000005.1_cds_WP_004754991.1_2814	29.091	275	329
WP_010578410.1	lcl|NZ_MVIS01000037.1_cds_WP_004761722.1_2277	27.391	230	329
WP_010578410.1	lcl|NZ_MVIS01000033.1_cds_WP_004750263.1_2134	26.718	262	329
WP_010578410.1	lcl|NZ_MVIS01000002.1_cds_WP_004751780.1_1141	27.925	265	329
WP_010578410.1	lcl|NZ_MVIS01000060.1_cds_WP_002733698.1_3098	26.277	274	329
WP_010578410.1	lcl|NZ_MVIS01000040.1_cds_WP_004755140.1_2489	26.639	244	329
WP_010578410.1	lcl|NZ_MVIS01000009.1_cds_WP_004760438.1_3568	27.869	244	329
WP_020984930.1	lcl|NZ_MVIS01000037.1_cds_WP_004754505.1_2273	89.764	254	267
WP_020984930.1	lcl|NZ_MVIS01000069.1_cds_WP_004754191.1_3192	25.000	232	267
WP_020984930.1	lcl|NZ_MVIS01000023.1_cds_WP_004760150.1_1469	34.821	112	267
WP_020984930.1	lcl|NZ_MVIS01000011.1_cds_WP_004758210.1_362	36.471	85	267
WP_020984935.1	lcl|NZ_MVIS01000037.1_cds_WP_025180402.1_2272	88.189	508	509
WP_020984935.1	lcl|NZ_MVIS01000002.1_cds_WP_004751764.1_1213	26.398	322	509
WP_020984935.1	lcl|NZ_MVIS01000002.1_cds_WP_004752264.1_1212	28.723	94	509
WP_020984935.1	lcl|NZ_MVIS01000037.1_cds_WP_025180402.1_2272	88.189	508	509
WP_020984935.1	lcl|NZ_MVIS01000002.1_cds_WP_004751764.1_1213	26.398	322	509
WP_020984935.1	lcl|NZ_MVIS01000002.1_cds_WP_004752264.1_1212	28.723	94	509
WP_010578407.1	lcl|NZ_MVIS01000037.1_cds_WP_004755319.1_2271	96.646	328	330
WP_010578407.1	lcl|NZ_MVIS01000012.1_cds_WP_004751543.1_432	26.568	271	330
WP_010578407.1	lcl|NZ_MVIS01000037.1_cds_WP_004755430.1_2274	27.869	305	330
WP_010578407.1	lcl|NZ_MVIS01000069.1_cds_WP_004755262.1_3191	25.749	334	330
WP_010578407.1	lcl|NZ_MVIS01000040.1_cds_WP_004755140.1_2489	28.395	243	330
WP_010578407.1	lcl|NZ_MVIS01000006.1_cds_WP_004753565.1_3059	27.174	276	330
WP_010578407.1	lcl|NZ_MVIS01000031.1_cds_WP_004755135.1_2004	29.644	253	330
