WP_020985020.1	lcl|NZ_AFLK01000117.1_cds_WP_000340715.1_1953	91.463	82	106
WP_010578412.1	lcl|NZ_AFLK01000117.1_cds_WP_000410273.1_1952	91.083	314	314
WP_010578412.1	lcl|NZ_AFLK01000012.1_cds_WP_000093099.1_3658	55.556	63	314
WP_010578412.1	lcl|NZ_AFLK01000117.1_cds_WP_000646250.1_1949	28.175	252	314
WP_010578412.1	lcl|NZ_AFLK01000032.1_cds_WP_000744700.1_3573	22.256	328	314
WP_010578412.1	lcl|NZ_AFLK01000012.1_cds_WP_000600889.1_3667	24.194	186	314
WP_010578412.1	lcl|NZ_AFLK01000163.1_cds_WP_000723090.1_1538	23.183	289	314
WP_010578412.1	lcl|NZ_AFLK01000117.1_cds_WP_001067557.1_1946	25.526	333	314
WP_020984893.1	lcl|NZ_AFLK01000117.1_cds_WP_000604524.1_1951	84.932	365	365
WP_010578411.1	lcl|NZ_AFLK01000117.1_cds_WP_000884059.1_1950	95.135	185	185
WP_010578411.1	lcl|NZ_AFLK01000049.1_cds_WP_000351733.1_3183	38.571	140	185
WP_010578410.1	lcl|NZ_AFLK01000117.1_cds_WP_000646250.1_1949	93.921	329	329
WP_010578410.1	lcl|NZ_AFLK01000032.1_cds_WP_000744700.1_3573	31.429	315	329
WP_010578410.1	lcl|NZ_AFLK01000012.1_cds_WP_000600889.1_3667	33.333	255	329
WP_010578410.1	lcl|NZ_AFLK01000163.1_cds_WP_000723090.1_1538	29.851	335	329
WP_010578410.1	lcl|NZ_AFLK01000170.1_cds_WP_001984071.1_1410	32.026	306	329
WP_010578410.1	lcl|NZ_AFLK01000081.1_cds_WP_000649925.1_2458	30.091	329	329
WP_010578410.1	lcl|NZ_AFLK01000082.1_cds_WP_000709511.1_2424	28.182	330	329
WP_010578410.1	lcl|NZ_AFLK01000117.1_cds_WP_001067557.1_1946	28.852	305	329
WP_010578410.1	lcl|NZ_AFLK01000188.1_cds_WP_000688695.1_1132	28.832	274	329
WP_010578410.1	lcl|NZ_AFLK01000163.1_cds_WP_000601375.1_1512	24.549	277	329
WP_010578410.1	lcl|NZ_AFLK01000117.1_cds_WP_000410273.1_1952	27.826	230	329
WP_010578410.1	lcl|NZ_AFLK01000163.1_cds_WP_000475904.1_1521	27.007	274	329
WP_010578410.1	lcl|NZ_AFLK01000160.1_cds_WP_001074785.1_1581	28.302	265	329
WP_010578410.1	lcl|NZ_AFLK01000222.1_cds_WP_001003555.1_826	27.200	250	329
WP_010578410.1	lcl|NZ_AFLK01000163.1_cds_WP_000487322.1_1510	26.205	332	329
WP_020984930.1	lcl|NZ_AFLK01000117.1_cds_WP_000774262.1_1948	88.189	254	267
WP_020984930.1	lcl|NZ_AFLK01000163.1_cds_WP_000859505.1_1509	27.315	216	267
WP_020984930.1	lcl|NZ_AFLK01000012.1_cds_WP_000800438.1_3672	25.789	190	267
WP_020984930.1	lcl|NZ_AFLK01000163.1_cds_WP_000842260.1_1539	24.569	232	267
WP_020984930.1	lcl|NZ_AFLK01000057.1_cds_WP_000667727.1_3010	33.636	110	267
WP_020984930.1	lcl|NZ_AFLK01000114.1_cds_WP_000805357.1_2008	36.047	86	267
WP_020984935.1	lcl|NZ_AFLK01000117.1_cds_WP_000612797.1_1947	87.402	508	509
WP_020984935.1	lcl|NZ_AFLK01000172.1_cds_WP_000291591.1_1374	27.329	322	509
WP_020984935.1	lcl|NZ_AFLK01000172.1_cds_WP_000364507.1_1373	28.723	94	509
WP_020984935.1	lcl|NZ_AFLK01000117.1_cds_WP_000612797.1_1947	87.402	508	509
WP_020984935.1	lcl|NZ_AFLK01000172.1_cds_WP_000291591.1_1374	27.329	322	509
WP_020984935.1	lcl|NZ_AFLK01000172.1_cds_WP_000364507.1_1373	28.723	94	509
WP_010578407.1	lcl|NZ_AFLK01000117.1_cds_WP_001067557.1_1946	96.364	330	330
WP_010578407.1	lcl|NZ_AFLK01000117.1_cds_WP_000646250.1_1949	28.990	307	330
WP_010578407.1	lcl|NZ_AFLK01000012.1_cds_WP_000600889.1_3667	27.068	266	330
WP_010578407.1	lcl|NZ_AFLK01000170.1_cds_WP_001984071.1_1410	25.735	272	330
WP_010578407.1	lcl|NZ_AFLK01000222.1_cds_WP_001003555.1_826	30.041	243	330
WP_010578407.1	lcl|NZ_AFLK01000032.1_cds_WP_000744700.1_3573	26.266	316	330
WP_010578407.1	lcl|NZ_AFLK01000163.1_cds_WP_000723090.1_1538	24.024	333	330
WP_010578407.1	lcl|NZ_AFLK01000081.1_cds_WP_000649925.1_2458	29.644	253	330
WP_010578407.1	lcl|NZ_AFLK01000188.1_cds_WP_000688695.1_1132	25.339	221	330
WP_010578407.1	lcl|NZ_AFLK01000163.1_cds_WP_000601375.1_1512	26.119	268	330
WP_010578406.1	lcl|NZ_AFLK01000117.1_cds_WP_001198107.1_1945	98.087	366	366
WP_010578406.1	lcl|NZ_AFLK01000117.1_cds_WP_000608295.1_1944	40.000	365	366
WP_010578406.1	lcl|NZ_AFLK01000163.1_cds_WP_000575178.1_1532	33.714	350	366
WP_010578406.1	lcl|NZ_AFLK01000261.1_cds_WP_001281953.1_494	27.968	379	366
WP_010578406.1	lcl|NZ_AFLK01000163.1_cds_WP_000346036.1_1493	27.809	356	366
WP_010578406.1	lcl|NZ_AFLK01000012.1_cds_WP_000947844.1_3668	26.667	345	366
WP_010578406.1	lcl|NZ_AFLK01000012.1_cds_WP_000294811.1_3656	30.651	261	366
WP_010578406.1	lcl|NZ_AFLK01000077.1_cds_WP_000348137.1_2603	27.444	266	366
WP_010578406.1	lcl|NZ_AFLK01000251.1_cds_WP_001982414.1_570	31.579	190	366
WP_010578406.1	lcl|NZ_AFLK01000117.1_cds_WP_000582216.1_1934	39.326	89	366
WP_010578406.1	lcl|NZ_AFLK01000033.1_cds_WP_000538748.1_3557	36.047	86	366
WP_010578405.1	lcl|NZ_AFLK01000117.1_cds_WP_000608295.1_1944	96.185	367	367
WP_010578405.1	lcl|NZ_AFLK01000117.1_cds_WP_001198107.1_1945	40.000	365	367
WP_010578405.1	lcl|NZ_AFLK01000163.1_cds_WP_000575178.1_1532	37.398	369	367
WP_010578405.1	lcl|NZ_AFLK01000261.1_cds_WP_001281953.1_494	29.948	384	367
