WP_020985020.1	lcl|NZ_AOUV01000133.1_cds_WP_000340715.1_3313	91.463	82	106
WP_010578412.1	lcl|NZ_AOUV01000133.1_cds_WP_000712240.1_3312	91.401	314	314
WP_010578412.1	lcl|NZ_AOUV01000133.1_cds_WP_000646251.1_3309	27.778	252	314
WP_010578412.1	lcl|NZ_AOUV01000139.1_cds_WP_000744700.1_3594	22.256	328	314
WP_010578412.1	lcl|NZ_AOUV01000133.1_cds_WP_000600886.1_3281	24.194	186	314
WP_010578412.1	lcl|NZ_AOUV01000133.1_cds_WP_000723084.1_3225	23.529	289	314
WP_010578412.1	lcl|NZ_AOUV01000133.1_cds_WP_001067556.1_3306	25.526	333	314
WP_010578412.1	lcl|NZ_AOUV01000133.1_cds_WP_000025488.1_3287	22.222	324	314
WP_020984893.1	lcl|NZ_AOUV01000133.1_cds_WP_000604524.1_3311	84.932	365	365
WP_010578411.1	lcl|NZ_AOUV01000133.1_cds_WP_000884057.1_3310	94.595	185	185
WP_010578411.1	lcl|NZ_AOUV01000110.1_cds_WP_000351733.1_2542	38.571	140	185
WP_010578410.1	lcl|NZ_AOUV01000133.1_cds_WP_000646251.1_3309	94.529	329	329
WP_010578410.1	lcl|NZ_AOUV01000139.1_cds_WP_000744700.1_3594	31.429	315	329
WP_010578410.1	lcl|NZ_AOUV01000133.1_cds_WP_000600886.1_3281	33.333	255	329
WP_010578410.1	lcl|NZ_AOUV01000133.1_cds_WP_000723084.1_3225	30.149	335	329
WP_010578410.1	lcl|NZ_AOUV01000053.1_cds_WP_001984071.1_897	32.026	306	329
WP_010578410.1	lcl|NZ_AOUV01000139.1_cds_WP_000649927.1_3433	30.091	329	329
WP_010578410.1	lcl|NZ_AOUV01000023.1_cds_WP_000709512.1_282	28.485	330	329
WP_010578410.1	lcl|NZ_AOUV01000133.1_cds_WP_001067556.1_3306	28.852	305	329
WP_010578410.1	lcl|NZ_AOUV01000133.1_cds_WP_000601375.1_3252	24.549	277	329
WP_010578410.1	lcl|NZ_AOUV01000053.1_cds_WP_000688700.1_877	28.467	274	329
WP_010578410.1	lcl|NZ_AOUV01000133.1_cds_WP_000707057.1_3285	29.259	270	329
WP_010578410.1	lcl|NZ_AOUV01000133.1_cds_WP_000025488.1_3287	24.765	319	329
WP_010578410.1	lcl|NZ_AOUV01000133.1_cds_WP_000712240.1_3312	27.826	230	329
WP_010578410.1	lcl|NZ_AOUV01000133.1_cds_WP_000475906.1_3242	26.277	274	329
WP_010578410.1	lcl|NZ_AOUV01000109.1_cds_WP_001074785.1_2304	28.302	265	329
WP_010578410.1	lcl|NZ_AOUV01000035.1_cds_WP_001003550.1_589	27.600	250	329
WP_010578410.1	lcl|NZ_AOUV01000133.1_cds_WP_000487324.1_3254	26.205	332	329
WP_020984930.1	lcl|NZ_AOUV01000133.1_cds_WP_000774258.1_3308	88.189	254	267
WP_020984930.1	lcl|NZ_AOUV01000133.1_cds_WP_000859505.1_3255	27.315	216	267
WP_020984930.1	lcl|NZ_AOUV01000133.1_cds_WP_000842260.1_3224	24.569	232	267
WP_020984930.1	lcl|NZ_AOUV01000133.1_cds_WP_000800436.1_3276	25.789	190	267
WP_020984930.1	lcl|NZ_AOUV01000004.1_cds_WP_000667727.1_24	33.636	110	267
WP_020984930.1	lcl|NZ_AOUV01000124.1_cds_WP_000805358.1_2986	36.471	85	267
WP_020984935.1	lcl|NZ_AOUV01000133.1_cds_WP_000602735.1_3307	87.008	508	509
WP_020984935.1	lcl|NZ_AOUV01000027.1_cds_WP_000291595.1_352	27.640	322	509
WP_020984935.1	lcl|NZ_AOUV01000027.1_cds_WP_000364507.1_353	28.723	94	509
WP_020984935.1	lcl|NZ_AOUV01000133.1_cds_WP_000602735.1_3307	87.008	508	509
WP_020984935.1	lcl|NZ_AOUV01000027.1_cds_WP_000291595.1_352	27.640	322	509
WP_020984935.1	lcl|NZ_AOUV01000027.1_cds_WP_000364507.1_353	28.723	94	509
WP_010578407.1	lcl|NZ_AOUV01000133.1_cds_WP_001067556.1_3306	96.061	330	330
WP_010578407.1	lcl|NZ_AOUV01000133.1_cds_WP_000707057.1_3285	28.522	291	330
WP_010578407.1	lcl|NZ_AOUV01000133.1_cds_WP_000646251.1_3309	29.316	307	330
WP_010578407.1	lcl|NZ_AOUV01000133.1_cds_WP_000600886.1_3281	27.068	266	330
WP_010578407.1	lcl|NZ_AOUV01000053.1_cds_WP_001984071.1_897	25.735	272	330
WP_010578407.1	lcl|NZ_AOUV01000035.1_cds_WP_001003550.1_589	30.041	243	330
WP_010578407.1	lcl|NZ_AOUV01000133.1_cds_WP_000723084.1_3225	24.625	333	330
