WP_020985020.1	lcl|NZ_AFKV01000478.1_cds_WP_000340715.1_291	91.463	82	106
WP_010578412.1	lcl|NZ_AFKV01000478.1_cds_WP_000410273.1_290	91.083	314	314
WP_010578412.1	lcl|NZ_AFKV01000478.1_cds_WP_000093099.1_270	55.556	63	314
WP_010578412.1	lcl|NZ_AFKV01000478.1_cds_WP_000646250.1_287	28.175	252	314
WP_010578412.1	lcl|NZ_AFKV01000324.1_cds_WP_000744700.1_893	22.256	328	314
WP_010578412.1	lcl|NZ_AFKV01000144.1_cds_WP_000600889.1_2667	24.194	186	314
WP_010578412.1	lcl|NZ_AFKV01000464.1_cds_WP_000329357.1_427	23.183	289	314
WP_010578412.1	lcl|NZ_AFKV01000478.1_cds_WP_001067557.1_284	25.526	333	314
WP_020984893.1	lcl|NZ_AFKV01000478.1_cds_WP_000604524.1_289	84.932	365	365
WP_010578411.1	lcl|NZ_AFKV01000478.1_cds_WP_000884059.1_288	95.135	185	185
WP_010578411.1	lcl|NZ_AFKV01000131.1_cds_WP_000351733.1_3004	38.571	140	185
WP_010578410.1	lcl|NZ_AFKV01000478.1_cds_WP_000646250.1_287	93.921	329	329
WP_010578410.1	lcl|NZ_AFKV01000324.1_cds_WP_000744700.1_893	31.429	315	329
WP_010578410.1	lcl|NZ_AFKV01000144.1_cds_WP_000600889.1_2667	33.333	255	329
WP_010578410.1	lcl|NZ_AFKV01000201.1_cds_WP_001984071.1_1971	32.026	306	329
WP_010578410.1	lcl|NZ_AFKV01000464.1_cds_WP_000329357.1_427	27.419	310	329
WP_010578410.1	lcl|NZ_AFKV01000153.1_cds_WP_000649925.1_2547	30.091	329	329
WP_010578410.1	lcl|NZ_AFKV01000481.1_cds_WP_000709511.1_247	28.182	330	329
WP_010578410.1	lcl|NZ_AFKV01000478.1_cds_WP_001067557.1_284	28.852	305	329
WP_010578410.1	lcl|NZ_AFKV01000156.1_cds_WP_000688695.1_2449	28.832	274	329
WP_010578410.1	lcl|NZ_AFKV01000144.1_cds_WP_000601375.1_2640	24.549	277	329
WP_010578410.1	lcl|NZ_AFKV01000478.1_cds_WP_000410273.1_290	27.826	230	329
WP_010578410.1	lcl|NZ_AFKV01000025.1_cds_WP_000475904.1_3758	27.007	274	329
WP_010578410.1	lcl|NZ_AFKV01000165.1_cds_WP_001074785.1_2345	28.302	265	329
WP_010578410.1	lcl|NZ_AFKV01000286.1_cds_WP_001003555.1_1255	27.200	250	329
WP_010578410.1	lcl|NZ_AFKV01000144.1_cds_WP_000487322.1_2642	26.205	332	329
WP_010578410.1	lcl|NZ_AFKV01000057.1_cds_WP_141567925.1_3535	58.621	29	329
WP_020984930.1	lcl|NZ_AFKV01000478.1_cds_WP_000774262.1_286	88.189	254	267
WP_020984930.1	lcl|NZ_AFKV01000144.1_cds_WP_000859505.1_2643	27.315	216	267
WP_020984930.1	lcl|NZ_AFKV01000144.1_cds_WP_000800438.1_2662	25.789	190	267
WP_020984930.1	lcl|NZ_AFKV01000464.1_cds_WP_000842260.1_428	24.569	232	267
WP_020984930.1	lcl|NZ_AFKV01000062.1_cds_WP_000667726.1_3514	33.636	110	267
WP_020984930.1	lcl|NZ_AFKV01000124.1_cds_WP_000805357.1_3211	36.047	86	267
WP_020984935.1	lcl|NZ_AFKV01000478.1_cds_WP_000612797.1_285	87.402	508	509
WP_020984935.1	lcl|NZ_AFKV01000213.1_cds_WP_000291591.1_1816	27.329	322	509
WP_020984935.1	lcl|NZ_AFKV01000213.1_cds_WP_000364507.1_1815	28.723	94	509
WP_020984935.1	lcl|NZ_AFKV01000478.1_cds_WP_000612797.1_285	87.402	508	509
WP_020984935.1	lcl|NZ_AFKV01000213.1_cds_WP_000291591.1_1816	27.329	322	509
WP_020984935.1	lcl|NZ_AFKV01000213.1_cds_WP_000364507.1_1815	28.723	94	509
WP_010578407.1	lcl|NZ_AFKV01000478.1_cds_WP_001067557.1_284	96.364	330	330
WP_010578407.1	lcl|NZ_AFKV01000478.1_cds_WP_000646250.1_287	28.990	307	330
WP_010578407.1	lcl|NZ_AFKV01000144.1_cds_WP_000600889.1_2667	27.068	266	330
WP_010578407.1	lcl|NZ_AFKV01000201.1_cds_WP_001984071.1_1971	25.735	272	330
WP_010578407.1	lcl|NZ_AFKV01000286.1_cds_WP_001003555.1_1255	30.041	243	330
WP_010578407.1	lcl|NZ_AFKV01000324.1_cds_WP_000744700.1_893	26.266	316	330
WP_010578407.1	lcl|NZ_AFKV01000153.1_cds_WP_000649925.1_2547	29.644	253	330
WP_010578407.1	lcl|NZ_AFKV01000156.1_cds_WP_000688695.1_2449	25.339	221	330
WP_010578407.1	lcl|NZ_AFKV01000144.1_cds_WP_000601375.1_2640	26.119	268	330
WP_010578406.1	lcl|NZ_AFKV01000478.1_cds_WP_001198107.1_283	98.087	366	366
WP_010578406.1	lcl|NZ_AFKV01000478.1_cds_LEP2GSC132_RS01000000123440_282	39.726	365	366
WP_010578406.1	lcl|NZ_AFKV01000374.1_cds_WP_001281953.1_581	27.968	379	366
WP_010578406.1	lcl|NZ_AFKV01000144.1_cds_WP_000346037.1_2659	27.528	356	366
WP_010578406.1	lcl|NZ_AFKV01000478.1_cds_WP_000582222.1_272	32.394	355	366
WP_010578406.1	lcl|NZ_AFKV01000057.1_cds_WP_000563550.1_3529	31.780	236	366
WP_010578406.1	lcl|NZ_AFKV01000281.1_cds_WP_000538752.1_1313	29.132	357	366
WP_010578406.1	lcl|NZ_AFKV01000144.1_cds_WP_000947844.1_2666	26.667	345	366
WP_010578406.1	lcl|NZ_AFKV01000025.1_cds_WP_000575173.1_3769	37.615	109	366
WP_010578406.1	lcl|NZ_AFKV01000217.1_cds_WP_001982414.1_1733	31.579	190	366
WP_010578405.1	lcl|NZ_AFKV01000478.1_cds_LEP2GSC132_RS01000000123440_282	95.913	367	367
WP_010578405.1	lcl|NZ_AFKV01000478.1_cds_WP_001198107.1_283	40.000	365	367
WP_010578405.1	lcl|NZ_AFKV01000281.1_cds_WP_000538752.1_1313	31.267	371	367
WP_010578405.1	lcl|NZ_AFKV01000057.1_cds_WP_000563550.1_3529	36.402	239	367
WP_010578405.1	lcl|NZ_AFKV01000478.1_cds_WP_000582222.1_272	35.077	325	367
WP_010578405.1	lcl|NZ_AFKV01000374.1_cds_WP_001281953.1_581	29.948	384	367
WP_010578405.1	lcl|NZ_AFKV01000144.1_cds_WP_000346037.1_2659	26.099	364	367
WP_010578405.1	lcl|NZ_AFKV01000144.1_cds_WP_000947844.1_2666	26.404	356	367
WP_010578405.1	lcl|NZ_AFKV01000217.1_cds_WP_001982414.1_1733	25.698	358	367
WP_010578405.1	lcl|NZ_AFKV01000025.1_cds_WP_000575173.1_3769	39.200	125	367
WP_010578405.1	lcl|NZ_AFKV01000019.1_cds_WP_255303421.1_3819	33.708	89	367
WP_020984976.1	lcl|NZ_AFKV01000478.1_cds_WP_000689743.1_281	92.831	544	544
WP_020984976.1	lcl|NZ_AFKV01000478.1_cds_WP_000689743.1_281	92.831	544	544
WP_010578402.1	lcl|NZ_AFKV01000478.1_cds_WP_000342713.1_280	95.094	265	265
WP_010578402.1	lcl|NZ_AFKV01000075.1_cds_WP_001002663.1_3462	45.267	243	265
WP_020984841.1	lcl|NZ_AFKV01000478.1_cds_WP_001246618.1_279	91.613	310	310
WP_020984841.1	lcl|NZ_AFKV01000175.1_cds_WP_000501205.1_2250	37.171	304	310
WP_020984841.1	lcl|NZ_AFKV01000469.1_cds_WP_001183723.1_395	27.881	269	310
WP_020984841.1	lcl|NZ_AFKV01000294.1_cds_WP_000279894.1_1191	23.664	262	310
WP_020984841.1	lcl|NZ_AFKV01000478.1_cds_WP_001246618.1_279	91.613	310	310
WP_020984841.1	lcl|NZ_AFKV01000175.1_cds_WP_000501205.1_2250	37.171	304	310
WP_020984841.1	lcl|NZ_AFKV01000469.1_cds_WP_001183723.1_395	27.881	269	310
WP_020984841.1	lcl|NZ_AFKV01000294.1_cds_WP_000279894.1_1191	23.664	262	310
WP_010578401.1	lcl|NZ_AFKV01000478.1_cds_WP_000479982.1_278	92.803	264	264
WP_010578400.1	lcl|NZ_AFKV01000478.1_cds_WP_000715958.1_277	95.349	129	130
WP_010578399.1	lcl|NZ_AFKV01000478.1_cds_WP_001088866.1_276	80.690	145	145
WP_010578399.1	lcl|NZ_AFKV01000155.1_cds_WP_002069656.1_2492	57.143	28	145
WP_020984860.1	lcl|NZ_AFKV01000478.1_cds_WP_000517242.1_275	92.760	221	221
WP_020984860.1	lcl|NZ_AFKV01000475.1_cds_WP_001069833.1_311	28.440	109	221
WP_020984860.1	lcl|NZ_AFKV01000230.1_cds_WP_001082180.1_1567	25.641	78	221
WP_039942433.1	lcl|NZ_AFKV01000478.1_cds_WP_001015422.1_273	24.599	374	408
WP_039942433.1	lcl|NZ_AFKV01000478.1_cds_WP_001206409.1_265	24.845	161	408
WP_039942433.1	lcl|NZ_AFKV01000314.1_cds_WP_000402844.1_978	21.818	220	408
WP_039942433.1	lcl|NZ_AFKV01000144.1_cds_WP_000661932.1_2646	26.241	141	408
WP_039942433.1	lcl|NZ_AFKV01000144.1_cds_WP_002082140.1_2655	25.899	139	408
WP_039942433.1	lcl|NZ_AFKV01000230.1_cds_WP_001082180.1_1567	23.256	215	408
WP_039942433.1	lcl|NZ_AFKV01000517.1_cds_WP_000347681.1_39	24.299	214	408
WP_020985012.1	lcl|NZ_AFKV01000478.1_cds_WP_000611594.1_274	85.143	175	175
WP_020985012.1	lcl|NZ_AFKV01000305.1_cds_WP_001206947.1_1096	30.070	143	175
WP_010578396.1	lcl|NZ_AFKV01000478.1_cds_WP_001015422.1_273	89.223	399	406
WP_010578396.1	lcl|NZ_AFKV01000314.1_cds_WP_000402844.1_978	25.909	220	406
WP_010578396.1	lcl|NZ_AFKV01000144.1_cds_WP_000661932.1_2646	24.468	188	406
WP_010578396.1	lcl|NZ_AFKV01000517.1_cds_WP_000347681.1_39	23.077	208	406
WP_010578395.1	lcl|NZ_AFKV01000306.1_cds_WP_000653653.1_1062	26.378	254	240
WP_010578395.1	lcl|NZ_AFKV01000176.1_cds_WP_000998676.1_2234	26.778	239	240
WP_010578395.1	lcl|NZ_AFKV01000318.1_cds_WP_000043153.1_935	25.969	258	240
WP_010578395.1	lcl|NZ_AFKV01000155.1_cds_WP_000566240.1_2495	32.673	101	240
WP_010578395.1	lcl|NZ_AFKV01000155.1_cds_WP_001968389.1_2467	25.000	236	240
WP_010578395.1	lcl|NZ_AFKV01000482.1_cds_WP_000194186.1_234	25.688	218	240
WP_010578395.1	lcl|NZ_AFKV01000133.1_cds_WP_000093663.1_2937	21.229	179	240
WP_010578395.1	lcl|NZ_AFKV01000175.1_cds_WP_000167663.1_2241	22.594	239	240
WP_244265121.1	lcl|NZ_AFKV01000478.1_cds_WP_001106774.1_268	46.512	301	302
WP_010578390.1	lcl|NZ_AFKV01000478.1_cds_WP_000834715.1_267	47.917	576	603
WP_010578390.1	lcl|NZ_AFKV01000127.1_cds_WP_000667646.1_3083	35.322	419	603
