WP_020985020.1	lcl|NZ_AHQF01000076.1_cds_WP_000340713.1_3070	92.683	82	106
WP_010578412.1	lcl|NZ_AHQF01000076.1_cds_WP_000412665.1_3069	90.446	314	314
WP_010578412.1	lcl|NZ_AHQF01000076.1_cds_WP_000699347.1_3065	23.102	303	314
WP_010578412.1	lcl|NZ_AHQF01000163.1_cds_WP_000744700.1_1660	22.256	328	314
WP_010578412.1	lcl|NZ_AHQF01000076.1_cds_WP_000723077.1_3056	21.739	276	314
WP_010578412.1	lcl|NZ_AHQF01000157.1_cds_WP_000723094.1_1777	23.529	289	314
WP_010578411.1	lcl|NZ_AHQF01000186.1_cds_WP_000351733.1_1254	38.571	140	185
WP_010578410.1	lcl|NZ_AHQF01000076.1_cds_WP_000699347.1_3065	30.145	345	329
WP_010578410.1	lcl|NZ_AHQF01000163.1_cds_WP_000744700.1_1660	31.429	315	329
WP_010578410.1	lcl|NZ_AHQF01000076.1_cds_WP_000723077.1_3056	31.438	299	329
WP_010578410.1	lcl|NZ_AHQF01000157.1_cds_WP_000723094.1_1777	30.149	335	329
WP_010578410.1	lcl|NZ_AHQF01000108.1_cds_WP_001984071.1_2267	32.026	306	329
WP_010578410.1	lcl|NZ_AHQF01000081.1_cds_WP_000649923.1_2893	30.091	329	329
WP_010578410.1	lcl|NZ_AHQF01000319.1_cds_WP_000709511.1_35	28.182	330	329
WP_010578410.1	lcl|NZ_AHQF01000310.1_cds_WP_000688695.1_96	28.832	274	329
WP_010578410.1	lcl|NZ_AHQF01000076.1_cds_WP_000412665.1_3069	26.766	269	329
WP_010578410.1	lcl|NZ_AHQF01000076.1_cds_WP_000377753.1_3023	25.490	357	329
WP_010578410.1	lcl|NZ_AHQF01000104.1_cds_WP_001074783.1_2391	27.547	265	329
WP_010578410.1	lcl|NZ_AHQF01000076.1_cds_WP_000048849.1_3046	24.590	244	329
WP_010578410.1	lcl|NZ_AHQF01000175.1_cds_WP_001003558.1_1430	27.200	250	329
WP_020984930.1	lcl|NZ_AHQF01000076.1_cds_WP_000432841.1_3051	29.185	233	267
WP_020984930.1	lcl|NZ_AHQF01000157.1_cds_WP_000842260.1_1778	24.569	232	267
WP_020984930.1	lcl|NZ_AHQF01000083.1_cds_WP_000667727.1_2749	33.636	110	267
WP_020984930.1	lcl|NZ_AHQF01000076.1_cds_WP_000869621.1_3024	23.214	224	267
WP_020984930.1	lcl|NZ_AHQF01000067.1_cds_WP_000805359.1_3346	37.647	85	267
WP_020984935.1	lcl|NZ_AHQF01000104.1_cds_WP_000291586.1_2463	27.329	322	509
WP_020984935.1	lcl|NZ_AHQF01000104.1_cds_WP_000364507.1_2462	28.723	94	509
WP_020984935.1	lcl|NZ_AHQF01000104.1_cds_WP_000291586.1_2463	27.329	322	509
WP_020984935.1	lcl|NZ_AHQF01000104.1_cds_WP_000364507.1_2462	28.723	94	509
WP_010578407.1	lcl|NZ_AHQF01000076.1_cds_WP_000723077.1_3056	24.164	269	330
WP_010578407.1	lcl|NZ_AHQF01000108.1_cds_WP_001984071.1_2267	25.735	272	330
WP_010578407.1	lcl|NZ_AHQF01000175.1_cds_WP_001003558.1_1430	30.041	243	330
WP_010578407.1	lcl|NZ_AHQF01000163.1_cds_WP_000744700.1_1660	26.266	316	330
WP_010578407.1	lcl|NZ_AHQF01000157.1_cds_WP_000723094.1_1777	24.324	333	330
WP_010578407.1	lcl|NZ_AHQF01000076.1_cds_WP_000699347.1_3065	25.000	256	330
WP_010578407.1	lcl|NZ_AHQF01000081.1_cds_WP_000649923.1_2893	29.644	253	330
WP_010578407.1	lcl|NZ_AHQF01000076.1_cds_WP_000048849.1_3046	30.469	128	330
WP_010578407.1	lcl|NZ_AHQF01000310.1_cds_WP_000688695.1_96	25.339	221	330
WP_010578407.1	lcl|NZ_AHQF01000076.1_cds_WP_000697617.1_3021	25.197	254	330
WP_010578406.1	lcl|NZ_AHQF01000157.1_cds_WP_000575187.1_1771	34.097	349	366
WP_010578406.1	lcl|NZ_AHQF01000076.1_cds_WP_000738262.1_3042	33.159	383	366
WP_010578406.1	lcl|NZ_AHQF01000231.1_cds_WP_001281957.1_660	27.441	379	366
WP_010578406.1	lcl|NZ_AHQF01000076.1_cds_WP_001154829.1_3043	26.801	347	366
WP_010578406.1	lcl|NZ_AHQF01000137.1_cds_WP_000538758.1_2007	29.132	357	366
WP_010578406.1	lcl|NZ_AHQF01000076.1_cds_WP_001054317.1_3055	28.213	319	366
WP_010578406.1	lcl|NZ_AHQF01000014.1_cds_WP_001982414.1_3740	31.579	190	366
WP_010578405.1	lcl|NZ_AHQF01000157.1_cds_WP_000575187.1_1771	36.538	364	367
WP_010578405.1	lcl|NZ_AHQF01000137.1_cds_WP_000538758.1_2007	31.267	371	367
WP_010578405.1	lcl|NZ_AHQF01000076.1_cds_WP_000738262.1_3042	33.241	361	367
WP_010578405.1	lcl|NZ_AHQF01000076.1_cds_WP_001154829.1_3043	32.622	328	367
WP_010578405.1	lcl|NZ_AHQF01000231.1_cds_WP_001281957.1_660	29.688	384	367
WP_010578405.1	lcl|NZ_AHQF01000076.1_cds_WP_001054317.1_3055	27.139	339	367
WP_010578405.1	lcl|NZ_AHQF01000014.1_cds_WP_001982414.1_3740	25.698	358	367
WP_010578402.1	lcl|NZ_AHQF01000086.1_cds_WP_001002663.1_2687	45.267	243	265
WP_020984841.1	lcl|NZ_AHQF01000074.1_cds_WP_000501205.1_3120	37.171	304	310
WP_020984841.1	lcl|NZ_AHQF01000185.1_cds_WP_001183723.1_1302	27.881	269	310
WP_020984841.1	lcl|NZ_AHQF01000065.1_cds_WP_000279894.1_3435	23.664	262	310
WP_020984841.1	lcl|NZ_AHQF01000074.1_cds_WP_000501205.1_3120	37.171	304	310
