WP_020985020.1	lcl|NZ_JFZO01000040.1_cds_WP_000340715.1_1473	91.463	82	106
WP_010578412.1	lcl|NZ_JFZO01000040.1_cds_WP_000712240.1_1474	91.401	314	314
WP_010578412.1	lcl|NZ_JFZO01000040.1_cds_WP_000646251.1_1477	27.778	252	314
WP_010578412.1	lcl|NZ_JFZO01000002.1_cds_WP_000744700.1_48	22.256	328	314
WP_010578412.1	lcl|NZ_JFZO01000040.1_cds_WP_000600886.1_1505	24.194	186	314
WP_010578412.1	lcl|NZ_JFZO01000040.1_cds_WP_000723084.1_1560	23.529	289	314
WP_010578412.1	lcl|NZ_JFZO01000040.1_cds_WP_001067556.1_1480	25.526	333	314
WP_010578412.1	lcl|NZ_JFZO01000040.1_cds_WP_000025488.1_1499	22.222	324	314
WP_020984893.1	lcl|NZ_JFZO01000040.1_cds_WP_000604524.1_1475	84.932	365	365
WP_010578411.1	lcl|NZ_JFZO01000040.1_cds_WP_000884057.1_1476	94.595	185	185
WP_010578411.1	lcl|NZ_JFZO01000070.1_cds_WP_000351733.1_2407	38.571	140	185
WP_010578410.1	lcl|NZ_JFZO01000040.1_cds_WP_000646251.1_1477	94.529	329	329
WP_010578410.1	lcl|NZ_JFZO01000002.1_cds_WP_000744700.1_48	31.429	315	329
WP_010578410.1	lcl|NZ_JFZO01000040.1_cds_WP_000600886.1_1505	33.333	255	329
WP_010578410.1	lcl|NZ_JFZO01000040.1_cds_WP_000723084.1_1560	30.149	335	329
WP_010578410.1	lcl|NZ_JFZO01000127.1_cds_WP_001984071.1_3590	32.026	306	329
WP_010578410.1	lcl|NZ_JFZO01000146.1_cds_WP_000649927.1_3708	30.091	329	329
WP_010578410.1	lcl|NZ_JFZO01000117.1_cds_WP_000709512.1_3447	28.485	330	329
WP_010578410.1	lcl|NZ_JFZO01000040.1_cds_WP_001067556.1_1480	28.852	305	329
WP_010578410.1	lcl|NZ_JFZO01000040.1_cds_WP_000601375.1_1534	24.549	277	329
WP_010578410.1	lcl|NZ_JFZO01000071.1_cds_WP_000688700.1_2473	28.467	274	329
WP_010578410.1	lcl|NZ_JFZO01000040.1_cds_WP_000707057.1_1501	29.259	270	329
WP_010578410.1	lcl|NZ_JFZO01000040.1_cds_WP_000025488.1_1499	24.765	319	329
WP_010578410.1	lcl|NZ_JFZO01000040.1_cds_WP_000712240.1_1474	27.826	230	329
WP_010578410.1	lcl|NZ_JFZO01000040.1_cds_WP_000475906.1_1543	26.277	274	329
WP_010578410.1	lcl|NZ_JFZO01000017.1_cds_WP_001074785.1_587	28.302	265	329
WP_010578410.1	lcl|NZ_JFZO01000031.1_cds_WP_001003550.1_1150	27.600	250	329
WP_010578410.1	lcl|NZ_JFZO01000040.1_cds_WP_000487324.1_1532	26.205	332	329
WP_020984930.1	lcl|NZ_JFZO01000040.1_cds_WP_000774258.1_1478	88.189	254	267
WP_020984930.1	lcl|NZ_JFZO01000040.1_cds_WP_000859505.1_1531	27.315	216	267
WP_020984930.1	lcl|NZ_JFZO01000040.1_cds_WP_000842260.1_1561	24.569	232	267
WP_020984930.1	lcl|NZ_JFZO01000040.1_cds_WP_000800436.1_1510	25.789	190	267
WP_020984930.1	lcl|NZ_JFZO01000034.1_cds_WP_000667727.1_1225	33.636	110	267
WP_020984930.1	lcl|NZ_JFZO01000085.1_cds_WP_000805358.1_2859	36.471	85	267
WP_020984935.1	lcl|NZ_JFZO01000040.1_cds_WP_000602735.1_1479	87.008	508	509
WP_020984935.1	lcl|NZ_JFZO01000113.1_cds_WP_000291595.1_3346	27.640	322	509
WP_020984935.1	lcl|NZ_JFZO01000113.1_cds_WP_000364507.1_3345	28.723	94	509
WP_020984935.1	lcl|NZ_JFZO01000040.1_cds_WP_000602735.1_1479	87.008	508	509
WP_020984935.1	lcl|NZ_JFZO01000113.1_cds_WP_000291595.1_3346	27.640	322	509
WP_020984935.1	lcl|NZ_JFZO01000113.1_cds_WP_000364507.1_3345	28.723	94	509
WP_010578407.1	lcl|NZ_JFZO01000040.1_cds_WP_001067556.1_1480	96.061	330	330
WP_010578407.1	lcl|NZ_JFZO01000040.1_cds_WP_000707057.1_1501	28.522	291	330
WP_010578407.1	lcl|NZ_JFZO01000040.1_cds_WP_000646251.1_1477	29.316	307	330
WP_010578407.1	lcl|NZ_JFZO01000040.1_cds_WP_000600886.1_1505	27.068	266	330
WP_010578407.1	lcl|NZ_JFZO01000127.1_cds_WP_001984071.1_3590	25.735	272	330
WP_010578407.1	lcl|NZ_JFZO01000031.1_cds_WP_001003550.1_1150	30.041	243	330
WP_010578407.1	lcl|NZ_JFZO01000040.1_cds_WP_000723084.1_1560	24.625	333	330
WP_010578407.1	lcl|NZ_JFZO01000002.1_cds_WP_000744700.1_48	26.266	316	330
WP_010578407.1	lcl|NZ_JFZO01000040.1_cds_WP_000025488.1_1499	29.864	221	330
WP_010578407.1	lcl|NZ_JFZO01000146.1_cds_WP_000649927.1_3708	29.644	253	330
WP_010578407.1	lcl|NZ_JFZO01000071.1_cds_WP_000688700.1_2473	25.339	221	330
WP_010578407.1	lcl|NZ_JFZO01000040.1_cds_WP_000601375.1_1534	26.119	268	330
WP_010578406.1	lcl|NZ_JFZO01000040.1_cds_WP_000575397.1_1495	33.898	354	366
WP_010578406.1	lcl|NZ_JFZO01000040.1_cds_WP_000575184.1_1554	33.714	350	366
WP_010578406.1	lcl|NZ_JFZO01000071.1_cds_WP_001281953.1_2457	27.968	379	366
WP_010578406.1	lcl|NZ_JFZO01000040.1_cds_WP_000346036.1_1515	27.809	356	366
WP_010578406.1	lcl|NZ_JFZO01000042.1_cds_WP_000538750.1_1660	29.132	357	366
WP_010578406.1	lcl|NZ_JFZO01000040.1_cds_WP_000947842.1_1506	26.667	345	366
WP_010578406.1	lcl|NZ_JFZO01000030.1_cds_WP_001982414.1_1122	31.579	190	366
WP_010578405.1	lcl|NZ_JFZO01000040.1_cds_WP_000575397.1_1495	41.011	356	367
WP_010578405.1	lcl|NZ_JFZO01000040.1_cds_WP_000575184.1_1554	37.398	369	367
WP_010578405.1	lcl|NZ_JFZO01000042.1_cds_WP_000538750.1_1660	31.267	371	367
WP_010578405.1	lcl|NZ_JFZO01000071.1_cds_WP_001281953.1_2457	29.948	384	367
WP_010578405.1	lcl|NZ_JFZO01000040.1_cds_WP_000346036.1_1515	26.374	364	367
WP_010578405.1	lcl|NZ_JFZO01000040.1_cds_WP_000947842.1_1506	26.404	356	367
WP_010578405.1	lcl|NZ_JFZO01000030.1_cds_WP_001982414.1_1122	25.698	358	367
WP_020984976.1	lcl|NZ_JFZO01000040.1_cds_WP_000776640.1_1481	37.912	546	544
WP_020984976.1	lcl|NZ_JFZO01000040.1_cds_WP_000776640.1_1481	37.912	546	544
WP_010578402.1	lcl|NZ_JFZO01000040.1_cds_WP_000424610.1_1482	67.424	264	265
WP_010578402.1	lcl|NZ_JFZO01000123.1_cds_WP_001002665.1_3551	45.679	243	265
WP_020984841.1	lcl|NZ_JFZO01000040.1_cds_WP_025176350.1_1483	87.097	310	310
WP_020984841.1	lcl|NZ_JFZO01000083.1_cds_WP_000501205.1_2765	37.171	304	310
WP_020984841.1	lcl|NZ_JFZO01000003.1_cds_WP_001183723.1_123	27.881	269	310
WP_020984841.1	lcl|NZ_JFZO01000052.1_cds_WP_000279897.1_1899	23.664	262	310
