WP_020985020.1	lcl|NZ_AFLA01000081.1_cds_WP_000340715.1_1922	91.463	82	106
WP_010578412.1	lcl|NZ_AFLA01000081.1_cds_WP_000410273.1_1923	91.083	314	314
WP_010578412.1	lcl|NZ_AFLA01000081.1_cds_WP_000093099.1_1943	55.556	63	314
WP_010578412.1	lcl|NZ_AFLA01000081.1_cds_WP_000646250.1_1926	28.175	252	314
WP_010578412.1	lcl|NZ_AFLA01000112.1_cds_WP_000744700.1_1518	22.256	328	314
WP_010578412.1	lcl|NZ_AFLA01000081.1_cds_WP_000600889.1_1952	24.194	186	314
WP_010578412.1	lcl|NZ_AFLA01000081.1_cds_WP_000723090.1_2005	23.183	289	314
WP_010578412.1	lcl|NZ_AFLA01000081.1_cds_WP_001067557.1_1929	25.526	333	314
WP_020984893.1	lcl|NZ_AFLA01000081.1_cds_WP_000604524.1_1924	84.932	365	365
WP_010578411.1	lcl|NZ_AFLA01000081.1_cds_WP_000884059.1_1925	95.135	185	185
WP_010578411.1	lcl|NZ_AFLA01000024.1_cds_WP_000351733.1_3132	38.571	140	185
WP_010578410.1	lcl|NZ_AFLA01000081.1_cds_WP_000646250.1_1926	93.921	329	329
WP_010578410.1	lcl|NZ_AFLA01000112.1_cds_WP_000744700.1_1518	31.429	315	329
WP_010578410.1	lcl|NZ_AFLA01000081.1_cds_WP_000600889.1_1952	33.333	255	329
WP_010578410.1	lcl|NZ_AFLA01000081.1_cds_WP_000723090.1_2005	29.851	335	329
WP_010578410.1	lcl|NZ_AFLA01000199.1_cds_WP_001984071.1_456	32.026	306	329
WP_010578410.1	lcl|NZ_AFLA01000109.1_cds_WP_000649925.1_1650	30.091	329	329
WP_010578410.1	lcl|NZ_AFLA01000254.1_cds_WP_000709511.1_229	28.182	330	329
WP_010578410.1	lcl|NZ_AFLA01000081.1_cds_WP_001067557.1_1929	28.852	305	329
WP_010578410.1	lcl|NZ_AFLA01000034.1_cds_WP_000688695.1_2897	28.832	274	329
WP_010578410.1	lcl|NZ_AFLA01000081.1_cds_WP_000601375.1_1979	24.549	277	329
WP_010578410.1	lcl|NZ_AFLA01000081.1_cds_WP_000410273.1_1923	27.826	230	329
WP_010578410.1	lcl|NZ_AFLA01000081.1_cds_WP_000475904.1_1988	27.007	274	329
WP_010578410.1	lcl|NZ_AFLA01000134.1_cds_WP_001074785.1_1179	28.302	265	329
WP_010578410.1	lcl|NZ_AFLA01000104.1_cds_WP_001003555.1_1771	27.200	250	329
WP_010578410.1	lcl|NZ_AFLA01000081.1_cds_WP_000487322.1_1977	26.205	332	329
WP_020984930.1	lcl|NZ_AFLA01000081.1_cds_WP_000774262.1_1927	88.189	254	267
WP_020984930.1	lcl|NZ_AFLA01000081.1_cds_WP_000859505.1_1976	27.315	216	267
WP_020984930.1	lcl|NZ_AFLA01000081.1_cds_WP_000800438.1_1957	25.789	190	267
WP_020984930.1	lcl|NZ_AFLA01000081.1_cds_WP_000842260.1_2006	24.569	232	267
WP_020984930.1	lcl|NZ_AFLA01000028.1_cds_WP_000667727.1_3010	33.636	110	267
WP_020984930.1	lcl|NZ_AFLA01000249.1_cds_WP_000805357.1_318	36.047	86	267
WP_020984935.1	lcl|NZ_AFLA01000081.1_cds_WP_000612797.1_1928	87.402	508	509
WP_020984935.1	lcl|NZ_AFLA01000106.1_cds_WP_000291591.1_1749	27.329	322	509
WP_020984935.1	lcl|NZ_AFLA01000106.1_cds_WP_000364507.1_1748	28.723	94	509
WP_020984935.1	lcl|NZ_AFLA01000081.1_cds_WP_000612797.1_1928	87.402	508	509
WP_020984935.1	lcl|NZ_AFLA01000106.1_cds_WP_000291591.1_1749	27.329	322	509
WP_020984935.1	lcl|NZ_AFLA01000106.1_cds_WP_000364507.1_1748	28.723	94	509
WP_010578407.1	lcl|NZ_AFLA01000081.1_cds_WP_001067557.1_1929	96.364	330	330
WP_010578407.1	lcl|NZ_AFLA01000081.1_cds_WP_000646250.1_1926	28.990	307	330
WP_010578407.1	lcl|NZ_AFLA01000081.1_cds_WP_000600889.1_1952	27.068	266	330
WP_010578407.1	lcl|NZ_AFLA01000199.1_cds_WP_001984071.1_456	25.735	272	330
WP_010578407.1	lcl|NZ_AFLA01000104.1_cds_WP_001003555.1_1771	30.041	243	330
WP_010578407.1	lcl|NZ_AFLA01000112.1_cds_WP_000744700.1_1518	26.266	316	330
WP_010578407.1	lcl|NZ_AFLA01000081.1_cds_WP_000723090.1_2005	24.024	333	330
WP_010578407.1	lcl|NZ_AFLA01000109.1_cds_WP_000649925.1_1650	29.644	253	330
WP_010578407.1	lcl|NZ_AFLA01000034.1_cds_WP_000688695.1_2897	25.339	221	330
WP_010578407.1	lcl|NZ_AFLA01000081.1_cds_WP_000601375.1_1979	26.119	268	330
WP_010578406.1	lcl|NZ_AFLA01000081.1_cds_WP_001198107.1_1930	98.087	366	366
WP_010578406.1	lcl|NZ_AFLA01000081.1_cds_WP_000608295.1_1931	40.000	365	366
WP_010578406.1	lcl|NZ_AFLA01000081.1_cds_WP_000575178.1_1999	33.714	350	366
WP_010578406.1	lcl|NZ_AFLA01000169.1_cds_WP_001281953.1_674	27.968	379	366
WP_010578406.1	lcl|NZ_AFLA01000081.1_cds_WP_000346036.1_1960	27.809	356	366
WP_010578406.1	lcl|NZ_AFLA01000081.1_cds_WP_000582222.1_1941	32.394	355	366
WP_010578406.1	lcl|NZ_AFLA01000130.1_cds_WP_000538752.1_1237	29.132	357	366
WP_010578406.1	lcl|NZ_AFLA01000081.1_cds_WP_000947844.1_1953	26.667	345	366
WP_010578406.1	lcl|NZ_AFLA01000054.1_cds_WP_001982414.1_2337	31.579	190	366
WP_010578405.1	lcl|NZ_AFLA01000081.1_cds_WP_000608295.1_1931	96.185	367	367
WP_010578405.1	lcl|NZ_AFLA01000081.1_cds_WP_001198107.1_1930	40.000	365	367
WP_010578405.1	lcl|NZ_AFLA01000081.1_cds_WP_000575178.1_1999	37.398	369	367
WP_010578405.1	lcl|NZ_AFLA01000130.1_cds_WP_000538752.1_1237	31.267	371	367
WP_010578405.1	lcl|NZ_AFLA01000081.1_cds_WP_000582222.1_1941	35.077	325	367
WP_010578405.1	lcl|NZ_AFLA01000169.1_cds_WP_001281953.1_674	29.948	384	367
WP_010578405.1	lcl|NZ_AFLA01000081.1_cds_WP_000346036.1_1960	26.374	364	367
WP_010578405.1	lcl|NZ_AFLA01000081.1_cds_WP_000947844.1_1953	26.404	356	367
WP_010578405.1	lcl|NZ_AFLA01000054.1_cds_WP_001982414.1_2337	25.698	358	367
WP_010578405.1	lcl|NZ_AFLA01000042.1_cds_WP_000365890.1_2677	33.708	89	367
WP_020984976.1	lcl|NZ_AFLA01000081.1_cds_WP_000689743.1_1932	92.831	544	544
WP_020984976.1	lcl|NZ_AFLA01000081.1_cds_WP_000689743.1_1932	92.831	544	544
