Strain,WP_003009310.1,WP_003009323.1,WP_003009327.1,WP_003009344.1,WP_003009356.1,WP_003009375.1,WP_003009380.1,WP_003009386.1,WP_003009407.1,WP_003009413.1,WP_003009428.1,WP_003009471.1,WP_003009473.1,WP_003009476.1,WP_003009503.1,WP_003009508.1,WP_003009523.1,WP_003009525.1,WP_003009529.1,WP_003009573.1,WP_003009580.1,WP_003009589.1,WP_003009621.1,WP_003009636.1,WP_003009665.1,WP_003009722.1,WP_003009741.1,WP_003009765.1,WP_003009776.1,WP_003009804.1,WP_003009812.1,WP_003009872.1,WP_003009876.1,WP_003009878.1,WP_003009880.1,WP_003009886.1,WP_003009905.1,WP_003009932.1,WP_003009939.1,WP_003009943.1,WP_003009949.1,WP_003009953.1,WP_036096920.1,WP_036096929.1,WP_036096931.1,WP_036096935.1,WP_036096936.1,WP_036096942.1,WP_036096945.1,WP_036096948.1,WP_036096962.1,WP_036096970.1,WP_036096972.1,WP_036096998.1,WP_036097005.1,WP_196221670.1,WP_230458349.1,target
012K,71.4289169435216,84.76198095238095,79.739,76.47019607843137,0.0,73.68427777777777,69.13,0.0,70.97838485804417,76.412,10.241132530120481,72.04295698924732,84.74299336650084,62.980810096153846,41.97311036789298,90.435,64.855701188455,70.41821864951768,79.835,29.69692121212121,67.99413864306786,71.359,53.56052012383901,90.2436292682927,71.6084858044164,86.798,0.0,50.785591623036645,78.55293281653746,38.47611895910781,71.471,66.55389527027027,75.77675776397514,0.0,76.92328671328671,75.62754838709677,80.00044137931035,75.09603448275863,70.03213680781758,63.40286713286713,63.540261946902646,76.83642937853108,69.42637579617835,72.47868376068377,78.322,73.181,0.0,76.842,72.727,84.30403037974683,79.104,0.0,29.87507053941909,71.52296026490068,71.99,77.419,36.124105263157894,0
028K,71.4289169435216,84.76198095238095,79.739,76.47019607843137,0.0,73.68427777777777,69.13,0.0,70.97838485804417,76.412,10.241132530120481,72.04295698924732,84.74299336650084,62.980810096153846,41.97311036789298,90.435,64.855701188455,70.41821864951768,79.835,29.69692121212121,48.23012389380531,71.359,53.56052012383901,90.2436292682927,71.6084858044164,86.798,0.0,50.785591623036645,78.55293281653746,38.47611895910781,71.471,66.55389527027027,75.77675776397514,0.0,76.92328671328671,75.62754838709677,80.00044137931035,75.09603448275863,70.03213680781758,63.40286713286713,63.540261946902646,76.83642937853108,69.42637579617835,72.47868376068377,78.322,73.181,0.0,76.842,72.727,84.30403037974683,79.104,0.0,29.87507053941909,71.52296026490068,71.99,77.419,36.124105263157894,0
080K,71.4289169435216,84.76198095238095,79.739,76.47019607843137,0.0,73.68427777777777,69.13,0.0,70.97838485804417,76.412,10.241132530120481,72.04295698924732,84.74299336650084,62.980810096153846,41.97311036789298,90.435,64.855701188455,70.41821864951768,79.835,29.69692121212121,67.99413864306786,71.359,53.56052012383901,90.2436292682927,71.6084858044164,86.798,0.0,50.785591623036645,78.55293281653746,38.47611895910781,71.471,66.55389527027027,75.77675776397514,0.0,76.92328671328671,75.62754838709677,80.00044137931035,75.09603448275863,70.03213680781758,63.40286713286713,63.540261946902646,76.83642937853108,69.42637579617835,72.47868376068377,78.322,73.181,0.0,76.842,72.727,84.30403037974683,79.104,0.0,29.87507053941909,71.52296026490068,71.99,77.419,36.124105263157894,0
138034,68.77067774086379,85.71382857142856,80.392,30.53198879551821,0.0,71.92954385964912,0.0,36.13442857142857,64.03777917981073,75.41554817275747,15.060337349397589,68.10029032258063,0.0,63.70177884615385,41.97311036789298,89.565,11.205275042444821,70.09630225080386,24.279670781893003,79.394,67.25701474926254,72.816,19.194941176470586,89.75596341463414,71.92439116719243,87.36,0.0,50.78500785340314,77.51930232558139,37.73216356877323,70.27,69.59456756756757,73.29242236024844,0.0,73.077,76.34417204301074,80.6896551724138,33.71659003831418,70.68373941368078,62.47058275058274,0.0,22.59885875706215,80.04206369426751,54.3592,81.11865034965035,69.89986875891584,39.62275471698113,0.0,0.0,86.32889113924051,80.597,0.0,28.21539419087137,72.18576158940397,70.942,76.344,37.798564593301435,0
1530d,68.77067774086379,85.71382857142856,80.719,30.812408963585437,0.0,71.92954385964912,0.0,36.13442857142857,64.03777917981073,75.41554817275747,15.060337349397589,68.10029032258063,85.24040464344942,63.220817307692315,63.545471571906354,89.565,23.9385025466893,70.09630225080386,0.0,79.394,67.40457817109144,72.816,18.885696594427248,32.68283170731707,27.76039116719243,87.36,0.0,45.288023560209425,77.51930232558139,37.91830855018588,70.27,69.93227027027027,73.29242236024844,0.0,73.427,76.34417204301074,80.6896551724138,33.71659003831418,0.0,62.47058275058274,0.0,81.6385338983051,80.89146284501062,54.359109401709404,81.11865034965035,69.89986875891584,39.62275471698113,0.0,0.0,86.32889113924051,37.313208955223885,0.0,28.21539419087137,72.18576158940397,70.419,75.986,36.00476196172249,0
158145,68.77067774086379,85.71382857142856,80.392,30.53198879551821,0.0,71.92954385964912,0.0,36.13442857142857,64.03777917981073,75.41554817275747,15.060337349397589,68.10029032258063,0.0,63.70177884615385,41.97311036789298,89.565,11.205275042444821,70.09630225080386,24.279670781893003,79.394,67.25701474926254,72.816,19.194941176470586,89.75596341463414,71.92439116719243,87.36,0.0,50.78500785340314,77.51930232558139,37.73216356877323,70.27,69.59456756756757,73.29242236024844,0.0,73.077,76.34417204301074,80.6896551724138,33.71659003831418,70.68373941368078,62.47058275058274,0.0,22.59885875706215,80.04206369426751,54.3592,81.11865034965035,69.89986875891584,39.62275471698113,0.0,0.0,86.32889113924051,80.597,0.0,28.21539419087137,72.18576158940397,70.942,76.344,37.798564593301435,0
168079,68.77067774086379,85.71382857142856,80.392,30.53198879551821,0.0,71.92954385964912,0.0,36.13442857142857,64.03777917981073,75.41554817275747,15.060337349397589,68.10029032258063,0.0,63.70177884615385,41.97311036789298,89.565,11.205275042444821,70.09630225080386,24.279670781893003,79.394,67.25701474926254,72.816,19.194941176470586,89.75596341463414,71.92439116719243,87.36,0.0,50.78500785340314,77.51930232558139,37.73216356877323,70.27,69.59456756756757,73.29242236024844,0.0,73.077,76.34417204301074,80.6896551724138,33.71659003831418,70.68373941368078,62.47058275058274,0.0,22.59885875706215,80.04206369426751,54.3592,81.11865034965035,69.89986875891584,39.62275471698113,0.0,0.0,86.32889113924051,80.597,0.0,28.21539419087137,72.18576158940397,70.942,76.344,37.798564593301435,0
168148,68.77067774086379,85.71382857142856,81.046,30.53198879551821,0.0,71.92954385964912,0.0,36.13442857142857,64.03777917981073,75.41554817275747,15.060337349397589,68.10029032258063,0.0,39.18257451923076,41.97311036789298,89.565,11.205275042444821,70.09630225080386,24.279670781893003,79.394,67.25701474926254,72.816,19.194941176470586,89.75596341463414,71.92439116719243,87.36,0.0,50.78500785340314,77.51930232558139,37.73216356877323,70.27,69.59456756756757,73.29242236024844,0.0,73.077,76.34417204301074,80.6896551724138,33.71659003831418,70.68373941368078,46.620303030303035,0.0,22.59885875706215,80.04206369426751,54.3592,80.41976223776223,69.89986875891584,39.62275471698113,0.0,0.0,86.32889113924051,80.597,0.0,28.21539419087137,72.18576158940397,70.942,76.344,37.798564593301435,0
178047,66.77774086378737,85.71382857142856,81.046,30.53198879551821,0.0,71.92954385964912,0.0,36.13442857142857,64.03777917981073,75.41554817275747,15.060337349397589,68.10029032258063,0.0,63.46129807692308,41.97311036789298,89.565,11.205275042444821,70.09630225080386,24.279670781893003,79.394,67.25701474926254,72.816,19.194941176470586,89.75596341463414,71.92439116719243,87.36,0.0,50.78500785340314,77.51930232558139,37.73216356877323,70.27,69.59456756756757,73.29242236024844,0.0,73.077,76.34417204301074,80.6896551724138,33.71659003831418,70.68373941368078,62.47058275058274,0.0,22.59885875706215,80.04206369426751,54.3592,80.41976223776223,69.89986875891584,39.62275471698113,0.0,0.0,86.32889113924051,80.597,0.0,28.21539419087137,72.18576158940397,70.942,76.344,37.798564593301435,0
178101,68.77067774086379,85.71382857142856,81.046,30.53198879551821,0.0,71.92954385964912,0.0,36.13442857142857,64.03777917981073,75.41554817275747,15.060337349397589,68.10029032258063,0.0,63.46129807692308,41.97311036789298,89.565,11.205275042444821,70.09630225080386,24.279670781893003,79.394,67.25701474926254,72.816,19.194941176470586,89.75596341463414,71.92439116719243,87.36,0.0,50.78500785340314,77.51930232558139,37.73216356877323,70.27,69.59456756756757,73.29242236024844,0.0,73.077,76.34417204301074,80.6896551724138,33.71659003831418,70.68373941368078,62.47058275058274,0.0,22.59885875706215,80.04206369426751,54.3592,80.41976223776223,69.89986875891584,39.62275471698113,0.0,0.0,86.32889113924051,80.597,0.0,28.21539419087137,72.18576158940397,70.942,76.344,37.798564593301435,0
