WP_000340713.1	lcl|NZ_JASEXM010000033.1_cds_WP_004462903.1_2181	94.186	86	106
WP_000412665.1	lcl|NZ_JASEXM010000033.1_cds_WP_004472299.1_2180	92.581	310	314
WP_000412665.1	lcl|NZ_JASEXM010000003.1_cds_WP_004461583.1_329	25.460	326	314
WP_000412665.1	lcl|NZ_JASEXM010000033.1_cds_WP_004479538.1_2177	26.394	269	314
WP_000412665.1	lcl|NZ_JASEXM010000050.1_cds_WP_282987175.1_2778	23.549	293	314
WP_000412665.1	lcl|NZ_JASEXM010000010.1_cds_WP_004487738.1_1110	24.699	332	314
WP_000412665.1	lcl|NZ_JASEXM010000250.1_cds_WP_282987555.1_3683	22.424	165	314
WP_000412665.1	lcl|NZ_JASEXM010000008.1_cds_WP_004468319.1_873	22.353	170	314
WP_000652101.1	lcl|NZ_JASEXM010000264.1_cds_QMM92_RS20905_3952	96.047	253	427
WP_000652101.1	lcl|NZ_JASEXM010000264.1_cds_QMM92_RS20905_3952	94.444	108	427
WP_000652101.1	lcl|NZ_JASEXM010000264.1_cds_QMM92_RS20905_3952	86.441	59	427
WP_000361605.1	lcl|NZ_JASEXM010000178.1_cds_WP_282987502.1_3786	93.712	493	597
WP_000361605.1	lcl|NZ_JASEXM010000189.1_cds_WP_282987513.1_3810	53.638	591	597
WP_000361605.1	lcl|NZ_JASEXM010000031.1_cds_WP_050562807.1_2110	35.121	373	597
WP_000361605.1	lcl|NZ_JASEXM010000055.1_cds_WP_004467560.1_2892	32.750	400	597
WP_000361605.1	lcl|NZ_JASEXM010000017.1_cds_WP_004472662.1_1590	32.067	421	597
WP_000361605.1	lcl|NZ_JASEXM010000178.1_cds_QMM92_RS18910_3787	96.154	78	597
WP_000361605.1	lcl|NZ_JASEXM010000051.1_cds_WP_004461439.1_2801	28.326	233	597
WP_000361605.1	lcl|NZ_JASEXM010000002.1_cds_WP_004457911.1_213	32.057	209	597
WP_000361605.1	lcl|NZ_JASEXM010000017.1_cds_WP_004473839.1_1561	25.833	240	597
WP_000361605.1	lcl|NZ_JASEXM010000001.1_cds_WP_004463720.1_104	30.233	215	597
WP_000361605.1	lcl|NZ_JASEXM010000030.1_cds_WP_004466497.1_2093	26.786	224	597
WP_000361605.1	lcl|NZ_JASEXM010000004.1_cds_WP_004458038.1_504	30.319	188	597
WP_000361605.1	lcl|NZ_JASEXM010000001.1_cds_WP_004460086.1_138	28.340	247	597
WP_000361605.1	lcl|NZ_JASEXM010000003.1_cds_WP_282986674.1_402	31.507	219	597
WP_000361605.1	lcl|NZ_JASEXM010000029.1_cds_WP_004480113.1_2037	29.258	229	597
