WP_000340713.1	lcl|NZ_JQPC01000060.1_cds_WP_000340715.1_3094	95.349	86	106
WP_000412665.1	lcl|NZ_JQPC01000060.1_cds_WP_000410268.1_3095	95.161	310	314
WP_000412665.1	lcl|NZ_JQPC01000032.1_cds_WP_000744695.1_1657	24.925	333	314
WP_000412665.1	lcl|NZ_JQPC01000060.1_cds_WP_000723079.1_3148	22.022	277	314
WP_000412665.1	lcl|NZ_JQPC01000060.1_cds_WP_000723082.1_3170	22.680	291	314
WP_000412665.1	lcl|NZ_JQPC01000060.1_cds_WP_000567886.1_3150	23.364	214	314
WP_000361605.1	lcl|NZ_JQPC01000025.1_cds_WP_061246023.1_1135	35.714	378	597
WP_000361605.1	lcl|NZ_JQPC01000025.1_cds_WP_000667646.1_1091	32.832	399	597
WP_000361605.1	lcl|NZ_JQPC01000032.1_cds_WP_000828456.1_1566	31.591	421	597
WP_000361605.1	lcl|NZ_JQPC01000060.1_cds_WP_000615263.1_3123	32.932	249	597
WP_000361605.1	lcl|NZ_JQPC01000014.1_cds_WP_000510773.1_636	28.372	215	597
WP_000361605.1	lcl|NZ_JQPC01000033.1_cds_WP_000619182.1_1811	29.960	247	597
WP_000361605.1	lcl|NZ_JQPC01000013.1_cds_WP_001161019.1_533	31.579	209	597
WP_000361605.1	lcl|NZ_JQPC01000033.1_cds_WP_001052496.1_1766	25.703	249	597
WP_000361605.1	lcl|NZ_JQPC01000044.1_cds_WP_002071818.1_2317	30.131	229	597
WP_000361605.1	lcl|NZ_JQPC01000063.1_cds_WP_000433117.1_3448	28.947	228	597
WP_000361605.1	lcl|NZ_JQPC01000049.1_cds_WP_001982953.1_2486	24.779	226	597
WP_000361605.1	lcl|NZ_JQPC01000023.1_cds_WP_001141155.1_1048	31.364	220	597
WP_000361605.1	lcl|NZ_JQPC01000033.1_cds_WP_000218838.1_1812	28.980	245	597
WP_000361605.1	lcl|NZ_JQPC01000064.1_cds_WP_000666552.1_3502	27.778	234	597
WP_000361605.1	lcl|NZ_JQPC01000063.1_cds_WP_001089503.1_3480	29.091	220	597
WP_000361605.1	lcl|NZ_JQPC01000056.1_cds_WP_000184524.1_2763	27.979	193	597
WP_000361605.1	lcl|NZ_JQPC01000006.1_cds_WP_000047473.1_148	26.977	215	597
WP_000361605.1	lcl|NZ_JQPC01000032.1_cds_WP_000052667.1_1464	26.201	229	597
WP_000361605.1	lcl|NZ_JQPC01000059.1_cds_WP_000603361.1_2984	25.000	228	597
WP_000361605.1	lcl|NZ_JQPC01000060.1_cds_WP_000651462.1_3213	26.984	252	597
WP_000361605.1	lcl|NZ_JQPC01000052.1_cds_WP_000590871.1_2627	24.651	215	597
WP_000361605.1	lcl|NZ_JQPC01000009.1_cds_WP_001049212.1_254	27.451	255	597
WP_000361605.1	lcl|NZ_JQPC01000009.1_cds_WP_001049212.1_254	25.764	229	597
WP_000361605.1	lcl|NZ_JQPC01000030.1_cds_WP_001288322.1_1347	27.660	235	597
WP_000361605.1	lcl|NZ_JQPC01000035.1_cds_WP_000598571.1_1880	26.244	221	597
WP_000361605.1	lcl|NZ_JQPC01000060.1_cds_WP_000054165.1_3003	24.876	201	597
WP_000361605.1	lcl|NZ_JQPC01000025.1_cds_WP_000626143.1_1130	29.327	208	597
WP_000361605.1	lcl|NZ_JQPC01000025.1_cds_WP_000626143.1_1130	24.719	178	597
WP_000361605.1	lcl|NZ_JQPC01000025.1_cds_WP_000136058.1_1167	27.753	227	597
WP_000361605.1	lcl|NZ_JQPC01000028.1_cds_WP_000481721.1_1306	24.783	230	597
WP_000361605.1	lcl|NZ_JQPC01000028.1_cds_WP_000481721.1_1306	23.431	239	597
WP_000361605.1	lcl|NZ_JQPC01000025.1_cds_WP_061246023.1_1135	35.714	378	597
WP_000361605.1	lcl|NZ_JQPC01000025.1_cds_WP_000667646.1_1091	32.832	399	597
WP_000361605.1	lcl|NZ_JQPC01000032.1_cds_WP_000828456.1_1566	31.591	421	597
WP_000361605.1	lcl|NZ_JQPC01000060.1_cds_WP_000615263.1_3123	32.932	249	597
WP_000361605.1	lcl|NZ_JQPC01000014.1_cds_WP_000510773.1_636	28.372	215	597
WP_000361605.1	lcl|NZ_JQPC01000033.1_cds_WP_000619182.1_1811	29.960	247	597
WP_000361605.1	lcl|NZ_JQPC01000013.1_cds_WP_001161019.1_533	31.579	209	597
WP_000361605.1	lcl|NZ_JQPC01000033.1_cds_WP_001052496.1_1766	25.703	249	597
WP_000361605.1	lcl|NZ_JQPC01000044.1_cds_WP_002071818.1_2317	30.131	229	597
WP_000361605.1	lcl|NZ_JQPC01000063.1_cds_WP_000433117.1_3448	28.947	228	597
WP_000361605.1	lcl|NZ_JQPC01000049.1_cds_WP_001982953.1_2486	24.779	226	597
WP_000361605.1	lcl|NZ_JQPC01000023.1_cds_WP_001141155.1_1048	31.364	220	597
WP_000361605.1	lcl|NZ_JQPC01000033.1_cds_WP_000218838.1_1812	28.980	245	597
WP_000361605.1	lcl|NZ_JQPC01000064.1_cds_WP_000666552.1_3502	27.778	234	597
WP_000361605.1	lcl|NZ_JQPC01000063.1_cds_WP_001089503.1_3480	29.091	220	597
WP_000361605.1	lcl|NZ_JQPC01000056.1_cds_WP_000184524.1_2763	27.979	193	597
WP_000361605.1	lcl|NZ_JQPC01000006.1_cds_WP_000047473.1_148	26.977	215	597
WP_000361605.1	lcl|NZ_JQPC01000032.1_cds_WP_000052667.1_1464	26.201	229	597
WP_000361605.1	lcl|NZ_JQPC01000059.1_cds_WP_000603361.1_2984	25.000	228	597
WP_000361605.1	lcl|NZ_JQPC01000060.1_cds_WP_000651462.1_3213	26.984	252	597
WP_000361605.1	lcl|NZ_JQPC01000052.1_cds_WP_000590871.1_2627	24.651	215	597
WP_000361605.1	lcl|NZ_JQPC01000009.1_cds_WP_001049212.1_254	27.451	255	597
WP_000361605.1	lcl|NZ_JQPC01000009.1_cds_WP_001049212.1_254	25.764	229	597
