WP_000340713.1	lcl|NZ_AFLH02000484.1_cds_WP_000340715.1_1033	95.349	86	106
WP_000412665.1	lcl|NZ_AFLH02000484.1_cds_WP_000410273.1_1032	95.192	312	314
WP_000412665.1	lcl|NZ_AFLH02000484.1_cds_WP_000093099.1_1012	53.968	63	314
WP_000412665.1	lcl|NZ_AFLH02000238.1_cds_WP_000744700.1_2945	24.925	333	314
WP_000412665.1	lcl|NZ_AFLH02000484.1_cds_WP_000646250.1_1029	26.766	269	314
WP_000412665.1	lcl|NZ_AFLH02000484.1_cds_WP_000600889.1_1003	26.425	193	314
WP_000412665.1	lcl|NZ_AFLH02000091.1_cds_WP_000723090.1_3625	22.680	291	314
WP_000412665.1	lcl|NZ_AFLH02000425.1_cds_WP_000723090.1_1806	22.680	291	314
WP_000361605.1	lcl|NZ_AFLH02000031.1_cds_WP_000172202.1_3876	35.185	378	597
WP_000361605.1	lcl|NZ_AFLH02000244.1_cds_WP_000667646.1_2903	32.832	399	597
WP_000361605.1	lcl|NZ_AFLH02000489.1_cds_WP_000828455.1_917	31.591	421	597
WP_000361605.1	lcl|NZ_AFLH02000484.1_cds_WP_000834715.1_1009	31.169	385	597
WP_000361605.1	lcl|NZ_AFLH02000499.1_cds_WP_000510777.1_705	28.372	215	597
WP_000361605.1	lcl|NZ_AFLH02000501.1_cds_WP_001161019.1_671	31.579	209	597
WP_000361605.1	lcl|NZ_AFLH02000292.1_cds_WP_000619175.1_2636	29.555	247	597
WP_000361605.1	lcl|NZ_AFLH02000472.1_cds_WP_000942282.1_1198	30.568	229	597
WP_000361605.1	lcl|NZ_AFLH02000524.1_cds_WP_000433117.1_231	28.947	228	597
WP_000361605.1	lcl|NZ_AFLH02000512.1_cds_WP_001982953.1_465	24.779	226	597
WP_000361605.1	lcl|NZ_AFLH02000084.1_cds_WP_001141158.1_3659	31.364	220	597
WP_000361605.1	lcl|NZ_AFLH02000292.1_cds_WP_000218838.1_2637	28.980	245	597
WP_000361605.1	lcl|NZ_AFLH02000223.1_cds_WP_000666552.1_3022	27.778	234	597
WP_000361605.1	lcl|NZ_AFLH02000515.1_cds_WP_001089500.1_393	29.091	220	597
WP_000361605.1	lcl|NZ_AFLH02000504.1_cds_WP_000184524.1_617	27.979	193	597
WP_000361605.1	lcl|NZ_AFLH02000491.1_cds_WP_000047473.1_848	26.977	215	597
WP_000361605.1	lcl|NZ_AFLH02000057.1_cds_WP_000052667.1_3761	26.201	229	597
WP_000361605.1	lcl|NZ_AFLH02000517.1_cds_WP_000590867.1_358	24.651	215	597
WP_000361605.1	lcl|NZ_AFLH02000532.1_cds_WP_000603361.1_127	25.000	228	597
WP_000361605.1	lcl|NZ_AFLH02000309.1_cds_WP_000675807.1_2549	26.800	250	597
WP_000361605.1	lcl|NZ_AFLH02000520.1_cds_WP_001049206.1_315	27.451	255	597
WP_000361605.1	lcl|NZ_AFLH02000520.1_cds_WP_001049206.1_315	25.328	229	597
WP_000361605.1	lcl|NZ_AFLH02000126.1_cds_WP_001288326.1_3472	27.542	236	597
WP_000361605.1	lcl|NZ_AFLH02000348.1_cds_LEP2GSC154_RS02000000223815_2419	30.702	114	597
WP_000361605.1	lcl|NZ_AFLH02000495.1_cds_WP_000598571.1_761	26.244	221	597
WP_000361605.1	lcl|NZ_AFLH02000532.1_cds_WP_000054169.1_111	24.876	201	597
WP_000361605.1	lcl|NZ_AFLH02000033.1_cds_WP_000136057.1_3870	28.000	225	597
WP_000361605.1	lcl|NZ_AFLH02000408.1_cds_WP_000626143.1_1964	29.327	208	597
WP_000361605.1	lcl|NZ_AFLH02000408.1_cds_WP_000626143.1_1964	24.719	178	597
WP_000361605.1	lcl|NZ_AFLH02000441.1_cds_WP_000481720.1_1656	24.783	230	597
WP_000361605.1	lcl|NZ_AFLH02000441.1_cds_WP_000481720.1_1656	23.431	239	597
WP_000361605.1	lcl|NZ_AFLH02000031.1_cds_WP_000172202.1_3876	35.185	378	597
WP_000361605.1	lcl|NZ_AFLH02000244.1_cds_WP_000667646.1_2903	32.832	399	597
WP_000361605.1	lcl|NZ_AFLH02000489.1_cds_WP_000828455.1_917	31.591	421	597
WP_000361605.1	lcl|NZ_AFLH02000484.1_cds_WP_000834715.1_1009	31.169	385	597
WP_000361605.1	lcl|NZ_AFLH02000499.1_cds_WP_000510777.1_705	28.372	215	597
WP_000361605.1	lcl|NZ_AFLH02000501.1_cds_WP_001161019.1_671	31.579	209	597
WP_000361605.1	lcl|NZ_AFLH02000292.1_cds_WP_000619175.1_2636	29.555	247	597
WP_000361605.1	lcl|NZ_AFLH02000472.1_cds_WP_000942282.1_1198	30.568	229	597
WP_000361605.1	lcl|NZ_AFLH02000524.1_cds_WP_000433117.1_231	28.947	228	597
WP_000361605.1	lcl|NZ_AFLH02000512.1_cds_WP_001982953.1_465	24.779	226	597
WP_000361605.1	lcl|NZ_AFLH02000084.1_cds_WP_001141158.1_3659	31.364	220	597
WP_000361605.1	lcl|NZ_AFLH02000292.1_cds_WP_000218838.1_2637	28.980	245	597
WP_000361605.1	lcl|NZ_AFLH02000223.1_cds_WP_000666552.1_3022	27.778	234	597
WP_000361605.1	lcl|NZ_AFLH02000515.1_cds_WP_001089500.1_393	29.091	220	597
WP_000361605.1	lcl|NZ_AFLH02000504.1_cds_WP_000184524.1_617	27.979	193	597
WP_000361605.1	lcl|NZ_AFLH02000491.1_cds_WP_000047473.1_848	26.977	215	597
WP_000361605.1	lcl|NZ_AFLH02000057.1_cds_WP_000052667.1_3761	26.201	229	597
WP_000361605.1	lcl|NZ_AFLH02000517.1_cds_WP_000590867.1_358	24.651	215	597
WP_000361605.1	lcl|NZ_AFLH02000532.1_cds_WP_000603361.1_127	25.000	228	597
WP_000361605.1	lcl|NZ_AFLH02000309.1_cds_WP_000675807.1_2549	26.800	250	597
WP_000361605.1	lcl|NZ_AFLH02000520.1_cds_WP_001049206.1_315	27.451	255	597
WP_000361605.1	lcl|NZ_AFLH02000520.1_cds_WP_001049206.1_315	25.328	229	597
WP_000361605.1	lcl|NZ_AFLH02000126.1_cds_WP_001288326.1_3472	27.542	236	597
WP_000361605.1	lcl|NZ_AFLH02000348.1_cds_LEP2GSC154_RS02000000223815_2419	30.702	114	597
WP_000361605.1	lcl|NZ_AFLH02000495.1_cds_WP_000598571.1_761	26.244	221	597
WP_000361605.1	lcl|NZ_AFLH02000532.1_cds_WP_000054169.1_111	24.876	201	597
WP_000361605.1	lcl|NZ_AFLH02000033.1_cds_WP_000136057.1_3870	28.000	225	597
WP_000361605.1	lcl|NZ_AFLH02000408.1_cds_WP_000626143.1_1964	29.327	208	597
WP_000361605.1	lcl|NZ_AFLH02000408.1_cds_WP_000626143.1_1964	24.719	178	597
WP_000361605.1	lcl|NZ_AFLH02000441.1_cds_WP_000481720.1_1656	24.783	230	597
WP_000361605.1	lcl|NZ_AFLH02000441.1_cds_WP_000481720.1_1656	23.431	239	597
WP_000699347.1	lcl|NZ_AFLH02000484.1_cds_WP_000646250.1_1029	31.014	345	350
WP_000699347.1	lcl|NZ_AFLH02000091.1_cds_WP_000723090.1_3625	24.438	356	350
WP_000699347.1	lcl|NZ_AFLH02000425.1_cds_WP_000723090.1_1806	24.438	356	350
WP_000699347.1	lcl|NZ_AFLH02000238.1_cds_WP_000744700.1_2945	24.576	354	350
WP_000699347.1	lcl|NZ_AFLH02000484.1_cds_WP_000600889.1_1003	24.384	365	350
WP_000699347.1	lcl|NZ_AFLH02000269.1_cds_WP_001984071.1_2768	24.194	310	350
WP_000699347.1	lcl|NZ_AFLH02000484.1_cds_WP_000410273.1_1032	24.437	311	350
WP_000699347.1	lcl|NZ_AFLH02000271.1_cds_WP_000649925.1_2762	24.675	308	350
WP_000699347.1	lcl|NZ_AFLH02000484.1_cds_WP_001067557.1_1026	25.000	256	350
WP_000699347.1	lcl|NZ_AFLH02000190.1_cds_WP_000709511.1_3209	25.882	255	350
WP_000699347.1	lcl|NZ_AFLH02000475.1_cds_WP_001074785.1_1130	25.000	256	350
WP_000699347.1	lcl|NZ_AFLH02000484.1_cds_WP_000601375.1_976	21.557	334	350
WP_000699347.1	lcl|NZ_AFLH02000484.1_cds_WP_000487322.1_978	26.519	181	350
WP_000699347.1	lcl|NZ_AFLH02000449.1_cds_WP_001003555.1_1579	24.468	188	350
WP_000275582.1	lcl|NZ_AFLH02000484.1_cds_WP_001230564.1_1000	37.237	333	349
WP_000275582.1	lcl|NZ_AFLH02000484.1_cds_WP_000582618.1_996	34.545	330	349
WP_000275582.1	lcl|NZ_AFLH02000209.1_cds_WP_001011675.1_3143	36.957	276	349
WP_000275582.1	lcl|NZ_AFLH02000484.1_cds_WP_001230564.1_1000	37.237	333	349
WP_000275582.1	lcl|NZ_AFLH02000484.1_cds_WP_000582618.1_996	34.545	330	349
WP_000275582.1	lcl|NZ_AFLH02000209.1_cds_WP_001011675.1_3143	36.957	276	349
WP_000623952.1	lcl|NZ_AFLH02000484.1_cds_WP_000132016.1_1004	37.975	237	247
WP_000623952.1	lcl|NZ_AFLH02000484.1_cds_WP_001046757.1_994	34.802	227	247
WP_000208484.1	lcl|NZ_AFLH02000518.1_cds_WP_001982325.1_346	26.316	266	323
WP_000208484.1	lcl|NZ_AFLH02000484.1_cds_WP_000675255.1_981	24.715	263	323
WP_000208484.1	lcl|NZ_AFLH02000009.1_cds_WP_000421034.1_3949	23.297	279	323
WP_000208484.1	lcl|NZ_AFLH02000518.1_cds_WP_001982325.1_346	26.316	266	323
WP_000208484.1	lcl|NZ_AFLH02000484.1_cds_WP_000675255.1_981	24.715	263	323
