WP_000340713.1	lcl|NZ_RQHL01000012.1_cds_WP_135742280.1_1804	63.514	74	106
WP_000412665.1	lcl|NZ_RQHL01000012.1_cds_WP_135742279.1_1803	79.032	310	314
WP_000412665.1	lcl|NZ_RQHL01000004.1_cds_WP_135739989.1_2295	22.727	330	314
WP_000412665.1	lcl|NZ_RQHL01000012.1_cds_WP_135742275.1_1799	23.404	282	314
WP_000412665.1	lcl|NZ_RQHL01000017.1_cds_WP_135742698.1_3606	23.529	170	314
WP_000361605.1	lcl|NZ_RQHL01000012.1_cds_WP_135741237.1_582	43.621	243	597
WP_000361605.1	lcl|NZ_RQHL01000012.1_cds_WP_135740849.1_127	37.638	271	597
WP_000361605.1	lcl|NZ_RQHL01000004.1_cds_WP_135740247.1_2584	32.927	410	597
WP_000361605.1	lcl|NZ_RQHL01000004.1_cds_WP_135740191.1_2522	37.457	291	597
WP_000361605.1	lcl|NZ_RQHL01000012.1_cds_WP_135740851.1_129	27.247	356	597
WP_000361605.1	lcl|NZ_RQHL01000023.1_cds_WP_135743065.1_3384	29.396	364	597
WP_000361605.1	lcl|NZ_RQHL01000012.1_cds_WP_135741548.1_935	29.279	222	597
WP_000361605.1	lcl|NZ_RQHL01000006.1_cds_WP_135740639.1_2977	27.731	238	597
WP_000361605.1	lcl|NZ_RQHL01000006.1_cds_WP_135740717.1_3071	30.000	210	597
WP_000361605.1	lcl|NZ_RQHL01000012.1_cds_WP_135742140.1_1619	29.204	226	597
WP_000361605.1	lcl|NZ_RQHL01000021.1_cds_WP_135742766.1_3664	28.814	236	597
WP_000361605.1	lcl|NZ_RQHL01000012.1_cds_WP_135742198.1_1683	28.507	221	597
WP_000361605.1	lcl|NZ_RQHL01000012.1_cds_WP_244242789.1_1377	29.954	217	597
WP_000361605.1	lcl|NZ_RQHL01000012.1_cds_WP_135740827.1_102	30.631	222	597
WP_000361605.1	lcl|NZ_RQHL01000004.1_cds_WP_135740414.1_2780	28.070	228	597
WP_000361605.1	lcl|NZ_RQHL01000006.1_cds_WP_135740568.1_2900	25.446	224	597
WP_000361605.1	lcl|NZ_RQHL01000012.1_cds_WP_135740946.1_243	27.861	201	597
WP_000361605.1	lcl|NZ_RQHL01000012.1_cds_WP_135742477.1_1404	26.339	224	597
WP_000361605.1	lcl|NZ_RQHL01000004.1_cds_WP_135739684.1_1955	23.529	238	597
WP_000361605.1	lcl|NZ_RQHL01000012.1_cds_WP_135742276.1_1800	27.586	203	597
WP_000361605.1	lcl|NZ_RQHL01000023.1_cds_WP_135742946.1_3239	28.502	207	597
WP_000361605.1	lcl|NZ_RQHL01000012.1_cds_WP_135740868.1_147	26.484	219	597
