WP_000340713.1	lcl|NZ_JQQB01000131.1_cds_WP_002614501.1_3234	90.698	86	106
WP_000412665.1	lcl|NZ_JQQB01000131.1_cds_WP_004503085.1_3233	90.705	312	314
WP_000412665.1	lcl|NZ_JQQB01000008.1_cds_WP_002615921.1_283	25.153	326	314
WP_000412665.1	lcl|NZ_JQQB01000131.1_cds_WP_004503081.1_3230	25.949	316	314
WP_000412665.1	lcl|NZ_JQQB01000057.1_cds_WP_016760841.1_1653	23.891	293	314
WP_000412665.1	lcl|NZ_JQQB01000078.1_cds_WP_002634803.1_2167	25.000	332	314
WP_000412665.1	lcl|NZ_JQQB01000187.1_cds_WP_016759850.1_3623	21.053	323	314
WP_000412665.1	lcl|NZ_JQQB01000044.1_cds_WP_004495474.1_1396	23.151	311	314
WP_225740483.1	lcl|NZ_JQQB01000196.1_cds_WP_004503142.1_3664	24.658	219	219
WP_000361605.1	lcl|NZ_JQQB01000145.1_cds_WP_016760306.1_3359	36.193	373	597
WP_000361605.1	lcl|NZ_JQQB01000022.1_cds_WP_004497075.1_650	32.840	405	597
WP_000361605.1	lcl|NZ_JQQB01000040.1_cds_WP_004502606.1_1252	32.701	422	597
WP_000361605.1	lcl|NZ_JQQB01000187.1_cds_WP_061236010.1_3619	30.423	378	597
WP_000361605.1	lcl|NZ_JQQB01000084.1_cds_WP_004497687.1_2267	28.037	214	597
WP_000361605.1	lcl|NZ_JQQB01000059.1_cds_WP_004500775.1_1714	29.730	222	597
WP_000361605.1	lcl|NZ_JQQB01000083.1_cds_WP_004500934.1_2218	30.736	231	597
WP_000361605.1	lcl|NZ_JQQB01000075.1_cds_WP_002620193.1_2038	26.407	231	597
WP_000361605.1	lcl|NZ_JQQB01000019.1_cds_WP_061216663.1_511	30.594	219	597
WP_000361605.1	lcl|NZ_JQQB01000021.1_cds_WP_002616524.1_589	29.255	188	597
WP_000361605.1	lcl|NZ_JQQB01000098.1_cds_WP_002630438.1_2580	27.530	247	597
WP_000361605.1	lcl|NZ_JQQB01000098.1_cds_WP_016758884.1_2546	31.224	237	597
WP_000361605.1	lcl|NZ_JQQB01000078.1_cds_WP_004502596.1_2190	24.681	235	597
WP_000361605.1	lcl|NZ_JQQB01000042.1_cds_WP_002626620.1_1303	28.571	224	597
WP_000361605.1	lcl|NZ_JQQB01000120.1_cds_WP_004496188.1_3050	25.909	220	597
WP_000361605.1	lcl|NZ_JQQB01000179.1_cds_WP_004496063.1_3578	30.909	220	597
WP_000361605.1	lcl|NZ_JQQB01000034.1_cds_WP_004499602.1_1073	27.309	249	597
WP_000361605.1	lcl|NZ_JQQB01000034.1_cds_WP_004499602.1_1073	27.933	179	597
WP_000361605.1	lcl|NZ_JQQB01000027.1_cds_WP_004503386.1_923	25.926	243	597
WP_000361605.1	lcl|NZ_JQQB01000027.1_cds_WP_004503386.1_923	27.389	157	597
WP_000361605.1	lcl|NZ_JQQB01000019.1_cds_WP_004499663.1_510	27.572	243	597
WP_000361605.1	lcl|NZ_JQQB01000099.1_cds_WP_002618789.1_2608	23.913	230	597
WP_000361605.1	lcl|NZ_JQQB01000090.1_cds_WP_002627853.1_2353	27.723	202	597
WP_000361605.1	lcl|NZ_JQQB01000075.1_cds_WP_004499255.1_2045	27.966	236	597
WP_000361605.1	lcl|NZ_JQQB01000022.1_cds_WP_002620962.1_663	26.364	220	597
WP_000361605.1	lcl|NZ_JQQB01000022.1_cds_WP_004504033.1_660	25.641	234	597
WP_000361605.1	lcl|NZ_JQQB01000096.1_cds_WP_004499872.1_2469	26.562	256	597
WP_000361605.1	lcl|NZ_JQQB01000005.1_cds_WP_002631173.1_137	22.886	201	597
WP_000361605.1	lcl|NZ_JQQB01000184.1_cds_WP_002634774.1_3609	46.429	56	597
WP_000361605.1	lcl|NZ_JQQB01000184.1_cds_WP_002634774.1_3609	23.118	186	597
WP_000361605.1	lcl|NZ_JQQB01000002.1_cds_WP_004503387.1_89	27.556	225	597
WP_000361605.1	lcl|NZ_JQQB01000145.1_cds_WP_016760306.1_3359	36.193	373	597
WP_000361605.1	lcl|NZ_JQQB01000022.1_cds_WP_004497075.1_650	32.840	405	597
WP_000361605.1	lcl|NZ_JQQB01000040.1_cds_WP_004502606.1_1252	32.701	422	597
WP_000361605.1	lcl|NZ_JQQB01000187.1_cds_WP_061236010.1_3619	30.423	378	597
WP_000361605.1	lcl|NZ_JQQB01000084.1_cds_WP_004497687.1_2267	28.037	214	597
WP_000361605.1	lcl|NZ_JQQB01000059.1_cds_WP_004500775.1_1714	29.730	222	597
WP_000361605.1	lcl|NZ_JQQB01000083.1_cds_WP_004500934.1_2218	30.736	231	597
WP_000361605.1	lcl|NZ_JQQB01000075.1_cds_WP_002620193.1_2038	26.407	231	597
