WP_000340713.1	lcl|NZ_JAMQPS010000002.1_cds_WP_108958675.1_2277	64.865	74	106
WP_000412665.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265356155.1_2278	82.903	310	314
WP_000412665.1	lcl|NZ_JAMQPS010000001.1_cds_WP_265355771.1_1771	23.636	330	314
WP_000412665.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265356025.1_2323	24.773	331	314
WP_000412665.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265356016.1_2314	23.926	326	314
WP_000412665.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265356037.1_2343	25.668	187	314
WP_000412665.1	lcl|NZ_JAMQPS010000005.1_cds_WP_100715920.1_3571	23.529	170	314
WP_000361605.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265355985.1_2281	47.100	569	597
WP_000361605.1	lcl|NZ_JAMQPS010000001.1_cds_WP_265355455.1_729	43.983	241	597
WP_000361605.1	lcl|NZ_JAMQPS010000001.1_cds_WP_100716163.1_1485	37.415	294	597
WP_000361605.1	lcl|NZ_JAMQPS010000001.1_cds_WP_265355611.1_1202	36.900	271	597
WP_000361605.1	lcl|NZ_JAMQPS010000001.1_cds_WP_265355717.1_1546	37.544	285	597
WP_000361605.1	lcl|NZ_JAMQPS010000001.1_cds_WP_265355610.1_1200	34.252	254	597
WP_000361605.1	lcl|NZ_JAMQPS010000004.1_cds_WP_135687279.1_3104	27.273	440	597
WP_000361605.1	lcl|NZ_JAMQPS010000001.1_cds_WP_265355355.1_401	29.493	217	597
WP_000361605.1	lcl|NZ_JAMQPS010000003.1_cds_WP_100717653.1_2955	26.724	232	597
WP_000361605.1	lcl|NZ_JAMQPS010000002.1_cds_WP_135592251.1_2412	30.213	235	597
WP_000361605.1	lcl|NZ_JAMQPS010000001.1_cds_WP_265355915.1_1227	30.180	222	597
WP_000361605.1	lcl|NZ_JAMQPS010000002.1_cds_WP_100728022.1_2473	28.070	228	597
WP_000361605.1	lcl|NZ_JAMQPS010000001.1_cds_WP_265355568.1_1064	28.856	201	597
WP_000361605.1	lcl|NZ_JAMQPS010000001.1_cds_WP_135605817.1_1958	32.889	225	597
WP_000361605.1	lcl|NZ_JAMQPS010000001.1_cds_WP_135653122.1_1294	28.509	228	597
WP_000361605.1	lcl|NZ_JAMQPS010000003.1_cds_WP_100718973.1_3047	29.577	213	597
WP_000361605.1	lcl|NZ_JAMQPS010000009.1_cds_WP_265356515.1_3803	28.194	227	597
WP_000361605.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265356057.1_2438	26.852	216	597
WP_000361605.1	lcl|NZ_JAMQPS010000002.1_cds_WP_100717123.1_2690	26.339	224	597
WP_000361605.1	lcl|NZ_JAMQPS010000003.1_cds_WP_265356192.1_2878	24.554	224	597
WP_000361605.1	lcl|NZ_JAMQPS010000001.1_cds_WP_265355607.1_1184	26.590	173	597
WP_000361605.1	lcl|NZ_JAMQPS010000001.1_cds_WP_100720566.1_2113	24.324	222	597
WP_000361605.1	lcl|NZ_JAMQPS010000002.1_cds_WP_239671187.1_2717	27.727	220	597
WP_000361605.1	lcl|NZ_JAMQPS010000003.1_cds_WP_100718965.1_3039	28.713	202	597
WP_000361605.1	lcl|NZ_JAMQPS010000003.1_cds_WP_135688931.1_2877	27.329	161	597
WP_000361605.1	lcl|NZ_JAMQPS010000003.1_cds_WP_135688931.1_2877	25.000	244	597
WP_000361605.1	lcl|NZ_JAMQPS010000007.1_cds_WP_100716774.1_3728	24.000	225	597
WP_000361605.1	lcl|NZ_JAMQPS010000004.1_cds_WP_135652444.1_3248	28.444	225	597
WP_000361605.1	lcl|NZ_JAMQPS010000001.1_cds_WP_265355908.1_858	27.391	230	597
WP_000361605.1	lcl|NZ_JAMQPS010000001.1_cds_WP_265355908.1_858	27.869	183	597
WP_000361605.1	lcl|NZ_JAMQPS010000001.1_cds_WP_265355619.1_1228	28.194	227	597
WP_000361605.1	lcl|NZ_JAMQPS010000001.1_cds_WP_265355894.1_245	25.243	206	597
WP_000361605.1	lcl|NZ_JAMQPS010000001.1_cds_WP_100718385.1_816	27.155	232	597
WP_000361605.1	lcl|NZ_JAMQPS010000001.1_cds_WP_135651725.1_648	23.902	205	597
WP_000361605.1	lcl|NZ_JAMQPS010000001.1_cds_WP_265355642.1_1349	24.670	227	597
WP_000361605.1	lcl|NZ_JAMQPS010000003.1_cds_WP_265356216.1_2943	25.668	187	597
WP_000361605.1	lcl|NZ_JAMQPS010000003.1_cds_WP_265356216.1_2943	25.328	229	597
