WP_000340713.1	lcl|NZ_AHPV01000249.1_cds_WP_000340715.1_453	95.349	86	106
WP_000412665.1	lcl|NZ_AHPV01000249.1_cds_WP_000712240.1_452	94.551	312	314
WP_000412665.1	lcl|NZ_AHPV01000080.1_cds_WP_000744700.1_2402	24.925	333	314
WP_000412665.1	lcl|NZ_AHPV01000249.1_cds_WP_000646251.1_449	26.394	269	314
WP_000412665.1	lcl|NZ_AHPV01000249.1_cds_WP_000723084.1_362	23.024	291	314
WP_000412665.1	lcl|NZ_AHPV01000249.1_cds_WP_000600886.1_418	26.425	193	314
WP_000361605.1	lcl|NZ_AHPV01000089.1_cds_WP_000172199.1_2198	35.200	375	597
WP_000361605.1	lcl|NZ_AHPV01000156.1_cds_WP_000667645.1_1120	33.083	399	597
WP_000361605.1	lcl|NZ_AHPV01000146.1_cds_WP_000828451.1_1344	31.591	421	597
WP_000361605.1	lcl|NZ_AHPV01000249.1_cds_WP_000797355.1_420	30.688	378	597
WP_000361605.1	lcl|NZ_AHPV01000085.1_cds_WP_000510774.1_2270	28.372	215	597
WP_000361605.1	lcl|NZ_AHPV01000131.1_cds_WP_001161019.1_1682	31.579	209	597
WP_000361605.1	lcl|NZ_AHPV01000061.1_cds_WP_001052492.1_2768	25.301	249	597
WP_000361605.1	lcl|NZ_AHPV01000192.1_cds_WP_000619178.1_644	29.555	247	597
WP_000361605.1	lcl|NZ_AHPV01000089.1_cds_WP_000942282.1_2212	30.568	229	597
WP_000361605.1	lcl|NZ_AHPV01000006.1_cds_WP_000433115.1_3771	28.947	228	597
WP_000361605.1	lcl|NZ_AHPV01000198.1_cds_WP_001141161.1_596	31.532	222	597
WP_000361605.1	lcl|NZ_AHPV01000044.1_cds_WP_001982953.1_3256	24.779	226	597
WP_000361605.1	lcl|NZ_AHPV01000192.1_cds_WP_000218838.1_645	28.980	245	597
WP_000361605.1	lcl|NZ_AHPV01000006.1_cds_WP_000666552.1_3719	27.778	234	597
WP_000361605.1	lcl|NZ_AHPV01000006.1_cds_WP_001089501.1_3739	30.876	217	597
WP_000361605.1	lcl|NZ_AHPV01000063.1_cds_WP_000184524.1_2696	27.979	193	597
WP_000361605.1	lcl|NZ_AHPV01000008.1_cds_WP_000047473.1_3675	26.977	215	597
WP_000361605.1	lcl|NZ_AHPV01000174.1_cds_WP_000052667.1_805	26.201	229	597
WP_000361605.1	lcl|NZ_AHPV01000126.1_cds_WP_000651459.1_1776	26.984	252	597
WP_000361605.1	lcl|NZ_AHPV01000255.1_cds_WP_000603361.1_244	25.000	228	597
WP_000361605.1	lcl|NZ_AHPV01000049.1_cds_WP_000590871.1_3042	24.651	215	597
WP_000361605.1	lcl|NZ_AHPV01000119.1_cds_WP_001288326.1_1979	27.542	236	597
WP_000361605.1	lcl|NZ_AHPV01000177.1_cds_WP_001049209.1_765	27.309	249	597
WP_000361605.1	lcl|NZ_AHPV01000177.1_cds_WP_001049209.1_765	25.328	229	597
WP_000361605.1	lcl|NZ_AHPV01000158.1_cds_WP_000598570.1_1060	26.244	221	597
WP_000361605.1	lcl|NZ_AHPV01000267.1_cds_WP_000054168.1_58	24.876	201	597
WP_000361605.1	lcl|NZ_AHPV01000128.1_cds_WP_000481714.1_1748	24.783	230	597
WP_000361605.1	lcl|NZ_AHPV01000128.1_cds_WP_000481714.1_1748	23.849	239	597
WP_000361605.1	lcl|NZ_AHPV01000167.1_cds_WP_000136057.1_919	28.000	225	597
WP_000361605.1	lcl|NZ_AHPV01000223.1_cds_WP_000626143.1_470	29.327	208	597
WP_000361605.1	lcl|NZ_AHPV01000223.1_cds_WP_000626143.1_470	24.719	178	597
WP_000361605.1	lcl|NZ_AHPV01000089.1_cds_WP_000172199.1_2198	35.200	375	597
WP_000361605.1	lcl|NZ_AHPV01000156.1_cds_WP_000667645.1_1120	33.083	399	597
