WP_000340713.1	lcl|NZ_RQFA01000066.1_cds_WP_135590643.1_423	84.884	86	106
WP_000412665.1	lcl|NZ_RQFA01000066.1_cds_WP_135590644.1_422	77.636	313	314
WP_000412665.1	lcl|NZ_RQFA01000066.1_cds_WP_135590646.1_420	22.754	334	314
WP_000412665.1	lcl|NZ_RQFA01000080.1_cds_WP_135593681.1_155	24.615	325	314
WP_000412665.1	lcl|NZ_RQFA01000066.1_cds_WP_135590671.1_393	25.397	126	314
WP_000361605.1	lcl|NZ_RQFA01000033.1_cds_WP_167881187.1_3256	41.729	266	597
WP_000361605.1	lcl|NZ_RQFA01000046.1_cds_WP_135736183.1_2114	30.941	404	597
WP_000361605.1	lcl|NZ_RQFA01000080.1_cds_WP_135593517.1_241	31.100	418	597
WP_000361605.1	lcl|NZ_RQFA01000066.1_cds_WP_135590550.1_526	26.267	217	597
WP_000361605.1	lcl|NZ_RQFA01000080.1_cds_WP_135590943.1_6	31.050	219	597
WP_000361605.1	lcl|NZ_RQFA01000074.1_cds_WP_135595570.1_3721	31.579	209	597
WP_000361605.1	lcl|NZ_RQFA01000041.1_cds_WP_135595199.1_3754	26.267	217	597
WP_000361605.1	lcl|NZ_RQFA01000080.1_cds_WP_135590986.1_43	26.291	213	597
WP_000361605.1	lcl|NZ_RQFA01000048.1_cds_WP_135590851.1_2547	29.004	231	597
WP_000361605.1	lcl|NZ_RQFA01000033.1_cds_WP_135591429.1_3280	30.508	236	597
WP_000361605.1	lcl|NZ_RQFA01000063.1_cds_WP_135595604.1_3173	29.384	211	597
WP_000361605.1	lcl|NZ_RQFA01000032.1_cds_WP_135592331.1_1171	26.432	227	597
WP_000361605.1	lcl|NZ_RQFA01000032.1_cds_WP_167881217.1_1308	27.315	216	597
WP_000361605.1	lcl|NZ_RQFA01000066.1_cds_WP_135590653.1_413	27.778	216	597
WP_000361605.1	lcl|NZ_RQFA01000032.1_cds_WP_135590806.1_1152	29.279	222	597
WP_000361605.1	lcl|NZ_RQFA01000080.1_cds_WP_135590942.1_5	29.218	243	597
WP_000361605.1	lcl|NZ_RQFA01000026.1_cds_WP_135590059.1_1662	28.108	185	597
WP_000361605.1	lcl|NZ_RQFA01000037.1_cds_WP_135595224.1_805	25.105	239	597
WP_000361605.1	lcl|NZ_RQFA01000072.1_cds_WP_135591736.1_2701	28.025	157	597
WP_000361605.1	lcl|NZ_RQFA01000072.1_cds_WP_135591736.1_2701	23.276	232	597
WP_000361605.1	lcl|NZ_RQFA01000014.1_cds_WP_135595469.1_1469	27.615	239	597
WP_000361605.1	lcl|NZ_RQFA01000014.1_cds_WP_135595469.1_1469	25.946	185	597
WP_000361605.1	lcl|NZ_RQFA01000072.1_cds_WP_135591538.1_2811	26.866	201	597
WP_000361605.1	lcl|NZ_RQFA01000026.1_cds_WP_135590102.1_1609	26.991	226	597
WP_000361605.1	lcl|NZ_RQFA01000028.1_cds_WP_135592637.1_2508	24.554	224	597
WP_000361605.1	lcl|NZ_RQFA01000037.1_cds_WP_135595247.1_788	29.333	225	597
WP_000361605.1	lcl|NZ_RQFA01000063.1_cds_WP_135595610.1_3180	24.510	204	597
WP_000361605.1	lcl|NZ_RQFA01000028.1_cds_WP_135590431.1_2366	26.638	229	597
WP_000361605.1	lcl|NZ_RQFA01000073.1_cds_WP_135589953.1_1787	23.881	201	597
WP_000361605.1	lcl|NZ_RQFA01000033.1_cds_WP_135591479.1_3252	27.536	207	597
WP_000361605.1	lcl|NZ_RQFA01000033.1_cds_WP_135591479.1_3252	22.581	186	597
