WP_000340713.1	lcl|NZ_AHMX02000071.1_cds_WP_000340715.1_1306	95.349	86	106
WP_000412665.1	lcl|NZ_AHMX02000071.1_cds_WP_000410275.1_1305	95.161	310	314
WP_000412665.1	lcl|NZ_AHMX02000033.1_cds_WP_000744700.1_3410	24.925	333	314
WP_000412665.1	lcl|NZ_AHMX02000071.1_cds_WP_000723078.1_1257	22.022	277	314
WP_000412665.1	lcl|NZ_AHMX02000071.1_cds_WP_000723092.1_1237	22.603	292	314
WP_000412665.1	lcl|NZ_AHMX02000071.1_cds_WP_000567887.1_1255	23.364	214	314
WP_000361605.1	lcl|NZ_AHMX02000055.1_cds_WP_000172203.1_1738	35.450	378	597
WP_000361605.1	lcl|NZ_AHMX02000056.1_cds_WP_000667646.1_1695	32.832	399	597
WP_000361605.1	lcl|NZ_AHMX02000033.1_cds_WP_000828456.1_3319	31.591	421	597
WP_000361605.1	lcl|NZ_AHMX02000071.1_cds_WP_000614938.1_1279	32.932	249	597
WP_000361605.1	lcl|NZ_AHMX02000036.1_cds_WP_000510777.1_3026	28.372	215	597
WP_000361605.1	lcl|NZ_AHMX02000029.1_cds_WP_000619174.1_3585	29.960	247	597
WP_000361605.1	lcl|NZ_AHMX02000036.1_cds_WP_001161020.1_2878	31.579	209	597
WP_000361605.1	lcl|NZ_AHMX02000029.1_cds_WP_001052495.1_3538	25.301	249	597
WP_000361605.1	lcl|NZ_AHMX02000044.1_cds_WP_002097923.1_2323	30.568	229	597
WP_000361605.1	lcl|NZ_AHMX02000077.1_cds_WP_000433117.1_840	28.947	228	597
WP_000361605.1	lcl|NZ_AHMX02000034.1_cds_WP_001982953.1_3106	24.779	226	597
WP_000361605.1	lcl|NZ_AHMX02000029.1_cds_WP_000218829.1_3586	28.980	245	597
WP_000361605.1	lcl|NZ_AHMX02000056.1_cds_WP_001141158.1_1654	31.364	220	597
WP_000361605.1	lcl|NZ_AHMX02000077.1_cds_WP_000666552.1_788	27.778	234	597
WP_000361605.1	lcl|NZ_AHMX02000077.1_cds_WP_001089496.1_808	29.091	220	597
WP_000361605.1	lcl|NZ_AHMX02000092.1_cds_WP_000184524.1_166	27.979	193	597
WP_000361605.1	lcl|NZ_AHMX02000077.1_cds_WP_000047473.1_534	26.977	215	597
WP_000361605.1	lcl|NZ_AHMX02000033.1_cds_WP_000052667.1_3217	26.201	229	597
