WP_000340713.1	lcl|NZ_VCHJ01000018.1_cds_WP_002725873.1_903	90.698	86	106
WP_000412665.1	lcl|NZ_VCHJ01000018.1_cds_WP_011669917.1_902	91.290	310	314
WP_000412665.1	lcl|NZ_VCHJ01000071.1_cds_WP_011671202.1_2845	24.308	325	314
WP_000412665.1	lcl|NZ_VCHJ01000056.1_cds_WP_011669955.1_2416	22.789	294	314
WP_000412665.1	lcl|NZ_VCHJ01000056.1_cds_WP_011669957.1_2414	24.706	170	314
WP_000412665.1	lcl|NZ_VCHJ01000057.1_cds_WP_011669973.1_2436	23.549	293	314
WP_000412665.1	lcl|NZ_VCHJ01000102.1_cds_WP_011670813.1_211	22.941	170	314
WP_000412665.1	lcl|NZ_VCHJ01000074.1_cds_WP_011670961.1_2902	23.151	311	314
WP_000361605.1	lcl|NZ_VCHJ01000065.1_cds_WP_011669421.1_2670	36.000	375	597
WP_000361605.1	lcl|NZ_VCHJ01000001.1_cds_WP_011669275.1_121	31.188	404	597
WP_000361605.1	lcl|NZ_VCHJ01000035.1_cds_WP_011671171.1_1716	32.464	422	597
WP_000361605.1	lcl|NZ_VCHJ01000018.1_cds_WP_011669933.1_876	32.932	249	597
WP_000361605.1	lcl|NZ_VCHJ01000086.1_cds_WP_011670593.1_3129	27.830	212	597
WP_000361605.1	lcl|NZ_VCHJ01000009.1_cds_WP_011670503.1_3187	31.081	222	597
WP_000361605.1	lcl|NZ_VCHJ01000004.1_cds_WP_011670774.1_1896	26.407	231	597
WP_000361605.1	lcl|NZ_VCHJ01000002.1_cds_WP_002721914.1_1068	27.935	247	597
WP_000361605.1	lcl|NZ_VCHJ01000021.1_cds_WP_011669511.1_1174	29.870	231	597
WP_000361605.1	lcl|NZ_VCHJ01000011.1_cds_WP_002724285.1_311	28.879	232	597
WP_000361605.1	lcl|NZ_VCHJ01000004.1_cds_WP_011670766.1_1906	32.727	220	597
WP_000361605.1	lcl|NZ_VCHJ01000002.1_cds_WP_011670085.1_1016	28.704	216	597
WP_000361605.1	lcl|NZ_VCHJ01000002.1_cds_WP_011670070.1_1035	29.289	239	597
WP_000361605.1	lcl|NZ_VCHJ01000085.1_cds_WP_307898175.1_3120	30.159	189	597
WP_000361605.1	lcl|NZ_VCHJ01000013.1_cds_WP_002725984.1_512	24.779	226	597
WP_000361605.1	lcl|NZ_VCHJ01000068.1_cds_WP_011670431.1_2728	28.235	255	597
WP_000361605.1	lcl|NZ_VCHJ01000068.1_cds_WP_011670431.1_2728	26.776	183	597
WP_000361605.1	lcl|NZ_VCHJ01000015.1_cds_WP_011670265.1_683	27.778	216	597
WP_000361605.1	lcl|NZ_VCHJ01000011.1_cds_WP_002724311.1_310	25.911	247	597
WP_000361605.1	lcl|NZ_VCHJ01000032.1_cds_WP_011669577.1_1619	26.293	232	597
WP_000361605.1	lcl|NZ_VCHJ01000032.1_cds_WP_011669577.1_1619	27.389	157	597
WP_000361605.1	lcl|NZ_VCHJ01000004.1_cds_WP_011670779.1_1889	27.660	235	597
WP_000361605.1	lcl|NZ_VCHJ01000001.1_cds_WP_011669346.1_34	25.714	210	597
WP_000361605.1	lcl|NZ_VCHJ01000011.1_cds_WP_002724740.1_290	26.364	220	597
WP_000361605.1	lcl|NZ_VCHJ01000104.1_cds_WP_011669271.1_225	25.641	234	597
WP_000361605.1	lcl|NZ_VCHJ01000104.1_cds_WP_011669271.1_225	23.922	255	597
WP_000361605.1	lcl|NZ_VCHJ01000082.1_cds_FFZ95_RS15270_3083	30.682	88	597
WP_000361605.1	lcl|NZ_VCHJ01000011.1_cds_WP_002759225.1_266	44.828	58	597
WP_000361605.1	lcl|NZ_VCHJ01000011.1_cds_WP_002759225.1_266	23.118	186	597
WP_000361605.1	lcl|NZ_VCHJ01000032.1_cds_WP_011669571.1_1628	27.111	225	597
WP_000361605.1	lcl|NZ_VCHJ01000012.1_cds_WP_011670548.1_423	21.845	206	597
WP_000361605.1	lcl|NZ_VCHJ01000065.1_cds_WP_011669421.1_2670	36.000	375	597
WP_000361605.1	lcl|NZ_VCHJ01000001.1_cds_WP_011669275.1_121	31.188	404	597
WP_000361605.1	lcl|NZ_VCHJ01000035.1_cds_WP_011671171.1_1716	32.464	422	597
WP_000361605.1	lcl|NZ_VCHJ01000018.1_cds_WP_011669933.1_876	32.932	249	597
WP_000361605.1	lcl|NZ_VCHJ01000086.1_cds_WP_011670593.1_3129	27.830	212	597
WP_000361605.1	lcl|NZ_VCHJ01000009.1_cds_WP_011670503.1_3187	31.081	222	597
WP_000361605.1	lcl|NZ_VCHJ01000004.1_cds_WP_011670774.1_1896	26.407	231	597
WP_000361605.1	lcl|NZ_VCHJ01000002.1_cds_WP_002721914.1_1068	27.935	247	597
WP_000361605.1	lcl|NZ_VCHJ01000021.1_cds_WP_011669511.1_1174	29.870	231	597
WP_000361605.1	lcl|NZ_VCHJ01000011.1_cds_WP_002724285.1_311	28.879	232	597
WP_000361605.1	lcl|NZ_VCHJ01000004.1_cds_WP_011670766.1_1906	32.727	220	597
WP_000361605.1	lcl|NZ_VCHJ01000002.1_cds_WP_011670085.1_1016	28.704	216	597
WP_000361605.1	lcl|NZ_VCHJ01000002.1_cds_WP_011670070.1_1035	29.289	239	597
WP_000361605.1	lcl|NZ_VCHJ01000085.1_cds_WP_307898175.1_3120	30.159	189	597
WP_000361605.1	lcl|NZ_VCHJ01000013.1_cds_WP_002725984.1_512	24.779	226	597
WP_000361605.1	lcl|NZ_VCHJ01000068.1_cds_WP_011670431.1_2728	28.235	255	597
WP_000361605.1	lcl|NZ_VCHJ01000068.1_cds_WP_011670431.1_2728	26.776	183	597
WP_000361605.1	lcl|NZ_VCHJ01000015.1_cds_WP_011670265.1_683	27.778	216	597
WP_000361605.1	lcl|NZ_VCHJ01000011.1_cds_WP_002724311.1_310	25.911	247	597
WP_000361605.1	lcl|NZ_VCHJ01000032.1_cds_WP_011669577.1_1619	26.293	232	597
WP_000361605.1	lcl|NZ_VCHJ01000032.1_cds_WP_011669577.1_1619	27.389	157	597
WP_000361605.1	lcl|NZ_VCHJ01000004.1_cds_WP_011670779.1_1889	27.660	235	597
WP_000361605.1	lcl|NZ_VCHJ01000001.1_cds_WP_011669346.1_34	25.714	210	597
WP_000361605.1	lcl|NZ_VCHJ01000011.1_cds_WP_002724740.1_290	26.364	220	597
WP_000361605.1	lcl|NZ_VCHJ01000104.1_cds_WP_011669271.1_225	25.641	234	597
WP_000361605.1	lcl|NZ_VCHJ01000104.1_cds_WP_011669271.1_225	23.922	255	597
WP_000361605.1	lcl|NZ_VCHJ01000082.1_cds_FFZ95_RS15270_3083	30.682	88	597
WP_000361605.1	lcl|NZ_VCHJ01000011.1_cds_WP_002759225.1_266	44.828	58	597
WP_000361605.1	lcl|NZ_VCHJ01000011.1_cds_WP_002759225.1_266	23.118	186	597
WP_000361605.1	lcl|NZ_VCHJ01000032.1_cds_WP_011669571.1_1628	27.111	225	597
WP_000361605.1	lcl|NZ_VCHJ01000012.1_cds_WP_011670548.1_423	21.845	206	597
WP_000699347.1	lcl|NZ_VCHJ01000056.1_cds_WP_011669955.1_2416	24.789	355	350
WP_000699347.1	lcl|NZ_VCHJ01000057.1_cds_WP_011669973.1_2436	24.157	356	350
WP_000699347.1	lcl|NZ_VCHJ01000071.1_cds_WP_011671202.1_2845	25.281	356	350
WP_000699347.1	lcl|NZ_VCHJ01000017.1_cds_WP_011671143.1_833	23.596	356	350
WP_000699347.1	lcl|NZ_VCHJ01000102.1_cds_WP_011670813.1_211	25.469	373	350
WP_000699347.1	lcl|NZ_VCHJ01000074.1_cds_WP_011670961.1_2902	24.405	336	350
WP_000699347.1	lcl|NZ_VCHJ01000056.1_cds_WP_011669957.1_2414	24.198	343	350
WP_000699347.1	lcl|NZ_VCHJ01000018.1_cds_WP_011669917.1_902	22.112	303	350
WP_000699347.1	lcl|NZ_VCHJ01000074.1_cds_WP_002754065.1_2899	25.882	255	350
WP_000699347.1	lcl|NZ_VCHJ01000008.1_cds_WP_017859386.1_3018	24.615	260	350
WP_000699347.1	lcl|NZ_VCHJ01000081.1_cds_WP_011669202.1_3063	23.529	187	350
WP_000275582.1	lcl|NZ_VCHJ01000018.1_cds_WP_004779598.1_880	36.429	280	349
WP_000275582.1	lcl|NZ_VCHJ01000018.1_cds_WP_020780109.1_899	31.325	332	349
WP_000275582.1	lcl|NZ_VCHJ01000030.1_cds_WP_011669891.1_1548	34.259	324	349
WP_000275582.1	lcl|NZ_VCHJ01000018.1_cds_WP_004779598.1_880	36.429	280	349
WP_000275582.1	lcl|NZ_VCHJ01000018.1_cds_WP_020780109.1_899	31.325	332	349
WP_000275582.1	lcl|NZ_VCHJ01000030.1_cds_WP_011669891.1_1548	34.259	324	349
WP_000808025.1	lcl|NZ_VCHJ01000018.1_cds_WP_011669919.1_900	36.283	113	441
WP_000808025.1	lcl|NZ_VCHJ01000056.1_cds_WP_011669950.1_2421	31.034	87	441
