WP_000340713.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135594790.1_3128	64.865	74	106
WP_000412665.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135594788.1_3127	81.847	314	314
WP_000412665.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100725791.1_924	23.333	330	314
WP_000412665.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373500.1_3074	21.854	302	314
WP_000412665.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373493.1_3056	26.203	187	314
WP_000412665.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135638522.1_3076	22.500	280	314
WP_000412665.1	lcl|NZ_JAMQQB010000002.1_cds_WP_100715920.1_3339	23.529	170	314
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373523.1_3125	32.294	545	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135651700.1_1944	43.983	241	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100716163.1_1211	37.415	294	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373192.1_1491	36.900	271	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100725618.1_1151	37.544	285	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373193.1_1493	34.252	254	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265372893.1_18	27.273	440	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135639104.1_2266	29.730	222	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135640101.1_391	26.724	232	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100719689.1_1466	30.631	222	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135638593.1_2987	30.736	231	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100728022.1_2926	28.070	228	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100715778.1_1618	28.856	201	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135639822.1_736	32.889	225	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100721480.1_1401	28.509	228	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100718973.1_299	29.577	213	597
WP_000361605.1	lcl|NZ_JAMQQB010000003.1_cds_WP_265373676.1_3549	26.695	236	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_238761143.1_2961	26.852	216	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373033.1_581	24.775	222	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100717123.1_2712	26.339	224	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265372997.1_468	24.554	224	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_238760353.1_1509	26.590	173	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_238761027.1_2685	27.727	220	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100718965.1_307	28.713	202	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265372998.1_469	27.329	161	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265372998.1_469	25.714	245	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100716774.1_2560	24.000	225	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100726442.1_1816	28.000	225	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100726442.1_1816	27.869	183	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135603492.1_163	28.444	225	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373580.1_2423	25.243	206	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100719685.1_1465	28.194	227	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100718385.1_1858	27.155	232	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135639560.1_1347	24.670	227	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100716385.1_2025	23.902	205	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100717642.1_403	26.522	230	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100717642.1_403	25.668	187	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373523.1_3125	32.294	545	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135651700.1_1944	43.983	241	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100716163.1_1211	37.415	294	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373192.1_1491	36.900	271	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100725618.1_1151	37.544	285	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373193.1_1493	34.252	254	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265372893.1_18	27.273	440	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135639104.1_2266	29.730	222	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135640101.1_391	26.724	232	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100719689.1_1466	30.631	222	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135638593.1_2987	30.736	231	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100728022.1_2926	28.070	228	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100715778.1_1618	28.856	201	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135639822.1_736	32.889	225	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100721480.1_1401	28.509	228	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100718973.1_299	29.577	213	597
WP_000361605.1	lcl|NZ_JAMQQB010000003.1_cds_WP_265373676.1_3549	26.695	236	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_238761143.1_2961	26.852	216	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373033.1_581	24.775	222	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100717123.1_2712	26.339	224	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265372997.1_468	24.554	224	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_238760353.1_1509	26.590	173	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_238761027.1_2685	27.727	220	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100718965.1_307	28.713	202	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265372998.1_469	27.329	161	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265372998.1_469	25.714	245	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100716774.1_2560	24.000	225	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100726442.1_1816	28.000	225	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100726442.1_1816	27.869	183	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135603492.1_163	28.444	225	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373580.1_2423	25.243	206	597
WP_000361605.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100719685.1_1465	28.194	227	597
