WP_000340713.1	lcl|NZ_AOVF01000047.1_cds_WP_000340715.1_684	95.349	86	106
WP_000412665.1	lcl|NZ_AOVF01000047.1_cds_WP_000410273.1_685	95.192	312	314
WP_000412665.1	lcl|NZ_AOVF01000047.1_cds_WP_000093099.1_705	53.968	63	314
WP_000412665.1	lcl|NZ_AOVF01000125.1_cds_WP_000744700.1_2885	24.925	333	314
WP_000412665.1	lcl|NZ_AOVF01000047.1_cds_WP_000646252.1_688	26.766	269	314
WP_000412665.1	lcl|NZ_AOVF01000047.1_cds_WP_000600889.1_714	26.425	193	314
WP_000412665.1	lcl|NZ_AOVF01000047.1_cds_WP_000723090.1_767	22.680	291	314
WP_000361605.1	lcl|NZ_AOVF01000131.1_cds_WP_000172202.1_3133	35.185	378	597
WP_000361605.1	lcl|NZ_AOVF01000131.1_cds_WP_000667646.1_3090	32.832	399	597
WP_000361605.1	lcl|NZ_AOVF01000104.1_cds_WP_000828455.1_2259	31.591	421	597
WP_000361605.1	lcl|NZ_AOVF01000047.1_cds_WP_000834715.1_708	31.169	385	597
WP_000361605.1	lcl|NZ_AOVF01000138.1_cds_WP_000510777.1_3279	28.372	215	597
WP_000361605.1	lcl|NZ_AOVF01000138.1_cds_WP_001161019.1_3378	31.579	209	597
WP_000361605.1	lcl|NZ_AOVF01000105.1_cds_WP_000619175.1_2343	29.555	247	597
WP_000361605.1	lcl|NZ_AOVF01000131.1_cds_WP_000942282.1_3147	30.568	229	597
WP_000361605.1	lcl|NZ_AOVF01000105.1_cds_WP_001052498.1_2299	24.900	249	597
WP_000361605.1	lcl|NZ_AOVF01000084.1_cds_WP_000433117.1_1817	28.947	228	597
WP_000361605.1	lcl|NZ_AOVF01000107.1_cds_WP_001982953.1_2452	24.779	226	597
WP_000361605.1	lcl|NZ_AOVF01000013.1_cds_WP_001141158.1_105	31.364	220	597
WP_000361605.1	lcl|NZ_AOVF01000105.1_cds_WP_000218838.1_2344	28.980	245	597
WP_000361605.1	lcl|NZ_AOVF01000053.1_cds_WP_000666552.1_852	27.778	234	597
WP_000361605.1	lcl|NZ_AOVF01000084.1_cds_WP_001089500.1_1785	29.091	220	597
WP_000361605.1	lcl|NZ_AOVF01000025.1_cds_WP_000184524.1_328	27.979	193	597
WP_000361605.1	lcl|NZ_AOVF01000078.1_cds_WP_000047473.1_1650	26.977	215	597
WP_000361605.1	lcl|NZ_AOVF01000016.1_cds_WP_000052667.1_140	26.201	229	597
WP_000361605.1	lcl|NZ_AOVF01000032.1_cds_WP_000590867.1_447	24.651	215	597
WP_000361605.1	lcl|NZ_AOVF01000082.1_cds_WP_000603361.1_1727	25.000	228	597
WP_000361605.1	lcl|NZ_AOVF01000038.1_cds_WP_000675807.1_564	26.800	250	597
WP_000361605.1	lcl|NZ_AOVF01000147.1_cds_WP_001288326.1_3751	27.542	236	597
WP_000361605.1	lcl|NZ_AOVF01000017.1_cds_WP_001049205.1_155	27.451	255	597
WP_000361605.1	lcl|NZ_AOVF01000017.1_cds_WP_001049205.1_155	25.328	229	597
WP_000361605.1	lcl|NZ_AOVF01000014.1_cds_WP_000598571.1_116	26.244	221	597
WP_000361605.1	lcl|NZ_AOVF01000082.1_cds_WP_000054169.1_1743	24.876	201	597
WP_000361605.1	lcl|NZ_AOVF01000131.1_cds_WP_000136057.1_3041	28.000	225	597
WP_000361605.1	lcl|NZ_AOVF01000131.1_cds_WP_000626143.1_3128	29.327	208	597
