WP_000340713.1	lcl|NZ_JQGV01000216.1_cds_WP_020985020.1_3275	90.698	86	106
WP_000412665.1	lcl|NZ_JQGV01000216.1_cds_WP_010578412.1_3274	90.446	314	314
WP_000412665.1	lcl|NZ_JQGV01000058.1_cds_WP_078125471.1_1208	25.460	326	314
WP_000412665.1	lcl|NZ_JQGV01000062.1_cds_WP_078125515.1_1356	24.825	286	314
WP_000412665.1	lcl|NZ_JQGV01000027.1_cds_WP_078123854.1_589	24.232	293	314
WP_000412665.1	lcl|NZ_JQGV01000100.1_cds_WP_010577591.1_1980	24.699	332	314
WP_000412665.1	lcl|NZ_JQGV01000005.1_cds_WP_010576694.1_67	22.353	170	314
WP_000412665.1	lcl|NZ_JQGV01000081.1_cds_WP_020983205.1_1681	25.854	205	314
WP_000361605.1	lcl|NZ_JQGV01000216.1_cds_WP_078126113.1_3273	77.288	590	597
WP_000361605.1	lcl|NZ_JQGV01000050.1_cds_WP_051201251.1_1050	36.193	373	597
WP_000361605.1	lcl|NZ_JQGV01000134.1_cds_WP_010577294.1_2520	32.840	405	597
WP_000361605.1	lcl|NZ_JQGV01000241.1_cds_WP_020983720.1_3421	32.938	422	597
WP_000361605.1	lcl|NZ_JQGV01000019.1_cds_WP_010578540.1_418	28.774	212	597
WP_000361605.1	lcl|NZ_JQGV01000111.1_cds_WP_020984068.1_2093	30.180	222	597
WP_000361605.1	lcl|NZ_JQGV01000060.1_cds_WP_010576735.1_1272	26.407	231	597
WP_000361605.1	lcl|NZ_JQGV01000056.1_cds_WP_078124440.1_1184	30.736	231	597
WP_000361605.1	lcl|NZ_JQGV01000156.1_cds_WP_078124862.1_2786	30.594	219	597
WP_000361605.1	lcl|NZ_JQGV01000128.1_cds_WP_010578736.1_2427	30.319	188	597
WP_000361605.1	lcl|NZ_JQGV01000162.1_cds_WP_002630438.1_2869	27.530	247	597
WP_000361605.1	lcl|NZ_JQGV01000036.1_cds_WP_039942826.1_707	25.620	242	597
WP_000361605.1	lcl|NZ_JQGV01000010.1_cds_WP_010578084.1_199	31.646	237	597
WP_000361605.1	lcl|NZ_JQGV01000074.1_cds_WP_010578675.1_1570	24.779	226	597
WP_000361605.1	lcl|NZ_JQGV01000072.1_cds_WP_004496188.1_1490	25.909	220	597
WP_000361605.1	lcl|NZ_JQGV01000205.1_cds_WP_078124874.1_3193	27.309	249	597
WP_000361605.1	lcl|NZ_JQGV01000205.1_cds_WP_078124874.1_3193	28.492	179	597
WP_000361605.1	lcl|NZ_JQGV01000060.1_cds_WP_010576743.1_1282	31.364	220	597
WP_000361605.1	lcl|NZ_JQGV01000156.1_cds_WP_010577523.1_2787	27.572	243	597
WP_000361605.1	lcl|NZ_JQGV01000048.1_cds_WP_078125410.1_954	28.125	224	597
WP_000361605.1	lcl|NZ_JQGV01000214.1_cds_WP_020985344.1_3260	23.438	256	597
WP_000361605.1	lcl|NZ_JQGV01000214.1_cds_WP_020985344.1_3260	26.115	157	597
WP_000361605.1	lcl|NZ_JQGV01000161.1_cds_WP_010577207.1_2836	27.723	202	597
WP_000361605.1	lcl|NZ_JQGV01000060.1_cds_WP_078125486.1_1265	27.966	236	597
WP_000361605.1	lcl|NZ_JQGV01000141.1_cds_WP_010577538.1_2596	26.364	220	597
WP_000361605.1	lcl|NZ_JQGV01000134.1_cds_WP_020983155.1_2512	25.641	234	597
WP_000361605.1	lcl|NZ_JQGV01000119.1_cds_WP_020984977.1_2238	26.172	256	597
WP_000361605.1	lcl|NZ_JQGV01000146.1_cds_WP_010578481.1_2652	22.886	201	597
WP_000361605.1	lcl|NZ_JQGV01000215.1_cds_WP_010576580.1_3270	27.556	225	597
WP_000361605.1	lcl|NZ_JQGV01000001.1_cds_WP_010577310.1_3	46.429	56	597
WP_000361605.1	lcl|NZ_JQGV01000001.1_cds_WP_010577310.1_3	22.581	186	597
WP_000361605.1	lcl|NZ_JQGV01000216.1_cds_WP_078126113.1_3273	77.288	590	597
WP_000361605.1	lcl|NZ_JQGV01000050.1_cds_WP_051201251.1_1050	36.193	373	597
WP_000361605.1	lcl|NZ_JQGV01000134.1_cds_WP_010577294.1_2520	32.840	405	597
WP_000361605.1	lcl|NZ_JQGV01000241.1_cds_WP_020983720.1_3421	32.938	422	597
WP_000361605.1	lcl|NZ_JQGV01000019.1_cds_WP_010578540.1_418	28.774	212	597
WP_000361605.1	lcl|NZ_JQGV01000111.1_cds_WP_020984068.1_2093	30.180	222	597
WP_000361605.1	lcl|NZ_JQGV01000060.1_cds_WP_010576735.1_1272	26.407	231	597
WP_000361605.1	lcl|NZ_JQGV01000056.1_cds_WP_078124440.1_1184	30.736	231	597
WP_000361605.1	lcl|NZ_JQGV01000156.1_cds_WP_078124862.1_2786	30.594	219	597
WP_000361605.1	lcl|NZ_JQGV01000128.1_cds_WP_010578736.1_2427	30.319	188	597
WP_000361605.1	lcl|NZ_JQGV01000162.1_cds_WP_002630438.1_2869	27.530	247	597
WP_000361605.1	lcl|NZ_JQGV01000036.1_cds_WP_039942826.1_707	25.620	242	597
WP_000361605.1	lcl|NZ_JQGV01000010.1_cds_WP_010578084.1_199	31.646	237	597
WP_000361605.1	lcl|NZ_JQGV01000074.1_cds_WP_010578675.1_1570	24.779	226	597
WP_000361605.1	lcl|NZ_JQGV01000072.1_cds_WP_004496188.1_1490	25.909	220	597
WP_000361605.1	lcl|NZ_JQGV01000205.1_cds_WP_078124874.1_3193	27.309	249	597
WP_000361605.1	lcl|NZ_JQGV01000205.1_cds_WP_078124874.1_3193	28.492	179	597
WP_000361605.1	lcl|NZ_JQGV01000060.1_cds_WP_010576743.1_1282	31.364	220	597
WP_000361605.1	lcl|NZ_JQGV01000156.1_cds_WP_010577523.1_2787	27.572	243	597
WP_000361605.1	lcl|NZ_JQGV01000048.1_cds_WP_078125410.1_954	28.125	224	597
WP_000361605.1	lcl|NZ_JQGV01000214.1_cds_WP_020985344.1_3260	23.438	256	597
WP_000361605.1	lcl|NZ_JQGV01000214.1_cds_WP_020985344.1_3260	26.115	157	597
WP_000361605.1	lcl|NZ_JQGV01000161.1_cds_WP_010577207.1_2836	27.723	202	597
WP_000361605.1	lcl|NZ_JQGV01000060.1_cds_WP_078125486.1_1265	27.966	236	597
WP_000361605.1	lcl|NZ_JQGV01000141.1_cds_WP_010577538.1_2596	26.364	220	597
WP_000361605.1	lcl|NZ_JQGV01000134.1_cds_WP_020983155.1_2512	25.641	234	597
WP_000361605.1	lcl|NZ_JQGV01000119.1_cds_WP_020984977.1_2238	26.172	256	597
WP_000361605.1	lcl|NZ_JQGV01000146.1_cds_WP_010578481.1_2652	22.886	201	597
WP_000361605.1	lcl|NZ_JQGV01000215.1_cds_WP_010576580.1_3270	27.556	225	597
WP_000361605.1	lcl|NZ_JQGV01000001.1_cds_WP_010577310.1_3	46.429	56	597
WP_000361605.1	lcl|NZ_JQGV01000001.1_cds_WP_010577310.1_3	22.581	186	597
WP_000699347.1	lcl|NZ_JQGV01000062.1_cds_WP_078125526.1_1371	54.598	348	350
WP_000699347.1	lcl|NZ_JQGV01000027.1_cds_WP_078123854.1_589	24.438	356	350
