WP_000340713.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265360260.1_2313	64.865	74	106
WP_000412665.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265360372.1_2314	82.903	310	314
WP_000412665.1	lcl|NZ_JAMQPU010000002.1_cds_WP_100725791.1_1808	23.333	330	314
WP_000412665.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265360263.1_2317	23.333	330	314
WP_000412665.1	lcl|NZ_JAMQPU010000003.1_cds_WP_135638554.1_2365	26.203	187	314
WP_000412665.1	lcl|NZ_JAMQPU010000006.1_cds_WP_100715920.1_3461	23.529	170	314
WP_000412665.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265360278.1_2333	20.430	279	314
WP_000361605.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265360262.1_2316	48.246	570	597
WP_000361605.1	lcl|NZ_JAMQPU010000001.1_cds_WP_265359844.1_569	44.398	241	597
WP_000361605.1	lcl|NZ_JAMQPU010000002.1_cds_WP_100716163.1_1522	37.415	294	597
WP_000361605.1	lcl|NZ_JAMQPU010000002.1_cds_WP_265355611.1_1240	36.900	271	597
WP_000361605.1	lcl|NZ_JAMQPU010000002.1_cds_WP_265355717.1_1582	37.544	285	597
WP_000361605.1	lcl|NZ_JAMQPU010000002.1_cds_WP_265359988.1_1238	34.252	254	597
WP_000361605.1	lcl|NZ_JAMQPU010000005.1_cds_WP_135687279.1_3207	27.273	440	597
WP_000361605.1	lcl|NZ_JAMQPU010000001.1_cds_WP_135591471.1_895	29.279	222	597
WP_000361605.1	lcl|NZ_JAMQPU010000004.1_cds_WP_100717653.1_2799	26.724	232	597
WP_000361605.1	lcl|NZ_JAMQPU010000002.1_cds_WP_100719689.1_1265	30.631	222	597
WP_000361605.1	lcl|NZ_JAMQPU010000003.1_cds_WP_135592251.1_2434	30.213	235	597
WP_000361605.1	lcl|NZ_JAMQPU010000002.1_cds_WP_265360166.1_1995	33.333	225	597
WP_000361605.1	lcl|NZ_JAMQPU010000003.1_cds_WP_100728022.1_2495	28.070	228	597
WP_000361605.1	lcl|NZ_JAMQPU010000008.1_cds_WP_100718591.1_3673	27.966	236	597
WP_000361605.1	lcl|NZ_JAMQPU010000002.1_cds_WP_135653122.1_1332	28.509	228	597
WP_000361605.1	lcl|NZ_JAMQPU010000004.1_cds_WP_100718973.1_2708	29.577	213	597
WP_000361605.1	lcl|NZ_JAMQPU010000001.1_cds_WP_265359763.1_230	27.861	201	597
WP_000361605.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265356057.1_2460	26.852	216	597
WP_000361605.1	lcl|NZ_JAMQPU010000002.1_cds_WP_135605214.1_1221	27.168	173	597
WP_000361605.1	lcl|NZ_JAMQPU010000007.1_cds_WP_100717123.1_3584	26.339	224	597
WP_000361605.1	lcl|NZ_JAMQPU010000004.1_cds_WP_100766486.1_2876	24.554	224	597
WP_000361605.1	lcl|NZ_JAMQPU010000002.1_cds_WP_100720566.1_2154	24.324	222	597
WP_000361605.1	lcl|NZ_JAMQPU010000007.1_cds_WP_238761027.1_3557	27.727	220	597
WP_000361605.1	lcl|NZ_JAMQPU010000004.1_cds_WP_100718965.1_2716	28.713	202	597
WP_000361605.1	lcl|NZ_JAMQPU010000004.1_cds_WP_265360428.1_2877	27.329	161	597
WP_000361605.1	lcl|NZ_JAMQPU010000004.1_cds_WP_265360428.1_2877	24.590	244	597
WP_000361605.1	lcl|NZ_JAMQPU010000009.1_cds_WP_100716774.1_3728	24.000	225	597
WP_000361605.1	lcl|NZ_JAMQPU010000005.1_cds_WP_135652444.1_3061	28.444	225	597
WP_000361605.1	lcl|NZ_JAMQPU010000001.1_cds_WP_135594505.1_434	28.000	225	597
WP_000361605.1	lcl|NZ_JAMQPU010000001.1_cds_WP_135594505.1_434	27.869	183	597
WP_000361605.1	lcl|NZ_JAMQPU010000002.1_cds_WP_265359992.1_1266	28.194	227	597
WP_000361605.1	lcl|NZ_JAMQPU010000001.1_cds_WP_265355894.1_1051	25.243	206	597
WP_000361605.1	lcl|NZ_JAMQPU010000001.1_cds_WP_265359823.1_482	27.155	232	597
WP_000361605.1	lcl|NZ_JAMQPU010000001.1_cds_WP_265359857.1_650	23.902	205	597
WP_000361605.1	lcl|NZ_JAMQPU010000002.1_cds_WP_265360018.1_1386	24.670	227	597
WP_000361605.1	lcl|NZ_JAMQPU010000004.1_cds_WP_100717642.1_2811	26.522	230	597
WP_000361605.1	lcl|NZ_JAMQPU010000004.1_cds_WP_100717642.1_2811	25.668	187	597
WP_000361605.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265360262.1_2316	48.246	570	597
WP_000361605.1	lcl|NZ_JAMQPU010000001.1_cds_WP_265359844.1_569	44.398	241	597
WP_000361605.1	lcl|NZ_JAMQPU010000002.1_cds_WP_100716163.1_1522	37.415	294	597
WP_000361605.1	lcl|NZ_JAMQPU010000002.1_cds_WP_265355611.1_1240	36.900	271	597
WP_000361605.1	lcl|NZ_JAMQPU010000002.1_cds_WP_265355717.1_1582	37.544	285	597
WP_000361605.1	lcl|NZ_JAMQPU010000002.1_cds_WP_265359988.1_1238	34.252	254	597
WP_000361605.1	lcl|NZ_JAMQPU010000005.1_cds_WP_135687279.1_3207	27.273	440	597
WP_000361605.1	lcl|NZ_JAMQPU010000001.1_cds_WP_135591471.1_895	29.279	222	597
WP_000361605.1	lcl|NZ_JAMQPU010000004.1_cds_WP_100717653.1_2799	26.724	232	597
WP_000361605.1	lcl|NZ_JAMQPU010000002.1_cds_WP_100719689.1_1265	30.631	222	597
WP_000361605.1	lcl|NZ_JAMQPU010000003.1_cds_WP_135592251.1_2434	30.213	235	597
WP_000361605.1	lcl|NZ_JAMQPU010000002.1_cds_WP_265360166.1_1995	33.333	225	597
WP_000361605.1	lcl|NZ_JAMQPU010000003.1_cds_WP_100728022.1_2495	28.070	228	597
WP_000361605.1	lcl|NZ_JAMQPU010000008.1_cds_WP_100718591.1_3673	27.966	236	597
WP_000361605.1	lcl|NZ_JAMQPU010000002.1_cds_WP_135653122.1_1332	28.509	228	597
WP_000361605.1	lcl|NZ_JAMQPU010000004.1_cds_WP_100718973.1_2708	29.577	213	597
WP_000361605.1	lcl|NZ_JAMQPU010000001.1_cds_WP_265359763.1_230	27.861	201	597
WP_000361605.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265356057.1_2460	26.852	216	597
WP_000361605.1	lcl|NZ_JAMQPU010000002.1_cds_WP_135605214.1_1221	27.168	173	597
WP_000361605.1	lcl|NZ_JAMQPU010000007.1_cds_WP_100717123.1_3584	26.339	224	597
