WP_000340713.1	lcl|NZ_JQRS01000042.1_cds_WP_061249343.1_1944	93.023	86	106
WP_000412665.1	lcl|NZ_JQRS01000042.1_cds_WP_061249344.1_1945	89.032	310	314
WP_000412665.1	lcl|NZ_JQRS01000002.1_cds_WP_020771927.1_131	25.994	327	314
WP_000412665.1	lcl|NZ_JQRS01000042.1_cds_WP_061249358.1_1968	21.933	269	314
WP_000412665.1	lcl|NZ_JQRS01000042.1_cds_WP_061249345.1_1948	24.684	316	314
WP_000412665.1	lcl|NZ_JQRS01000042.1_cds_WP_061249410.1_2034	23.891	293	314
WP_000361605.1	lcl|NZ_JQRS01000042.1_cds_WP_235596823.1_1976	54.750	579	597
WP_000361605.1	lcl|NZ_JQRS01000008.1_cds_WP_020774675.1_500	35.422	367	597
WP_000361605.1	lcl|NZ_JQRS01000008.1_cds_WP_020772142.1_466	31.436	404	597
WP_000361605.1	lcl|NZ_JQRS01000002.1_cds_WP_061247843.1_33	32.304	421	597
WP_000361605.1	lcl|NZ_JQRS01000024.1_cds_WP_020774460.1_1463	28.448	232	597
WP_000361605.1	lcl|NZ_JQRS01000063.1_cds_WP_021064499.1_2557	28.112	249	597
WP_000361605.1	lcl|NZ_JQRS01000056.1_cds_WP_017807632.1_2371	31.416	226	597
WP_000361605.1	lcl|NZ_JQRS01000014.1_cds_WP_061248753.1_980	30.303	231	597
WP_000361605.1	lcl|NZ_JQRS01000135.1_cds_WP_020772697.1_3575	25.439	228	597
WP_000361605.1	lcl|NZ_JQRS01000016.1_cds_WP_061248873.1_1110	30.319	188	597
WP_000361605.1	lcl|NZ_JQRS01000009.1_cds_WP_061248416.1_674	28.384	229	597
WP_000361605.1	lcl|NZ_JQRS01000009.1_cds_WP_061248394.1_640	31.163	215	597
WP_000361605.1	lcl|NZ_JQRS01000002.1_cds_WP_061247885.1_87	29.167	216	597
WP_000361605.1	lcl|NZ_JQRS01000012.1_cds_WP_061248558.1_760	25.909	220	597
WP_000361605.1	lcl|NZ_JQRS01000066.1_cds_WP_061249708.1_2699	30.804	224	597
WP_000361605.1	lcl|NZ_JQRS01000014.1_cds_WP_061248741.1_967	28.814	236	597
WP_000361605.1	lcl|NZ_JQRS01000009.1_cds_WP_017808979.1_621	27.679	224	597
WP_000361605.1	lcl|NZ_JQRS01000069.1_cds_WP_020774244.1_2794	28.235	255	597
WP_000361605.1	lcl|NZ_JQRS01000069.1_cds_WP_020774244.1_2794	25.414	181	597
WP_000361605.1	lcl|NZ_JQRS01000002.1_cds_WP_020771751.1_88	27.309	249	597
WP_000361605.1	lcl|NZ_JQRS01000066.1_cds_WP_020774785.1_2685	23.828	256	597
WP_000361605.1	lcl|NZ_JQRS01000066.1_cds_WP_020774785.1_2685	26.752	157	597
WP_000361605.1	lcl|NZ_JQRS01000049.1_cds_WP_061249506.1_2243	26.295	251	597
WP_000361605.1	lcl|NZ_JQRS01000023.1_cds_WP_020775191.1_1430	23.301	206	597
WP_000361605.1	lcl|NZ_JQRS01000020.1_cds_WP_020773562.1_1216	26.601	203	597
WP_000361605.1	lcl|NZ_JQRS01000082.1_cds_WP_020774751.1_3069	25.114	219	597
WP_000361605.1	lcl|NZ_JQRS01000008.1_cds_WP_036040888.1_456	25.328	229	597
WP_000361605.1	lcl|NZ_JQRS01000008.1_cds_WP_036040888.1_456	21.839	261	597
