WP_000340713.1	lcl|NZ_AHOP02000001.1_cds_WP_004421256.1_3879	94.186	86	106
WP_000412665.1	lcl|NZ_AHOP02000001.1_cds_WP_004421326.1_3878	98.071	311	314
WP_000412665.1	lcl|NZ_AHOP02000001.1_cds_WP_004434477.1_3851	21.852	270	314
WP_000412665.1	lcl|NZ_AHOP02000031.1_cds_WP_004419974.1_1550	25.382	327	314
WP_000412665.1	lcl|NZ_AHOP02000001.1_cds_WP_004421375.1_3875	25.157	318	314
WP_000412665.1	lcl|NZ_AHOP02000001.1_cds_WP_004421482.1_3784	22.867	293	314
WP_000361605.1	lcl|NZ_AHOP02000001.1_cds_WP_004434874.1_3843	53.925	586	597
WP_000361605.1	lcl|NZ_AHOP02000029.1_cds_WP_082287632.1_1698	35.200	375	597
WP_000361605.1	lcl|NZ_AHOP02000005.1_cds_WP_004435268.1_3615	32.178	404	597
WP_000361605.1	lcl|NZ_AHOP02000010.1_cds_WP_004435871.1_3285	31.591	421	597
WP_000361605.1	lcl|NZ_AHOP02000015.1_cds_WP_004436116.1_3085	28.017	232	597
WP_000361605.1	lcl|NZ_AHOP02000027.1_cds_WP_004438467.1_1767	31.579	209	597
WP_000361605.1	lcl|NZ_AHOP02000050.1_cds_WP_002178073.1_823	31.441	229	597
WP_000361605.1	lcl|NZ_AHOP02000030.1_cds_WP_004438951.1_1626	31.050	219	597
WP_000361605.1	lcl|NZ_AHOP02000025.1_cds_WP_004438194.1_1923	24.793	242	597
WP_000361605.1	lcl|NZ_AHOP02000023.1_cds_WP_004437855.1_2091	32.127	221	597
WP_000361605.1	lcl|NZ_AHOP02000021.1_cds_WP_004423835.1_2410	28.947	228	597
WP_000361605.1	lcl|NZ_AHOP02000015.1_cds_WP_002245760.1_2990	30.052	193	597
WP_000361605.1	lcl|NZ_AHOP02000021.1_cds_WP_002148954.1_2444	30.876	217	597
WP_000361605.1	lcl|NZ_AHOP02000030.1_cds_WP_004438875.1_1627	27.711	249	597
WP_000361605.1	lcl|NZ_AHOP02000054.1_cds_WP_004440928.1_551	24.413	213	597
WP_000361605.1	lcl|NZ_AHOP02000021.1_cds_WP_002149659.1_2677	26.496	234	597
WP_000361605.1	lcl|NZ_AHOP02000016.1_cds_WP_017213193.1_2938	27.778	216	597
WP_000361605.1	lcl|NZ_AHOP02000001.1_cds_WP_004434531.1_3969	23.913	230	597
WP_000361605.1	lcl|NZ_AHOP02000036.1_cds_WP_002179138.1_1342	25.328	229	597
WP_000361605.1	lcl|NZ_AHOP02000036.1_cds_WP_004419703.1_1249	27.966	236	597
WP_000361605.1	lcl|NZ_AHOP02000060.1_cds_WP_004441674.1_242	25.581	215	597
WP_000361605.1	lcl|NZ_AHOP02000019.1_cds_WP_004422913.1_2775	26.908	249	597
WP_000361605.1	lcl|NZ_AHOP02000019.1_cds_WP_004422913.1_2775	27.225	191	597
WP_000361605.1	lcl|NZ_AHOP02000001.1_cds_WP_004434924.1_3745	25.097	259	597
WP_000361605.1	lcl|NZ_AHOP02000013.1_cds_WP_004436069.1_3124	26.244	221	597
WP_000361605.1	lcl|NZ_AHOP02000001.1_cds_WP_004434575.1_3953	24.215	223	597
WP_000361605.1	lcl|NZ_AHOP02000044.1_cds_WP_004440168.1_1027	24.783	230	597
WP_000361605.1	lcl|NZ_AHOP02000044.1_cds_WP_004440168.1_1027	23.849	239	597
WP_000361605.1	lcl|NZ_AHOP02000029.1_cds_WP_002153389.1_1693	28.780	205	597
WP_000361605.1	lcl|NZ_AHOP02000029.1_cds_WP_002153389.1_1693	24.157	178	597
