WP_000340713.1	lcl|NZ_JACCKC010000002.1_cds_WP_040913380.1_2527	94.186	86	106
WP_000412665.1	lcl|NZ_JACCKC010000002.1_cds_WP_218740012.1_2528	89.776	313	314
WP_000412665.1	lcl|NZ_JACCKC010000001.1_cds_WP_118954467.1_1584	23.636	330	314
WP_000412665.1	lcl|NZ_JACCKC010000002.1_cds_WP_218740055.1_2572	25.292	257	314
WP_000412665.1	lcl|NZ_JACCKC010000002.1_cds_WP_218740053.1_2570	21.739	276	314
WP_000412665.1	lcl|NZ_JACCKC010000002.1_cds_WP_135781012.1_2590	22.569	288	314
WP_000412665.1	lcl|NZ_JACCKC010000012.1_cds_WP_118957901.1_210	22.941	170	314
WP_000361605.1	lcl|NZ_JACCKC010000002.1_cds_WP_218740013.1_2529	32.727	550	597
WP_000361605.1	lcl|NZ_JACCKC010000001.1_cds_WP_218739715.1_2033	35.792	366	597
WP_000361605.1	lcl|NZ_JACCKC010000001.1_cds_WP_218739314.1_1189	32.678	407	597
WP_000361605.1	lcl|NZ_JACCKC010000001.1_cds_WP_135572717.1_1673	31.829	421	597
WP_000361605.1	lcl|NZ_JACCKC010000002.1_cds_WP_135780538.1_2085	32.510	243	597
WP_000361605.1	lcl|NZ_JACCKC010000002.1_cds_WP_218739967.1_2427	28.326	233	597
WP_000361605.1	lcl|NZ_JACCKC010000001.1_cds_WP_218739174.1_856	32.389	247	597
WP_000361605.1	lcl|NZ_JACCKC010000012.1_cds_WP_135780447.1_221	29.327	208	597
WP_000361605.1	lcl|NZ_JACCKC010000004.1_cds_WP_218740331.1_3079	29.386	228	597
WP_000361605.1	lcl|NZ_JACCKC010000008.1_cds_WP_218740862.1_4031	30.263	228	597
WP_000361605.1	lcl|NZ_JACCKC010000001.1_cds_WP_218739458.1_1472	26.033	242	597
WP_000361605.1	lcl|NZ_JACCKC010000005.1_cds_WP_135780313.1_3552	25.472	212	597
WP_000361605.1	lcl|NZ_JACCKC010000001.1_cds_WP_135779074.1_1435	28.340	247	597
WP_000361605.1	lcl|NZ_JACCKC010000001.1_cds_WP_218739684.1_1966	29.614	233	597
WP_000361605.1	lcl|NZ_JACCKC010000009.1_cds_WP_218740916.1_4114	26.496	234	597
WP_000361605.1	lcl|NZ_JACCKC010000004.1_cds_WP_135570164.1_3116	29.258	229	597
WP_000361605.1	lcl|NZ_JACCKC010000009.1_cds_WP_118957668.1_4120	25.926	270	597
WP_000361605.1	lcl|NZ_JACCKC010000003.1_cds_WP_218740167.1_2741	29.075	227	597
WP_000361605.1	lcl|NZ_JACCKC010000004.1_cds_WP_167450780.1_3275	26.512	215	597
WP_000361605.1	lcl|NZ_JACCKC010000001.1_cds_WP_118956272.1_609	25.728	206	597
WP_000361605.1	lcl|NZ_JACCKC010000008.1_cds_WP_135572229.1_3991	29.016	193	597
WP_000361605.1	lcl|NZ_JACCKC010000004.1_cds_WP_118956674.1_3135	25.893	224	597
WP_000361605.1	lcl|NZ_JACCKC010000001.1_cds_WP_218739439.1_1434	27.711	249	597
WP_000361605.1	lcl|NZ_JACCKC010000001.1_cds_WP_118954085.1_2009	28.390	236	597
WP_000361605.1	lcl|NZ_JACCKC010000001.1_cds_WP_118954754.1_1323	28.649	185	597
WP_000361605.1	lcl|NZ_JACCKC010000001.1_cds_WP_218739404.1_1373	25.909	220	597
