WP_000340713.1	lcl|NZ_AHOF02000003.1_cds_WP_004462903.1_2898	94.186	86	106
WP_000412665.1	lcl|NZ_AHOF02000003.1_cds_WP_004477867.1_2899	92.357	314	314
WP_000412665.1	lcl|NZ_AHOF02000034.1_cds_WP_004461583.1_121	25.460	326	314
WP_000412665.1	lcl|NZ_AHOF02000003.1_cds_WP_004477761.1_2919	22.022	277	314
WP_000412665.1	lcl|NZ_AHOF02000019.1_cds_WP_004478640.1_1590	24.699	332	314
WP_000412665.1	lcl|NZ_AHOF02000003.1_cds_WP_004477862.1_2979	25.789	190	314
WP_000412665.1	lcl|NZ_AHOF02000003.1_cds_WP_004468319.1_2819	22.353	170	314
WP_225740483.1	lcl|NZ_AHOF02000003.1_cds_WP_032919695.1_2900	87.826	115	219
WP_000652101.1	lcl|NZ_AHOF02000003.1_cds_LEP1GSC165_RS15575_2901	97.150	386	427
WP_000652101.1	lcl|NZ_AHOF02000003.1_cds_LEP1GSC165_RS15575_2901	89.362	47	427
WP_000361605.1	lcl|NZ_AHOF02000003.1_cds_WP_004477754.1_2902	94.407	590	597
WP_000361605.1	lcl|NZ_AHOF02000009.1_cds_WP_052578531.1_2463	35.389	373	597
WP_000361605.1	lcl|NZ_AHOF02000019.1_cds_WP_017863782.1_1658	32.346	405	597
WP_000361605.1	lcl|NZ_AHOF02000001.1_cds_WP_004459265.1_3633	32.304	421	597
WP_000361605.1	lcl|NZ_AHOF02000016.1_cds_WP_004461439.1_1909	28.326	233	597
WP_000361605.1	lcl|NZ_AHOF02000022.1_cds_WP_004464005.1_1087	32.057	209	597
WP_000361605.1	lcl|NZ_AHOF02000019.1_cds_WP_004478579.1_1544	31.507	219	597
WP_000361605.1	lcl|NZ_AHOF02000001.1_cds_WP_004477664.1_3663	25.833	240	597
WP_000361605.1	lcl|NZ_AHOF02000026.1_cds_WP_004466497.1_617	26.786	224	597
WP_000361605.1	lcl|NZ_AHOF02000003.1_cds_WP_004460145.1_3505	30.233	215	597
WP_000361605.1	lcl|NZ_AHOF02000003.1_cds_WP_004460086.1_3539	28.340	247	597
WP_000361605.1	lcl|NZ_AHOF02000022.1_cds_WP_004464119.1_1000	30.319	188	597
WP_000361605.1	lcl|NZ_AHOF02000009.1_cds_WP_004478196.1_2564	29.437	231	597
WP_000361605.1	lcl|NZ_AHOF02000023.1_cds_WP_004466161.1_953	24.779	226	597
WP_000361605.1	lcl|NZ_AHOF02000003.1_cds_WP_004473583.1_3486	27.778	216	597
WP_000361605.1	lcl|NZ_AHOF02000023.1_cds_WP_004460645.1_875	27.315	216	597
WP_000361605.1	lcl|NZ_AHOF02000009.1_cds_WP_004461802.1_2708	23.438	256	597
WP_000361605.1	lcl|NZ_AHOF02000009.1_cds_WP_004461802.1_2708	26.752	157	597
WP_000361605.1	lcl|NZ_AHOF02000026.1_cds_WP_004466296.1_610	27.234	235	597
WP_000361605.1	lcl|NZ_AHOF02000019.1_cds_WP_004458701.1_1545	26.316	247	597
WP_000361605.1	lcl|NZ_AHOF02000019.1_cds_WP_004459763.1_1756	28.079	203	597
WP_000361605.1	lcl|NZ_AHOF02000026.1_cds_WP_004479176.1_638	29.545	220	597
WP_000361605.1	lcl|NZ_AHOF02000023.1_cds_WP_004467934.1_787	26.744	258	597
WP_000361605.1	lcl|NZ_AHOF02000023.1_cds_WP_004467934.1_787	29.032	186	597
WP_000361605.1	lcl|NZ_AHOF02000019.1_cds_WP_004478583.1_1647	25.641	234	597
WP_000361605.1	lcl|NZ_AHOF02000003.1_cds_WP_004474610.1_3020	26.562	256	597
WP_000361605.1	lcl|NZ_AHOF02000001.1_cds_WP_004469900.1_3617	26.364	220	597
WP_000361605.1	lcl|NZ_AHOF02000016.1_cds_WP_004478498.1_1988	23.077	221	597
WP_000361605.1	lcl|NZ_AHOF02000009.1_cds_WP_004461812.1_2699	28.444	225	597
WP_000361605.1	lcl|NZ_AHOF02000001.1_cds_WP_004459333.1_3593	44.828	58	597
WP_000361605.1	lcl|NZ_AHOF02000001.1_cds_WP_004459333.1_3593	22.581	186	597
WP_000361605.1	lcl|NZ_AHOF02000003.1_cds_WP_004477754.1_2902	94.407	590	597
WP_000361605.1	lcl|NZ_AHOF02000009.1_cds_WP_052578531.1_2463	35.389	373	597
WP_000361605.1	lcl|NZ_AHOF02000019.1_cds_WP_017863782.1_1658	32.346	405	597
WP_000361605.1	lcl|NZ_AHOF02000001.1_cds_WP_004459265.1_3633	32.304	421	597
WP_000361605.1	lcl|NZ_AHOF02000016.1_cds_WP_004461439.1_1909	28.326	233	597
WP_000361605.1	lcl|NZ_AHOF02000022.1_cds_WP_004464005.1_1087	32.057	209	597
WP_000361605.1	lcl|NZ_AHOF02000019.1_cds_WP_004478579.1_1544	31.507	219	597
WP_000361605.1	lcl|NZ_AHOF02000001.1_cds_WP_004477664.1_3663	25.833	240	597
WP_000361605.1	lcl|NZ_AHOF02000026.1_cds_WP_004466497.1_617	26.786	224	597
WP_000361605.1	lcl|NZ_AHOF02000003.1_cds_WP_004460145.1_3505	30.233	215	597
WP_000361605.1	lcl|NZ_AHOF02000003.1_cds_WP_004460086.1_3539	28.340	247	597
WP_000361605.1	lcl|NZ_AHOF02000022.1_cds_WP_004464119.1_1000	30.319	188	597
WP_000361605.1	lcl|NZ_AHOF02000009.1_cds_WP_004478196.1_2564	29.437	231	597
