WP_000340713.1	lcl|NZ_AHNT02000019.1_cds_WP_000340715.1_3438	95.349	86	106
WP_000412665.1	lcl|NZ_AHNT02000019.1_cds_WP_000410273.1_3437	95.192	312	314
WP_000412665.1	lcl|NZ_AHNT02000074.1_cds_WP_000744702.1_603	24.925	333	314
WP_000412665.1	lcl|NZ_AHNT02000019.1_cds_WP_000646251.1_3434	26.394	269	314
WP_000412665.1	lcl|NZ_AHNT02000019.1_cds_WP_000723086.1_3367	22.680	291	314
WP_000361605.1	lcl|NZ_AHNT02000019.1_cds_WP_002106376.1_3415	52.196	592	597
WP_000361605.1	lcl|NZ_AHNT02000084.1_cds_WP_042710234.1_131	35.714	378	597
WP_000361605.1	lcl|NZ_AHNT02000084.1_cds_WP_000667646.1_174	32.832	399	597
WP_000361605.1	lcl|NZ_AHNT02000074.1_cds_WP_000828456.1_513	31.591	421	597
WP_000361605.1	lcl|NZ_AHNT02000037.1_cds_WP_000510777.1_2502	28.372	215	597
WP_000361605.1	lcl|NZ_AHNT02000037.1_cds_WP_001161019.1_2403	31.579	209	597
WP_000361605.1	lcl|NZ_AHNT02000062.1_cds_WP_001052495.1_1280	25.301	249	597
WP_000361605.1	lcl|NZ_AHNT02000062.1_cds_WP_000619177.1_1326	29.555	247	597
WP_000361605.1	lcl|NZ_AHNT02000084.1_cds_WP_002071818.1_117	30.131	229	597
WP_000361605.1	lcl|NZ_AHNT02000071.1_cds_WP_000433117.1_810	28.947	228	597
WP_000361605.1	lcl|NZ_AHNT02000062.1_cds_WP_000218830.1_1327	29.388	245	597
WP_000361605.1	lcl|NZ_AHNT02000058.1_cds_WP_001982953.1_1500	24.779	226	597
WP_000361605.1	lcl|NZ_AHNT02000006.1_cds_WP_001141162.1_3891	31.364	220	597
WP_000361605.1	lcl|NZ_AHNT02000071.1_cds_WP_000666552.1_864	27.778	234	597
WP_000361605.1	lcl|NZ_AHNT02000071.1_cds_WP_001089499.1_843	29.091	220	597
WP_000361605.1	lcl|NZ_AHNT02000005.1_cds_WP_000184524.1_3937	27.979	193	597
WP_000361605.1	lcl|NZ_AHNT02000038.1_cds_WP_000047473.1_2304	26.977	215	597
WP_000361605.1	lcl|NZ_AHNT02000036.1_cds_WP_000052667.1_2659	26.201	229	597
WP_000361605.1	lcl|NZ_AHNT02000054.1_cds_WP_000651459.1_1689	26.984	252	597
WP_000361605.1	lcl|NZ_AHNT02000052.1_cds_WP_000603361.1_1755	25.000	228	597
WP_000361605.1	lcl|NZ_AHNT02000050.1_cds_WP_000590871.1_1858	24.651	215	597
WP_000361605.1	lcl|NZ_AHNT02000076.1_cds_WP_001049205.1_344	27.451	255	597
WP_000361605.1	lcl|NZ_AHNT02000076.1_cds_WP_001049205.1_344	25.328	229	597
WP_000361605.1	lcl|NZ_AHNT02000036.1_cds_WP_001288322.1_2776	27.660	235	597
WP_000361605.1	lcl|NZ_AHNT02000030.1_cds_WP_000598571.1_2993	26.244	221	597
WP_000361605.1	lcl|NZ_AHNT02000052.1_cds_WP_000054169.1_1736	24.876	201	597
WP_000361605.1	lcl|NZ_AHNT02000006.1_cds_WP_000136057.1_3850	28.000	225	597
WP_000361605.1	lcl|NZ_AHNT02000084.1_cds_WP_000626143.1_137	29.327	208	597
WP_000361605.1	lcl|NZ_AHNT02000084.1_cds_WP_000626143.1_137	24.719	178	597
WP_000361605.1	lcl|NZ_AHNT02000067.1_cds_WP_002108942.1_1161	24.783	230	597
WP_000361605.1	lcl|NZ_AHNT02000067.1_cds_WP_002108942.1_1161	23.013	239	597
WP_000361605.1	lcl|NZ_AHNT02000019.1_cds_WP_002106376.1_3415	52.196	592	597
WP_000361605.1	lcl|NZ_AHNT02000084.1_cds_WP_042710234.1_131	35.714	378	597
WP_000361605.1	lcl|NZ_AHNT02000084.1_cds_WP_000667646.1_174	32.832	399	597
WP_000361605.1	lcl|NZ_AHNT02000074.1_cds_WP_000828456.1_513	31.591	421	597
WP_000361605.1	lcl|NZ_AHNT02000037.1_cds_WP_000510777.1_2502	28.372	215	597
WP_000361605.1	lcl|NZ_AHNT02000037.1_cds_WP_001161019.1_2403	31.579	209	597
WP_000361605.1	lcl|NZ_AHNT02000062.1_cds_WP_001052495.1_1280	25.301	249	597
WP_000361605.1	lcl|NZ_AHNT02000062.1_cds_WP_000619177.1_1326	29.555	247	597
WP_000361605.1	lcl|NZ_AHNT02000084.1_cds_WP_002071818.1_117	30.131	229	597
WP_000361605.1	lcl|NZ_AHNT02000071.1_cds_WP_000433117.1_810	28.947	228	597
WP_000361605.1	lcl|NZ_AHNT02000062.1_cds_WP_000218830.1_1327	29.388	245	597
WP_000361605.1	lcl|NZ_AHNT02000058.1_cds_WP_001982953.1_1500	24.779	226	597
WP_000361605.1	lcl|NZ_AHNT02000006.1_cds_WP_001141162.1_3891	31.364	220	597
WP_000361605.1	lcl|NZ_AHNT02000071.1_cds_WP_000666552.1_864	27.778	234	597
WP_000361605.1	lcl|NZ_AHNT02000071.1_cds_WP_001089499.1_843	29.091	220	597
WP_000361605.1	lcl|NZ_AHNT02000005.1_cds_WP_000184524.1_3937	27.979	193	597
WP_000361605.1	lcl|NZ_AHNT02000038.1_cds_WP_000047473.1_2304	26.977	215	597
WP_000361605.1	lcl|NZ_AHNT02000036.1_cds_WP_000052667.1_2659	26.201	229	597
WP_000361605.1	lcl|NZ_AHNT02000054.1_cds_WP_000651459.1_1689	26.984	252	597
WP_000361605.1	lcl|NZ_AHNT02000052.1_cds_WP_000603361.1_1755	25.000	228	597
WP_000361605.1	lcl|NZ_AHNT02000050.1_cds_WP_000590871.1_1858	24.651	215	597
WP_000361605.1	lcl|NZ_AHNT02000076.1_cds_WP_001049205.1_344	27.451	255	597
WP_000361605.1	lcl|NZ_AHNT02000076.1_cds_WP_001049205.1_344	25.328	229	597
WP_000361605.1	lcl|NZ_AHNT02000036.1_cds_WP_001288322.1_2776	27.660	235	597
WP_000361605.1	lcl|NZ_AHNT02000030.1_cds_WP_000598571.1_2993	26.244	221	597
WP_000361605.1	lcl|NZ_AHNT02000052.1_cds_WP_000054169.1_1736	24.876	201	597
WP_000361605.1	lcl|NZ_AHNT02000006.1_cds_WP_000136057.1_3850	28.000	225	597
WP_000361605.1	lcl|NZ_AHNT02000084.1_cds_WP_000626143.1_137	29.327	208	597
WP_000361605.1	lcl|NZ_AHNT02000084.1_cds_WP_000626143.1_137	24.719	178	597
WP_000361605.1	lcl|NZ_AHNT02000067.1_cds_WP_002108942.1_1161	24.783	230	597
WP_000361605.1	lcl|NZ_AHNT02000067.1_cds_WP_002108942.1_1161	23.013	239	597
WP_000699347.1	lcl|NZ_AHNT02000019.1_cds_WP_000646251.1_3434	31.304	345	350
WP_000699347.1	lcl|NZ_AHNT02000019.1_cds_WP_000723086.1_3367	24.157	356	350
WP_000699347.1	lcl|NZ_AHNT02000074.1_cds_WP_000744702.1_603	24.576	354	350
WP_000699347.1	lcl|NZ_AHNT02000060.1_cds_WP_001984071.1_1379	24.194	310	350
WP_000699347.1	lcl|NZ_AHNT02000019.1_cds_WP_000410273.1_3437	24.437	311	350
WP_000699347.1	lcl|NZ_AHNT02000074.1_cds_WP_000649925.1_441	24.675	308	350
WP_000699347.1	lcl|NZ_AHNT02000019.1_cds_WP_001067557.1_3431	25.000	256	350
WP_000699347.1	lcl|NZ_AHNT02000060.1_cds_WP_000709511.1_1368	25.882	255	350
WP_000699347.1	lcl|NZ_AHNT02000038.1_cds_WP_001074787.1_2232	24.609	256	350
WP_000699347.1	lcl|NZ_AHNT02000062.1_cds_WP_001003557.1_1301	24.468	188	350
WP_000275582.1	lcl|NZ_AHNT02000076.1_cds_WP_001011677.1_311	37.319	276	349
WP_000275582.1	lcl|NZ_AHNT02000019.1_cds_WP_001033782.1_3405	29.290	338	349
WP_000275582.1	lcl|NZ_AHNT02000019.1_cds_WP_002068380.1_3411	27.566	341	349
WP_000275582.1	lcl|NZ_AHNT02000076.1_cds_WP_001011677.1_311	37.319	276	349
WP_000275582.1	lcl|NZ_AHNT02000019.1_cds_WP_001033782.1_3405	29.290	338	349
WP_000275582.1	lcl|NZ_AHNT02000019.1_cds_WP_002068380.1_3411	27.566	341	349
WP_000623952.1	lcl|NZ_AHNT02000019.1_cds_WP_001035153.1_3392	35.938	64	247
WP_000208484.1	lcl|NZ_AHNT02000029.1_cds_WP_001970514.1_3144	26.316	266	323
WP_000208484.1	lcl|NZ_AHNT02000037.1_cds_WP_000421042.1_2529	23.656	279	323
WP_000208484.1	lcl|NZ_AHNT02000029.1_cds_WP_001970514.1_3144	26.316	266	323
WP_000208484.1	lcl|NZ_AHNT02000037.1_cds_WP_000421042.1_2529	23.656	279	323
WP_000615098.1	lcl|NZ_AHNT02000074.1_cds_WP_001082178.1_574	25.311	241	340
WP_000615098.1	lcl|NZ_AHNT02000077.1_cds_WP_000283289.1_270	23.116	199	340
WP_000615098.1	lcl|NZ_AHNT02000037.1_cds_WP_000402846.1_2353	22.267	247	340
WP_000723077.1	lcl|NZ_AHNT02000019.1_cds_WP_000646251.1_3434	31.457	302	332
WP_000723077.1	lcl|NZ_AHNT02000074.1_cds_WP_000649925.1_441	28.707	317	332
WP_000723077.1	lcl|NZ_AHNT02000019.1_cds_WP_000723086.1_3367	28.097	331	332
WP_000723077.1	lcl|NZ_AHNT02000074.1_cds_WP_000744702.1_603	30.000	330	332
WP_000723077.1	lcl|NZ_AHNT02000060.1_cds_WP_000709511.1_1368	26.852	324	332
WP_000723077.1	lcl|NZ_AHNT02000060.1_cds_WP_001984071.1_1379	26.115	314	332
WP_000723077.1	lcl|NZ_AHNT02000019.1_cds_WP_001067557.1_3431	23.792	269	332
WP_000723077.1	lcl|NZ_AHNT02000019.1_cds_WP_000475904.1_3384	28.625	269	332
WP_000723077.1	lcl|NZ_AHNT02000019.1_cds_WP_000410273.1_3437	21.014	276	332
WP_000723077.1	lcl|NZ_AHNT02000019.1_cds_WP_000378097.1_3414	25.616	203	332
WP_001054317.1	lcl|NZ_AHNT02000019.1_cds_WP_000172657.1_3413	30.471	361	392
WP_001054317.1	lcl|NZ_AHNT02000060.1_cds_WP_001281953.1_1415	32.558	301	392
WP_001054317.1	lcl|NZ_AHNT02000019.1_cds_WP_001198107.1_3430	27.476	313	392
WP_001054317.1	lcl|NZ_AHNT02000019.1_cds_WP_000608292.1_3429	27.515	338	392
WP_001054317.1	lcl|NZ_AHNT02000019.1_cds_WP_000575178.1_3373	26.506	249	392
WP_001054317.1	lcl|NZ_AHNT02000084.1_cds_WP_000538749.1_199	27.925	265	392
WP_000656817.1	lcl|NZ_AHNT02000017.1_cds_WP_000644954.1_3521	31.776	107	206
WP_000656817.1	lcl|NZ_AHNT02000029.1_cds_WP_000007746.1_3129	25.781	128	206
WP_000656817.1	lcl|NZ_AHNT02000029.1_cds_WP_000007746.1_3129	30.769	117	206
WP_000656817.1	lcl|NZ_AHNT02000060.1_cds_WP_000690880.1_1378	27.350	117	206
WP_000853941.1	lcl|NZ_AHNT02000019.1_cds_WP_001033782.1_3405	37.160	331	334
WP_000853941.1	lcl|NZ_AHNT02000076.1_cds_WP_001011677.1_311	35.667	300	334
WP_000853941.1	lcl|NZ_AHNT02000019.1_cds_WP_002068380.1_3411	30.408	319	334
WP_000853941.1	lcl|NZ_AHNT02000019.1_cds_WP_001033782.1_3405	37.160	331	334
WP_000853941.1	lcl|NZ_AHNT02000076.1_cds_WP_001011677.1_311	35.667	300	334
WP_000853941.1	lcl|NZ_AHNT02000019.1_cds_WP_002068380.1_3411	30.408	319	334
WP_000824284.1	lcl|NZ_AHNT02000019.1_cds_WP_000734455.1_3382	26.389	144	386
WP_000432841.1	lcl|NZ_AHNT02000019.1_cds_WP_000774260.1_3433	30.043	233	349
