WP_000340713.1	lcl|NZ_QHCT01000002.1_cds_WP_100785494.1_2441	90.698	86	106
WP_000412665.1	lcl|NZ_QHCT01000002.1_cds_WP_118968521.1_2433	62.581	310	314
WP_000412665.1	lcl|NZ_QHCT01000001.1_cds_WP_118966987.1_896	23.780	328	314
WP_000412665.1	lcl|NZ_QHCT01000002.1_cds_WP_118968527.1_2440	24.735	283	314
WP_000412665.1	lcl|NZ_QHCT01000002.1_cds_WP_118968483.1_2387	23.973	292	314
WP_000412665.1	lcl|NZ_QHCT01000010.1_cds_WP_118970620.1_55	22.353	170	314
WP_000361605.1	lcl|NZ_QHCT01000002.1_cds_WP_118968520.1_2432	51.706	586	597
WP_000361605.1	lcl|NZ_QHCT01000001.1_cds_WP_167731711.1_442	36.364	374	597
WP_000361605.1	lcl|NZ_QHCT01000001.1_cds_WP_118967357.1_1316	31.188	404	597
WP_000361605.1	lcl|NZ_QHCT01000001.1_cds_WP_118966904.1_806	31.678	423	597
WP_000361605.1	lcl|NZ_QHCT01000008.1_cds_WP_118970415.1_4221	28.326	233	597
WP_000361605.1	lcl|NZ_QHCT01000010.1_cds_WP_118970658.1_72	29.717	212	597
WP_000361605.1	lcl|NZ_QHCT01000002.1_cds_WP_118968599.1_2311	28.837	215	597
WP_000361605.1	lcl|NZ_QHCT01000003.1_cds_WP_118969139.1_3052	30.144	209	597
WP_000361605.1	lcl|NZ_QHCT01000002.1_cds_WP_118968277.1_2166	27.347	245	597
WP_000361605.1	lcl|NZ_QHCT01000001.1_cds_WP_167731715.1_511	31.169	231	597
WP_000361605.1	lcl|NZ_QHCT01000001.1_cds_WP_118967121.1_1051	30.000	220	597
WP_000361605.1	lcl|NZ_QHCT01000003.1_cds_WP_118969159.1_2586	29.665	209	597
WP_000361605.1	lcl|NZ_QHCT01000006.1_cds_WP_118970111.1_3950	26.432	227	597
WP_000361605.1	lcl|NZ_QHCT01000001.1_cds_WP_118967664.1_1658	32.127	221	597
WP_000361605.1	lcl|NZ_QHCT01000003.1_cds_WP_118969100.1_3009	30.319	188	597
WP_000361605.1	lcl|NZ_QHCT01000002.1_cds_WP_167731740.1_1967	24.519	208	597
WP_000361605.1	lcl|NZ_QHCT01000001.1_cds_WP_118967849.1_1840	24.757	206	597
WP_000361605.1	lcl|NZ_QHCT01000002.1_cds_WP_118968246.1_2130	30.392	204	597
WP_000361605.1	lcl|NZ_QHCT01000002.1_cds_WP_118968230.1_2111	26.957	230	597
WP_000361605.1	lcl|NZ_QHCT01000001.1_cds_WP_118966594.1_465	28.870	239	597
